#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B0E782
#Date Time: 2023-10-25 14:49:59.410
#Sample rate: 1.42857e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: -2.31 mV Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: 1 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: -8.2 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 5 kHz
#Period: 200 us
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.00028665,-0.4086208224037734,3.378843078740265
-0.00028658,-0.4092815520934077,3.38973307664512
-0.00028651,-0.4102726466278603,3.389733076645123
-0.00028644,-0.4125852005415793,3.396993075248357
-0.00028637,-0.4145673896104823,3.407883073153213
-0.0002863,-0.4165495786793865,3.407883073153216
-0.00028623,-0.4191924974379225,3.41514307175645
-0.00028616,-0.4215050513516427,3.418773071058069
-0.00028609,-0.422826510730913,3.415143071756448
-0.00028602,-0.4264605240239001,3.411513072454832
-0.00028595,-0.4277819834031688,3.426033069661305
-0.00028588,-0.4291034427824382,3.42603306966131
-0.00028581,-0.4307552670065232,3.436923067566161
-0.00028574,-0.4300945373168888,3.429663068962924
-0.00028567,-0.434058915454695,3.433293068264544
-0.0002856,-0.434389280299512,3.436923067566161
-0.00028553,-0.4393447529717694,3.436923067566161
-0.00028546,-0.4403358475062212,3.436923067566163
-0.00028539,-0.440996577195855,3.440553066867778
-0.00028532,-0.4449609553336612,3.447813065471017
-0.00028525,-0.4469431444025653,3.451443064772636
-0.00028518,-0.4495860631611002,3.451443064772636
-0.00028511,-0.45090752254037,3.458703063375872
-0.00028504,-0.4545415358333598,3.462333062677498
-0.00028497,-0.4565237249022609,3.476853059883958
-0.0002849,-0.4558629952126275,3.484113058487202
-0.00028483,-0.4598273733504337,3.491373057090441
-0.00028476,-0.4604881030400675,3.495003056392056
-0.00028469,-0.4621399272641535,3.502263054995295
-0.00028462,-0.4644524811778745,3.505893054296915
-0.00028455,-0.4661043054019587,3.50952305359853
-0.00028448,-0.467095399936411,3.513153052900151
-0.00028441,-0.4680864944708646,3.513153052900148
-0.00028434,-0.4727116022983007,3.505893054296916
-0.00028427,-0.473372331987937,3.513153052900151
-0.0002842,-0.4753545210568416,3.513153052900154
-0.00028413,-0.4786581695050101,3.520413051503385
-0.00028406,-0.4796492640394632,3.534933048709862
-0.00028399,-0.481961817953184,3.531303049408245
-0.00028392,-0.4836136421772683,3.53493304870986
-0.00028385,-0.4842743718669034,3.534933048709862
-0.00028378,-0.4862565609358077,3.542193047313095
-0.00028371,-0.4892298445391595,3.534933048709865
-0.00028364,-0.4908816687632467,3.549453045916336
-0.00028357,-0.4922031281425171,3.56034304382119
-0.0002835,-0.4961675062803195,3.556713044519575
-0.00028343,-0.4955067765906869,3.553083045217955
-0.00028336,-0.4971586008147754,3.563973043122807
-0.00028329,-0.503105168021479,3.556713044519576
-0.00028322,-0.5031051680214816,3.545823046614717
-0.00028315,-0.5070695461592876,3.549453045916341
-0.00028308,-0.5070695461592876,3.560343043821187
-0.00028301,-0.5093821000730077,3.560343043821192
-0.00028294,-0.5107035594522774,3.571233041726045
-0.00028287,-0.5130161133659955,3.56760304242443
-0.0002828,-0.5146679375900822,3.574863041027665
-0.00028273,-0.5159893969693526,3.578493040329286
-0.00028266,-0.519623410262338,3.582123039630901
-0.00028259,-0.5216055993312427,3.58938303823414
-0.00028252,-0.522266329020877,3.593013037535759
-0.00028245,-0.5262307071586811,3.600273036138992
-0.00028238,-0.5272218016931345,3.596643036837377
-0.00028231,-0.5295343556068546,3.607533034742232
-0.00028224,-0.5315165446757566,3.603903035440616
