Time,V(R5:2)
7.728468259307e-04,3.955838590004e-05
7.735567410919e-04,3.955838589805e-05
7.741782506439e-04,3.955838590184e-05
7.748198827240e-04,3.955838590380e-05
7.754509290191e-04,3.955838590710e-05
7.761246999237e-04,3.955838591235e-05
7.766761144134e-04,3.955838590907e-05
7.773231824371e-04,3.955838590923e-05
7.779272397491e-04,3.955838590203e-05
7.785860379669e-04,3.955838590413e-05
7.792619069549e-04,3.955838589241e-05
7.799059232208e-04,3.955838590049e-05
7.805146535369e-04,3.955838589659e-05
7.812205632659e-04,3.955838590102e-05
7.817533811065e-04,3.955838591584e-05
7.823333104583e-04,3.955838590322e-05
7.829503377410e-04,3.955838590227e-05
7.836477597686e-04,3.955838588854e-05
7.842098554107e-04,3.955838590910e-05
7.847544034454e-04,3.955838591579e-05
7.853548367950e-04,3.955838590844e-05
7.860485394927e-04,3.955838589986e-05
7.865662892791e-04,3.955838590926e-05
7.871136029693e-04,3.955838590306e-05
7.877116521331e-04,3.955838590203e-05
7.884064992401e-04,3.955838591591e-05
7.889499982330e-04,3.955838591127e-05
7.895203908416e-04,3.955838590321e-05
7.901255925628e-04,3.955838590052e-05
7.908214887115e-04,3.955838589714e-05
7.913441022369e-04,3.955838590266e-05
7.919157346221e-04,3.955838590741e-05
7.925906499359e-04,3.955838592051e-05
7.934807141754e-04,3.955838590068e-05
7.941094716522e-04,3.955838590624e-05
7.946993192169e-04,3.955838590471e-05
7.954653104278e-04,3.955838589575e-05
7.962992986175e-04,3.955838590688e-05
7.969663938018e-04,3.955838590261e-05
7.976181348297e-04,3.955838590898e-05
7.986227353546e-04,3.955838590813e-05
7.991974194976e-04,3.955838590151e-05
7.998819669219e-04,3.955838590041e-05
8.000000020800e-04,3.955838591154e-05
8.000038793621e-04,3.955838591157e-05
8.000116339264e-04,3.955838591153e-05
8.000271430550e-04,3.955838591111e-05
8.000581613121e-04,3.955838591078e-05
8.001083424626e-04,3.955838591092e-05
8.001600554524e-04,3.955838591055e-05
8.002634814320e-04,3.955838590908e-05
8.004531434117e-04,3.955838590764e-05
8.008324673710e-04,3.955838591551e-05
8.014596036015e-04,3.955838590365e-05
8.020418217717e-04,3.955838589814e-05
8.025903752385e-04,3.955838591032e-05
8.032186558781e-04,3.955838589338e-05
8.038654377995e-04,3.955838590858e-05
8.044245770512e-04,3.955838590664e-05
8.049437573491e-04,3.955838590108e-05
8.055944493351e-04,3.955838590483e-05
8.061821034489e-04,3.955838590334e-05
8.069596341191e-04,3.955838589887e-05
8.074797680912e-04,3.955838589790e-05
8.080134442387e-04,3.955838591495e-05
8.086055806218e-04,3.955838590831e-05
8.091419270573e-04,3.955838590673e-05
8.096826603947e-04,3.955838590145e-05
8.102195790348e-04,3.955838591315e-05
8.107859662114e-04,3.955838590605e-05
8.114875844059e-04,3.955838590932e-05
8.121079495488e-04,3.955838590670e-05
8.128497174321e-04,3.955838589667e-05
8.135559132634e-04,3.955838590673e-05
8.139854958592e-04,3.955838591793e-05
8.144520810185e-04,3.955838590531e-05
8.148722699223e-04,3.955838589704e-05
8.154315999089e-04,3.955838589979e-05
8.160539677678e-04,3.955838589853e-05
8.168049862919e-04,3.955838590318e-05
8.174217274723e-04,3.955838590692e-05
8.180682232914e-04,3.955838591239e-05
8.186677983342e-04,3.955838590439e-05
8.191830685673e-04,3.955838590449e-05
8.196994832096e-04,3.955838590380e-05
8.203039219914e-04,3.955838591107e-05
8.209442189274e-04,3.955838590479e-05
8.216627171574e-04,3.955838590525e-05
8.224358609257e-04,3.955838589647e-05
8.231492093144e-04,3.955838591070e-05
8.237192204533e-04,3.955838591570e-05
8.242568066655e-04,3.955838591023e-05
8.248409321843e-04,3.955838592066e-05
8.254638722477e-04,3.955838591260e-05
8.261611035405e-04,3.955838590524e-05
8.267028859196e-04,3.955838591209e-05
8.272839596806e-04,3.955838590383e-05
8.278985074101e-04,3.955838590339e-05
8.285955479679e-04,3.955838590293e-05
8.291750958500e-04,3.955838591260e-05
8.297150662480e-04,3.955838590905e-05
8.303125432072e-04,3.955838590188e-05
8.310056737004e-04,3.955838591265e-05
8.315776875553e-04,3.955838590572e-05
8.322089245854e-04,3.955838590673e-05
8.328538945256e-04,3.955838590638e-05
8.335611393986e-04,3.955838589975e-05
8.341381123600e-04,3.955838591254e-05
8.346798947392e-04,3.955838590773e-05
8.353041699467e-04,3.955838590819e-05
8.359992077885e-04,3.955838590948e-05
8.365129521428e-04,3.955838591149e-05
8.370449116764e-04,3.955838590725e-05
8.376661351261e-04,3.955838590983e-05
8.383618405400e-04,3.955838589526e-05
8.389101079045e-04,3.955838590742e-05
8.394430211125e-04,3.955838591164e-05
8.401820233403e-04,3.955838590088e-05
8.410244992314e-04,3.955838591600e-05
8.415358593998e-04,3.955838591282e-05
8.421730092106e-04,3.955838591249e-05
8.429868748722e-04,3.955838590196e-05
8.436022809086e-04,3.955838590867e-05
8.442952206669e-04,3.955838591071e-05
8.449457219181e-04,3.955838591789e-05
8.456472447453e-04,3.955838591264e-05
8.461798718510e-04,3.955838590802e-05
8.467398694096e-04,3.955838591790e-05
8.474488308964e-04,3.955838591115e-05
8.483278325138e-04,3.955838591583e-05
8.488575985966e-04,3.955838591614e-05
8.495018055973e-04,3.955838591504e-05
8.500000010800e-04,3.955838591596e-05
8.500000011720e-04,3.955838611156e-05
8.500000013560e-04,3.955838618852e-05
8.500000017240e-04,3.955838589028e-05
8.500000020800e-04,3.955838593598e-05
8.500000021600e-04,3.955838602015e-05
8.500000023200e-04,3.955838602016e-05
8.500000026400e-04,3.955838589028e-05
8.500000032800e-04,3.955838589029e-05
8.500000045600e-04,3.955838589029e-05
8.500000071201e-04,3.955838590174e-05
8.500000122402e-04,3.955838589608e-05
8.500000224804e-04,3.955838590670e-05
8.500000429607e-04,3.955838590775e-05
8.500000839215e-04,3.955838590855e-05
8.500001658429e-04,3.955838590526e-05
8.500003296858e-04,3.955838590507e-05
8.500006573717e-04,3.955838590579e-05
8.500013127434e-04,3.955838590583e-05
8.500026234868e-04,3.955838590595e-05
8.500052449736e-04,3.955838590640e-05
8.500104879471e-04,3.955838590681e-05
8.500209738943e-04,3.955838590753e-05
8.500419457885e-04,3.955838590876e-05
8.500838895771e-04,3.955838590777e-05
8.501320739719e-04,3.955838590867e-05
8.501995345088e-04,3.955838590891e-05
8.503344555828e-04,3.955838591522e-05
8.506042977306e-04,3.955838590713e-05
8.510572930309e-04,3.955838590560e-05
8.514828225109e-04,3.955838591286e-05
8.521159668895e-04,3.955838591857e-05
8.526280899974e-04,3.955838591549e-05
8.531753083202e-04,3.955838590890e-05
8.538513680431e-04,3.955838589987e-05
8.543187638256e-04,3.955838591118e-05
8.547726651165e-04,3.955838591293e-05
8.552903195354e-04,3.955838591111e-05
8.557936688396e-04,3.955838591229e-05
8.564654370281e-04,3.955838591563e-05
8.571129818889e-04,3.955838591380e-05
8.576357861492e-04,3.955838590725e-05
8.582001706096e-04,3.955838591193e-05
8.587504406902e-04,3.955838590497e-05
8.592672368022e-04,3.955838590757e-05
8.597529431316e-04,3.955838591799e-05
8.603892346355e-04,3.955838591238e-05
8.609744091960e-04,3.955838591291e-05
8.616846104595e-04,3.955838591830e-05
8.622296353313e-04,3.955838591391e-05
8.627951642009e-04,3.955838590957e-05
8.634111424419e-04,3.955838591260e-05
8.639626522991e-04,3.955838591271e-05
8.644094964000e-04,3.955838590430e-05
8.648529549572e-04,3.955838589977e-05
8.654345055553e-04,3.955838591599e-05
8.660456200572e-04,3.955838591591e-05
8.667793770763e-04,3.955838590858e-05
8.673763771984e-04,3.955838591881e-05
8.680003663036e-04,3.955838591037e-05
8.686500092479e-04,3.955838590637e-05
8.691823502513e-04,3.955838591183e-05
8.697419663402e-04,3.955838590836e-05
8.703315278026e-04,3.955838591722e-05
8.709957619640e-04,3.955838591236e-05
8.717197915050e-04,3.955838590620e-05
8.724794884655e-04,3.955838592186e-05
8.732071419689e-04,3.955838591914e-05
8.738671799633e-04,3.955838591019e-05
8.743721505138e-04,3.955838590708e-05
8.748619576427e-04,3.955838590506e-05
8.754582901927e-04,3.955838590652e-05
8.761500855419e-04,3.955838589892e-05
8.766824265453e-04,3.955838590812e-05
8.772182961437e-04,3.955838590836e-05
8.778070946666e-04,3.955838591480e-05
8.785004158947e-04,3.955838591304e-05
8.790365715953e-04,3.955838591315e-05
8.795987626049e-04,3.955838590293e-05
8.801964302989e-04,3.955838591094e-05
8.808892746898e-04,3.955838591178e-05
8.814218064281e-04,3.955838590648e-05
8.820227166149e-04,3.955838591667e-05
8.826795121166e-04,3.955838590812e-05
8.833555718395e-04,3.955838590966e-05
8.839609642955e-04,3.955838591125e-05
8.845395585033e-04,3.955838591323e-05
8.851439972850e-04,3.955838591615e-05
8.858434220287e-04,3.955838590032e-05
8.863658448192e-04,3.955838591112e-05
8.869183083507e-04,3.955838592136e-05
8.875197907421e-04,3.955838591220e-05
8.882150193187e-04,3.955838592113e-05
8.887659569713e-04,3.955838592056e-05
8.893211861583e-04,3.955838592035e-05
8.900211831066e-04,3.955838591034e-05
8.908813019725e-04,3.955838592806e-05
8.914583703014e-04,3.955838590822e-05
8.920556565258e-04,3.955838589920e-05
8.928190728160e-04,3.955838590779e-05
8.936490555736e-04,3.955838589891e-05
8.943002243968e-04,3.955838591704e-05
8.949519654247e-04,3.955838590905e-05
8.959292908641e-04,3.955838590504e-05
8.965436478588e-04,3.955838590315e-05
8.971882363292e-04,3.955838590883e-05
8.980816384288e-04,3.955838590063e-05
8.987120171520e-04,3.955838591706e-05
8.992910881969e-04,3.955838590380e-05
9.000000020800e-04,3.955838590527e-05
9.000130733786e-04,3.955838590866e-05
9.000392159758e-04,3.955838591000e-05
9.000915011702e-04,3.955838591137e-05
9.001560172377e-04,3.955838591278e-05
9.002284249602e-04,3.955838591661e-05
9.003732404051e-04,3.955838591682e-05
9.006628712950e-04,3.955838590522e-05
9.010826787291e-04,3.955838590784e-05
9.015110215483e-04,3.955838591343e-05
9.021496972380e-04,3.955838591658e-05
9.026610574065e-04,3.955838591933e-05
9.031918725310e-04,3.955838590474e-05
9.037863930998e-04,3.955838589476e-05
9.043236932097e-04,3.955838591938e-05
9.048267564116e-04,3.955838591561e-05
9.053894242583e-04,3.955838590977e-05
9.059251031218e-04,3.955838591369e-05
9.066050729094e-04,3.955838591120e-05
9.072797021208e-04,3.955838590688e-05
9.078416070280e-04,3.955838591895e-05
9.084426125822e-04,3.955838590226e-05
9.090252122221e-04,3.955838590420e-05
9.095422944365e-04,3.955838592844e-05
9.100244721709e-04,3.955838591087e-05
9.106758317290e-04,3.955838590008e-05
9.112785538969e-04,3.955838591358e-05
9.120497903166e-04,3.955838591164e-05
9.126372536955e-04,3.955838591368e-05
9.132363519011e-04,3.955838590918e-05
9.137985429106e-04,3.955838590928e-05
9.143120965300e-04,3.955838591187e-05
9.147959908781e-04,3.955838591371e-05
9.152435502348e-04,3.955838590981e-05
9.159256181059e-04,3.955838590618e-05
9.166276177702e-04,3.955838591202e-05
9.171858987151e-04,3.955838591317e-05
9.176909646330e-04,3.955838591563e-05
9.183017930327e-04,3.955838590958e-05
9.189918717680e-04,3.955838591684e-05
9.192707261382e-04,3.955838591050e-05
9.195437630949e-04,3.955838590892e-05
9.200898370085e-04,3.955838590502e-05
9.206389626799e-04,3.955838590238e-05
9.214073380766e-04,3.955838591343e-05
9.219620904265e-04,3.955838590174e-05
9.225381097136e-04,3.955838590873e-05
9.232115945158e-04,3.955838591360e-05
9.239444932280e-04,3.955838591390e-05
9.245439729033e-04,3.955838590862e-05
9.251205643950e-04,3.955838592238e-05
9.258958062468e-04,3.955838591444e-05
9.267345628081e-04,3.955838591622e-05
9.273972710905e-04,3.955838591183e-05
9.280503472624e-04,3.955838590917e-05
9.287960252104e-04,3.955838591691e-05
9.293846329985e-04,3.955838590755e-05
9.299952706633e-04,3.955838590322e-05
9.306759080229e-04,3.955838590452e-05
9.313849648772e-04,3.955838590439e-05
9.319068154631e-04,3.955838590551e-05
9.324658593474e-04,3.955838591440e-05
9.331427773772e-04,3.955838591147e-05
9.338764390288e-04,3.955838592505e-05
9.344538888274e-04,3.955838590743e-05
9.350338181792e-04,3.955838591571e-05
9.357989510832e-04,3.955838591110e-05
9.366299828825e-04,3.955838590562e-05
9.372785767851e-04,3.955838590318e-05
9.379298409758e-04,3.955838591148e-05
9.387241563139e-04,3.955838590979e-05
9.392816743193e-04,3.955838590364e-05
9.398858269987e-04,3.955838591406e-05
9.405524453459e-04,3.955838591445e-05
9.412746629057e-04,3.955838591679e-05
9.417988976775e-04,3.955838590984e-05
9.423720559416e-04,3.955838591180e-05
9.430825433073e-04,3.955838591235e-05
9.438491067229e-04,3.955838590761e-05
9.444197854338e-04,3.955838589802e-05
9.450423440276e-04,3.955838591111e-05
9.459219178496e-04,3.955838591139e-05
9.465392312346e-04,3.955838591417e-05
9.471244057951e-04,3.955838589815e-05
9.477451524077e-04,3.955838590883e-05
9.484280785857e-04,3.955838592119e-05
9.489316186247e-04,3.955838591581e-05
9.494836053191e-04,3.955838589765e-05
9.500000010800e-04,3.955838591067e-05
9.500000011720e-04,3.955838583945e-05
9.500000013560e-04,3.955838591640e-05
9.500000017240e-04,3.955838587793e-05
9.500000020800e-04,3.955838579375e-05
9.500000021600e-04,3.955838600781e-05
9.500000023200e-04,3.955838626757e-05
9.500000026400e-04,3.955838587793e-05
9.500000032800e-04,3.955838592002e-05
9.500000045600e-04,3.955838587794e-05
9.500000071201e-04,3.955838588939e-05
9.500000122402e-04,3.955838588373e-05
9.500000224804e-04,3.955838589434e-05
9.500000429607e-04,3.955838589363e-05
9.500000839215e-04,3.955838589619e-05
9.500001658429e-04,3.955838589292e-05
9.500003296858e-04,3.955838589298e-05
9.500006573717e-04,3.955838589361e-05
9.500013127434e-04,3.955838589370e-05
9.500026234868e-04,3.955838589418e-05
9.500052449736e-04,3.955838589523e-05
9.500104879471e-04,3.955838589700e-05
9.500209738943e-04,3.955838590007e-05
9.500419457885e-04,3.955838590366e-05
9.500838895771e-04,3.955838590694e-05
9.501367171737e-04,3.955838590707e-05
9.501938065025e-04,3.955838590818e-05
9.503079851600e-04,3.955838591111e-05
9.505363424751e-04,3.955838590833e-05
9.509930571052e-04,3.955838591560e-05
9.514743765327e-04,3.955838591366e-05
9.522036512825e-04,3.955838591239e-05
9.527100523445e-04,3.955838591158e-05
9.532228430244e-04,3.955838591064e-05
9.538425405952e-04,3.955838589632e-05
9.543840368721e-04,3.955838589009e-05
9.548906286689e-04,3.955838591460e-05
9.554622610542e-04,3.955838591056e-05
9.560194929573e-04,3.955838590514e-05
9.567010839912e-04,3.955838589983e-05
9.574002226326e-04,3.955838590727e-05
9.580231626960e-04,3.955838589765e-05
9.586398085090e-04,3.955838591322e-05
9.590863665077e-04,3.955838591164e-05
9.595472296211e-04,3.955838591061e-05
9.600384672615e-04,3.955838590914e-05
9.605466803047e-04,3.955838590869e-05
9.612318953010e-04,3.955838590681e-05
9.619065245124e-04,3.955838589540e-05
9.624353369209e-04,3.955838590521e-05
9.630144079658e-04,3.955838590382e-05
9.635938604805e-04,3.955838590746e-05
9.641161879035e-04,3.955838590835e-05
9.646072348091e-04,3.955838589100e-05
9.650613268348e-04,3.955838590188e-05
9.657344301673e-04,3.955838589117e-05
9.664266069862e-04,3.955838591215e-05
9.669809778663e-04,3.955838589952e-05
9.674879511329e-04,3.955838591007e-05
9.680714090797e-04,3.955838589911e-05
9.687614878150e-04,3.955838591230e-05
9.691034277412e-04,3.955838590953e-05
9.694114645454e-04,3.955838590065e-05
9.699404676887e-04,3.955838589898e-05
9.704933126899e-04,3.955838590280e-05
9.712129553291e-04,3.955838590260e-05
9.717379530403e-04,3.955838589505e-05
9.723068197700e-04,3.955838588905e-05
9.729446371528e-04,3.955838589444e-05
9.736432989570e-04,3.955838590916e-05
9.739860495063e-04,3.955838589654e-05
9.743467768165e-04,3.955838590355e-05
9.749036272499e-04,3.955838591141e-05
9.755050142738e-04,3.955838591040e-05
9.761613329383e-04,3.955838590894e-05
9.767885645362e-04,3.955838590778e-05
9.773744066688e-04,3.955838591732e-05
9.780726870033e-04,3.955838590488e-05
9.787495096656e-04,3.955838590391e-05
9.794325312110e-04,3.955838589128e-05
9.800699671241e-04,3.955838589505e-05
9.807549913856e-04,3.955838590376e-05
9.813042124244e-04,3.955838590954e-05
9.820387323829e-04,3.955838590069e-05
9.827192743751e-04,3.955838590166e-05
9.834283312294e-04,3.955838590438e-05
9.839630564186e-04,3.955838590511e-05
9.845097979042e-04,3.955838590234e-05
9.852105577919e-04,3.955838589918e-05
9.859704454872e-04,3.955838590096e-05
9.865381678077e-04,3.955838588808e-05
9.871540506813e-04,3.955838589541e-05
9.880333384010e-04,3.955838591250e-05
9.886633356544e-04,3.955838589812e-05
9.892537554237e-04,3.955838591668e-05
9.898530443641e-04,3.955838590155e-05
9.905457933876e-04,3.955838589945e-05
9.910647829505e-04,3.955838589852e-05
9.916128595802e-04,3.955838590662e-05
9.922154863807e-04,3.955838589471e-05
9.929108103248e-04,3.955838590428e-05
9.934551676246e-04,3.955838590147e-05
9.940087755653e-04,3.955838590492e-05
9.947069605323e-04,3.955838587479e-05
9.955676516029e-04,3.955838590065e-05
9.961391886207e-04,3.955838590236e-05
9.967371424171e-04,3.955838590240e-05
9.974976023170e-04,3.955838589802e-05
9.983238657447e-04,3.955838589650e-05
9.989698847267e-04,3.955838589178e-05
9.996207674476e-04,3.955838589735e-05
1.000000001080e-03,3.955838590950e-05
1.000000001172e-03,3.955838585905e-05
1.000000001356e-03,3.955838602741e-05
1.000000001724e-03,3.955838589753e-05
1.000000002080e-03,3.955838594323e-05
1.000000002160e-03,3.955838602741e-05
1.000000002320e-03,3.955838602741e-05
1.000000002640e-03,3.955838602741e-05
1.000000003280e-03,3.955838596248e-05
1.000000004560e-03,3.955838593002e-05
1.000000007120e-03,3.955838590900e-05
1.000000012240e-03,3.955838590334e-05
1.000000022480e-03,3.955838590990e-05
1.000000042961e-03,3.955838591325e-05
1.000000083921e-03,3.955838591343e-05
1.000000165843e-03,3.955838591257e-05
1.000000329686e-03,3.955838591325e-05
1.000000657372e-03,3.955838591334e-05
1.000001312743e-03,3.955838591341e-05
1.000002623487e-03,3.955838591386e-05
1.000005244974e-03,3.955838591472e-05
1.000010487947e-03,3.955838591654e-05
1.000020973894e-03,3.955838591852e-05
1.000041945789e-03,3.955838591961e-05
1.000083889577e-03,3.955838591704e-05
1.000128384444e-03,3.955838591221e-05
1.000204332683e-03,3.955838590383e-05
1.000356229159e-03,3.955838590026e-05
1.000660022113e-03,3.955838589380e-05
1.001082976672e-03,3.955838589498e-05
1.001515181873e-03,3.955838588605e-05
1.002150996539e-03,3.955838590018e-05
1.002660449359e-03,3.955838589566e-05
1.003190406177e-03,3.955838590170e-05
1.003793509814e-03,3.955838588636e-05
1.004332717273e-03,3.955838590561e-05
1.004837401721e-03,3.955838589592e-05
1.005398352954e-03,3.955838589059e-05
1.005941565845e-03,3.955838590926e-05
1.006624492023e-03,3.955838589235e-05
1.007297690723e-03,3.955838590596e-05
1.007868750903e-03,3.955838590836e-05
1.008473666522e-03,3.955838589090e-05
1.008931096408e-03,3.955838589037e-05
1.009492047641e-03,3.955838589677e-05
1.010019620273e-03,3.955838589289e-05
1.010596211764e-03,3.955838589008e-05
1.011276753757e-03,3.955838588563e-05
1.012036832187e-03,3.955838589862e-05
1.012657960269e-03,3.955838590183e-05
1.013274892184e-03,3.955838589222e-05
1.013727553699e-03,3.955838589886e-05
1.014254840228e-03,3.955838589308e-05
1.014759810779e-03,3.955838590465e-05
1.015311702106e-03,3.955838589855e-05
1.016014941547e-03,3.955838589310e-05
1.016777213428e-03,3.955838589077e-05
1.017423804614e-03,3.955838588874e-05
1.018043120715e-03,3.955838589213e-05
1.018490250919e-03,3.955838589608e-05
1.018960078571e-03,3.955838589888e-05
1.019400103900e-03,3.955838589180e-05
1.019981940601e-03,3.955838589036e-05
1.020584281299e-03,3.955838589944e-05
1.021310122821e-03,3.955838589263e-05
1.021892436359e-03,3.955838587486e-05
1.022500213000e-03,3.955838590122e-05
1.023179419849e-03,3.955838589692e-05
1.023722537372e-03,3.955838587514e-05
1.024292739246e-03,3.955838588184e-05
1.024849017474e-03,3.955838590414e-05
1.025532325122e-03,3.955838589562e-05
1.026398928973e-03,3.955838588828e-05
1.027055056903e-03,3.955838589405e-05
1.027691062305e-03,3.955838587071e-05
1.028210242602e-03,3.955838588522e-05
1.028775866840e-03,3.955838588631e-05
1.029366477344e-03,3.955838588764e-05
1.029992087695e-03,3.955838587975e-05
1.030669864032e-03,3.955838589142e-05
1.031175216052e-03,3.955838587780e-05
1.031819709155e-03,3.955838588995e-05
1.032414801929e-03,3.955838588697e-05
1.033048709247e-03,3.955838588675e-05
1.033724196765e-03,3.955838588899e-05
1.034363444659e-03,3.955838590900e-05
1.034967597339e-03,3.955838589551e-05
1.035673411700e-03,3.955838587153e-05
1.036208995196e-03,3.955838588758e-05
1.036806758258e-03,3.955838589296e-05
1.037432845447e-03,3.955838589564e-05
1.038131221149e-03,3.955838588411e-05
1.038699229571e-03,3.955838588691e-05
1.039242919299e-03,3.955838588201e-05
1.039849074695e-03,3.955838588399e-05
1.040543158862e-03,3.955838589342e-05
1.041059764239e-03,3.955838588959e-05
1.041602881763e-03,3.955838588833e-05
1.042205794665e-03,3.955838588372e-05
1.042900451038e-03,3.955838589079e-05
1.043447383258e-03,3.955838588962e-05
1.043993552539e-03,3.955838589285e-05
1.044700320575e-03,3.955838588331e-05
1.045552142474e-03,3.955838588858e-05
1.046121104571e-03,3.955838588094e-05
1.046717151019e-03,3.955838587773e-05
1.047476752612e-03,3.955838588728e-05
1.048301871631e-03,3.955838587995e-05
1.048947604510e-03,3.955838587979e-05
1.049598582599e-03,3.955838588404e-05
1.050000001080e-03,3.955838587008e-05
1.050000001172e-03,3.955838607943e-05
1.050000001356e-03,3.955838585815e-05
1.050000001724e-03,3.955838579321e-05
1.050000002080e-03,3.955838592309e-05
1.050000002160e-03,3.955838598803e-05
1.050000002320e-03,3.955838572827e-05
1.050000002640e-03,3.955838594233e-05
1.050000003280e-03,3.955838592310e-05
1.050000004560e-03,3.955838589064e-05
1.050000007120e-03,3.955838586962e-05
1.050000012240e-03,3.955838586396e-05
1.050000022480e-03,3.955838587052e-05
1.050000042961e-03,3.955838587387e-05
1.050000083921e-03,3.955838587410e-05
1.050000165843e-03,3.955838587316e-05
1.050000329686e-03,3.955838587330e-05
1.050000657372e-03,3.955838587383e-05
1.050001312743e-03,3.955838587383e-05
1.050002623487e-03,3.955838587401e-05
1.050005244974e-03,3.955838587452e-05
1.050010487947e-03,3.955838587533e-05
1.050020973894e-03,3.955838587675e-05
1.050041945789e-03,3.955838587834e-05
1.050083889577e-03,3.955838587919e-05
1.050128360603e-03,3.955838588061e-05
1.050204809520e-03,3.955838588133e-05
1.050357707355e-03,3.955838588578e-05
1.050663503024e-03,3.955838589017e-05
1.051086219165e-03,3.955838588634e-05
1.051518519733e-03,3.955838588767e-05
1.052154239032e-03,3.955838588619e-05
1.052663310382e-03,3.955838588391e-05
1.053192981097e-03,3.955838588725e-05
1.053798182819e-03,3.955838588988e-05
1.054337867114e-03,3.955838587749e-05
1.054843028400e-03,3.955838588153e-05
1.055403884265e-03,3.955838589436e-05
1.055948623035e-03,3.955838587286e-05
1.056631835315e-03,3.955838587499e-05
1.057305320117e-03,3.955838588236e-05
1.058050807330e-03,3.955838588061e-05
1.058775981280e-03,3.955838587336e-05
1.059232314441e-03,3.955838587544e-05
1.059672482822e-03,3.955838588355e-05
1.060202058170e-03,3.955838588075e-05
1.060719331119e-03,3.955838587781e-05
1.061396058414e-03,3.955838588555e-05
1.062081654880e-03,3.955838588156e-05
1.062648709628e-03,3.955838587792e-05
1.063250478122e-03,3.955838587725e-05
1.063871606204e-03,3.955838588571e-05
1.064396794650e-03,3.955838588227e-05
1.064886983249e-03,3.955838587510e-05
1.065438779208e-03,3.955838587460e-05
1.066090806338e-03,3.955838587876e-05
1.066910966251e-03,3.955838588438e-05
1.067538293216e-03,3.955838588985e-05
1.068146642062e-03,3.955838587753e-05
1.068659528110e-03,3.955838587361e-05
1.069153340671e-03,3.955838587538e-05
1.069633801791e-03,3.955838587642e-05
1.070183595035e-03,3.955838588269e-05
1.070795091006e-03,3.955838588116e-05
1.071668942783e-03,3.955838585898e-05
1.072305615756e-03,3.955838587319e-05
1.072928937289e-03,3.955838587272e-05
1.073580201480e-03,3.955838587376e-05
1.074183686587e-03,3.955838586838e-05
1.074814828250e-03,3.955838588602e-05
1.075452073428e-03,3.955838588453e-05
1.076114781711e-03,3.955838587502e-05
1.076670106265e-03,3.955838586888e-05
1.077288087222e-03,3.955838585649e-05
1.077887948367e-03,3.955838586688e-05
1.078576787326e-03,3.955838587996e-05
1.079346497867e-03,3.955838586937e-05
1.080008252475e-03,3.955838588304e-05
1.080639489505e-03,3.955838586630e-05
1.081502183292e-03,3.955838587344e-05
1.082100327823e-03,3.955838586548e-05
1.082725652072e-03,3.955838587862e-05
1.083469708774e-03,3.955838587376e-05
1.084276517245e-03,3.955838589344e-05
1.084897836063e-03,3.955838587219e-05
1.085544808719e-03,3.955838586207e-05
1.086482270572e-03,3.955838587302e-05
1.087108357761e-03,3.955838588647e-05
1.087703832004e-03,3.955838587135e-05
1.088448079440e-03,3.955838586108e-05
1.089258607242e-03,3.955838587734e-05
1.089897282931e-03,3.955838587017e-05
1.090543111179e-03,3.955838586016e-05
1.091508992526e-03,3.955838586229e-05
1.092129262302e-03,3.955838586688e-05
1.092755730960e-03,3.955838587441e-05
1.093657906863e-03,3.955838586412e-05
1.094299825046e-03,3.955838585757e-05
1.094888242099e-03,3.955838588365e-05
1.095514901492e-03,3.955838587056e-05
1.096196301791e-03,3.955838587126e-05
1.096714623782e-03,3.955838587001e-05
1.097256024692e-03,3.955838586708e-05
1.097871621463e-03,3.955838586826e-05
1.098568185184e-03,3.955838585976e-05
1.099090512607e-03,3.955838586088e-05
1.099638970706e-03,3.955838586402e-05
1.100000002080e-03,3.955838586489e-05
1.100009121591e-03,3.955838586454e-05
1.100027360612e-03,3.955838586468e-05
1.100063838655e-03,3.955838586492e-05
1.100115396672e-03,3.955838586410e-05
1.100173481399e-03,3.955838586297e-05
1.100279923373e-03,3.955838586375e-05
1.100492807323e-03,3.955838586902e-05
1.100918575221e-03,3.955838586642e-05
1.101411148006e-03,3.955838587008e-05
1.102163883143e-03,3.955838585897e-05
1.102666946345e-03,3.955838585757e-05
1.103183647090e-03,3.955838586025e-05
1.103764911586e-03,3.955838586983e-05
1.104298015529e-03,3.955838586621e-05
1.104797454768e-03,3.955838585017e-05
1.105360980922e-03,3.955838586514e-05
1.105889697963e-03,3.955838586455e-05
1.106566139155e-03,3.955838587213e-05
1.107245155269e-03,3.955838585429e-05
1.107802387172e-03,3.955838585969e-05
1.108400722438e-03,3.955838586430e-05
1.109017368251e-03,3.955838585592e-05
1.109508605891e-03,3.955838585588e-05
1.110002799922e-03,3.955838586045e-05
1.110558792048e-03,3.955838587477e-05
1.111204048091e-03,3.955838585788e-05
1.112006660396e-03,3.955838586894e-05
1.112630363399e-03,3.955838585871e-05
1.113215728694e-03,3.955838585955e-05
1.113744159633e-03,3.955838586029e-05
1.114246841365e-03,3.955838585789e-05
1.114721485072e-03,3.955838586006e-05
1.115173812800e-03,3.955838586175e-05
1.115848251277e-03,3.955838585818e-05
1.116559310847e-03,3.955838584141e-05
1.117121120387e-03,3.955838586004e-05
1.117630382472e-03,3.955838585609e-05
1.118248077327e-03,3.955838585630e-05
1.118938919002e-03,3.955838585336e-05
1.119210048610e-03,3.955838585272e-05
1.119475360805e-03,3.955838585520e-05
