#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B0E76B
#Date Time: 2023-10-18 13:53:18.063
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 1.5809 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 2 V/div Offset: -7.4 V Attenuation: 1 X
#Channel 2: Range: 2 V/div Offset: -4 V Attenuation: 1 X
#Math 1: Function: C2 / 100

#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: CurveTraceTriangle_1600pts_200619.csv
#Frequency: 20 Hz
#Period: 50 ms
#Amplitude: 2.5 V
#Offset: 2.5 V
#Phase: 0 �
#Wavegen Channel 2: Enabled
#Mode: Simple
#Type: CurveTraceStairStep_1600pts_200619.csv
#Frequency: 20 Hz
#Period: 50 ms
#Amplitude: -1.5 V
#Offset: -1.5 V
#Phase: 0 �

Time (s),Channel 1 (V),Channel 2 (V),Math 1 (A)
-0.1023790697674419,9.34121657628795,0.2123137142118408,0.002123137142118408
-0.1023540697674419,9.18426589950117,0.2086833800969257,0.002086833800969257
-0.1023290697674419,8.939714844973217,0.2086833800969257,0.002086833800969257
-0.1023040697674419,8.859414498710271,0.2123137142118408,0.002123137142118408
-0.1022790697674419,8.644063570096005,0.2086833800969257,0.002086833800969257
-0.1022540697674419,8.428712641481741,0.2086833800969257,0.002086833800969257
-0.1022290697674419,8.352062310957905,0.2050530459820106,0.002050530459820106
-0.1022040697674419,8.10386124069073,0.2050530459820106,0.002050530459820106
-0.1021790697674419,7.954210595382512,0.2050530459820106,0.002050530459820106
-0.1021540697674419,7.786309871378169,0.2050530459820106,0.002050530459820106
-0.1021290697674419,7.676809399201424,0.2014227118670955,0.002014227118670955
-0.1021040697674419,7.424958313194841,0.1977923777521804,0.001977923777521804
-0.1020790697674419,7.271657652147467,0.1977923777521804,0.001977923777521804
-0.1020540697674419,7.118356991100024,0.1977923777521804,0.001977923777521804
-0.1020290697674419,6.924906156921107,0.1977923777521804,0.001977923777521804
-0.1020040697674419,6.749705401438315,0.1941620436372653,0.001941620436372653
-0.1019790697674419,6.501504331171,0.1941620436372653,0.001941620436372653
-0.1019540697674419,6.44310407934343,0.1941620436372653,0.001941620436372653
-0.1019290697674419,6.19490300907614,0.1941620436372653,0.001941620436372653
-0.1019040697674419,6.041602348028697,0.1905317095223502,0.001905317095223502
-0.1018790697674419,5.851801529589006,0.1905317095223502,0.001905317095223502
-0.1018540697674419,5.767851167586722,0.1905317095223486,0.001905317095223486
-0.1018290697674419,5.519650097319545,0.1869013754074351,0.001869013754074351
-0.1018040697674419,5.417449656621249,0.1869013754074351,0.001869013754074351
-0.1017790697674419,5.245898916877683,0.1869013754074351,0.001869013754074351
-0.1017540697674419,4.997697846610393,0.18327104129252,0.0018327104129252
-0.1017290697674419,4.840747169823656,0.1832710412925184,0.001832710412925184
-0.1017040697674419,4.687446508776283,0.1796407071776049,0.001796407071776049
-0.1016790697674419,4.537795863468064,0.1796407071776049,0.001796407071776049
-0.1016540697674419,4.344345029289148,0.1796407071776049,0.001796407071776049
-0.1016290697674419,4.169144273806356,0.1760103730626899,0.001760103730626898
-0.1016040697674419,4.012193597019619,0.1723800389477748,0.001723800389477748
