  Time                 , V(C1:1)              , V(U1A:OUT)           
  0.000000000000e+00  ,-1.000000000000e+00  ,-1.623169393697e-05  
  1.200000000000e-14  ,-1.000000000000e+00  ,-1.623169393890e-05  
  2.400000000000e-14  ,-1.000000000000e+00  ,-1.623169393890e-05  
  4.799929144303e-14  ,-1.000000000000e+00  ,-1.623169393928e-05  
  9.599787432910e-14  ,-1.000000000000e+00  ,-1.623169393918e-05  
  1.919950401012e-13  ,-1.000000000000e+00  ,-1.623169393867e-05  
  3.839893716455e-13  ,-1.000000000000e+00  ,-1.623169393718e-05  
  7.679780347340e-13  ,-1.000000000000e+00  ,-1.623169393802e-05  
  1.012000000000e-12  ,-9.999999995200e-01  ,-1.623169393861e-05  
  1.088797732618e-12  ,-9.999999964481e-01  ,-1.623169393308e-05  
  1.242388650380e-12  ,-9.999999903045e-01  ,-1.623169392614e-05  
  1.549570485903e-12  ,-9.999999780172e-01  ,-1.623169388830e-05  
  2.163934156951e-12  ,-9.999999534426e-01  ,-1.623169358844e-05  
  3.392661499046e-12  ,-9.999999042935e-01  ,-1.623169235751e-05  
  5.850116183237e-12  ,-9.999998059954e-01  ,-1.623168738472e-05  
  1.076502555162e-11  ,-9.999996093990e-01  ,-1.623166748662e-05  
  2.059484428838e-11  ,-9.999992162062e-01  ,-1.623158889090e-05  
  4.025448176190e-11  ,-9.999984298207e-01  ,-1.623128457499e-05  
  7.957375670895e-11  ,-9.999968570497e-01  ,-1.623014346708e-05  
  1.582123066030e-10  ,-9.999937115077e-01  ,-1.622611360395e-05  
  3.154894063912e-10  ,-9.999874204237e-01  ,-1.621326048135e-05  
  6.300436059676e-10  ,-9.999748382558e-01  ,-1.617813633546e-05  
  1.259152005120e-09  ,-9.999496739198e-01  ,-1.609910859017e-05  
  2.517368803426e-09  ,-9.998993452479e-01  ,-1.595796041981e-05  
  5.033802400037e-09  ,-9.997986879040e-01  ,-1.585517376262e-05  
  1.006666959326e-08  ,-9.995973732163e-01  ,-1.708560446076e-05  
  2.013240397970e-08  ,-9.991947438408e-01  ,-3.050058618780e-05  
  4.026387275259e-08  ,-9.983894850899e-01  ,-1.352813303122e-04  
  8.052681029837e-08  ,-9.967789675881e-01  ,-8.443800272213e-04  
  1.265535169939e-07  ,-9.949378993202e-01  ,-2.722667334915e-03  
  2.186069303850e-07  ,-9.912557627846e-01  ,-1.055695457356e-02  
  3.664979750017e-07  ,-9.853401209999e-01  ,-3.490306448242e-02  
  6.622800642351e-07  ,-9.735088374306e-01  ,-1.228046730629e-01  
  1.239253025661e-06  ,-9.504299189736e-01  ,-3.849183909207e-01  
  2.027464848171e-06  ,-9.189014460732e-01  ,-7.174361074486e-01  
  2.706290226589e-06  ,-8.917484309365e-01  ,-7.825422157378e-01  
  3.459406834255e-06  ,-8.616237666298e-01  ,-5.967317101827e-01  
  4.165030460964e-06  ,-8.333988215615e-01  ,-3.115952962730e-01  
  4.929495792995e-06  ,-8.028202082802e-01  ,-5.636857743775e-02  
  5.355549793849e-06  ,-7.857780482460e-01  ,-3.661501152219e-02  
  5.746079426418e-06  ,-7.701568629433e-01  ,-1.030295001515e-01  
  6.346226673732e-06  ,-7.461509730507e-01  ,-3.168259861365e-01  
  6.990624409328e-06  ,-7.203750636269e-01  ,-5.976020705018e-01  
  7.817650776515e-06  ,-6.872940089394e-01  ,-7.506129569197e-01  
  8.480072956691e-06  ,-6.607971217324e-01  ,-6.687236485451e-01  
  9.170151692043e-06  ,-6.331939723183e-01  ,-4.270785189955e-01  
  9.960843067775e-06  ,-6.015663172890e-01  ,-1.738785410965e-01  
  1.066055391372e-05  ,-5.735778834511e-01  ,-9.688179598250e-02  
  1.137695406021e-05  ,-5.449218775917e-01  ,-2.019571619963e-01  
  1.206913087905e-05  ,-5.172348048378e-01  ,-4.166942886114e-01  
  1.281423662246e-05  ,-4.874305751015e-01  ,-6.435530650619e-01  
  1.343059633316e-05  ,-4.627761866738e-01  ,-6.852735797822e-01  
  1.415748689712e-05  ,-4.337005641152e-01  ,-5.680098620601e-01  
  1.483039949478e-05  ,-4.067840602089e-01  ,-3.524382349955e-01  
  1.552801225723e-05  ,-3.788795497109e-01  ,-1.833050502326e-01  
  1.625490282119e-05  ,-3.498039271523e-01  ,-1.529224878817e-01  
  1.695118043960e-05  ,-3.219528224159e-01  ,-2.745207310036e-01  
  1.761627290786e-05  ,-2.953491236855e-01  ,-4.541535886958e-01  
  1.839141939224e-05  ,-2.643432643105e-01  ,-6.252505592113e-01  
  1.899042223037e-05  ,-2.403831507851e-01  ,-6.285629252450e-01  
  1.962289903701e-05  ,-2.150840785195e-01  ,-5.127396744234e-01  
  2.029295061172e-05  ,-1.882820155312e-01  ,-3.392011434409e-01  
  2.105760667862e-05  ,-1.576957728554e-01  ,-1.832328949911e-01  
  2.169847581924e-05  ,-1.320610072304e-01  ,-1.879939986310e-01  
  2.229499910415e-05  ,-1.082000758339e-01  ,-2.988763146056e-01  
  2.295150850357e-05  ,-8.193969985735e-02  ,-4.623156745434e-01  
  2.371196840347e-05  ,-5.152130386126e-02  ,-6.076142280660e-01  
  2.428770158828e-05  ,-2.849197646868e-02  ,-6.056880212183e-01  
  2.488746736587e-05  ,-4.501345365165e-03  ,-5.044265862581e-01  
  2.554559801162e-05  ,2.182388046491e-02  ,-3.486062082280e-01  
  2.630834672988e-05  ,5.233382919538e-02  ,-2.045574337989e-01  
  2.693519685806e-05  ,7.740783432234e-02  ,-2.048095355589e-01  
  2.753419969619e-05  ,1.013679478477e-01  ,-3.023612286183e-01  
  2.818260286392e-05  ,1.273040745567e-01  ,-4.491459510763e-01  
  2.894373033584e-05  ,1.577491734337e-01  ,-5.861704588994e-01  
  2.951707933487e-05  ,1.806831333946e-01  ,-5.894594740615e-01  
  3.014087770523e-05  ,2.056350682091e-01  ,-4.972898826905e-01  
  3.080539796890e-05  ,2.322158787559e-01  ,-3.551439642122e-01  
  3.156995866836e-05  ,2.627983067344e-01  ,-2.229977907031e-01  
  3.218965623916e-05  ,2.875862095665e-01  ,-2.217549696668e-01  
  3.279771898330e-05  ,3.119087193321e-01  ,-3.105395725211e-01  
  3.344965074600e-05  ,3.379859898399e-01  ,-4.442756595023e-01  
  3.421163652481e-05  ,3.684654209923e-01  ,-5.690178801904e-01  
  3.478250597061e-05  ,3.913001988243e-01  ,-5.722664887835e-01  
  3.541145418228e-05  ,4.164581272911e-01  ,-4.880284170694e-01  
  3.607988451065e-05  ,4.431953404259e-01  ,-3.583719566478e-01  
  3.684492204727e-05  ,4.737968418907e-01  ,-2.389053152535e-01  
  3.745517824234e-05  ,4.982070896934e-01  ,-2.379339033961e-01  
  3.806562517227e-05  ,5.226249668907e-01  ,-3.186893223953e-01  
  3.872070406021e-05  ,5.488281224083e-01  ,-4.405973807396e-01  
  3.948307130874e-05  ,5.793228123497e-01  ,-5.536709583365e-01  
  4.005413148941e-05  ,6.021652195762e-01  ,-5.563146343264e-01  
  4.068060014785e-05  ,6.272239659141e-01  ,-4.799195431634e-01  
  4.134788606704e-05  ,6.539154026817e-01  ,-3.622867793393e-01  
  4.211273286880e-05  ,6.845092747520e-01  ,-2.537285422882e-01  
  4.271249864639e-05  ,7.084999058555e-01  ,-2.522328276026e-01  
  4.332723711074e-05  ,7.330894444298e-01  ,-3.253228777785e-01  
  4.398460481704e-05  ,7.593841526817e-01  ,-4.362829241453e-01  
  4.474744890274e-05  ,7.898979161094e-01  ,-5.394087741218e-01  
  4.531993959487e-05  ,8.127975437950e-01  ,-5.420885261963e-01  
  4.595050905288e-05  ,8.380203221153e-01  ,-4.722977519373e-01  
  4.662017915786e-05  ,8.648071263145e-01  ,-3.651744517931e-01  
  4.738540742935e-05  ,8.954162571739e-01  ,-2.669228618435e-01  
  4.797525499404e-05  ,9.190101597618e-01  ,-2.655490695857e-01  
  4.859352205337e-05  ,9.437408421348e-01  ,-3.320447298690e-01  
  4.925470445694e-05  ,9.701881382774e-01  ,-4.332667723013e-01  
  5.000000101200e-05  ,1.000000000000e+00  ,-5.257584487964e-01  
  5.000000111080e-05  ,1.000000000000e+00  ,-5.257591080901e-01  
  5.000000130841e-05  ,1.000000000000e+00  ,-5.257591216955e-01  
  5.000000170363e-05  ,1.000000000000e+00  ,-5.257591489072e-01  
  5.000000201200e-05  ,9.999999995200e-01  ,-5.257591701378e-01  
  5.000000209104e-05  ,9.999999963582e-01  ,-5.257591755808e-01  
  5.000000224914e-05  ,9.999999900345e-01  ,-5.257591864663e-01  
  5.000000256532e-05  ,9.999999773871e-01  ,-5.257592082401e-01  
  5.000000319769e-05  ,9.999999520922e-01  ,-5.257592517856e-01  
  5.000000446244e-05  ,9.999999015025e-01  ,-5.257593388932e-01  
  5.000000699192e-05  ,9.999998003230e-01  ,-5.257595131882e-01  
  5.000001205090e-05  ,9.999995979641e-01  ,-5.257598618949e-01  
  5.000002216884e-05  ,9.999991932462e-01  ,-5.257605604378e-01  
  5.000004240474e-05  ,9.999983838105e-01  ,-5.257619609388e-01  
  5.000008287652e-05  ,9.999967649390e-01  ,-5.257647742289e-01  
  5.000016382010e-05  ,9.999935271961e-01  ,-5.257704407797e-01  
  5.000032570724e-05  ,9.999870517102e-01  ,-5.257818813713e-01  
  5.000064948154e-05  ,9.999741007385e-01  ,-5.258049648072e-01  
  5.000129703012e-05  ,9.999481987951e-01  ,-5.258513013099e-01  
  5.000259212730e-05  ,9.998963949082e-01  ,-5.259437311374e-01  
  5.000518232164e-05  ,9.997927871344e-01  ,-5.261270615136e-01  
  5.001036271033e-05  ,9.995855715868e-01  ,-5.264861138565e-01  
  5.002072348771e-05  ,9.991711404917e-01  ,-5.271623788407e-01  
  5.004144504246e-05  ,9.983422783015e-01  ,-5.282735002209e-01  
  5.008288815198e-05  ,9.966845539210e-01  ,-5.291256324437e-01  
  5.013593032536e-05  ,9.945628669855e-01  ,-5.268827803638e-01  
  5.022486045537e-05  ,9.910056617853e-01  ,-5.134868489487e-01  
  5.038104846654e-05  ,9.847581413386e-01  ,-4.600353538484e-01  
  5.069342448887e-05  ,9.722631004450e-01  ,-2.503922803510e-01  
  5.120468928990e-05  ,9.518125084040e-01  ,2.630801599859e-01  
  5.167475536046e-05  ,9.330098655817e-01  ,8.055488924697e-01  
  5.237017467198e-05  ,9.051930931208e-01  ,1.266015938133e+00  
  5.312615230260e-05  ,8.749539878962e-01  ,1.140354767789e+00  
  5.380945995030e-05  ,8.476216819880e-01  ,4.916261373253e-01  
  5.436335399327e-05  ,8.254659202692e-01  ,-5.803438778787e-02  
  5.498886897740e-05  ,8.004453209040e-01  ,-4.625051950310e-01  
  5.566559627232e-05  ,7.733762291071e-01  ,-3.315812694253e-01  
  5.629368617711e-05  ,7.482526329157e-01  ,2.417205258111e-01  
  5.707426860509e-05  ,7.170293357966e-01  ,1.019431198891e+00  
  5.785218074498e-05  ,6.859128502009e-01  ,1.271443865541e+00  
  5.851298167882e-05  ,6.594808128474e-01  ,9.368985844591e-01  
  5.918074443516e-05  ,6.327703025934e-01  ,2.663732195933e-01  
  5.968256786046e-05  ,6.126973655817e-01  ,-1.721791594753e-01  
  6.017437770543e-05  ,5.930249717829e-01  ,-4.252230840589e-01  
  6.072645976720e-05  ,5.709416893122e-01  ,-3.438210775480e-01  
  6.123877360997e-05  ,5.504491356013e-01  ,3.825277455742e-02  
  6.191054179845e-05  ,5.235784080622e-01  ,6.610479227331e-01  
  6.258469417271e-05  ,4.966123130915e-01  ,1.151768910045e+00  
  6.316929652867e-05  ,4.732282188532e-01  ,1.173251855770e+00  
  6.376248195347e-05  ,4.495008018610e-01  ,8.202357674786e-01  
  6.440954997716e-05  ,4.236180809138e-01  ,2.523033126305e-01  
  6.499911143956e-05  ,4.000356224177e-01  ,-1.758284825773e-01  
  6.555081203160e-05  ,3.779675987360e-01  ,-3.574524974247e-01  
  6.617260768590e-05  ,3.530957725641e-01  ,-1.635955228584e-01  
  6.676331355748e-05  ,3.294675377009e-01  ,3.193090882691e-01  
  6.751280620274e-05  ,2.994878318903e-01  ,8.859167916361e-01  
  6.825276210484e-05  ,2.698895958063e-01  ,1.126696906587e+00  
  6.886750056920e-05  ,2.453000572321e-01  ,9.116646025691e-01  
  6.953526332554e-05  ,2.185895469782e-01  ,3.783117956561e-01  
  7.004700496373e-05  ,1.981198814509e-01  ,-1.193958950575e-02  
  7.068034007725e-05  ,1.727864769099e-01  ,-2.897344384738e-01  
  7.127552821812e-05  ,1.489789512751e-01  ,-1.706580801538e-01  
  7.191582515416e-05  ,1.233670738337e-01  ,2.908378676255e-01  
  7.266236140904e-05  ,9.350562363837e-02  ,8.789516182220e-01  
  7.349615886387e-05  ,6.015372544501e-02  ,1.078012605584e+00  
  7.416220500645e-05  ,3.351187974188e-02  ,7.963750833084e-01  
  7.485018565831e-05  ,5.992653667666e-03  ,2.525274837382e-01  
  7.535200908360e-05  ,-1.408028334405e-02  ,-7.651016151431e-02  
  7.588015392003e-05  ,-3.520607680108e-02  ,-2.535551737024e-01  
  7.648316219029e-05  ,-5.932640761163e-02  ,-1.264852916121e-01  
  7.703457668004e-05  ,-8.138298720147e-02  ,2.413534830188e-01  
  7.779274776158e-05  ,-1.117098304632e-01  ,7.595710603928e-01  
  7.852879359898e-05  ,-1.411516639593e-01  ,1.032243554274e+00  
  7.911883189854e-05  ,-1.647531959417e-01  ,9.057693504780e-01  
  7.976456477818e-05  ,-1.905825111273e-01  ,4.905586113125e-01  
  8.035517528233e-05  ,-2.142069312933e-01  ,9.119647726271e-02  
  8.091498210606e-05  ,-2.365992042425e-01  ,-1.432954414344e-01  
  8.144131496129e-05  ,-2.576525184515e-01  ,-1.627322280830e-01  
  8.211499049840e-05  ,-2.845995399358e-01  ,1.477459148858e-01  
  8.277493312535e-05  ,-3.109972450140e-01  ,6.168482579155e-01  
  8.365517451939e-05  ,-3.462069007757e-01  ,9.780204162167e-01  
  8.427058055577e-05  ,-3.708231422308e-01  ,8.800628929651e-01  
  8.490362956700e-05  ,-3.961451026800e-01  ,5.247868592832e-01  
  8.555880382237e-05  ,-4.223520728948e-01  ,1.253941402401e-01  
  8.613606288609e-05  ,-4.454424354437e-01  ,-9.153751962429e-02  
  8.667965724644e-05  ,-4.671862098577e-01  ,-1.062553262704e-01  
  8.724375560460e-05  ,-4.897501441839e-01  ,1.229049656620e-01  
  8.795891597447e-05  ,-5.183565589788e-01  ,5.744257384571e-01  
  8.874998881993e-05  ,-5.499994727972e-01  ,9.091100931559e-01  
  8.931361034093e-05  ,-5.725443336370e-01  ,8.788392352317e-01  
  8.988304927525e-05  ,-5.953218910101e-01  ,6.338293613528e-01  
  9.054365947423e-05  ,-6.217462989691e-01  ,2.578951013607e-01  
  9.114895656285e-05  ,-6.459581825140e-01  ,-2.136273709018e-03  
  9.166766002354e-05  ,-6.667063209417e-01  ,-6.992374357339e-02  
  9.215126826939e-05  ,-6.860506507757e-01  ,2.099963239111e-02  
  9.278755977330e-05  ,-7.115023109319e-01  ,3.095295539663e-01  
  9.346342876134e-05  ,-7.385370704534e-01  ,6.792169172576e-01  
  9.427109553990e-05  ,-7.708437415960e-01  ,8.491167239908e-01  
  9.494124248204e-05  ,-7.976496192816e-01  ,7.278647237131e-01  
  9.564286067662e-05  ,-8.257143470648e-01  ,4.048683901170e-01  
  9.631424739537e-05  ,-8.525698158148e-01  ,1.212779193008e-01  
  9.688282802281e-05  ,-8.753130409124e-01  ,9.540037815386e-03  
  9.743300273595e-05  ,-8.973200294378e-01  ,5.631844794132e-02  
  9.804602458653e-05  ,-9.218409034612e-01  ,2.919497050086e-01  
  9.876604869542e-05  ,-9.506418678167e-01  ,5.960815539957e-01  
  9.963703944859e-05  ,-9.854814979437e-01  ,7.865016293945e-01  
  1.000000020120e-04  ,-9.999999595200e-01  ,7.421528318457e-01  
  1.000282069299e-04  ,-9.988717628037e-01  ,7.348638592669e-01  
  1.000846167657e-04  ,-9.966153693711e-01  ,7.175192899889e-01  
  1.001974364374e-04  ,-9.921025825058e-01  ,6.670192666953e-01  
  1.004230757806e-04  ,-9.830770087754e-01  ,4.992073557826e-01  
  1.006882449243e-04  ,-9.724702430283e-01  ,2.040699588342e-01  
  1.012185832116e-04  ,-9.512567115342e-01  ,-5.352346318375e-01  
  1.017414828393e-04  ,-9.303407264267e-01  ,-1.206050508749e+00  
  1.023981829736e-04  ,-9.040727210556e-01  ,-1.521879186448e+00  
  1.031405230615e-04  ,-8.743791175400e-01  ,-1.105098531167e+00  
  1.038927813623e-04  ,-8.442887855088e-01  ,-1.288563874725e-01  
  1.044492503259e-04  ,-8.220300269638e-01  ,4.451632292410e-01  
  1.049696704004e-04  ,-8.012132239853e-01  ,6.916669697011e-01  
  1.055325289819e-04  ,-7.786988807236e-01  ,4.635244159951e-01  
  1.061092158410e-04  ,-7.556314063584e-01  ,-1.894831642810e-01  
  1.067955752466e-04  ,-7.281770301377e-01  ,-9.835144926853e-01  
  1.074794550989e-04  ,-7.008218360459e-01  ,-1.447089137771e+00  
  1.080658694360e-04  ,-6.773652625596e-01  ,-1.288508377074e+00  
  1.086687823388e-04  ,-6.532487464463e-01  ,-6.764445007545e-01  
  1.092035075281e-04  ,-6.318597388779e-01  ,-4.271383351380e-02  
  1.098158618066e-04  ,-6.073655677353e-01  ,4.632171838740e-01  
  1.103764315698e-04  ,-5.849427772080e-01  ,5.655061699799e-01  
  1.109903117273e-04  ,-5.603875709092e-01  ,1.902709723747e-01  
  1.116236468408e-04  ,-5.350541663681e-01  ,-5.379980083529e-01  
  1.124654551599e-04  ,-5.013818336045e-01  ,-1.288303697242e+00  
  1.130480547998e-04  ,-4.780778480088e-01  ,-1.311404515836e+00  
  1.136791010949e-04  ,-4.528359962021e-01  ,-8.744526381257e-01  
  1.143610735986e-04  ,-4.255570960556e-01  ,-1.816978052421e-01  
  1.149642726037e-04  ,-4.014291358506e-01  ,3.032846287104e-01  
  1.155248423669e-04  ,-3.790063453232e-01  ,4.788737200917e-01  
  1.161409159753e-04  ,-3.543634009873e-01  ,2.169871939572e-01  
  1.167526980493e-04  ,-3.298921180283e-01  ,-3.829110619752e-01  
  1.175122996423e-04  ,-2.995080543076e-01  ,-1.021167176532e+00  
  1.182397624109e-04  ,-2.704095435654e-01  ,-1.235635047369e+00  
  1.188709040735e-04  ,-2.451638770615e-01  ,-9.350470326025e-01  
  1.195443888757e-04  ,-2.182244849717e-01  ,-2.895928153567e-01  
  1.200476428125e-04  ,-1.980943275010e-01  ,1.377937947334e-01  
  1.205565234277e-04  ,-1.777391028916e-01  ,3.938983735353e-01  
  1.211208125207e-04  ,-1.551675391709e-01  ,3.113279831943e-01  
  1.216377993677e-04  ,-1.344880652939e-01  ,-6.366464890705e-02  
  1.223180552575e-04  ,-1.072778296982e-01  ,-6.682772137261e-01  
  1.230046053979e-04  ,-7.981582408299e-02  ,-1.133378255459e+00  
  1.235945483301e-04  ,-5.621810679783e-02  ,-1.133303485456e+00  
  1.241596957300e-04  ,-3.361221080174e-02  ,-7.976927458930e-01  
  1.248339434717e-04  ,-6.642301133771e-03  ,-2.300342900174e-01  
  1.254388590906e-04  ,1.755432362209e-02  ,1.753547359917e-01  
  1.259947558496e-04  ,3.979019398342e-02  ,3.253239378086e-01  
  1.265269061181e-04  ,6.107620472560e-02  ,1.578981441615e-01  
  1.271385928247e-04  ,8.554367298732e-02  ,-3.145467272998e-01  
  1.279019137475e-04  ,1.160765099014e-01  ,-9.219917276545e-01  
  1.287186404321e-04  ,1.487455772842e-01  ,-1.093018984792e+00  
  1.294072886560e-04  ,1.762915062393e-01  ,-7.744808665552e-01  
  1.300897379968e-04  ,2.035894798721e-01  ,-2.119248279468e-01  
  1.305858393762e-04  ,2.234335350479e-01  ,1.135201411013e-01  
  1.310667773340e-04  ,2.426710533584e-01  ,2.736800125052e-01  
  1.316344996545e-04  ,2.653799461807e-01  ,1.593811648021e-01  
  1.321727534387e-04  ,2.869100975479e-01  ,-2.009290839096e-01  
  1.329018374536e-04  ,3.160734581436e-01  ,-7.286469458747e-01  
  1.336256762597e-04  ,3.450270103897e-01  ,-1.048834657519e+00  
  1.342187663171e-04  ,3.687506126846e-01  ,-9.549416310932e-01  
  1.348316928003e-04  ,3.932676720108e-01  ,-5.724224907337e-01  
  1.354666491601e-04  ,4.186659264053e-01  ,-1.235791375020e-01  
  1.360415240381e-04  ,4.416609215225e-01  ,1.450292003375e-01  
  1.365822573755e-04  ,4.632902550186e-01  ,1.897390022084e-01  
  1.372660418603e-04  ,4.906416344131e-01  ,-1.178945862911e-01  
  1.379239817712e-04  ,5.169592308487e-01  ,-6.007807245812e-01  
  1.387922068689e-04  ,5.516882347549e-01  ,-9.926643437207e-01  
  1.393915911767e-04  ,5.756636070694e-01  ,-9.168490616650e-01  
  1.400058528039e-04  ,6.002340721572e-01  ,-5.790920808119e-01  
  1.406979342553e-04  ,6.279173302139e-01  ,-1.416216151591e-01  
  1.412878771875e-04  ,6.515150474990e-01  ,9.848621284876e-02  
  1.418428202722e-04  ,6.737127708877e-01  ,1.274912202982e-01  
  1.424334307763e-04  ,6.973371910537e-01  ,-1.145666627579e-01  
  1.431392451379e-04  ,7.255697655166e-01  ,-5.758425843172e-01  
  1.439374705407e-04  ,7.574987816299e-01  ,-9.257998119341e-01  
  1.444786807153e-04  ,7.791471886123e-01  ,-8.995334257917e-01  
  1.450538416955e-04  ,8.021536278213e-01  ,-6.496393246435e-01  
  1.457155009363e-04  ,8.286199974502e-01  ,-2.613716248038e-01  
  1.463141223047e-04  ,8.525648521865e-01  ,9.116742558457e-03  
  1.468344470117e-04  ,8.733778404678e-01  ,8.584988183887e-02  
  1.473191042993e-04  ,8.927641319717e-01  ,-2.637070797338e-03  
  1.479640742395e-04  ,9.185629295791e-01  ,-3.013276361133e-01  
  1.486337443445e-04  ,9.453497337783e-01  ,-6.817985080601e-01  
  1.494310160730e-04  ,9.772406029190e-01  ,-8.640017506886e-01  
  1.500000010120e-04  ,1.000000000000e+00  ,-7.701024086784e-01  
  1.500000011108e-04  ,1.000000000000e+00  ,-7.700963045429e-01  
  1.500000013084e-04  ,1.000000000000e+00  ,-7.700962356036e-01  
  1.500000017036e-04  ,1.000000000000e+00  ,-7.700960977127e-01  
  1.500000020120e-04  ,9.999999995200e-01  ,-7.700959901327e-01  
  1.500000020910e-04  ,9.999999963582e-01  ,-7.700959625625e-01  
  1.500000022491e-04  ,9.999999900345e-01  ,-7.700959074063e-01  
  1.500000025653e-04  ,9.999999773871e-01  ,-7.700957970878e-01  
  1.500000031977e-04  ,9.999999520922e-01  ,-7.700955764318e-01  
  1.500000044624e-04  ,9.999999015025e-01  ,-7.700951350565e-01  
  1.500000069919e-04  ,9.999998003230e-01  ,-7.700942516927e-01  
  1.500000120509e-04  ,9.999995979641e-01  ,-7.700924830434e-01  
  1.500000221688e-04  ,9.999991932462e-01  ,-7.700889368033e-01  
  1.500000424047e-04  ,9.999983838105e-01  ,-7.700818151801e-01  
  1.500000828765e-04  ,9.999967649390e-01  ,-7.700674667519e-01  
  1.500001638201e-04  ,9.999935271961e-01  ,-7.700384253478e-01  
  1.500003257072e-04  ,9.999870517102e-01  ,-7.699793990936e-01  
  1.500006494815e-04  ,9.999741007385e-01  ,-7.698594618603e-01  
  1.500012970301e-04  ,9.999481987951e-01  ,-7.696173393014e-01  
  1.500025921273e-04  ,9.998963949082e-01  ,-7.691315404738e-01  
  1.500051823216e-04  ,9.997927871344e-01  ,-7.681564470219e-01  
  1.500103627103e-04  ,9.995855715868e-01  ,-7.661900337245e-01  
  1.500207234877e-04  ,9.991711404917e-01  ,-7.621818092535e-01  
  1.500414450425e-04  ,9.983422783015e-01  ,-7.537927628812e-01  
  1.500828881520e-04  ,9.966845539210e-01  ,-7.351481016410e-01  
  1.501657743710e-04  ,9.933691051600e-01  ,-6.890092758618e-01  
  1.503315468090e-04  ,9.867382076380e-01  ,-5.598344794856e-01  
  1.506259460705e-04  ,9.749622371790e-01  ,-2.266824502987e-01  
  1.512054939526e-04  ,9.517803218958e-01  ,6.077131335251e-01  
  1.517389793652e-04  ,9.304409053919e-01  ,1.292694820122e+00  
  1.523489494580e-04  ,9.060421016810e-01  ,1.565335896631e+00  
  1.530908127087e-04  ,8.763675716517e-01  ,1.111792265472e+00  
  1.538260956067e-04  ,8.469562557337e-01  ,1.136341214261e-01  
  1.543814201611e-04  ,8.247432735560e-01  ,-4.817715323485e-01  
  1.549086113232e-04  ,8.036556270716e-01  ,-7.350039873822e-01  
  1.554732818860e-04  ,7.810688045618e-01  ,-4.880941553184e-01  
  1.560543556469e-04  ,7.578258541224e-01  ,2.016576887604e-01  
  1.567415733593e-04  ,7.303371456263e-01  ,1.023241179506e+00  
  1.574244041699e-04  ,7.030239132044e-01  ,1.490126750703e+00  
  1.580102463025e-04  ,6.795902279017e-01  ,1.313474538951e+00  
  1.586181183117e-04  ,6.552753475306e-01  ,6.635538919361e-01  
  1.591356773632e-04  ,6.345729854700e-01  ,2.395498477093e-02  
  1.597543258923e-04  ,6.098270443079e-01  ,-5.038405973899e-01  
  1.603194732922e-04  ,5.872211483118e-01  ,-6.000753408204e-01  
  1.609414596814e-04  ,5.623416927454e-01  ,-1.930289408905e-01  
  1.615769882458e-04  ,5.369205501673e-01  ,5.709333998818e-01  
  1.623329658764e-04  ,5.066814449427e-01  ,1.231790379635e+00  
  1.630680580395e-04  ,4.772777584193e-01  ,1.324890413405e+00  
  1.637657661694e-04  ,4.493694332239e-01  ,8.191619864140e-01  
  1.644441147107e-04  ,4.222354915736e-01  ,3.647150634449e-02  
  1.649246711987e-04  ,4.030132320521e-01  ,-3.683994921868e-01  
  1.654552002209e-04  ,3.817920711634e-01  ,-5.352937112101e-01  
  1.660364647168e-04  ,3.585414913294e-01  ,-2.780234162925e-01  
  1.666276474255e-04  ,3.348941829798e-01  ,3.313377785692e-01  
  1.674360771435e-04  ,3.025569942591e-01  ,1.128498401697e+00  
  1.681879539746e-04  ,2.724819210169e-01  ,1.288558624349e+00  
  1.688642997998e-04  ,2.454280880091e-01  ,8.707079252161e-01  
  1.695387382763e-04  ,2.184505489466e-01  ,1.466478304563e-01  
  1.700306434887e-04  ,1.987743404505e-01  ,-2.705956920366e-01  
  1.705063362378e-04  ,1.797466304896e-01  ,-4.745242457242e-01  
  1.710519333142e-04  ,1.579227474329e-01  ,-3.369516215240e-01  
  1.715912361401e-04  ,1.363506343958e-01  ,1.240935170381e-01  
  1.722664375561e-04  ,1.093425777552e-01  ,7.730724673616e-01  
  1.729538460034e-04  ,8.184623986457e-02  ,1.224327671604e+00  
  1.735425491589e-04  ,5.829811364387e-02  ,1.166057866018e+00  
  1.741006393689e-04  ,3.597450524543e-02  ,7.622165328151e-01  
  1.748325844067e-04  ,6.696703731758e-03  ,3.313934949762e-02  
  1.753723640698e-04  ,-1.489448279168e-02  ,-3.200398028286e-01  
  1.758881111401e-04  ,-3.552436560418e-02  ,-4.038606177973e-01  
  1.762424965161e-04  ,-4.969978064324e-02  ,-2.652725365253e-01  
  1.766518612164e-04  ,-6.607436865594e-02  ,4.524968363222e-02  
  1.770886440533e-04  ,-8.354568213250e-02  ,4.846809510459e-01  
  1.777782459515e-04  ,-1.111297580602e-01  ,1.024327235004e+00  
  1.784863491314e-04  ,-1.394538852575e-01  ,1.172522657696e+00  
  1.791504879254e-04  ,-1.660194370153e-01  ,8.417699023917e-01  
  1.798079509991e-04  ,-1.923179599645e-01  ,2.373276015792e-01  
  1.803010006207e-04  ,-2.120399448278e-01  ,-1.414632897031e-01  
  1.807808895367e-04  ,-2.312355014684e-01  ,-3.479234323547e-01  
  1.813338299054e-04  ,-2.533531162145e-01  ,-2.581045522251e-01  
  1.818525333661e-04  ,-2.741012546423e-01  ,1.033093221987e-01  
