  Time                 , V(V1:+)              , V(R2:1)              
  2.583597256686e-03  ,6.656109812557e-01  ,5.065978717910e-02  
  2.584439827945e-03  ,6.622406962216e-01  ,4.425173241446e-02  
  2.585509850528e-03  ,6.579606058895e-01  ,3.256006223733e-02  
  2.586697175052e-03  ,6.532113077938e-01  ,3.112488765291e-02  
  2.587958123233e-03  ,6.481675150692e-01  ,4.129873813735e-02  
  2.589144112613e-03  ,6.434235575497e-01  ,4.922969885718e-02  
  2.590240265872e-03  ,6.390389445126e-01  ,4.508347621205e-02  
  2.591408898379e-03  ,6.343644144833e-01  ,3.484429915178e-02  
  2.592853333499e-03  ,6.285866740048e-01  ,3.321972041240e-02  
  2.593938042666e-03  ,6.242478373348e-01  ,4.015244963087e-02  
  2.595132424380e-03  ,6.194703104794e-01  ,4.538438732540e-02  
  2.596418168094e-03  ,6.143273356259e-01  ,4.360476468815e-02  
  2.597955681826e-03  ,6.081772806942e-01  ,3.663171865814e-02  
  2.599717881228e-03  ,6.011284830868e-01  ,3.701162076006e-02  
  2.601142861392e-03  ,5.954285624325e-01  ,4.166787356285e-02  
  2.602771164920e-03  ,5.889153483212e-01  ,4.332536322248e-02  
  2.604302956607e-03  ,5.827881815731e-01  ,3.960369757418e-02  
  2.606175591494e-03  ,5.752976420224e-01  ,3.705493110735e-02  
  2.608053566958e-03  ,5.677857401669e-01  ,4.003946575536e-02  
  2.610232140567e-03  ,5.590714457333e-01  ,4.211928868756e-02  
  2.612580086734e-03  ,5.496796610653e-01  ,3.974134673619e-02  
  2.615292336490e-03  ,5.388306620419e-01  ,3.881393426412e-02  
  2.618546654727e-03  ,5.258133890927e-01  ,4.046761692048e-02  
  2.622151162173e-03  ,5.113953593075e-01  ,4.026761811797e-02  
  2.628395821597e-03  ,4.864167216122e-01  ,3.961060334872e-02  
  2.635028054263e-03  ,4.598877909481e-01  ,4.000568471522e-02  
  2.642280556704e-03  ,4.308777811825e-01  ,4.000467393603e-02  
  2.656785561587e-03  ,3.728577616513e-01  ,3.995798704362e-02  
  2.684068276431e-03  ,2.637269022763e-01  ,3.998566416475e-02  
  2.738633706118e-03  ,4.546518352626e-02  ,3.998153051901e-02  
  2.847764565493e-03  ,-3.910582539737e-01  ,3.998542090301e-02  
  2.967759682681e-03  ,-8.710387227237e-01  ,3.998356785062e-02  
  3.000000002012e-03  ,-1.000000000000e+00  ,3.998346347549e-02  
  3.000624467954e-03  ,-1.000000000000e+00  ,2.507115487465e-02  
  3.001873399839e-03  ,-1.000000000000e+00  ,-1.075384056010e-02  
  3.002704527006e-03  ,-1.000000000000e+00  ,-2.310175648356e-02  
  3.003523161039e-03  ,-1.000000000000e+00  ,-1.847465507007e-02  
  3.004357244596e-03  ,-1.000000000000e+00  ,2.628849825258e-04  
  3.005095102415e-03  ,-1.000000000000e+00  ,1.523884876830e-02  
  3.005791093931e-03  ,-1.000000000000e+00  ,2.091458832859e-02  
  3.006406976804e-03  ,-1.000000000000e+00  ,1.424073148755e-02  
  3.007158472166e-03  ,-1.000000000000e+00  ,-3.298384324541e-03  
  3.007822992429e-03  ,-1.000000000000e+00  ,-1.567610714165e-02  
  3.008488084898e-03  ,-1.000000000000e+00  ,-1.969235611634e-02  
  3.009086610899e-03  ,-1.000000000000e+00  ,-1.291825044983e-02  
  3.009837534055e-03  ,-1.000000000000e+00  ,3.941979761678e-03  
  3.010521127805e-03  ,-1.000000000000e+00  ,1.553430014759e-02  
  3.011184408293e-03  ,-1.000000000000e+00  ,1.844139105805e-02  
  3.011773588285e-03  ,-1.000000000000e+00  ,1.151778882882e-02  
  3.012544252500e-03  ,-1.000000000000e+00  ,-5.052886598967e-03  
  3.013301565275e-03  ,-1.000000000000e+00  ,-1.730039291343e-02  
  3.014022638426e-03  ,-1.000000000000e+00  ,-1.594705090910e-02  
  3.014714624510e-03  ,-1.000000000000e+00  ,-4.840998929303e-03  
  3.015447713957e-03  ,-1.000000000000e+00  ,1.060608931487e-02  
  3.016176035032e-03  ,-1.000000000000e+00  ,1.787050597245e-02  
  3.016907598600e-03  ,-1.000000000000e+00  ,1.152112109808e-02  
  3.017705824003e-03  ,-1.000000000000e+00  ,-4.823793143654e-03  
  3.018466856107e-03  ,-1.000000000000e+00  ,-1.666731639605e-02  
  3.019190218076e-03  ,-1.000000000000e+00  ,-1.531896985141e-02  
  3.019898321256e-03  ,-1.000000000000e+00  ,-4.354441057060e-03  
  3.020638372526e-03  ,-1.000000000000e+00  ,1.055397992781e-02  
  3.021378709898e-03  ,-1.000000000000e+00  ,1.719979825264e-02  
  3.022107412443e-03  ,-1.000000000000e+00  ,1.060966017945e-02  
  3.022921850309e-03  ,-1.000000000000e+00  ,-5.495695896171e-03  
  3.023696329221e-03  ,-1.000000000000e+00  ,-1.639907330966e-02  
  3.024423410520e-03  ,-1.000000000000e+00  ,-1.408747862003e-02  
  3.025137426481e-03  ,-1.000000000000e+00  ,-2.967617710011e-03  
  3.025895788297e-03  ,-1.000000000000e+00  ,1.133762420460e-02  
  3.026654054746e-03  ,-1.000000000000e+00  ,1.642079467126e-02  
  3.027382375822e-03  ,-1.000000000000e+00  ,8.663973721706e-03  
  3.028044130430e-03  ,-1.000000000000e+00  ,-3.016826984253e-03  
  3.028733923063e-03  ,-1.000000000000e+00  ,-1.392212848356e-02  
  3.029408361540e-03  ,-1.000000000000e+00  ,-1.526487398795e-02  
  3.030175878629e-03  ,-1.000000000000e+00  ,-6.042643317976e-03  
  3.030839922056e-03  ,-1.000000000000e+00  ,5.097055829260e-03  
  3.031443979368e-03  ,-1.000000000000e+00  ,1.354442113281e-02  
  3.032097246275e-03  ,-1.000000000000e+00  ,1.428470415563e-02  
  3.032857896909e-03  ,-1.000000000000e+00  ,5.126290259357e-03  
  3.033505823240e-03  ,-1.000000000000e+00  ,-5.262405648676e-03  
  3.034090044126e-03  ,-1.000000000000e+00  ,-1.295290396474e-02  
  3.034742643461e-03  ,-1.000000000000e+00  ,-1.361026199696e-02  
  3.035502245054e-03  ,-1.000000000000e+00  ,-4.836413331081e-03  
  3.036143018827e-03  ,-1.000000000000e+00  ,4.975470671446e-03  
  3.036725427732e-03  ,-1.000000000000e+00  ,1.229541581723e-02  
  3.037377264127e-03  ,-1.000000000000e+00  ,1.295221698725e-02  
  3.038136198148e-03  ,-1.000000000000e+00  ,4.627466357731e-03  
  3.038773443327e-03  ,-1.000000000000e+00  ,-4.687666120852e-03  
  3.039356901273e-03  ,-1.000000000000e+00  ,-1.171820641377e-02  
  3.040008165464e-03  ,-1.000000000000e+00  ,-1.240210450025e-02  
  3.040768053159e-03  ,-1.000000000000e+00  ,-4.509936627829e-03  
  3.041400911436e-03  ,-1.000000000000e+00  ,4.323791214510e-03  
  3.041986848936e-03  ,-1.000000000000e+00  ,1.110176535311e-02  
  3.042636396513e-03  ,-1.000000000000e+00  ,1.182098298429e-02  
  3.043395998106e-03  ,-1.000000000000e+00  ,4.371963896468e-03  
  3.044025899992e-03  ,-1.000000000000e+00  ,-4.022140250141e-03  
  3.044614221678e-03  ,-1.000000000000e+00  ,-1.056759575897e-02  
  3.045262434110e-03  ,-1.000000000000e+00  ,-1.133460799976e-02  
  3.046023084745e-03  ,-1.000000000000e+00  ,-4.303413888511e-03  
  3.046648695097e-03  ,-1.000000000000e+00  ,3.657784748261e-03  
  3.047240450010e-03  ,-1.000000000000e+00  ,9.993897305426e-03  
  3.047886278257e-03  ,-1.000000000000e+00  ,1.080990211638e-02  
  3.048646547422e-03  ,-1.000000000000e+00  ,4.202881091082e-03  
  3.049269487486e-03  ,-1.000000000000e+00  ,-3.363756044957e-03  
  3.049864484892e-03  ,-1.000000000000e+00  ,-9.502809435571e-03  
  3.050508596525e-03  ,-1.000000000000e+00  ,-1.037309299835e-02  
  3.051270010099e-03  ,-1.000000000000e+00  ,-4.159054585245e-03  
  3.051888849363e-03  ,-1.000000000000e+00  ,3.016617655281e-03  
  3.052494432554e-03  ,-1.000000000000e+00  ,9.010139553881e-03  
  3.053141500578e-03  ,-1.000000000000e+00  ,9.858918091800e-03  
  3.053903104887e-03  ,-1.000000000000e+00  ,3.951951356116e-03  
  3.054519941435e-03  ,-1.000000000000e+00  ,-2.868418754695e-03  
  3.055128481016e-03  ,-1.000000000000e+00  ,-8.615546766965e-03  
  3.055777933225e-03  ,-1.000000000000e+00  ,-9.422561597917e-03  
  3.056540681944e-03  ,-1.000000000000e+00  ,-3.774983977115e-03  
  3.057152750120e-03  ,-1.000000000000e+00  ,2.682995680447e-03  
  3.057765771970e-03  ,-1.000000000000e+00  ,8.192360981850e-03  
  3.058418466673e-03  ,-1.000000000000e+00  ,8.932221293250e-03  
  3.059180833921e-03  ,-1.000000000000e+00  ,3.520474996750e-03  
  3.059789659605e-03  ,-1.000000000000e+00  ,-2.606761538139e-03  
  3.060397531614e-03  ,-1.000000000000e+00  ,-7.821432741655e-03  
  3.061048414335e-03  ,-1.000000000000e+00  ,-8.555486637193e-03  
  3.061811258421e-03  ,-1.000000000000e+00  ,-3.422370879981e-03  
  3.062414552793e-03  ,-1.000000000000e+00  ,2.375024655090e-03  
  3.063033678159e-03  ,-1.000000000000e+00  ,7.438622216867e-03  
  3.063691045866e-03  ,-1.000000000000e+00  ,8.101963526985e-03  
  3.064453985319e-03  ,-1.000000000000e+00  ,3.165047004398e-03  
  3.065054418668e-03  ,-1.000000000000e+00  ,-2.337436589024e-03  
  3.065665819273e-03  ,-1.000000000000e+00  ,-7.105632215095e-03  
  3.066320325956e-03  ,-1.000000000000e+00  ,-7.764525852651e-03  
  3.067083646879e-03  ,-1.000000000000e+00  ,-3.083408981608e-03  
  3.067678167448e-03  ,-1.000000000000e+00  ,2.120057781240e-03  
  3.068301488981e-03  ,-1.000000000000e+00  ,6.755544646977e-03  
  3.068962957487e-03  ,-1.000000000000e+00  ,7.349395227130e-03  
  3.069726373777e-03  ,-1.000000000000e+00  ,2.845754588159e-03  
  3.070317842588e-03  ,-1.000000000000e+00  ,-2.091451921900e-03  
  3.070932962522e-03  ,-1.000000000000e+00  ,-6.454733031933e-03  
  3.071591283903e-03  ,-1.000000000000e+00  ,-7.047973248799e-03  
  3.072355177030e-03  ,-1.000000000000e+00  ,-2.779593319539e-03  
  3.072940828428e-03  ,-1.000000000000e+00  ,1.889395423965e-03  
  3.073568918333e-03  ,-1.000000000000e+00  ,6.136691332691e-03  
  3.074234964475e-03  ,-1.000000000000e+00  ,6.665762382546e-03  
  3.074998857603e-03  ,-1.000000000000e+00  ,2.554507691019e-03  
  3.075581361875e-03  ,-1.000000000000e+00  ,-1.874778849920e-03  
  3.076199724302e-03  ,-1.000000000000e+00  ,-5.864339255184e-03  
  3.076861669645e-03  ,-1.000000000000e+00  ,-6.398796838188e-03  
  3.077626039610e-03  ,-1.000000000000e+00  ,-2.507513835536e-03  
  3.078202631101e-03  ,-1.000000000000e+00  ,1.680547857399e-03  
  3.078835966215e-03  ,-1.000000000000e+00  ,5.575803310558e-03  
  3.079506971464e-03  ,-1.000000000000e+00  ,6.045993168330e-03  
  3.080271341429e-03  ,-1.000000000000e+00  ,2.290296892046e-03  
  3.080846311674e-03  ,-1.000000000000e+00  ,-1.690739751510e-03  
  3.081466295347e-03  ,-1.000000000000e+00  ,-5.327859823662e-03  
  3.082130910978e-03  ,-1.000000000000e+00  ,-5.811335181145e-03  
  3.082895567045e-03  ,-1.000000000000e+00  ,-2.267833522026e-03  
  3.083469583616e-03  ,-1.000000000000e+00  ,1.522369261342e-03  
  3.084103586302e-03  ,-1.000000000000e+00  ,5.064231454815e-03  
  3.084775640592e-03  ,-1.000000000000e+00  ,5.488591253110e-03  
  3.085540105924e-03  ,-1.000000000000e+00  ,2.072443519479e-03  
  3.086114790067e-03  ,-1.000000000000e+00  ,-1.542361815229e-03  
  3.086733820066e-03  ,-1.000000000000e+00  ,-4.840727633516e-03  
  3.087398054228e-03  ,-1.000000000000e+00  ,-5.281184770923e-03  
  3.088162805662e-03  ,-1.000000000000e+00  ,-2.062868662089e-03  
  3.088736822233e-03  ,-1.000000000000e+00  ,1.380313045719e-03  
  3.089371206388e-03  ,-1.000000000000e+00  ,4.599669199214e-03  
  3.090043356046e-03  ,-1.000000000000e+00  ,4.984328035094e-03  
  3.090807821378e-03  ,-1.000000000000e+00  ,1.880061891118e-03  
  3.091383077726e-03  ,-1.000000000000e+00  ,-1.406509165703e-03  
  3.092002393827e-03  ,-1.000000000000e+00  ,-4.401829528730e-03  
  3.092667104826e-03  ,-1.000000000000e+00  ,-4.797129602037e-03  
  3.093431951627e-03  ,-1.000000000000e+00  ,-1.867844279145e-03  
  3.094006540403e-03  ,-1.000000000000e+00  ,1.262627319688e-03  
  3.094638921842e-03  ,-1.000000000000e+00  ,4.176703238169e-03  
  3.095309927091e-03  ,-1.000000000000e+00  ,4.527839650849e-03  
  3.096074010954e-03  ,-1.000000000000e+00  ,1.711953522343e-03  
  3.096649553404e-03  ,-1.000000000000e+00  ,-1.275160766973e-03  
  3.097269346342e-03  ,-1.000000000000e+00  ,-3.999351441839e-03  
  3.097934248075e-03  ,-1.000000000000e+00  ,-4.359524055400e-03  
  3.098699285612e-03  ,-1.000000000000e+00  ,-1.698748281126e-03  
  3.099274637327e-03  ,-1.000000000000e+00  ,1.147943825780e-03  
  3.099907018766e-03  ,-1.000000000000e+00  ,3.793978537132e-03  
  3.100577833280e-03  ,-1.000000000000e+00  ,4.111239041180e-03  
  3.101341821775e-03  ,-1.000000000000e+00  ,1.552246398900e-03  
  3.101917936430e-03  ,-1.000000000000e+00  ,-1.163567307152e-03  
  3.102537920103e-03  ,-1.000000000000e+00  ,-3.636886915725e-03  
  3.103203298673e-03  ,-1.000000000000e+00  ,-3.960060941405e-03  
  3.103968431577e-03  ,-1.000000000000e+00  ,-1.538240360057e-03  
  3.104544450865e-03  ,-1.000000000000e+00  ,1.050142359134e-03  
  3.105174734220e-03  ,-1.000000000000e+00  ,3.444702001536e-03  
  3.105844213590e-03  ,-1.000000000000e+00  ,3.734627002447e-03  
  3.106607915983e-03  ,-1.000000000000e+00  ,1.413555516018e-03  
  3.107184507475e-03  ,-1.000000000000e+00  ,-1.055490368015e-03  
  3.107805158720e-03  ,-1.000000000000e+00  ,-3.305449287650e-03  
  3.108470823393e-03  ,-1.000000000000e+00  ,-3.598947593075e-03  
  3.109236051664e-03  ,-1.000000000000e+00  ,-1.397846000569e-03  
  3.109812833891e-03  ,-1.000000000000e+00  ,9.560266499065e-04  
  3.110442545042e-03  ,-1.000000000000e+00  ,3.128267264627e-03  
  3.111111642942e-03  ,-1.000000000000e+00  ,3.390985049786e-03  
  3.111875154600e-03  ,-1.000000000000e+00  ,1.283118161101e-03  
  3.112452413664e-03  ,-1.000000000000e+00  ,-9.619883176517e-04  
  3.113073637113e-03  ,-1.000000000000e+00  ,-3.006369691264e-03  
  3.113739873991e-03  ,-1.000000000000e+00  ,-3.269547712629e-03  
  3.114505197630e-03  ,-1.000000000000e+00  ,-1.266134896082e-03  
  3.115082838163e-03  ,-1.000000000000e+00  ,8.748712805948e-04  
  3.115710546598e-03  ,-1.000000000000e+00  ,2.840693164366e-03  
  3.116378404722e-03  ,-1.000000000000e+00  ,3.080065955886e-03  
  3.117141630277e-03  ,-1.000000000000e+00  ,1.167292451862e-03  
  3.117719461546e-03  ,-1.000000000000e+00  ,-8.742459029578e-04  
  3.118341352567e-03  ,-1.000000000000e+00  ,-2.733348450611e-03  
  3.119008066282e-03  ,-1.000000000000e+00  ,-2.971246146309e-03  
  3.119773676023e-03  ,-1.000000000000e+00  ,-1.148769918151e-03  
  3.120352365598e-03  ,-1.000000000000e+00  ,7.993530049500e-04  
  3.120978738889e-03  ,-1.000000000000e+00  ,2.580043106855e-03  
  3.121645834074e-03  ,-1.000000000000e+00  ,2.796719889689e-03  
  3.122408773527e-03  ,-1.000000000000e+00  ,1.059227620132e-03  
  3.122987272367e-03  ,-1.000000000000e+00  ,-7.972883326694e-04  
  3.123609449491e-03  ,-1.000000000000e+00  ,-2.485785959322e-03  
  3.124276640043e-03  ,-1.000000000000e+00  ,-2.699659365827e-03  
  3.125042440519e-03  ,-1.000000000000e+00  ,-1.040953252485e-03  
  3.125622083769e-03  ,-1.000000000000e+00  ,7.307081006242e-04  
  3.126246358976e-03  ,-1.000000000000e+00  ,2.341901741556e-03  
  3.126911928282e-03  ,-1.000000000000e+00  ,2.540014128730e-03  
  3.127674486265e-03  ,-1.000000000000e+00  ,9.650225890254e-04  
  3.128253748045e-03  ,-1.000000000000e+00  ,-7.234676757033e-04  
  3.128877069578e-03  ,-1.000000000000e+00  ,-2.260490179873e-03  
  3.129544832334e-03  ,-1.000000000000e+00  ,-2.453683878733e-03  
  3.130310728178e-03  ,-1.000000000000e+00  ,-9.453910125871e-04  
  3.130891611204e-03  ,-1.000000000000e+00  ,6.670030432895e-04  
  3.131515314207e-03  ,-1.000000000000e+00  ,2.127612614022e-03  
  3.132180788145e-03  ,-1.000000000000e+00  ,2.305654435234e-03  
  3.132943250761e-03  ,-1.000000000000e+00  ,8.727616095517e-04  
  3.133523561582e-03  ,-1.000000000000e+00  ,-6.635117977936e-04  
  3.134146883116e-03  ,-1.000000000000e+00  ,-2.057477407331e-03  
  3.134815313444e-03  ,-1.000000000000e+00  ,-2.228818038639e-03  
  3.135581400022e-03  ,-1.000000000000e+00  ,-8.539512487190e-04  
  3.136163332090e-03  ,-1.000000000000e+00  ,6.127961995443e-04  
  3.136786748991e-03  ,-1.000000000000e+00  ,1.934973691464e-03  
  3.137452890501e-03  ,-1.000000000000e+00  ,2.090086156710e-03  
  3.138214971647e-03  ,-1.000000000000e+00  ,7.830892238484e-04  
  3.138796045408e-03  ,-1.000000000000e+00  ,-6.139504268964e-04  
  3.139418604002e-03  ,-1.000000000000e+00  ,-1.874329195828e-03  
  3.140088274107e-03  ,-1.000000000000e+00  ,-2.023311482980e-03  
  3.140854551420e-03  ,-1.000000000000e+00  ,-7.667689645122e-04  
  3.141437532530e-03  ,-1.000000000000e+00  ,5.675266479127e-04  
  3.142059709654e-03  ,-1.000000000000e+00  ,1.760822737067e-03  
  3.142726804838e-03  ,-1.000000000000e+00  ,1.894169661265e-03  
  3.143488885984e-03  ,-1.000000000000e+00  ,6.988847974482e-04  
  3.144071008787e-03  ,-1.000000000000e+00  ,-5.719572668888e-04  
  3.144691755399e-03  ,-1.000000000000e+00  ,-1.708394716569e-03  
  3.145362379179e-03  ,-1.000000000000e+00  ,-1.836314115393e-03  
  3.146128751859e-03  ,-1.000000000000e+00  ,-6.871829649171e-04  
  3.146712782011e-03  ,-1.000000000000e+00  ,5.264170531612e-04  
  3.147334577665e-03  ,-1.000000000000e+00  ,1.603527387820e-03  
  3.148003484831e-03  ,-1.000000000000e+00  ,1.714539360238e-03  
  3.148765184507e-03  ,-1.000000000000e+00  ,6.195810591961e-04  
  3.149348165617e-03  ,-1.000000000000e+00  ,-5.360021729663e-04  
  3.149968244657e-03  ,-1.000000000000e+00  ,-1.559574562930e-03  
  3.150642110929e-03  ,-1.000000000000e+00  ,-1.663689427133e-03  
  3.151408960447e-03  ,-1.000000000000e+00  ,-6.066151873949e-04  
  3.151994135008e-03  ,-1.000000000000e+00  ,4.968403284531e-04  
  3.152615739927e-03  ,-1.000000000000e+00  ,1.464044149493e-03  
  3.153289129362e-03  ,-1.000000000000e+00  ,1.547465565109e-03  
  3.154050829038e-03  ,-1.000000000000e+00  ,5.355910451073e-04  
  3.154634668455e-03  ,-1.000000000000e+00  ,-5.141809272826e-04  
  3.155267622099e-03  ,-1.000000000000e+00  ,-1.439942881309e-03  
  3.155960085020e-03  ,-1.000000000000e+00  ,-1.487236501889e-03  
  3.156728841886e-03  ,-1.000000000000e+00  ,-4.780887484774e-04  
  3.157315256223e-03  ,-1.000000000000e+00  ,5.208729449869e-04  
  3.157953931913e-03  ,-1.000000000000e+00  ,1.369583138105e-03  
  3.158663179502e-03  ,-1.000000000000e+00  ,1.346881934716e-03  
  3.159433557615e-03  ,-1.000000000000e+00  ,3.265685002479e-04  
  3.160018159971e-03  ,-1.000000000000e+00  ,-6.137077705117e-04  
  3.160656454191e-03  ,-1.000000000000e+00  ,-1.367105056709e-03  
  3.161403467283e-03  ,-1.000000000000e+00  ,-1.250648539615e-03  
  3.162211610899e-03  ,-1.000000000000e+00  ,-1.506040219653e-04  
  3.162799837217e-03  ,-1.000000000000e+00  ,7.148445688091e-04  
  3.163457872495e-03  ,-1.000000000000e+00  ,1.317959431927e-03  
  3.164379217252e-03  ,-1.000000000000e+00  ,8.035750958309e-04  
  3.165213205442e-03  ,-1.000000000000e+00  ,-4.927813116257e-04  
  3.165923120603e-03  ,-1.000000000000e+00  ,-1.194894673074e-03  
  3.166629984007e-03  ,-1.000000000000e+00  ,-1.191437950559e-03  
  3.167750169859e-03  ,-1.000000000000e+00  ,1.755315980821e-04  
  3.168414308653e-03  ,-1.000000000000e+00  ,9.098975484093e-04  
  3.169169237241e-03  ,-1.000000000000e+00  ,1.178862791023e-03  
  3.170121099577e-03  ,-1.000000000000e+00  ,2.594865941713e-04  
  3.170790578947e-03  ,-1.000000000000e+00  ,-5.752396257002e-04  
  3.171469690428e-03  ,-1.000000000000e+00  ,-1.154164392507e-03  
  3.172250177488e-03  ,-1.000000000000e+00  ,-9.348576620986e-04  
  3.173099329099e-03  ,-1.000000000000e+00  ,7.835117688579e-05  
  3.173737527952e-03  ,-1.000000000000e+00  ,7.625902109932e-04  
  3.174436189756e-03  ,-1.000000000000e+00  ,1.072522509159e-03  
  3.175404169187e-03  ,-1.000000000000e+00  ,3.460758005542e-04  
  3.176095869169e-03  ,-1.000000000000e+00  ,-4.268657681820e-04  
  3.176831724272e-03  ,-1.000000000000e+00  ,-1.022079230523e-03  
  3.177609827146e-03  ,-1.000000000000e+00  ,-8.543525443687e-04  
  3.178449632749e-03  ,-1.000000000000e+00  ,1.720805229354e-05  
  3.179064466581e-03  ,-1.000000000000e+00  ,6.260319863879e-04  
  3.179782392606e-03  ,-1.000000000000e+00  ,9.549910817386e-04  
  3.180704500303e-03  ,-1.000000000000e+00  ,3.902469749055e-04  
  3.181393148527e-03  ,-1.000000000000e+00  ,-3.028712161472e-04  
  3.182196237669e-03  ,-1.000000000000e+00  ,-9.091345590201e-04  
  3.183041193113e-03  ,-1.000000000000e+00  ,-6.969776255849e-04  
  3.183842947111e-03  ,-1.000000000000e+00  ,1.250693951165e-04  
  3.184413053617e-03  ,-1.000000000000e+00  ,6.311109727476e-04  
  3.185132696256e-03  ,-1.000000000000e+00  ,8.764622045291e-04  
  3.186050321684e-03  ,-1.000000000000e+00  ,2.947025033752e-04  
  3.186705209837e-03  ,-1.000000000000e+00  ,-3.223577891090e-04  
  3.187532522306e-03  ,-1.000000000000e+00  ,-8.597731998579e-04  
  3.188355829344e-03  ,-1.000000000000e+00  ,-6.168185476907e-04  
  3.189212324247e-03  ,-1.000000000000e+00  ,2.051201940691e-04  
  3.189838029966e-03  ,-1.000000000000e+00  ,6.621044763325e-04  
  3.190553857908e-03  ,-1.000000000000e+00  ,7.817441696127e-04  
  3.191542436704e-03  ,-1.000000000000e+00  ,9.566420396846e-05  
  3.192176344022e-03  ,-1.000000000000e+00  ,-4.346074440562e-04  
  3.193013860807e-03  ,-1.000000000000e+00  ,-8.069120339959e-04  
  3.193854715452e-03  ,-1.000000000000e+00  ,-4.297128927307e-04  
  3.194675447569e-03  ,-1.000000000000e+00  ,2.158986375561e-04  
  3.195506384001e-03  ,-1.000000000000e+00  ,7.140340699611e-04  
  3.196375467405e-03  ,-1.000000000000e+00  ,5.094297200512e-04  
  3.197158243284e-03  ,-1.000000000000e+00  ,-1.544275250625e-04  
  3.197723772154e-03  ,-1.000000000000e+00  ,-5.569829382710e-04  
  3.198515798673e-03  ,-1.000000000000e+00  ,-7.284594924615e-04  
  3.199406149015e-03  ,-1.000000000000e+00  ,-2.142011345310e-04  
  3.200035764799e-03  ,-1.000000000000e+00  ,2.718575933426e-04  
  3.200797655210e-03  ,-1.000000000000e+00  ,6.131213107481e-04  
  3.201566602812e-03  ,-1.000000000000e+00  ,5.179082900089e-04  
  3.202795507536e-03  ,-1.000000000000e+00  ,-2.896289373664e-04  
  3.203496934995e-03  ,-1.000000000000e+00  ,-5.800537222600e-04  
  3.204388906584e-03  ,-1.000000000000e+00  ,-5.023729878978e-04  
  3.205470563993e-03  ,-1.000000000000e+00  ,1.838342871048e-04  
  3.206145479307e-03  ,-1.000000000000e+00  ,4.882199115928e-04  
  3.207044317350e-03  ,-1.000000000000e+00  ,4.753803474408e-04  
  3.208084394560e-03  ,-1.000000000000e+00  ,-1.290349622341e-04  
  3.208755018339e-03  ,-1.000000000000e+00  ,-4.525065946273e-04  
  3.209686376676e-03  ,-1.000000000000e+00  ,-5.097989829234e-04  
  3.210670759306e-03  ,-1.000000000000e+00  ,5.827489808048e-06  
  3.211336233244e-03  ,-1.000000000000e+00  ,3.444831530793e-04  
  3.212311079130e-03  ,-1.000000000000e+00  ,4.766037323578e-04  
  3.213239576444e-03  ,-1.000000000000e+00  ,4.995119342399e-05  
  3.213907529936e-03  ,-1.000000000000e+00  ,-2.985592592214e-04  
  3.214787866697e-03  ,-1.000000000000e+00  ,-4.783199558883e-04  
  3.215691759214e-03  ,-1.000000000000e+00  ,-2.496602427331e-04  
  3.216497614012e-03  ,-1.000000000000e+00  ,1.194654098596e-04  
  3.217333700285e-03  ,-1.000000000000e+00  ,3.579356076066e-04  
  3.218330480680e-03  ,-1.000000000000e+00  ,2.667975673131e-04  
  3.219724180326e-03  ,-1.000000000000e+00  ,-2.785109582088e-04  
  3.220619966612e-03  ,-1.000000000000e+00  ,-3.758279087642e-04  
  3.221702386961e-03  ,-1.000000000000e+00  ,-1.299277507112e-04  
  3.222585584745e-03  ,-1.000000000000e+00  ,1.606998986180e-04  
  3.223602201566e-03  ,-1.000000000000e+00  ,2.776032740270e-04  
  3.224738027677e-03  ,-1.000000000000e+00  ,6.525179437414e-05  
  3.225701620207e-03  ,-1.000000000000e+00  ,-1.788690941636e-04  
  3.226887418852e-03  ,-1.000000000000e+00  ,-2.409664088103e-04  
  3.228151800260e-03  ,-1.000000000000e+00  ,-1.220683526396e-05  
  3.229211713896e-03  ,-1.000000000000e+00  ,1.549714239936e-04  
  3.230757238493e-03  ,-1.000000000000e+00  ,9.020258633969e-05  
  3.232392217741e-03  ,-1.000000000000e+00  ,-1.976573678014e-04  
  3.233662130460e-03  ,-1.000000000000e+00  ,-1.567750861350e-04  
  3.235194875822e-03  ,-1.000000000000e+00  ,7.852112701881e-05  
  3.236527158842e-03  ,-1.000000000000e+00  ,1.228983907635e-04  
  3.238196088896e-03  ,-1.000000000000e+00  ,-4.704309437650e-05  
  3.239661886320e-03  ,-1.000000000000e+00  ,-1.261399722783e-04  
  3.241629888639e-03  ,-1.000000000000e+00  ,-1.068330981630e-05  
  3.242815115080e-03  ,-1.000000000000e+00  ,6.091780443498e-05  
  3.245185567960e-03  ,-1.000000000000e+00  ,-7.266490867918e-06  
  3.246926786527e-03  ,-1.000000000000e+00  ,-7.082225576296e-05  
  3.250180723295e-03  ,-1.000000000000e+00  ,-3.837346942129e-06  
  3.252464201078e-03  ,-1.000000000000e+00  ,1.885910894396e-05  
  3.256854154691e-03  ,-1.000000000000e+00  ,-4.128972884777e-05  
  3.260184766874e-03  ,-1.000000000000e+00  ,-2.915090749050e-05  
  3.264137556181e-03  ,-1.000000000000e+00  ,-1.085672108048e-05  
  3.272043134794e-03  ,-1.000000000000e+00  ,-1.979353697947e-05  
  3.283905317411e-03  ,-1.000000000000e+00  ,-1.741943686548e-05  
  3.295147993192e-03  ,-1.000000000000e+00  ,-1.596938940029e-05  
