  Time                 , V(V1:+)              , V(R2:1)              
  1.115710355863e-03  ,-1.000000000000e+00  ,2.840309508735e-03  
  1.116378213987e-03  ,-1.000000000000e+00  ,3.079622131607e-03  
  1.117141439543e-03  ,-1.000000000000e+00  ,1.167085780347e-03  
  1.117719270811e-03  ,-1.000000000000e+00  ,-8.741705538935e-04  
  1.118341161833e-03  ,-1.000000000000e+00  ,-2.732993901713e-03  
  1.119007875547e-03  ,-1.000000000000e+00  ,-2.970820716340e-03  
  1.119773485288e-03  ,-1.000000000000e+00  ,-1.148558458952e-03  
  1.120352174864e-03  ,-1.000000000000e+00  ,7.992959451165e-04  
  1.120978548155e-03  ,-1.000000000000e+00  ,2.579710790259e-03  
  1.121645643339e-03  ,-1.000000000000e+00  ,2.796308787385e-03  
  1.122408582792e-03  ,-1.000000000000e+00  ,1.059008545345e-03  
  1.122987081632e-03  ,-1.000000000000e+00  ,-7.972521819492e-04  
  1.123609163389e-03  ,-1.000000000000e+00  ,-2.485333078503e-03  
  1.124276258573e-03  ,-1.000000000000e+00  ,-2.699419110281e-03  
  1.125042059049e-03  ,-1.000000000000e+00  ,-1.041220050112e-03  
  1.125621702299e-03  ,-1.000000000000e+00  ,7.302103960850e-04  
  1.126246072874e-03  ,-1.000000000000e+00  ,2.341536140677e-03  
  1.126911737547e-03  ,-1.000000000000e+00  ,2.539632516737e-03  
  1.127674295530e-03  ,-1.000000000000e+00  ,9.647908086404e-04  
  1.128253557310e-03  ,-1.000000000000e+00  ,-7.234686512542e-04  
  1.128876878843e-03  ,-1.000000000000e+00  ,-2.260231197778e-03  
  1.129544641599e-03  ,-1.000000000000e+00  ,-2.453319145482e-03  
  1.130310537443e-03  ,-1.000000000000e+00  ,-9.451575392392e-04  
  1.130891420469e-03  ,-1.000000000000e+00  ,6.670163747363e-04  
  1.131515123472e-03  ,-1.000000000000e+00  ,2.127370350069e-03  
  1.132180597410e-03  ,-1.000000000000e+00  ,2.305299281520e-03  
  1.132943060026e-03  ,-1.000000000000e+00  ,8.725185976452e-04  
  1.133523370847e-03  ,-1.000000000000e+00  ,-6.635458783880e-04  
  1.134146597013e-03  ,-1.000000000000e+00  ,-2.057138085501e-03  
  1.134815027342e-03  ,-1.000000000000e+00  ,-2.228547965382e-03  
  1.135581018553e-03  ,-1.000000000000e+00  ,-8.541327151120e-04  
  1.136162950620e-03  ,-1.000000000000e+00  ,6.124421599052e-04  
  1.136786367521e-03  ,-1.000000000000e+00  ,1.934590602687e-03  
  1.137452413664e-03  ,-1.000000000000e+00  ,2.089941545623e-03  
  1.138214590177e-03  ,-1.000000000000e+00  ,7.832097679264e-04  
  1.138795759306e-03  ,-1.000000000000e+00  ,-6.138224052430e-04  
  1.139418413267e-03  ,-1.000000000000e+00  ,-1.874169780327e-03  
  1.140088083372e-03  ,-1.000000000000e+00  ,-2.022992405447e-03  
  1.140854360685e-03  ,-1.000000000000e+00  ,-7.665132802143e-04  
  1.141437341795e-03  ,-1.000000000000e+00  ,5.675993709678e-04  
  1.142059518919e-03  ,-1.000000000000e+00  ,1.760651831257e-03  
  1.142726709470e-03  ,-1.000000000000e+00  ,1.893802982622e-03  
  1.143488695249e-03  ,-1.000000000000e+00  ,6.986375932085e-04  
  1.144070818052e-03  ,-1.000000000000e+00  ,-5.720443570352e-04  
  1.144691469297e-03  ,-1.000000000000e+00  ,-1.708148511695e-03  
  1.145361997709e-03  ,-1.000000000000e+00  ,-1.836131069396e-03  
  1.146128370390e-03  ,-1.000000000000e+00  ,-6.872621717442e-04  
  1.146712400541e-03  ,-1.000000000000e+00  ,5.261863692303e-04  
  1.147334196195e-03  ,-1.000000000000e+00  ,1.603242239274e-03  
  1.148003103361e-03  ,-1.000000000000e+00  ,1.714356073818e-03  
  1.148764803037e-03  ,-1.000000000000e+00  ,6.196345557001e-04  
  1.149347784147e-03  ,-1.000000000000e+00  ,-5.358050746498e-04  
  1.149967863188e-03  ,-1.000000000000e+00  ,-1.559317765152e-03  
  1.150641729460e-03  ,-1.000000000000e+00  ,-1.663518005968e-03  
  1.151408578977e-03  ,-1.000000000000e+00  ,-6.066594178412e-04  
  1.151993753538e-03  ,-1.000000000000e+00  ,4.966599375603e-04  
  1.152615453825e-03  ,-1.000000000000e+00  ,1.463882859445e-03  
  1.153288938627e-03  ,-1.000000000000e+00  ,1.547191428141e-03  
  1.154050638304e-03  ,-1.000000000000e+00  ,5.353206669823e-04  
  1.154634477720e-03  ,-1.000000000000e+00  ,-5.143081568594e-04  
  1.155267431364e-03  ,-1.000000000000e+00  ,-1.439843300151e-03  
  1.155959989652e-03  ,-1.000000000000e+00  ,-1.486925618090e-03  
  1.156728746519e-03  ,-1.000000000000e+00  ,-4.776975410448e-04  
  1.157315160856e-03  ,-1.000000000000e+00  ,5.211122221134e-04  
  1.157953836546e-03  ,-1.000000000000e+00  ,1.369520844973e-03  
  1.158663274870e-03  ,-1.000000000000e+00  ,1.346449406789e-03  
  1.159433748350e-03  ,-1.000000000000e+00  ,3.257844526245e-04  
  1.160018350706e-03  ,-1.000000000000e+00  ,-6.142778930820e-04  
  1.160656549558e-03  ,-1.000000000000e+00  ,-1.367093997737e-03  
  1.161403753385e-03  ,-1.000000000000e+00  ,-1.250079614496e-03  
  1.162211992368e-03  ,-1.000000000000e+00  ,-1.496339782926e-04  
  1.162800218687e-03  ,-1.000000000000e+00  ,7.155025692121e-04  
  1.163458444700e-03  ,-1.000000000000e+00  ,1.317957088426e-03  
  1.164379789457e-03  ,-1.000000000000e+00  ,8.024689675903e-04  
  1.165214349851e-03  ,-1.000000000000e+00  ,-4.945887543340e-04  
  1.165925123319e-03  ,-1.000000000000e+00  ,-1.195790069203e-03  
  1.166631986723e-03  ,-1.000000000000e+00  ,-1.189934314568e-03  
  1.167754652128e-03  ,-1.000000000000e+00  ,1.809826714524e-04  
  1.168419553861e-03  ,-1.000000000000e+00  ,9.132044910507e-04  
  1.169175817594e-03  ,-1.000000000000e+00  ,1.176575411473e-03  
  1.170127870664e-03  ,-1.000000000000e+00  ,2.517564208288e-04  
  1.170795347318e-03  ,-1.000000000000e+00  ,-5.797664346044e-04  
  1.171474458799e-03  ,-1.000000000000e+00  ,-1.154916147009e-03  
  1.172257902250e-03  ,-1.000000000000e+00  ,-9.295899984304e-04  
  1.173110010252e-03  ,-1.000000000000e+00  ,8.974484727254e-05  
  1.173751833067e-03  ,-1.000000000000e+00  ,7.718889154801e-04  
  1.174452116117e-03  ,-1.000000000000e+00  ,1.069889436268e-03  
  1.175423910246e-03  ,-1.000000000000e+00  ,3.266142025885e-04  
  1.176112749204e-03  ,-1.000000000000e+00  ,-4.414638436212e-04  
  1.176846696958e-03  ,-1.000000000000e+00  ,-1.024559334067e-03  
  1.177630903349e-03  ,-1.000000000000e+00  ,-8.425692949627e-04  
  1.178477289304e-03  ,-1.000000000000e+00  ,4.302773526832e-05  
  1.179101469145e-03  ,-1.000000000000e+00  ,6.489050516107e-04  
  1.179810907469e-03  ,-1.000000000000e+00  ,9.516020887547e-04  
  1.180752565489e-03  ,-1.000000000000e+00  ,3.512870573370e-04  
  1.181443025694e-03  ,-1.000000000000e+00  ,-3.389572251788e-04  
  1.182235242948e-03  ,-1.000000000000e+00  ,-9.129069751257e-04  
  1.183095457182e-03  ,-1.000000000000e+00  ,-6.645179190090e-04  
  1.183904173002e-03  ,-1.000000000000e+00  ,1.727548241430e-04  
  1.184503557310e-03  ,-1.000000000000e+00  ,6.748280811960e-04  
  1.185207368955e-03  ,-1.000000000000e+00  ,8.620013323850e-04  
  1.186174585447e-03  ,-1.000000000000e+00  ,1.983993124961e-04  
  1.186814405546e-03  ,-1.000000000000e+00  ,-3.926755344134e-04  
  1.187637521848e-03  ,-1.000000000000e+00  ,-8.639830803819e-04  
  1.188472845182e-03  ,-1.000000000000e+00  ,-5.464657244983e-04  
  1.189373781309e-03  ,-1.000000000000e+00  ,3.199676850739e-04  
  1.190062906370e-03  ,-1.000000000000e+00  ,7.302834071866e-04  
  1.190786745176e-03  ,-1.000000000000e+00  ,6.958266900951e-04  
  1.191851617918e-03  ,-1.000000000000e+00  ,-4.505514820292e-05  
  1.192540742979e-03  ,-1.000000000000e+00  ,-5.208023902181e-04  
  1.193426706419e-03  ,-1.000000000000e+00  ,-7.142168729712e-04  
  1.194298555479e-03  ,-1.000000000000e+00  ,-2.001407476402e-04  
  1.194955160246e-03  ,-1.000000000000e+00  ,2.951222460705e-04  
  1.195741273985e-03  ,-1.000000000000e+00  ,6.138483528491e-04  
  1.196518232450e-03  ,-1.000000000000e+00  ,4.811495833090e-04  
  1.197566129789e-03  ,-1.000000000000e+00  ,-1.221030175415e-04  
  1.198416521177e-03  ,-1.000000000000e+00  ,-4.942774263569e-04  
  1.199327280149e-03  ,-1.000000000000e+00  ,-4.885565047048e-04  
  1.200445749387e-03  ,-1.000000000000e+00  ,1.261478769174e-04  
  1.201143648252e-03  ,-1.000000000000e+00  ,4.219969553981e-04  
  1.202098848448e-03  ,-1.000000000000e+00  ,4.263361087428e-04  
  1.203147317991e-03  ,-1.000000000000e+00  ,-1.203558746628e-04  
  1.203829385862e-03  ,-1.000000000000e+00  ,-4.119582807958e-04  
  1.204811479673e-03  ,-1.000000000000e+00  ,-4.446679443969e-04  
  1.205839540586e-03  ,-1.000000000000e+00  ,5.398610895557e-05  
  1.206523325071e-03  ,-1.000000000000e+00  ,3.426202119860e-04  
  1.207538606748e-03  ,-1.000000000000e+00  ,3.953143275253e-04  
  1.208556367979e-03  ,-1.000000000000e+00  ,-6.662057540375e-05  
  1.209244920835e-03  ,-1.000000000000e+00  ,-3.473904488815e-04  
  1.210293008909e-03  ,-1.000000000000e+00  ,-4.062479214996e-04  
  1.211315538511e-03  ,-1.000000000000e+00  ,3.313977945955e-05  
  1.212011911497e-03  ,-1.000000000000e+00  ,2.998396138709e-04  
  1.213088800535e-03  ,-1.000000000000e+00  ,3.451129421497e-04  
  1.214136125669e-03  ,-1.000000000000e+00  ,-8.721592739841e-05  
  1.214842607603e-03  ,-1.000000000000e+00  ,-3.305841631943e-04  
  1.215942766294e-03  ,-1.000000000000e+00  ,-3.390945683291e-04  
  1.217049982176e-03  ,-1.000000000000e+00  ,1.032850842480e-04  
  1.217777444944e-03  ,-1.000000000000e+00  ,3.083162732510e-04  
  1.218894006834e-03  ,-1.000000000000e+00  ,2.475543797252e-04  
  1.220141794309e-03  ,-1.000000000000e+00  ,-2.207348485907e-04  
  1.220938684568e-03  ,-1.000000000000e+00  ,-3.502298898960e-04  
  1.222073366270e-03  ,-1.000000000000e+00  ,-1.933662982737e-04  
  1.223142625913e-03  ,-1.000000000000e+00  ,8.008762782371e-05  
  1.224394609556e-03  ,-1.000000000000e+00  ,1.970191380772e-04  
  1.225674059019e-03  ,-1.000000000000e+00  ,2.291293298120e-05  
  1.226389982328e-03  ,-1.000000000000e+00  ,-1.201077441675e-04  
  1.227644445524e-03  ,-1.000000000000e+00  ,-1.847031667474e-04  
  1.228927709684e-03  ,-1.000000000000e+00  ,-1.132191748949e-05  
  1.230141164884e-03  ,-1.000000000000e+00  ,1.172133284171e-04  
  1.231789304838e-03  ,-1.000000000000e+00  ,4.019489098185e-05  
  1.233877088651e-03  ,-1.000000000000e+00  ,-1.660682643521e-04  
  1.235765554533e-03  ,-1.000000000000e+00  ,-5.801388937154e-05  
  1.237836553678e-03  ,-1.000000000000e+00  ,9.028255938014e-05  
  1.240287115202e-03  ,-1.000000000000e+00  ,-5.623018197278e-05  
  1.241727163419e-03  ,-1.000000000000e+00  ,-9.268428638112e-05  
  1.244607259855e-03  ,-1.000000000000e+00  ,1.974875486503e-05  
  1.246173574552e-03  ,-1.000000000000e+00  ,3.522996703436e-05  
  1.249306203947e-03  ,-1.000000000000e+00  ,-4.838584106873e-05  
  1.252633001432e-03  ,-1.000000000000e+00  ,-3.958940398167e-05  
  1.256530096159e-03  ,-1.000000000000e+00  ,1.004992305994e-05  
  1.263230230436e-03  ,-1.000000000000e+00  ,-1.434524596294e-05  
  1.270333959684e-03  ,-1.000000000000e+00  ,-2.210427375604e-05  
  1.276779272184e-03  ,-1.000000000000e+00  ,-1.422052255247e-05  
  1.289669897184e-03  ,-1.000000000000e+00  ,-1.639244472521e-05  
  1.315451147184e-03  ,-1.000000000000e+00  ,-1.635648446454e-05  
  1.367013647184e-03  ,-1.000000000000e+00  ,-1.607935845240e-05  
  1.470138647184e-03  ,-1.000000000000e+00  ,-1.638622516800e-05  
  1.590133764372e-03  ,-1.000000000000e+00  ,-1.623043054659e-05  
  1.710128881559e-03  ,-1.000000000000e+00  ,-1.623289646263e-05  
  1.830123998747e-03  ,-1.000000000000e+00  ,-1.623056823633e-05  
  1.950119115934e-03  ,-1.000000000000e+00  ,-1.623275732309e-05  
  2.000000001012e-03  ,-9.999999999520e-01  ,-1.623082778830e-05  
  2.000866700231e-03  ,-9.965332030770e-01  ,-2.147388829865e-02  
  2.002600098668e-03  ,-9.895996093270e-01  ,-6.118519521037e-02  
  2.003806496679e-03  ,-9.847740172860e-01  ,-6.022025722908e-02  
  2.004650498449e-03  ,-9.813980102059e-01  ,-4.611805121925e-02  
  2.005623436986e-03  ,-9.775062560555e-01  ,-2.659793690080e-02  
  2.006492520391e-03  ,-9.740299224374e-01  ,-2.274570318797e-02  
  2.007446576177e-03  ,-9.702136992928e-01  ,-3.461944056380e-02  
  2.008328724919e-03  ,-9.666851043221e-01  ,-5.175978389181e-02  
  2.009168339788e-03  ,-9.633266448495e-01  ,-5.701121288918e-02  
  2.009774876653e-03  ,-9.609004973885e-01  ,-5.083856058952e-02  
  2.010644150792e-03  ,-9.574234008309e-01  ,-3.433059446752e-02  
  2.011582280217e-03  ,-9.536708831307e-01  ,-2.339816807068e-02  
  2.012380600988e-03  ,-9.504776000497e-01  ,-2.812368368420e-02  
  2.013230992376e-03  ,-9.470760344979e-01  ,-4.287326090830e-02  
  2.014245511113e-03  ,-9.430179595467e-01  ,-5.550130109205e-02  
  2.015042687474e-03  ,-9.398292541024e-01  ,-5.213674297280e-02  
  2.015982056676e-03  ,-9.360717772957e-01  ,-3.756048090830e-02  
  2.016950989782e-03  ,-9.321960448739e-01  ,-2.567422990087e-02  
  2.017787266790e-03  ,-9.288509368416e-01  ,-2.844011804890e-02  
  2.018746472417e-03  ,-9.250141143319e-01  ,-4.227558750816e-02  
  2.019745350896e-03  ,-9.210186004159e-01  ,-5.358336181802e-02  
  2.020607472478e-03  ,-9.175701140877e-01  ,-5.053784380774e-02  
  2.021588803350e-03  ,-9.136447906014e-01  ,-3.711852115883e-02  
  2.022631550847e-03  ,-9.094738006112e-01  ,-2.708101609479e-02  
  2.023496819554e-03  ,-9.060127257821e-01  ,-3.098220525452e-02  
  2.024497605382e-03  ,-9.020095824715e-01  ,-4.407098950576e-02  
  2.025598145543e-03  ,-8.976074218270e-01  ,-5.216189556958e-02  
  2.026402951299e-03  ,-8.943881988045e-01  ,-4.748234517883e-02  
  2.027462483464e-03  ,-8.901500701424e-01  ,-3.450209086357e-02  
  2.028590298711e-03  ,-8.856388091561e-01  ,-2.899297329391e-02  
  2.029486847936e-03  ,-8.820526122567e-01  ,-3.537006991119e-02  
  2.030498314916e-03  ,-8.780067443368e-01  ,-4.689704558019e-02  
  2.031903077184e-03  ,-8.723876952645e-01  ,-4.827602210971e-02  
  2.032860756932e-03  ,-8.685569762704e-01  ,-4.019343521463e-02  
  2.033963204442e-03  ,-8.641471862313e-01  ,-3.128930583833e-02  
  2.035018540441e-03  ,-8.599258422372e-01  ,-3.341896103096e-02  
  2.036228753148e-03  ,-8.550849914071e-01  ,-4.150532073481e-02  
  2.037471962987e-03  ,-8.501121520516e-01  ,-4.706762926189e-02  
  2.038533211766e-03  ,-8.458671569344e-01  ,-4.341708380894e-02  
  2.040013505040e-03  ,-8.399459838387e-01  ,-3.475971909946e-02  
  2.041603852330e-03  ,-8.335845946786e-01  ,-3.683085944655e-02  
  2.042855835973e-03  ,-8.285766601082e-01  ,-4.260311242109e-02  
  2.044292069493e-03  ,-8.228317260262e-01  ,-4.469696858423e-02  
  2.045539856969e-03  ,-8.178405761239e-01  ,-4.020593808652e-02  
  2.047125435887e-03  ,-8.114982604500e-01  ,-3.554230813764e-02  
  2.048073197423e-03  ,-8.077072143075e-01  ,-3.755761289116e-02  
  2.049968720494e-03  ,-8.001251220223e-01  ,-4.350938536926e-02  
  2.051721383153e-03  ,-7.931144713875e-01  ,-4.117497148970e-02  
  2.053365326940e-03  ,-7.865386962411e-01  ,-3.767085865063e-02  
  2.055263329564e-03  ,-7.789466857430e-01  ,-3.870065069911e-02  
  2.057314110814e-03  ,-7.707435607430e-01  ,-4.166787713059e-02  
  2.059560586034e-03  ,-7.617576598641e-01  ,-4.072489599792e-02  
  2.062237740575e-03  ,-7.510490417000e-01  ,-3.877068671464e-02  
  2.064584160863e-03  ,-7.416633605477e-01  ,-3.957856225790e-02  
  2.068597985326e-03  ,-7.256080626961e-01  ,-4.076275917069e-02  
  2.072651482640e-03  ,-7.093940734383e-01  ,-3.997770513924e-02  
  2.076511193334e-03  ,-6.939552306649e-01  ,-3.989373822858e-02  
  2.084230614720e-03  ,-6.630775451180e-01  ,-4.014662786709e-02  
  2.096733666478e-03  ,-6.130653380868e-01  ,-3.988981214324e-02  
  2.111482811986e-03  ,-5.540687560555e-01  ,-4.001068455834e-02  
  2.140981103002e-03  ,-4.360755919930e-01  ,-4.001866650778e-02  
  2.190749169408e-03  ,-2.370033263680e-01  ,-4.001554635802e-02  
  2.290285302220e-03  ,1.611412048820e-01  ,-4.001640778956e-02  
  2.410280419408e-03  ,6.411216736320e-01  ,-4.001555806127e-02  
  2.500000001012e-03  ,1.000000000000e+00  ,-4.001639363435e-02  
  2.500000001111e-03  ,1.000000000000e+00  ,-4.001639363448e-02  
  2.500000001308e-03  ,1.000000000000e+00  ,-4.001639363460e-02  
  2.500000001704e-03  ,1.000000000000e+00  ,-4.001639363485e-02  
  2.500000002012e-03  ,9.999999999520e-01  ,-4.001639363504e-02  
  2.500000002091e-03  ,9.999999996358e-01  ,-4.001639363508e-02  
  2.500000002249e-03  ,9.999999990035e-01  ,-4.001639363518e-02  
  2.500000002565e-03  ,9.999999977387e-01  ,-4.001639363538e-02  
  2.500000003198e-03  ,9.999999952092e-01  ,-4.001639363582e-02  
  2.500000004462e-03  ,9.999999901502e-01  ,-4.001639363668e-02  
  2.500000006992e-03  ,9.999999800323e-01  ,-4.001639363887e-02  
  2.500000012051e-03  ,9.999999597964e-01  ,-4.001639364635e-02  
  2.500000022169e-03  ,9.999999193246e-01  ,-4.001639366940e-02  
  2.500000042405e-03  ,9.999998383810e-01  ,-4.001639374623e-02  
  2.500000082877e-03  ,9.999996764939e-01  ,-4.001639401073e-02  
  2.500000163820e-03  ,9.999993527196e-01  ,-4.001639490057e-02  
  2.500000325707e-03  ,9.999987051710e-01  ,-4.001639766280e-02  
  2.500000649482e-03  ,9.999974100739e-01  ,-4.001640507818e-02  
  2.500001297030e-03  ,9.999948198795e-01  ,-4.001642156622e-02  
  2.500002592127e-03  ,9.999896394908e-01  ,-4.001645067646e-02  
  2.500005182322e-03  ,9.999792787134e-01  ,-4.001646970560e-02  
  2.500010362710e-03  ,9.999585571587e-01  ,-4.001619480059e-02  
  2.500020723488e-03  ,9.999171140492e-01  ,-4.001326361618e-02  
  2.500041445042e-03  ,9.998342278301e-01  ,-3.999051540560e-02  
  2.500082888152e-03  ,9.996684553921e-01  ,-3.983737855415e-02  
  2.500165774371e-03  ,9.993369105160e-01  ,-3.894148752376e-02  
  2.500290777232e-03  ,9.988368990719e-01  ,-3.589307838546e-02  
  2.500490500476e-03  ,9.980380060971e-01  ,-2.683212010072e-02  
  2.500889946963e-03  ,9.964402201473e-01  ,3.534003321876e-03  
  2.501511933352e-03  ,9.939522745907e-01  ,6.407727785265e-02  
  2.502192570712e-03  ,9.912297251522e-01  ,1.126537583762e-01  
  2.502768303897e-03  ,9.889267924130e-01  ,1.153839195831e-01  
  2.503341938998e-03  ,9.866322520077e-01  ,8.339976444375e-02  
  2.503978802707e-03  ,9.840847971737e-01  ,2.921921976148e-02  
  2.504567029025e-03  ,9.817318919003e-01  ,-1.369583626489e-02  
  2.505116345431e-03  ,9.795346262753e-01  ,-3.360767448756e-02  
  2.505737854983e-03  ,9.770485880673e-01  ,-1.718701940683e-02  
  2.506317498233e-03  ,9.747300150692e-01  ,2.763641480680e-02  
  2.507064892794e-03  ,9.717404368222e-01  ,8.389795546752e-02  
  2.507801606204e-03  ,9.687935831845e-01  ,1.109486134546e-01  
  2.508397461917e-03  ,9.664101603329e-01  ,9.371597302078e-02  
  2.509055020358e-03  ,9.637799265682e-01  ,4.440327464946e-02  
  2.509575058963e-03  ,9.616997721493e-01  ,4.623395885453e-03  
  2.510115601565e-03  ,9.595376017391e-01  ,-2.125775083126e-02  
  2.510627438571e-03  ,9.574902537167e-01  ,-2.384568393297e-02  
  2.511266495730e-03  ,9.549340250790e-01  ,5.169749151782e-03  
  2.511887623813e-03  ,9.524495127499e-01  ,5.419264026841e-02  
  2.512635209109e-03  ,9.494591715634e-01  ,9.526568070896e-02  
  2.513322808291e-03  ,9.467087748348e-01  ,9.869491057375e-02  
  2.513986851718e-03  ,9.440526011288e-01  ,6.909207762224e-02  
  2.514649083163e-03  ,9.414036753475e-01  ,2.572077688995e-02  
  2.515244175937e-03  ,9.390233042538e-01  ,-5.115689712050e-03  
  2.515837170626e-03  ,9.366513254940e-01  ,-1.626845260049e-02  
  2.516414525058e-03  ,9.343419077694e-01  ,2.015770171492e-03  
  2.517017914798e-03  ,9.319283488095e-01  ,4.137357065021e-02  
  2.517826535251e-03  ,9.286938669979e-01  ,8.764503159252e-02  
  2.518498112704e-03  ,9.260075571835e-01  ,9.355660865085e-02  
  2.519192864444e-03  ,9.232285502255e-01  ,6.725263358945e-02  
  2.519860245730e-03  ,9.205590250790e-01  ,2.818904540155e-02  
  2.520480420138e-03  ,9.180783274472e-01  ,-5.533320077773e-04  
  2.521009709384e-03  ,9.159611704647e-01  ,-8.883733690791e-03  
  2.521501805331e-03  ,9.139927866757e-01  ,-1.957296340379e-04  
  2.522157837893e-03  ,9.113686564266e-01  ,3.020120689658e-02  
  2.522826935794e-03  ,9.086922648251e-01  ,6.841299074275e-02  
  2.523619439151e-03  ,9.055222513973e-01  ,8.664355629648e-02  
  2.524277665164e-03  ,9.028893473446e-01  ,7.520166161666e-02  
  2.524965836551e-03  ,9.001366617977e-01  ,4.275791346929e-02  
  2.525645234134e-03  ,8.974190714657e-01  ,1.226146299946e-02  
  2.526219918277e-03  ,8.951203348934e-01  ,-4.517053575965e-04  
  2.526761128451e-03  ,8.929554941952e-01  ,3.192209865000e-03  
  2.527333237674e-03  ,8.906670573055e-01  ,2.319233186910e-02  
  2.528025414492e-03  ,8.878983500302e-01  ,5.725939166777e-02  
  2.528863503482e-03  ,8.845459940731e-01  ,7.837858046681e-02  
  2.529495789553e-03  ,8.820168497860e-01  ,7.331952131450e-02  
  2.530179192569e-03  ,8.792832377255e-01  ,4.934667887874e-02  
  2.530961777713e-03  ,8.761528971493e-01  ,1.958471940168e-02  
  2.531618001010e-03  ,8.735280039608e-01  ,6.800190752362e-03  
  2.532316853549e-03  ,8.707325938046e-01  ,1.221508031518e-02  
  2.533072163607e-03  ,8.677113535702e-01  ,3.933572712826e-02  
  2.533793618228e-03  ,8.648255350888e-01  ,6.610956553153e-02  
  2.534443928744e-03  ,8.622242930233e-01  ,7.315292602554e-02  
  2.535174252536e-03  ,8.593029978573e-01  ,6.101656507894e-02  
  2.535833909060e-03  ,8.566643717587e-01  ,3.704869652607e-02  
  2.536505009677e-03  ,8.539799692929e-01  ,1.690061754979e-02  
  2.537200238253e-03  ,8.511990549862e-01  ,1.079096519305e-02  
  2.537914349582e-03  ,8.483426096737e-01  ,2.266687022623e-02  
  2.538608147647e-03  ,8.455674174130e-01  ,4.383823924847e-02  
  2.539364983584e-03  ,8.425400736630e-01  ,6.481849820470e-02  
  2.539995266940e-03  ,8.400189402401e-01  ,6.699893857300e-02  
  2.540744473483e-03  ,8.370221140682e-01  ,5.346318656585e-02  
  2.541438557650e-03  ,8.342457773983e-01  ,3.173967413831e-02  
  2.542109562899e-03  ,8.315617564022e-01  ,1.761045732543e-02  
  2.542927529361e-03  ,8.282898905575e-01  ,1.768564316433e-02  
  2.543710305240e-03  ,8.251587870419e-01  ,3.712588168297e-02  
  2.544449307467e-03  ,8.222027781307e-01  ,5.812877019743e-02  
  2.545285775210e-03  ,8.188569071591e-01  ,6.422402419694e-02  
  2.546112324740e-03  ,8.155507090389e-01  ,5.052518614597e-02  
  2.546831013705e-03  ,8.126759531796e-01  ,3.229511923894e-02  
  2.547603871371e-03  ,8.095845225155e-01  ,1.750920851564e-02  
  2.548270203616e-03  ,8.069191935360e-01  ,1.950676293252e-02  
  2.549072815921e-03  ,8.037087443173e-01  ,3.681418845599e-02  
  2.549917962100e-03  ,8.003281596005e-01  ,5.750074199637e-02  
  2.550802781131e-03  ,7.967888834774e-01  ,6.104448527611e-02  
  2.551470353152e-03  ,7.941185953915e-01  ,4.976612159058e-02  
  2.552199437167e-03  ,7.912022593319e-01  ,3.079612327335e-02  
  2.552934147860e-03  ,7.882634165585e-01  ,2.001125805678e-02  
  2.553773858096e-03  ,7.849045756161e-01  ,2.372300691329e-02  
  2.554494549777e-03  ,7.820218088925e-01  ,3.794137575555e-02  
  2.555237175967e-03  ,7.790513041317e-01  ,5.471986117579e-02  
  2.555962349917e-03  ,7.761506083309e-01  ,5.959520143794e-02  
  2.556611325290e-03  ,7.735547068417e-01  ,5.344028415249e-02  
  2.557479741122e-03  ,7.700810435116e-01  ,3.558795087411e-02  
  2.558340050723e-03  ,7.666398051083e-01  ,2.222522109582e-02  
  2.559092595126e-03  ,7.636296274960e-01  ,2.446932358899e-02  
  2.559951283480e-03  ,7.601948740780e-01  ,3.958519456140e-02  
  2.560839058902e-03  ,7.566437723934e-01  ,5.529917641951e-02  
  2.561790921237e-03  ,7.528363230526e-01  ,5.459032474122e-02  
  2.562514092471e-03  ,7.499436381161e-01  ,4.332820699180e-02  
  2.563320328738e-03  ,7.467186930477e-01  ,2.809542879083e-02  
  2.564095665957e-03  ,7.436173441708e-01  ,2.379369122795e-02  
  2.565040375735e-03  ,7.398385050595e-01  ,3.359375714693e-02  
  2.565900876071e-03  ,7.363965037167e-01  ,4.952326118431e-02  
  2.566765286471e-03  ,7.329388621151e-01  ,5.601083359406e-02  
  2.567404725100e-03  ,7.303811075985e-01  ,5.070464752232e-02  
  2.568302323367e-03  ,7.267907145321e-01  ,3.516674645780e-02  
  2.569252469088e-03  ,7.229901316464e-01  ,2.460884834574e-02  
  2.570064045932e-03  ,7.197438242733e-01  ,2.887669333898e-02  
  2.570954491641e-03  ,7.161820414364e-01  ,4.304993535058e-02  
  2.571986176516e-03  ,7.120553019345e-01  ,5.443155854218e-02  
  2.572782780673e-03  ,7.088688853085e-01  ,5.082902612319e-02  
  2.573760487582e-03  ,7.049580576718e-01  ,3.665297444880e-02  
  2.574757267978e-03  ,7.009709360897e-01  ,2.643604367270e-02  
  2.575594498660e-03  ,6.976220133602e-01  ,3.011950111253e-02  
  2.576573159243e-03  ,6.937073710263e-01  ,4.357973474253e-02  
  2.577629830386e-03  ,6.894806864559e-01  ,5.281374034701e-02  
  2.578417851474e-03  ,6.863286021054e-01  ,4.882769333164e-02  
  2.579465176608e-03  ,6.821393015682e-01  ,3.535726632465e-02  
  2.580516125705e-03  ,6.779355051815e-01  ,2.796403514394e-02  
  2.581377675082e-03  ,6.744893076718e-01  ,3.309918789783e-02  
  2.582382084872e-03  ,6.704716685116e-01  ,4.552665347483e-02  
