  Time                 , V(R2:1)              , V(V1:+)              
  3.083730679164e-06  ,-7.222522636854e-02  ,-9.876650812833e-01  
  3.704668026576e-06  ,-4.789503869634e-02  ,-9.851813318937e-01  
  4.434228878627e-06  ,-1.846568810580e-02  ,-9.822630884855e-01  
  5.054880123744e-06  ,-5.291864066662e-03  ,-9.797804835050e-01  
  5.725217800746e-06  ,-9.811338821831e-03  ,-9.770991327970e-01  
  6.383539181362e-06  ,-3.379489184193e-02  ,-9.744658472746e-01  
  7.133031826625e-06  ,-6.440732782879e-02  ,-9.714678766935e-01  
  7.955099087367e-06  ,-7.449964422957e-02  ,-9.681796076505e-01  
  8.774877529750e-06  ,-5.707742675876e-02  ,-9.649004938810e-01  
  9.476400356899e-06  ,-3.181621434828e-02  ,-9.620944025724e-01  
  1.025498006881e-05  ,-9.013579382631e-03  ,-9.589800837247e-01  
  1.075642202438e-05  ,-8.238472418762e-03  ,-9.569743159025e-01  
  1.124956701339e-05  ,-1.853334645088e-02  ,-9.550017359464e-01  
  1.185543630661e-05  ,-3.968583356447e-02  ,-9.525782587736e-01  
  1.257011983932e-05  ,-6.464316787637e-02  ,-9.497195246427e-01  
  1.319344137252e-05  ,-7.131701395015e-02  ,-9.472262385099e-01  
  1.390001867355e-05  ,-6.084870797003e-02  ,-9.443999293058e-01  
  1.455719564498e-05  ,-3.855352081730e-02  ,-9.417712214201e-01  
  1.526739690841e-05  ,-1.833657316056e-02  ,-9.389304163664e-01  
  1.601498220504e-05  ,-1.267279412810e-02  ,-9.359400751798e-01  
  1.676533315719e-05  ,-2.541447097702e-02  ,-9.329386713712e-01  
  1.745398138107e-05  ,-4.531575009277e-02  ,-9.301840784757e-01  
  1.822378728927e-05  ,-6.420440239162e-02  ,-9.271048548429e-01  
  1.884920690597e-05  ,-6.485563211667e-02  ,-9.246031763761e-01  
  1.961615179122e-05  ,-5.071095941774e-02  ,-9.215353968351e-01  
  2.032663915695e-05  ,-2.989668390427e-02  ,-9.186934473722e-01  
  2.099688146652e-05  ,-1.806967181509e-02  ,-9.160124781339e-01  
  2.182047460617e-05  ,-2.057066284547e-02  ,-9.127181055753e-01  
  2.260096166671e-05  ,-3.988535304165e-02  ,-9.095961573331e-01  
  2.333881948532e-05  ,-5.637137721463e-02  ,-9.066447260587e-01  
  2.409241293014e-05  ,-6.140756809151e-02  ,-9.036303522794e-01  
  2.486851308883e-05  ,-5.264598160545e-02  ,-9.005259516447e-01  
  2.563622091354e-05  ,-3.503070668241e-02  ,-8.974551203458e-01  
  2.652161214889e-05  ,-2.241527954672e-02  ,-8.939135554044e-01  
  2.743218038620e-05  ,-2.544053974654e-02  ,-8.902712824552e-01  
  2.813828085006e-05  ,-3.796494634868e-02  ,-8.874468805997e-01  
  2.892315481247e-05  ,-5.364673057181e-02  ,-8.843073847501e-01  
  2.968533132614e-05  ,-5.745913493795e-02  ,-8.812586786955e-01  
  3.038141820968e-05  ,-5.074025670478e-02  ,-8.784743311613e-01  
  3.127977941574e-05  ,-3.411202347003e-02  ,-8.748808863371e-01  
  3.223440740646e-05  ,-2.364575889297e-02  ,-8.710623743742e-01  
  3.302548025192e-05  ,-2.865596867169e-02  ,-8.678980829923e-01  
  3.389093969406e-05  ,-4.348939834977e-02  ,-8.644362452238e-01  
  3.491041753830e-05  ,-5.533798837304e-02  ,-8.603583338468e-01  
  3.567431066574e-05  ,-5.174173375164e-02  ,-8.573027613371e-01  
  3.663656805099e-05  ,-3.697504305786e-02  ,-8.534537317960e-01  
  3.759100530685e-05  ,-2.581051400363e-02  ,-8.496359827726e-01  
  3.840687368454e-05  ,-2.872768102752e-02  ,-8.463725092619e-01  
  3.937428091110e-05  ,-4.256480546660e-02  ,-8.425028803556e-01  
  4.036877248825e-05  ,-5.345380009177e-02  ,-8.385249140470e-01  
  4.120762441696e-05  ,-5.039417324056e-02  ,-8.351695063322e-01  
  4.220440481247e-05  ,-3.694000137544e-02  ,-8.311823847501e-01  
  4.323418233932e-05  ,-2.722432005824e-02  ,-8.270632746427e-01  
  4.409334753097e-05  ,-3.108960297846e-02  ,-8.236266138761e-01  
  4.509890173019e-05  ,-4.410557016912e-02  ,-8.196043970792e-01  
  4.619963262619e-05  ,-5.203870437491e-02  ,-8.152014734953e-01  
  4.700644109787e-05  ,-4.733673096382e-02  ,-8.119742396085e-01  
  4.806864355148e-05  ,-3.445419711389e-02  ,-8.077254297941e-01  
  4.920580480636e-05  ,-2.915242699384e-02  ,-8.031767847746e-01  
  5.010750387252e-05  ,-3.562038693190e-02  ,-7.995699885099e-01  
  5.112259481491e-05  ,-4.700378246289e-02  ,-7.955096247404e-01  
  5.255386922897e-05  ,-4.790350247185e-02  ,-7.897845270841e-01  
  5.352737997116e-05  ,-3.973045664049e-02  ,-7.858904841154e-01  
  5.464069936813e-05  ,-3.127685639193e-02  ,-7.814372065275e-01  
  5.568726156295e-05  ,-3.381465991615e-02  ,-7.772509577482e-01  
  5.705673788131e-05  ,-4.486133256865e-02  ,-7.717730524747e-01  
  5.830051992477e-05  ,-4.747148077805e-02  ,-7.667979243009e-01  
  5.923407171310e-05  ,-4.174785387032e-02  ,-7.630637171476e-01  
  6.046507452072e-05  ,-3.325082504067e-02  ,-7.581397059171e-01  
  6.173174474777e-05  ,-3.484759028428e-02  ,-7.530730250089e-01  
  6.325819585861e-05  ,-4.413192133953e-02  ,-7.469672205656e-01  
  6.468126867355e-05  ,-4.533032259929e-02  ,-7.412749293058e-01  
  6.576864812912e-05  ,-3.986044084178e-02  ,-7.369254114835e-01  
  6.715128515304e-05  ,-3.433293512510e-02  ,-7.313948633878e-01  
  6.846735570968e-05  ,-3.756631342122e-02  ,-7.261305811613e-01  
  7.006342504562e-05  ,-4.435631160753e-02  ,-7.197463038175e-01  
  7.201998327316e-05  ,-4.102508049902e-02  ,-7.119200709074e-01  
  7.363627050460e-05  ,-3.703706158214e-02  ,-7.054549219816e-01  
  7.546579931320e-05  ,-3.850708576797e-02  ,-6.981368067472e-01  
  7.734682653488e-05  ,-4.204830784544e-02  ,-6.906126978605e-01  
  7.941591833175e-05  ,-4.113355473403e-02  ,-6.823363306730e-01  
  8.167040441574e-05  ,-3.851945730075e-02  ,-6.733183863371e-01  
  8.414690588058e-05  ,-3.967727998236e-02  ,-6.634123804777e-01  
  8.758623693527e-05  ,-4.160835522103e-02  ,-6.496550562589e-01  
  8.979151342453e-05  ,-3.978355451084e-02  ,-6.408339503019e-01  
  9.230387304367e-05  ,-3.945501622138e-02  ,-6.307845118253e-01  
  9.732859228195e-05  ,-4.058263290815e-02  ,-6.106856348722e-01  
  1.021145114714e-04  ,-3.964248921822e-02  ,-5.915419581144e-01  
  1.085376987273e-04  ,-3.985415003382e-02  ,-5.658492090910e-01  
  1.165882358366e-04  ,-4.006896971149e-02  ,-5.336470606535e-01  
  1.304035434538e-04  ,-3.996804507252e-02  ,-4.783858301847e-01  
  1.474506625944e-04  ,-4.001220390692e-02  ,-4.101973536222e-01  
  1.815449008757e-04  ,-4.001726619932e-02  ,-2.738204004972e-01  
  2.497333774382e-04  ,-4.001585655907e-02  ,-1.066494247210e-03  
  3.697284946257e-04  ,-4.001610200583e-02  ,4.789139745028e-01  
  4.897236118132e-04  ,-4.001586193749e-02  ,9.588944432528e-01  
  5.000000010120e-04  ,-4.001597133793e-02  ,1.000000000000e+00  
  5.000000011108e-04  ,-4.001610194941e-02  ,1.000000000000e+00  
  5.000000013084e-04  ,-4.001610184015e-02  ,1.000000000000e+00  
  5.000000017036e-04  ,-4.001610162180e-02  ,1.000000000000e+00  
  5.000000020120e-04  ,-4.001610145177e-02  ,9.999999999520e-01  
  5.000000020910e-04  ,-4.001610140823e-02  ,9.999999996358e-01  
  5.000000022491e-04  ,-4.001610132109e-02  ,9.999999990035e-01  
  5.000000025653e-04  ,-4.001610114717e-02  ,9.999999977387e-01  
  5.000000031977e-04  ,-4.001610080006e-02  ,9.999999952092e-01  
  5.000000044624e-04  ,-4.001610010878e-02  ,9.999999901502e-01  
  5.000000069919e-04  ,-4.001609873776e-02  ,9.999999800323e-01  
  5.000000120509e-04  ,-4.001609604152e-02  ,9.999999597964e-01  
  5.000000221688e-04  ,-4.001609082716e-02  ,9.999999193246e-01  
  5.000000424047e-04  ,-4.001608107423e-02  ,9.999998383810e-01  
  5.000000828765e-04  ,-4.001606400596e-02  ,9.999996764939e-01  
  5.000001638201e-04  ,-4.001603783380e-02  ,9.999993527196e-01  
  5.000003257072e-04  ,-4.001600717875e-02  ,9.999987051710e-01  
  5.000006494815e-04  ,-4.001598847582e-02  ,9.999974100739e-01  
  5.000012970301e-04  ,-4.001599786510e-02  ,9.999948198795e-01  
  5.000025921273e-04  ,-4.001602794540e-02  ,9.999896394908e-01  
  5.000051823216e-04  ,-4.001604544146e-02  ,9.999792787134e-01  
  5.000103627103e-04  ,-4.001576950687e-02  ,9.999585571587e-01  
  5.000207234877e-04  ,-4.001283472336e-02  ,9.999171140492e-01  
  5.000414450425e-04  ,-3.999008084048e-02  ,9.998342278301e-01  
  5.000828881520e-04  ,-3.983693950394e-02  ,9.996684553921e-01  
  5.001657743710e-04  ,-3.894107049015e-02  ,9.993369105160e-01  
  5.002908249157e-04  ,-3.589112235758e-02  ,9.988367083370e-01  
  5.004905481595e-04  ,-2.682895942673e-02  ,9.980378153622e-01  
  5.008899946469e-04  ,3.538833242892e-03  ,9.964400294125e-01  
  5.015118856686e-04  ,6.407394710278e-02  ,9.939524653256e-01  
  5.021925230282e-04  ,1.126520526316e-01  ,9.912299158871e-01  
  5.027682562130e-04  ,1.153843774980e-01  ,9.889269831478e-01  
  5.033419866818e-04  ,8.339515881729e-02  ,9.866320612728e-01  
  5.039788503903e-04  ,2.921497193153e-02  ,9.840846064388e-01  
  5.045670767086e-04  ,-1.369800977554e-02  ,9.817317011654e-01  
  5.051163931149e-04  ,-3.360694177029e-02  ,9.795344355404e-01  
  5.057379980343e-04  ,-1.717934425656e-02  ,9.770480158627e-01  
  5.063176412838e-04  ,2.764739403561e-02  ,9.747294428646e-01  
  5.070649404782e-04  ,8.390099442346e-02  ,9.717402460873e-01  
  5.078016538876e-04  ,1.109476687793e-01  ,9.687933924496e-01  
  5.083976049679e-04  ,9.370820828702e-02  ,9.664095881283e-01  
  5.090551634091e-04  ,4.439245574540e-02  ,9.637793543637e-01  
  5.095751066464e-04  ,4.620488039239e-03  ,9.616995814144e-01  
  5.101156492489e-04  ,-2.125888094710e-02  ,9.595374110043e-01  
  5.106273908871e-04  ,-2.384595973978e-02  ,9.574904444515e-01  
  5.112664480465e-04  ,5.167874568003e-03  ,9.549342158138e-01  
  5.118874807614e-04  ,5.418338207525e-02  ,9.524500849545e-01  
  5.126349706906e-04  ,9.525915596577e-02  ,9.494601252377e-01  
  5.133226652401e-04  ,9.869714328688e-02  ,9.467093470394e-01  
  5.139867086667e-04  ,6.909879248943e-02  ,9.440531733334e-01  
  5.146488447445e-04  ,2.573269077902e-02  ,9.414046290219e-01  
  5.152438421505e-04  ,-5.106773323580e-03  ,9.390246393978e-01  
  5.158370275753e-04  ,-1.627038218834e-02  ,9.366518976986e-01  
  5.164141912716e-04  ,2.002324775328e-03  ,9.343432429135e-01  
  5.170176763791e-04  ,4.136300030443e-02  ,9.319293024838e-01  
  5.178261060971e-04  ,8.763480016122e-02  ,9.286955836117e-01  
  5.184978742856e-04  ,9.356009982035e-02  ,9.260085108578e-01  
  5.191927213925e-04  ,6.725771003188e-02  ,9.232291224301e-01  
  5.198601026791e-04  ,2.819401689117e-02  ,9.205595972836e-01  
  5.204802770871e-04  ,-5.510210982515e-04  ,9.180788996517e-01  
  5.210095663327e-04  ,-8.884527505340e-03  ,9.159617426693e-01  
  5.215016622799e-04  ,-1.992973203481e-04  ,9.139933588803e-01  
  5.221577902096e-04  ,3.020068485671e-02  ,9.113688471615e-01  
  5.228268881100e-04  ,6.841317240831e-02  ,9.086924555599e-01  
  5.236192960995e-04  ,8.664420571675e-02  ,9.055228236019e-01  
  5.242774267453e-04  ,7.520748149444e-02  ,9.028903010189e-01  
  5.249655981320e-04  ,4.276540891172e-02  ,9.001376154721e-01  
  5.256450910824e-04  ,1.226318190085e-02  ,8.974196436703e-01  
  5.262197752255e-04  ,-4.520460787831e-04  ,8.951209070980e-01  
  5.267609854001e-04  ,3.189548675449e-03  ,8.929560663998e-01  
  5.273329992550e-04  ,2.318497070058e-02  ,8.906680109799e-01  
  5.280251760739e-04  ,5.725311817466e-02  ,8.878993037045e-01  
  5.288632650631e-04  ,7.837805930547e-02  ,8.845469477474e-01  
  5.294955511349e-04  ,7.332360805319e-02  ,8.820178034603e-01  
  5.301789541501e-04  ,4.935359810771e-02  ,8.792841913998e-01  
  5.309614439267e-04  ,1.959196526311e-02  ,8.761542322933e-01  
  5.316177625912e-04  ,6.800585628436e-03  ,8.735289576351e-01  
  5.323165197628e-04  ,1.220870825516e-02  ,8.707339289486e-01  
  5.330716390866e-04  ,3.931938952983e-02  ,8.677134516537e-01  
  5.337930937069e-04  ,6.609994681273e-02  ,8.648276331722e-01  
  5.344437856930e-04  ,7.315351444336e-02  ,8.622248652279e-01  
  5.351742048520e-04  ,6.101793357554e-02  ,8.593031885922e-01  
  5.358338613766e-04  ,3.705135435163e-02  ,8.566645624935e-01  
  5.365050573605e-04  ,1.690120120932e-02  ,8.539797785580e-01  
  5.372002859372e-04  ,1.079207057605e-02  ,8.511988642513e-01  
  5.379144926327e-04  ,2.266987343824e-02  ,8.483420374691e-01  
  5.386083860653e-04  ,4.384296707262e-02  ,8.455664637387e-01  
  5.393652220028e-04  ,6.481966245166e-02  ,8.425391199887e-01  
  5.399955053585e-04  ,6.699662043338e-02  ,8.400179865658e-01  
  5.407448072689e-04  ,5.345660074363e-02  ,8.370207789242e-01  
  5.414388914364e-04  ,3.173372405405e-02  ,8.342444422543e-01  
  5.421098013180e-04  ,1.760956611894e-02  ,8.315608027279e-01  
  5.429277677792e-04  ,1.768891994822e-02  ,8.282889368832e-01  
  5.437104482907e-04  ,3.712785239184e-02  ,8.251582148373e-01  
  5.444494505185e-04  ,5.812908045965e-02  ,8.222022059262e-01  
  5.452858228939e-04  ,6.422286301589e-02  ,8.188567164242e-01  
  5.461123724240e-04  ,5.052479733659e-02  ,8.155505183041e-01  
  5.468310613888e-04  ,3.229561720919e-02  ,8.126757624447e-01  
  5.476039190548e-04  ,1.751033769642e-02  ,8.095843317806e-01  
  5.482703466671e-04  ,1.950866452953e-02  ,8.069186213314e-01  
  5.490730543393e-04  ,3.681839085294e-02  ,8.037077906430e-01  
  5.499182005185e-04  ,5.750237750478e-02  ,8.003272059262e-01  
  5.508031149167e-04  ,6.104108310840e-02  ,7.967875483334e-01  
  5.514707823056e-04  ,4.975867835796e-02  ,7.941168787777e-01  
  5.521998663205e-04  ,3.078988074289e-02  ,7.912005427181e-01  
  5.529344816464e-04  ,2.001071672118e-02  ,7.882620814144e-01  
  5.537741918820e-04  ,2.372758048266e-02  ,7.849032404721e-01  
  5.544948835629e-04  ,3.794684785017e-02  ,7.820204737484e-01  
  5.552375097531e-04  ,5.472260502635e-02  ,7.790499689877e-01  
  5.559624929684e-04  ,5.959407173185e-02  ,7.761500361263e-01  
  5.566114683407e-04  ,5.343828466577e-02  ,7.735541346371e-01  
  5.574797888058e-04  ,3.558778734051e-02  ,7.700808527767e-01  
  5.583401937741e-04  ,2.222531330535e-02  ,7.666392329037e-01  
  5.590928335446e-04  ,2.447175639155e-02  ,7.636286738217e-01  
  5.599514265316e-04  ,3.958676778218e-02  ,7.601943018734e-01  
  5.608393926877e-04  ,5.530080580624e-02  ,7.566424372494e-01  
  5.617912550229e-04  ,5.458678456830e-02  ,7.528349879086e-01  
  5.625144262570e-04  ,4.332347211615e-02  ,7.499423029721e-01  
  5.633206625241e-04  ,2.809278716915e-02  ,7.467173579037e-01  
  5.640959043759e-04  ,2.379461927847e-02  ,7.436163904965e-01  
  5.650407095211e-04  ,3.359832873954e-02  ,7.398371699154e-01  
  5.659011144894e-04  ,4.952528711217e-02  ,7.363955500424e-01  
  5.667656202572e-04  ,5.600957385590e-02  ,7.329375269711e-01  
  5.674050588864e-04  ,5.070091538675e-02  ,7.303797724545e-01  
  5.683026571530e-04  ,3.516290752947e-02  ,7.267893793881e-01  
  5.692528982419e-04  ,2.460896389057e-02  ,7.229884150326e-01  
  5.700645704525e-04  ,2.888164738924e-02  ,7.197417261898e-01  
  5.709549207943e-04  ,4.305456672391e-02  ,7.161803248226e-01  
  5.719869871396e-04  ,5.443209472480e-02  ,7.120520594418e-01  
  5.727833051938e-04  ,5.082453237929e-02  ,7.088667872250e-01  
  5.737612028378e-04  ,3.664525953952e-02  ,7.049551966488e-01  
  5.747579832333e-04  ,2.643590951921e-02  ,7.009680750668e-01  
  5.755951185482e-04  ,3.012465251293e-02  ,6.976195338070e-01  
  5.765737791317e-04  ,4.358598036487e-02  ,6.937048914730e-01  
  5.776306410092e-04  ,5.281332172708e-02  ,6.894774439633e-01  
  5.784181852597e-04  ,4.882468980312e-02  ,6.863272669613e-01  
  5.794658918637e-04  ,3.535028055270e-02  ,6.821364405453e-01  
  5.805164594906e-04  ,2.796482542099e-02  ,6.779341700375e-01  
  5.813777227658e-04  ,3.310036148212e-02  ,6.744891169369e-01  
  5.823821325558e-04  ,4.552810002787e-02  ,6.704714777767e-01  
  5.835971136349e-04  ,5.065995695342e-02  ,6.656115534603e-01  
  5.844395895260e-04  ,4.425250279193e-02  ,6.622416498959e-01  
  5.855096121090e-04  ,3.256019246471e-02  ,6.579615595638e-01  
  5.866969366330e-04  ,3.112432710068e-02  ,6.532122614681e-01  
  5.879578848141e-04  ,4.129821480835e-02  ,6.481684687435e-01  
  5.891438741940e-04  ,4.923003713510e-02  ,6.434245112240e-01  
  5.902402181881e-04  ,4.508326002660e-02  ,6.390391352474e-01  
  5.914088506955e-04  ,3.484382434248e-02  ,6.343646052181e-01  
  5.928534765500e-04  ,3.322044164171e-02  ,6.285861018002e-01  
  5.939381857174e-04  ,4.015364298308e-02  ,6.242472651303e-01  
  5.951325674313e-04  ,4.538476854152e-02  ,6.194697382748e-01  
  5.964183111447e-04  ,4.360416170974e-02  ,6.143267634213e-01  
  5.979558248776e-04  ,3.663112164932e-02  ,6.081767084896e-01  
  5.997182150143e-04  ,3.701273122123e-02  ,6.011271479428e-01  
  6.011431951779e-04  ,4.166872798031e-02  ,5.954272272885e-01  
  6.027714987057e-04  ,4.332472599912e-02  ,5.889140131771e-01  
  6.043032903927e-04  ,3.960290012497e-02  ,5.827868464291e-01  
  6.061759252804e-04  ,3.705531210705e-02  ,5.752963068783e-01  
  6.080539007443e-04  ,4.004007050910e-02  ,5.677844050228e-01  
  6.102324743527e-04  ,4.211898081093e-02  ,5.590701105892e-01  
  6.125804205197e-04  ,3.974095330881e-02  ,5.496783259213e-01  
  6.152926702755e-04  ,3.881424450669e-02  ,5.388293268978e-01  
  6.185469885128e-04  ,4.046779135028e-02  ,5.258120539486e-01  
  6.221514959591e-04  ,4.026753806337e-02  ,5.113940241635e-01  
  6.283946295041e-04  ,3.961063335096e-02  ,4.864214899838e-01  
  6.350268621701e-04  ,4.000570767097e-02  ,4.598925593197e-01  
  6.422778387326e-04  ,4.000467663646e-02  ,4.308886530697e-01  
  6.567797918576e-04  ,3.995798350389e-02  ,3.728808405697e-01  
  6.840625067013e-04  ,3.998566446811e-02  ,2.637499811947e-01  
  7.386279363888e-04  ,3.998153026417e-02  ,4.548826244471e-02  
  8.477587957638e-04  ,3.998542113315e-02  ,-3.910351750553e-01  
  9.677539129513e-04  ,3.998356786584e-02  ,-8.710156438053e-01  
  1.000000002012e-03  ,3.998346096436e-02  ,-9.999999959520e-01  
  1.000315954313e-03  ,2.983351581887e-02  ,-9.987361867479e-01  
  1.000947858915e-03  ,-9.487417629320e-03  ,-9.962085683397e-01  
  1.001692392454e-03  ,-6.540567628439e-02  ,-9.932304341844e-01  
  1.002508833036e-03  ,-1.056422639518e-01  ,-9.899646718553e-01  
  1.003162004575e-03  ,-9.563864682503e-02  ,-9.873519856981e-01  
  1.003796579466e-03  ,-5.519321455362e-02  ,-9.848136861375e-01  
  1.004423048124e-03  ,-1.073825429380e-02  ,-9.823078115038e-01  
  1.004994108305e-03  ,1.549096352633e-02  ,-9.800235707811e-01  
  1.005532266721e-03  ,1.913485755626e-02  ,-9.778709371141e-01  
  1.006223966703e-03  ,-1.310742039345e-02  ,-9.751041371874e-01  
  1.006879522428e-03  ,-6.171118768929e-02  ,-9.724819142870e-01  
  1.007756998167e-03  ,-1.001011520220e-01  ,-9.689720113329e-01  
  1.008367826566e-03  ,-9.075362587361e-02  ,-9.665286977342e-01  
  1.008996202574e-03  ,-5.459829742759e-02  ,-9.640151937059e-01  
  1.009654905424e-03  ,-1.255891402625e-02  ,-9.613803823045e-01  
  1.010234739408e-03  ,1.077363598651e-02  ,-9.590610463670e-01  
  1.010780527220e-03  ,1.306159698546e-02  ,-9.568778951219e-01  
  1.011385442838e-03  ,-1.249341763938e-02  ,-9.544582326463e-01  
  1.012080480680e-03  ,-5.856897783134e-02  ,-9.516780812791e-01  
  1.012895300016e-03  ,-9.353284600951e-02  ,-9.484188039354e-01  
  1.013474752531e-03  ,-8.889193765141e-02  ,-9.461009938768e-01  
  1.014061643705e-03  ,-6.117917318950e-02  ,-9.437534291795e-01  
  1.014753057585e-03  ,-2.067757929947e-02  ,-9.409877736620e-01  
  1.015349294767e-03  ,3.817606226651e-03  ,-9.386028249315e-01  
  1.015852548704e-03  ,8.578087459093e-03  ,-9.365898091844e-01  
  1.016327192411e-03  ,-2.357307239686e-03  ,-9.346912343553e-01  
  1.016941644773e-03  ,-3.226116164929e-02  ,-9.322334249071e-01  
  1.017632677183e-03  ,-7.092965877310e-02  ,-9.294692952684e-01  
  1.018454172239e-03  ,-8.659988705055e-02  ,-9.261833150438e-01  
  1.019142343626e-03  ,-7.166629540494e-02  ,-9.234306294969e-01  
  1.019865991697e-03  ,-3.616561128478e-02  ,-9.205360372118e-01  
  1.020482732877e-03  ,-9.774350979878e-03  ,-9.180690724901e-01  
  1.021033861265e-03  ,7.247436399485e-04  ,-9.158645589403e-01  
  1.021552946195e-03  ,-4.282589320365e-03  ,-9.137882192186e-01  
  1.022182371244e-03  ,-2.724829655623e-02  ,-9.112705190233e-01  
  1.022848322019e-03  ,-5.989010594135e-02  ,-9.086067159227e-01  
  1.023655702696e-03  ,-7.874838145203e-02  ,-9.053771932176e-01  
  1.024290468321e-03  ,-7.234866088488e-02  ,-9.028381307176e-01  
  1.024951936826e-03  ,-4.817613602925e-02  ,-9.001922566942e-01  
  1.025749876127e-03  ,-1.812684460734e-02  ,-8.970004994920e-01  
  1.026393034086e-03  ,-6.460235991121e-03  ,-8.944278676561e-01  
  1.027085592375e-03  ,-1.277794679849e-02  ,-8.916576345018e-01  
  1.027848722563e-03  ,-4.066415739290e-02  ,-8.886051137498e-01  
  1.028560831175e-03  ,-6.681072193257e-02  ,-8.857566793016e-01  
  1.029187585935e-03  ,-7.332236119150e-02  ,-8.832496602586e-01  
  1.029846002683e-03  ,-6.262729573587e-02  ,-8.806159932665e-01  
  1.030529214964e-03  ,-3.801313096814e-02  ,-8.778831441454e-01  
  1.031237699613e-03  ,-1.669290321632e-02  ,-8.750492055467e-01  
  1.031941225157e-03  ,-1.068662707876e-02  ,-8.722351033739e-01  
  1.032653905973e-03  ,-2.268402172512e-02  ,-8.693843801073e-01  
  1.033339597807e-03  ,-4.377253336762e-02  ,-8.666416127733e-01  
  1.034094431028e-03  ,-6.489783860776e-02  ,-8.636222798875e-01  
  1.034723665342e-03  ,-6.722219149688e-02  ,-8.611053426317e-01  
  1.035477068052e-03  ,-5.364186284162e-02  ,-8.580917317918e-01  
  1.036173250303e-03  ,-3.175150046282e-02  ,-8.553070027879e-01  
  1.036841299162e-03  ,-1.756982767247e-02  ,-8.526348073534e-01  
  1.037660219297e-03  ,-1.756177181557e-02  ,-8.493591268114e-01  
  1.038439943418e-03  ,-3.698768501781e-02  ,-8.462402303270e-01  
  1.039175130949e-03  ,-5.807734655702e-02  ,-8.432994802049e-01  
  1.040023042783e-03  ,-6.438385145779e-02  ,-8.399078328661e-01  
  1.040841962919e-03  ,-5.079235442244e-02  ,-8.366321523241e-01  
  1.041556360349e-03  ,-3.252737140480e-02  ,-8.337745626024e-01  
  1.042334367857e-03  ,-1.744316635268e-02  ,-8.306625325731e-01  
  1.043005182371e-03  ,-1.940632085667e-02  ,-8.279792745165e-01  
  1.043802167997e-03  ,-3.665002395516e-02  ,-8.247913320116e-01  
  1.044645502195e-03  ,-5.748702280101e-02  ,-8.214179952196e-01  
  1.045515825376e-03  ,-6.138738308088e-02  ,-8.179367024950e-01  
  1.046178724394e-03  ,-5.038976015036e-02  ,-8.152851064256e-01  
  1.046909143553e-03  ,-3.127371284933e-02  ,-8.123634297899e-01  
  1.047647764311e-03  ,-2.006906934579e-02  ,-8.094089467577e-01  
  1.048489477262e-03  ,-2.337938196899e-02  ,-8.060420949510e-01  
