  Time                 , V(R2:1)              , V(R1:2)              
  1.171613636017e-04  ,-1.985983418717e+00  ,8.811459485690e-01  
  1.296613636017e-04  ,-3.128229085009e+00  ,9.574157501873e-01  
  1.421613636017e-04  ,-4.019860351060e+00  ,4.728443901754e-01  
  1.521909656525e-04  ,-4.062492604211e+00  ,-1.372280382406e-01  
  1.527085247040e-04  ,-4.062621400195e+00  ,-1.693613543327e-01  
  1.537436428070e-04  ,-4.062316766504e+00  ,-2.330569474265e-01  
  1.548237743378e-04  ,-4.060358431073e+00  ,-2.984676126380e-01  
  1.556162776947e-04  ,-4.043340673881e+00  ,-3.456028400549e-01  
  1.562473239899e-04  ,-3.997627879728e+00  ,-3.825280870756e-01  
  1.564002218246e-04  ,-3.996887219816e+00  ,-3.913864926719e-01  
  1.565459432602e-04  ,-3.993499302682e+00  ,-3.997955146700e-01  
  1.566711845398e-04  ,-3.988492780185e+00  ,-4.069959514909e-01  
  1.568106117249e-04  ,-3.982336217567e+00  ,-4.149823059436e-01  
  1.568989577293e-04  ,-3.978532320080e+00  ,-4.200262983553e-01  
  1.570756497383e-04  ,-3.971193498518e+00  ,-4.300753014838e-01  
  1.572735610008e-04  ,-3.962789689723e+00  ,-4.412681105685e-01  
  1.575548949242e-04  ,-3.950251997645e+00  ,-4.570610081524e-01  
  1.578660311699e-04  ,-3.935913469100e+00  ,-4.743603739981e-01  
  1.582879366875e-04  ,-3.915679404850e+00  ,-4.975277571460e-01  
  1.591317477226e-04  ,-3.872294799782e+00  ,-5.427976639741e-01  
  1.603898348808e-04  ,-3.800703775569e+00  ,-6.074230574054e-01  
  1.629060091972e-04  ,-3.634681394021e+00  ,-7.249132665382e-01  
  1.679383578300e-04  ,-3.228310802067e+00  ,-9.031711877465e-01  
  1.780030550957e-04  ,-2.285249596269e+00  ,-9.822512634160e-01  
  1.905030550957e-04  ,-1.323179764106e+00  ,-5.619246033249e-01  
  2.030030550957e-04  ,-1.086327277641e+00  ,1.875698683628e-01  
  2.155030550957e-04  ,-1.713426005245e+00  ,8.271884550561e-01  
  2.280030550957e-04  ,-2.837141302522e+00  ,9.822512634160e-01  
  2.405030550957e-04  ,-3.799205025558e+00  ,5.619246033249e-01  
  2.530030550957e-04  ,-4.036061638194e+00  ,-1.875698683628e-01  
  2.655030550957e-04  ,-3.408958664093e+00  ,-8.271884550561e-01  
  2.780030550957e-04  ,-2.285249498883e+00  ,-9.822512634160e-01  
  2.905030550957e-04  ,-1.323180766043e+00  ,-5.619246033249e-01  
  3.030030550957e-04  ,-1.086327174764e+00  ,1.875698683628e-01  
  3.155030550957e-04  ,-1.713427013224e+00  ,8.271884550561e-01  
  3.280030550957e-04  ,-2.837141195655e+00  ,9.822512634160e-01  
  3.405030550957e-04  ,-3.799206037624e+00  ,5.619246033249e-01  
  3.530030550957e-04  ,-4.036061527318e+00  ,-1.875698683628e-01  
  3.655030550957e-04  ,-3.408959679723e+00  ,-8.271884550561e-01  
  3.780030550957e-04  ,-2.285249384801e+00  ,-9.822512634160e-01  
  3.905030550957e-04  ,-1.323181784475e+00  ,-5.619246033249e-01  
  4.030030550957e-04  ,-1.086327058225e+00  ,1.875698683628e-01  
  4.155030550957e-04  ,-1.713427914364e+00  ,8.271884550561e-01  
  4.280030550957e-04  ,-2.837140983291e+00  ,9.822512634160e-01  
  4.405030550957e-04  ,-3.799206968223e+00  ,5.619246033249e-01  
  4.530030550957e-04  ,-4.036061313939e+00  ,-1.875698683628e-01  
  4.655030550957e-04  ,-3.408960611107e+00  ,-8.271884550561e-01  
  4.780030550957e-04  ,-2.285249170961e+00  ,-9.822512634160e-01  
  4.905030550957e-04  ,-1.323182715932e+00  ,-5.619246033249e-01  
  5.030030550957e-04  ,-1.086326844618e+00  ,1.875698683628e-01  
  5.155030550957e-04  ,-1.713428845298e+00  ,8.271884550561e-01  
  5.280030550957e-04  ,-2.837140770497e+00  ,9.822512634160e-01  
  5.405030550957e-04  ,-3.799207898014e+00  ,5.619246033249e-01  
  5.530030550957e-04  ,-4.036061102620e+00  ,-1.875698683628e-01  
  5.655030550957e-04  ,-3.408961539239e+00  ,-8.271884550561e-01  
  5.780030550957e-04  ,-2.285248961586e+00  ,-9.822512634160e-01  
  5.905030550957e-04  ,-1.323183641779e+00  ,-5.619246033249e-01  
  6.030030550957e-04  ,-1.086326637790e+00  ,1.875698683628e-01  
  6.155030550957e-04  ,-1.713429768355e+00  ,8.271884550561e-01  
  6.280030550957e-04  ,-2.837140566705e+00  ,9.822512634160e-01  
  6.405030550957e-04  ,-3.799208817749e+00  ,5.619246033249e-01  
  6.530030550957e-04  ,-4.036060902426e+00  ,-1.875698683628e-01  
  6.655030550957e-04  ,-3.408962455219e+00  ,-8.271884550561e-01  
  6.780030550957e-04  ,-2.285248765385e+00  ,-9.822512634160e-01  
  6.905030550957e-04  ,-1.323184553473e+00  ,-5.619246033249e-01  
  7.030030550957e-04  ,-1.086326446093e+00  ,1.875698683628e-01  
  7.155030550957e-04  ,-1.713430675344e+00  ,8.271884550561e-01  
  7.280030550957e-04  ,-2.837140379914e+00  ,9.822512634160e-01  
  7.405030550957e-04  ,-3.799209719590e+00  ,5.619246033249e-01  
  7.530030550957e-04  ,-4.036060720995e+00  ,-1.875698683628e-01  
  7.655030550957e-04  ,-3.408963351556e+00  ,-8.271884550561e-01  
  7.780030550957e-04  ,-2.285248589652e+00  ,-9.822512634160e-01  
  7.905030550957e-04  ,-1.323185443868e+00  ,-5.619246033249e-01  
  8.030030550957e-04  ,-1.086326276477e+00  ,1.875698683628e-01  
  8.155030550957e-04  ,-1.713431559461e+00  ,8.271884550561e-01  
  8.280030550957e-04  ,-2.837140216736e+00  ,9.822512634160e-01  
  8.405030550957e-04  ,-3.799210597070e+00  ,5.619246033249e-01  
  8.530030550957e-04  ,-4.036060564597e+00  ,-1.875698683628e-01  
  8.655030550957e-04  ,-3.408964222112e+00  ,-8.271884550561e-01  
  8.780030550957e-04  ,-2.285248440329e+00  ,-9.822512634160e-01  
  8.905030550957e-04  ,-1.323186307154e+00  ,-5.619246033249e-01  
  9.030030550957e-04  ,-1.086326134557e+00  ,1.875698683628e-01  
  9.155030550957e-04  ,-1.713432415220e+00  ,8.271884550561e-01  
  9.280030550957e-04  ,-2.837140082465e+00  ,9.822512634160e-01  
  9.405030550957e-04  ,-3.799211445022e+00  ,5.619246033249e-01  
  9.530030550957e-04  ,-4.036060438202e+00  ,-1.875698683628e-01  
  9.655030550957e-04  ,-3.408965062033e+00  ,-8.271884550561e-01  
  9.780030550957e-04  ,-2.285248322075e+00  ,-9.822512634160e-01  
  9.905030550957e-04  ,-1.323187138786e+00  ,-5.619246033249e-01  
  1.003003055096e-03  ,-1.086326024687e+00  ,1.875698683628e-01  
  1.015503055096e-03  ,-1.713433238381e+00  ,8.271884550561e-01  
  1.028003055096e-03  ,-2.837139981151e+00  ,9.822512634160e-01  
  1.040503055096e-03  ,-3.799212259504e+00  ,5.619246033249e-01  
  1.053003055096e-03  ,-4.036060345562e+00  ,-1.875698683628e-01  
  1.065503055096e-03  ,-3.408965867665e+00  ,-8.271884550561e-01  
  1.078003055096e-03  ,-2.285248238356e+00  ,-9.822512634160e-01  
  1.090503055096e-03  ,-1.323187935398e+00  ,-5.619246033249e-01  
  1.103003055096e-03  ,-1.086325950048e+00  ,1.875698683628e-01  
  1.115503055096e-03  ,-1.713434025856e+00  ,8.271884550561e-01  
  1.128003055096e-03  ,-2.837139915701e+00  ,9.822512634160e-01  
  1.140503055096e-03  ,-3.799213037702e+00  ,5.619246033249e-01  
  1.153003055096e-03  ,-4.036060289311e+00  ,-1.875698683628e-01  
  1.165503055096e-03  ,-3.408966636461e+00  ,-8.271884550561e-01  
  1.178003055096e-03  ,-2.285248191539e+00  ,-9.822512634160e-01  
  1.190503055096e-03  ,-1.323188694701e+00  ,-5.619246033250e-01  
  1.203003055096e-03  ,-1.086325912751e+00  ,1.875698683627e-01  
  1.215503055096e-03  ,-1.713434775611e+00  ,8.271884550561e-01  
  1.228003055096e-03  ,-2.837139887974e+00  ,9.822512634160e-01  
  1.240503055096e-03  ,-3.799213777830e+00  ,5.619246033250e-01  
  1.253003055096e-03  ,-4.036060271060e+00  ,-1.875698683627e-01  
  1.265503055096e-03  ,-3.408967366877e+00  ,-8.271884550561e-01  
  1.278003055096e-03  ,-2.285248183000e+00  ,-9.822512634160e-01  
  1.290503055096e-03  ,-1.323189415389e+00  ,-5.619246033250e-01  
  1.303003055096e-03  ,-1.086325913941e+00  ,1.875698683627e-01  
  1.315503055096e-03  ,-1.713435486568e+00  ,8.271884550561e-01  
  1.328003055096e-03  ,-2.837139898891e+00  ,9.822512634160e-01  
  1.340503055096e-03  ,-3.799214479030e+00  ,5.619246033250e-01  
  1.353003055096e-03  ,-4.036060291512e+00  ,-1.875698683627e-01  
  1.365503055096e-03  ,-3.408968058267e+00  ,-8.271884550561e-01  
  1.378003055096e-03  ,-2.285248213232e+00  ,-9.822512634160e-01  
  1.390503055096e-03  ,-1.323190097020e+00  ,-5.619246033250e-01  
  1.403003055096e-03  ,-1.086325953905e+00  ,1.875698683627e-01  
  1.415503055096e-03  ,-1.713436158485e+00  ,8.271884550561e-01  
  1.428003055096e-03  ,-2.837139948541e+00  ,9.822512634160e-01  
  1.440503055096e-03  ,-3.799215141256e+00  ,5.619246033250e-01  
  1.453003055096e-03  ,-4.036060350564e+00  ,-1.875698683627e-01  
  1.465503055096e-03  ,-3.408968710773e+00  ,-8.271884550560e-01  
  1.478003055096e-03  ,-2.285248281948e+00  ,-9.822512634160e-01  
  1.490503055096e-03  ,-1.323190739918e+00  ,-5.619246033250e-01  
  1.503003055096e-03  ,-1.086326032180e+00  ,1.875698683626e-01  
  1.515503055096e-03  ,-1.713436791860e+00  ,8.271884550560e-01  
  1.528003055096e-03  ,-2.837140036293e+00  ,9.822512634161e-01  
  1.540503055096e-03  ,-3.799215765171e+00  ,5.619246033251e-01  
  1.553003055096e-03  ,-4.036060447425e+00  ,-1.875698683626e-01  
  1.565503055096e-03  ,-3.408969325217e+00  ,-8.271884550560e-01  
  1.578003055096e-03  ,-2.285248388200e+00  ,-9.822512634161e-01  
  1.590503055096e-03  ,-1.323191345057e+00  ,-5.619246033251e-01  
  1.603003055096e-03  ,-1.086326147669e+00  ,1.875698683626e-01  
  1.615503055096e-03  ,-1.713437387815e+00  ,8.271884550560e-01  
  1.628003055096e-03  ,-2.837140160904e+00  ,9.822512634161e-01  
  1.640503055096e-03  ,-3.799216352037e+00  ,5.619246033251e-01  
  1.653003055096e-03  ,-4.036060580715e+00  ,-1.875698683626e-01  
  1.665503055096e-03  ,-3.408969902995e+00  ,-8.271884550560e-01  
  1.678003055096e-03  ,-2.285248530478e+00  ,-9.822512634161e-01  
  1.690503055096e-03  ,-1.323191913963e+00  ,-5.619246033251e-01  
  1.703003055096e-03  ,-1.086326298737e+00  ,1.875698683626e-01  
  1.715503055096e-03  ,-1.713437947993e+00  ,8.271884550560e-01  
  1.728003055096e-03  ,-2.837140320622e+00  ,9.822512634161e-01  
  1.740503055096e-03  ,-3.799216903612e+00  ,5.619246033251e-01  
  1.753003055096e-03  ,-4.036060748575e+00  ,-1.875698683625e-01  
  1.765503055096e-03  ,-3.408970445978e+00  ,-8.271884550560e-01  
  1.778003055096e-03  ,-2.285248706814e+00  ,-9.822512634161e-01  
  1.790503055096e-03  ,-1.323192448606e+00  ,-5.619246033251e-01  
  1.803003055096e-03  ,-1.086326483318e+00  ,1.875698683625e-01  
  1.815503055096e-03  ,-1.713438474464e+00  ,8.271884550560e-01  
  1.828003055096e-03  ,-2.837140513288e+00  ,9.822512634161e-01  
  1.840503055096e-03  ,-3.799217422056e+00  ,5.619246033252e-01  
  1.853003055096e-03  ,-4.036060948758e+00  ,-1.875698683625e-01  
  1.865503055096e-03  ,-3.408970956407e+00  ,-8.271884550559e-01  
  1.878003055096e-03  ,-2.285248914883e+00  ,-9.822512634161e-01  
  1.890503055096e-03  ,-1.323192951308e+00  ,-5.619246033252e-01  
  1.903003055096e-03  ,-1.086326699009e+00  ,1.875698683625e-01  
  1.915503055096e-03  ,-1.713438969621e+00  ,8.271884550559e-01  
  1.928003055096e-03  ,-2.837140736429e+00  ,9.822512634161e-01  
  1.940503055096e-03  ,-3.799217909831e+00  ,5.619246033252e-01  
  1.953003055096e-03  ,-4.036061178731e+00  ,-1.875698683625e-01  
  1.965503055096e-03  ,-3.408971436810e+00  ,-8.271884550559e-01  
  1.978003055096e-03  ,-2.285249152087e+00  ,-9.822512634161e-01  
  1.990503055096e-03  ,-1.323193424654e+00  ,-5.619246033252e-01  
  2.003003055096e-03  ,-1.086326943159e+00  ,1.875698683625e-01  
  2.015503055096e-03  ,-1.713439436104e+00  ,8.271884550559e-01  
  2.028003055096e-03  ,-2.837140987344e+00  ,9.822512634161e-01  
  2.040503055096e-03  ,-3.799218369623e+00  ,5.619246033252e-01  
  2.053003055096e-03  ,-4.036061435749e+00  ,-1.875698683624e-01  
  2.065503055096e-03  ,-3.408971889917e+00  ,-8.271884550559e-01  
  2.078003055096e-03  ,-2.285249415643e+00  ,-9.822512634161e-01  
  2.090503055096e-03  ,-1.323193871410e+00  ,-5.619246033252e-01  
  2.103003055096e-03  ,-1.086327212950e+00  ,1.875698683624e-01  
  2.115503055096e-03  ,-1.713439876709e+00  ,8.271884550559e-01  
  2.128003055096e-03  ,-2.837141263184e+00  ,9.822512634161e-01  
  2.140503055096e-03  ,-3.799218804256e+00  ,5.619246033252e-01  
  2.153003055096e-03  ,-4.036061716943e+00  ,-1.875698683624e-01  
  2.165503055096e-03  ,-3.408972318576e+00  ,-8.271884550559e-01  
  2.178003055096e-03  ,-2.285249702659e+00  ,-9.822512634161e-01  
  2.190503055096e-03  ,-1.323194294445e+00  ,-5.619246033253e-01  
  2.203003055096e-03  ,-1.086327505472e+00  ,1.875698683624e-01  
  2.215503055096e-03  ,-1.713440294322e+00  ,8.271884550559e-01  
  2.228003055096e-03  ,-2.837141561025e+00  ,9.822512634161e-01  
  2.240503055096e-03  ,-3.799219216627e+00  ,5.619246033253e-01  
  2.253003055096e-03  ,-4.036062019382e+00  ,-1.875698683624e-01  
  2.265503055096e-03  ,-3.408972725693e+00  ,-8.271884550559e-01  
  2.278003055096e-03  ,-2.285250010196e+00  ,-9.822512634161e-01  
  2.290503055096e-03  ,-1.323194696669e+00  ,-5.619246033253e-01  
  2.303003055096e-03  ,-1.086327817785e+00  ,1.875698683624e-01  
  2.315503055096e-03  ,-1.713440691853e+00  ,8.271884550559e-01  
  2.328003055096e-03  ,-2.837141877930e+00  ,9.822512634161e-01  
  2.340503055096e-03  ,-3.799219609644e+00  ,5.619246033253e-01  
  2.353003055096e-03  ,-4.036062340138e+00  ,-1.875698683623e-01  
  2.365503055096e-03  ,-3.408973114171e+00  ,-8.271884550558e-01  
  2.378003055096e-03  ,-2.285250335335e+00  ,-9.822512634161e-01  
  2.390503055096e-03  ,-1.323195080974e+00  ,-5.619246033253e-01  
  2.403003055096e-03  ,-1.086328146980e+00  ,1.875698683623e-01  
  2.415503055096e-03  ,-1.713441072179e+00  ,8.271884550558e-01  
  2.428003055096e-03  ,-2.837142211003e+00  ,9.822512634161e-01  
  2.440503055096e-03  ,-3.799219986167e+00  ,5.619246033253e-01  
  2.453003055096e-03  ,-4.036062676337e+00  ,-1.875698683623e-01  
  2.465503055096e-03  ,-3.408973486854e+00  ,-8.271884550558e-01  
  2.478003055096e-03  ,-2.285250675218e+00  ,-9.822512634161e-01  
  2.490503055096e-03  ,-1.323195450182e+00  ,-5.619246033253e-01  
  2.503003055096e-03  ,-1.086328490225e+00  ,1.875698683623e-01  
  2.515503055096e-03  ,-1.713441438101e+00  ,8.271884550558e-01  
  2.528003055096e-03  ,-2.837142557439e+00  ,9.822512634161e-01  
  2.540503055096e-03  ,-3.799220348969e+00  ,5.619246033254e-01  
  2.553003055096e-03  ,-4.036063025202e+00  ,-1.875698683623e-01  
  2.565503055096e-03  ,-3.408973846485e+00  ,-8.271884550558e-01  
  2.578003055096e-03  ,-2.285251027103e+00  ,-9.822512634161e-01  
  2.590503055096e-03  ,-1.323195807004e+00  ,-5.619246033254e-01  
  2.603003055096e-03  ,-1.086328844808e+00  ,1.875698683622e-01  
  2.615503055096e-03  ,-1.713441792294e+00  ,8.271884550558e-01  
  2.628003055096e-03  ,-2.837142914561e+00  ,9.822512634161e-01  
  2.640503055096e-03  ,-3.799220700693e+00  ,5.619246033254e-01  
  2.653003055096e-03  ,-4.036063384098e+00  ,-1.875698683622e-01  
  2.665503055096e-03  ,-3.408974195670e+00  ,-8.271884550558e-01  
  2.678003055096e-03  ,-2.285251388389e+00  ,-9.822512634161e-01  
  2.690503055096e-03  ,-1.323196154009e+00  ,-5.619246033254e-01  
  2.703003055096e-03  ,-1.086329208169e+00  ,1.875698683622e-01  
  2.715503055096e-03  ,-1.713442137287e+00  ,8.271884550558e-01  
  2.728003055096e-03  ,-2.837143279849e+00  ,9.822512634161e-01  
  2.740503055096e-03  ,-3.799221043820e+00  ,5.619246033254e-01  
  2.753003055096e-03  ,-4.036063750552e+00  ,-1.875698683622e-01  
  2.765503055096e-03  ,-3.408974536849e+00  ,-8.271884550558e-01  
  2.778003055096e-03  ,-2.285251756648e+00  ,-9.822512634161e-01  
  2.790503055096e-03  ,-1.323196493590e+00  ,-5.619246033254e-01  
  2.803003055096e-03  ,-1.086329577927e+00  ,1.875698683622e-01  
  2.815503055096e-03  ,-1.713442475424e+00  ,8.271884550558e-01  
  2.828003055096e-03  ,-2.837143650971e+00  ,9.822512634161e-01  
  2.840503055096e-03  ,-3.799221380650e+00  ,5.619246033255e-01  
  2.853003055096e-03  ,-4.036064122282e+00  ,-1.875698683621e-01  
  2.865503055096e-03  ,-3.408974872273e+00  ,-8.271884550557e-01  
  2.878003055096e-03  ,-2.285252129646e+00  ,-9.822512634161e-01  
  2.890503055096e-03  ,-1.323196827948e+00  ,-5.619246033255e-01  
  2.903003055096e-03  ,-1.086329951899e+00  ,1.875698683621e-01  
  2.915503055096e-03  ,-1.713442808859e+00  ,8.271884550557e-01  
  2.928003055096e-03  ,-2.837144025795e+00  ,9.822512634161e-01  
  2.940503055096e-03  ,-3.799221713284e+00  ,5.619246033255e-01  
  2.953003055096e-03  ,-4.036064497209e+00  ,-1.875698683621e-01  
  2.965503055096e-03  ,-3.408975203992e+00  ,-8.271884550557e-01  
  2.978003055096e-03  ,-2.285252505356e+00  ,-9.822512634161e-01  
  2.990503055096e-03  ,-1.323197159080e+00  ,-5.619246033255e-01  
  3.003003055096e-03  ,-1.086330328111e+00  ,1.875698683621e-01  
  3.015503055096e-03  ,-1.713443139533e+00  ,8.271884550557e-01  
  3.028003055096e-03  ,-2.837144402399e+00  ,9.822512634162e-01  
  3.040503055096e-03  ,-3.799222043608e+00  ,5.619246033255e-01  
  3.053003055096e-03  ,-4.036064873471e+00  ,-1.875698683621e-01  
  3.065503055096e-03  ,-3.408975533839e+00  ,-8.271884550557e-01  
  3.078003055096e-03  ,-2.285252881971e+00  ,-9.822512634162e-01  
  3.090503055096e-03  ,-1.323197488764e+00  ,-5.619246033255e-01  
  3.103003055096e-03  ,-1.086330704809e+00  ,1.875698683621e-01  
  3.115503055096e-03  ,-1.713443469169e+00  ,8.271884550557e-01  
  3.128003055096e-03  ,-2.837144779086e+00  ,9.822512634162e-01  
  3.140503055096e-03  ,-3.799222373292e+00  ,5.619246033256e-01  
  3.153003055096e-03  ,-4.036065249425e+00  ,-1.875698683620e-01  
  3.165503055096e-03  ,-3.408975863429e+00  ,-8.271884550557e-01  
  3.178003055096e-03  ,-2.285253257901e+00  ,-9.822512634162e-01  
  3.190503055096e-03  ,-1.323197818561e+00  ,-5.619246033256e-01  
  3.203003055096e-03  ,-1.086331080459e+00  ,1.875698683620e-01  
  3.215503055096e-03  ,-1.713443799275e+00  ,8.271884550557e-01  
  3.228003055096e-03  ,-2.837145154376e+00  ,9.822512634162e-01  
  3.240503055096e-03  ,-3.799222703788e+00  ,5.619246033256e-01  
  3.253003055096e-03  ,-4.036065623650e+00  ,-1.875698683620e-01  
  3.265503055096e-03  ,-3.408976194161e+00  ,-8.271884550557e-01  
  3.278003055096e-03  ,-2.285253631779e+00  ,-9.822512634162e-01  
  3.290503055096e-03  ,-1.323198149816e+00  ,-5.619246033256e-01  
  3.303003055096e-03  ,-1.086331453749e+00  ,1.875698683620e-01  
  3.315503055096e-03  ,-1.713444131140e+00  ,8.271884550557e-01  
  3.328003055096e-03  ,-2.837145527010e+00  ,9.822512634162e-01  
  3.340503055096e-03  ,-3.799223036332e+00  ,5.619246033256e-01  
  3.353003055096e-03  ,-4.036065994939e+00  ,-1.875698683620e-01  
  3.365503055096e-03  ,-3.408976527217e+00  ,-8.271884550556e-01  
  3.378003055096e-03  ,-2.285254002452e+00  ,-9.822512634162e-01  
  3.390503055096e-03  ,-1.323198483657e+00  ,-5.619246033256e-01  
  3.403003055096e-03  ,-1.086331823578e+00  ,1.875698683619e-01  
  3.415503055096e-03  ,-1.713444465842e+00  ,8.271884550556e-01  
  3.428003055096e-03  ,-2.837145895940e+00  ,9.822512634162e-01  
  3.440503055096e-03  ,-3.799223371950e+00  ,5.619246033257e-01  
  3.453003055096e-03  ,-4.036066362297e+00  ,-1.875698683619e-01  
  3.465503055096e-03  ,-3.408976863574e+00  ,-8.271884550556e-01  
  3.478003055096e-03  ,-2.285254368974e+00  ,-9.822512634162e-01  
  3.490503055096e-03  ,-1.323198821012e+00  ,-5.619246033257e-01  
  3.503003055096e-03  ,-1.086332189050e+00  ,1.875698683619e-01  
  3.515503055096e-03  ,-1.713444804257e+00  ,8.271884550556e-01  
  3.528003055096e-03  ,-2.837146260319e+00  ,9.822512634162e-01  
  3.540503055096e-03  ,-3.799223711469e+00  ,5.619246033257e-01  
  3.553003055096e-03  ,-4.036066724928e+00  ,-1.875698683619e-01  
  3.565503055096e-03  ,-3.408977204010e+00  ,-8.271884550556e-01  
  3.578003055096e-03  ,-2.285254730597e+00  ,-9.822512634162e-01  
  3.590503055096e-03  ,-1.323199162610e+00  ,-5.619246033257e-01  
  3.603003055096e-03  ,-1.086332549465e+00  ,1.875698683619e-01  
  3.615503055096e-03  ,-1.713445147069e+00  ,8.271884550556e-01  
  3.628003055096e-03  ,-2.837146619493e+00  ,9.822512634162e-01  
  3.640503055096e-03  ,-3.799224055526e+00  ,5.619246033257e-01  
  3.653003055096e-03  ,-4.036067082224e+00  ,-1.875698683618e-01  
  3.665503055096e-03  ,-3.408977549119e+00  ,-8.271884550556e-01  
  3.678003055096e-03  ,-2.285255086757e+00  ,-9.822512634162e-01  
  3.690503055096e-03  ,-1.323199509000e+00  ,-5.619246033257e-01  
  3.703003055096e-03  ,-1.086332904301e+00  ,1.875698683618e-01  
  3.715503055096e-03  ,-1.713445494784e+00  ,8.271884550556e-01  
  3.728003055096e-03  ,-2.837146972983e+00  ,9.822512634162e-01  
  3.740503055096e-03  ,-3.799224404586e+00  ,5.619246033258e-01  
  3.753003055096e-03  ,-4.036067433748e+00  ,-1.875698683618e-01  
  3.765503055096e-03  ,-3.408977899323e+00  ,-8.271884550556e-01  
  3.778003055096e-03  ,-2.285255437058e+00  ,-9.822512634162e-01  
  3.790503055096e-03  ,-1.323199860567e+00  ,-5.619246033258e-01  
  3.803003055096e-03  ,-1.086333253203e+00  ,1.875698683618e-01  
  3.815503055096e-03  ,-1.713445847745e+00  ,8.271884550555e-01  
  3.828003055096e-03  ,-2.837147320473e+00  ,9.822512634162e-01  
  3.840503055096e-03  ,-3.799224758954e+00  ,5.619246033258e-01  
  3.853003055096e-03  ,-4.036067779222e+00  ,-1.875698683618e-01  
  3.865503055096e-03  ,-3.408978254890e+00  ,-8.271884550555e-01  
  3.878003055096e-03  ,-2.285255781260e+00  ,-9.822512634162e-01  
  3.890503055096e-03  ,-1.323200217540e+00  ,-5.619246033258e-01  
  3.903003055096e-03  ,-1.086333595968e+00  ,1.875698683617e-01  
  3.915503055096e-03  ,-1.713446206148e+00  ,8.271884550555e-01  
  3.928003055096e-03  ,-2.837147661795e+00  ,9.822512634162e-01  
  3.940503055096e-03  ,-3.799225118790e+00  ,5.619246033257e-01  
  3.953003055096e-03  ,-4.036068118512e+00  ,-1.875698683618e-01  
  3.965503055096e-03  ,-3.408978615947e+00  ,-8.271884550556e-01  
  3.978003055096e-03  ,-2.285256119260e+00  ,-9.822512634162e-01  
  3.990503055096e-03  ,-1.323200580015e+00  ,-5.619246033257e-01  
  4.003003055096e-03  ,-1.086333932523e+00  ,1.875698683619e-01  
  4.015503055096e-03  ,-1.713446570057e+00  ,8.271884550556e-01  
  4.028003055096e-03  ,-2.837147996907e+00  ,9.822512634162e-01  
  4.040503055096e-03  ,-3.799225484129e+00  ,5.619246033256e-01  
  4.053003055096e-03  ,-4.036068451607e+00  ,-1.875698683620e-01  
  4.065503055096e-03  ,-3.408978982500e+00  ,-8.271884550557e-01  
  4.078003055096e-03  ,-2.285256451076e+00  ,-9.822512634162e-01  
  4.090503055096e-03  ,-1.323200947967e+00  ,-5.619246033255e-01  
  4.103003055096e-03  ,-1.086334262914e+00  ,1.875698683621e-01  
  4.115503055096e-03  ,-1.713446939420e+00  ,8.271884550557e-01  
  4.128003055096e-03  ,-2.837148325882e+00  ,9.822512634161e-01  
  4.140503055096e-03  ,-3.799225854893e+00  ,5.619246033254e-01  
  4.153003055096e-03  ,-4.036068778604e+00  ,-1.875698683622e-01  
  4.165503055096e-03  ,-3.408979354445e+00  ,-8.271884550558e-01  
