  Time                 , V(R2:1)              , V(R1:2)              
  3.417499435425e-03  ,1.523590080673e+00  ,5.224834416510e-01  
  3.442499435425e-03  ,-3.320445991810e-01  ,9.723657797053e-01  
  3.467499435425e-03  ,-2.601239276337e+00  ,8.526494315957e-01  
  3.492499435425e-03  ,-3.954745214095e+00  ,2.334626104071e-01  
  3.517499435425e-03  ,-3.599710695867e+00  ,-5.224834416510e-01  
  3.542499435425e-03  ,-1.744124878418e+00  ,-9.723657797053e-01  
  3.567499435425e-03  ,5.250214938271e-01  ,-8.526494315957e-01  
  3.592499435425e-03  ,1.878478751601e+00  ,-2.334626104071e-01  
  3.616870773315e-03  ,1.552864199121e+00  ,5.055428105520e-01  
  3.641870773315e-03  ,-2.756789022746e-01  ,9.675655566824e-01  
  3.666870773315e-03  ,-2.551443116310e+00  ,8.628015221934e-01  
  3.691870773315e-03  ,-3.941330852703e+00  ,2.526200576396e-01  
  3.716870773315e-03  ,-3.631178921765e+00  ,-5.055428105520e-01  
  3.741870773315e-03  ,-1.802684352081e+00  ,-9.675655566824e-01  
  3.766870773315e-03  ,4.730312918053e-01  ,-8.628015221934e-01  
  3.791870773315e-03  ,1.862870679075e+00  ,-2.526200576396e-01  
  3.816104782104e-03  ,1.587378789974e+00  ,4.846357086222e-01  
  3.841104782104e-03  ,-2.071918189074e-01  ,9.612068715189e-01  
  3.866104782104e-03  ,-2.489760739674e+00  ,8.747160853261e-01  
  3.891104782104e-03  ,-3.923243706811e+00  ,2.758284795752e-01  
  3.916104782104e-03  ,-3.667940587329e+00  ,-4.846357086221e-01  
  3.941104782104e-03  ,-1.873418142447e+00  ,-9.612068715189e-01  
  3.966104782104e-03  ,4.091019084720e-01  ,-8.747160853262e-01  
  3.991104782104e-03  ,1.842536891534e+00  ,-2.758284795752e-01  
  4.015170944214e-03  ,1.627688647176e+00  ,4.587689654885e-01  
  4.040170944214e-03  ,-1.240616521453e-01  ,9.527023295593e-01  
  4.065170944214e-03  ,-2.413138101404e+00  ,8.885555898787e-01  
  4.090170944214e-03  ,-3.898643785386e+00  ,3.039050365696e-01  
  4.115170944214e-03  ,-3.710404977366e+00  ,-4.587689654884e-01  
  4.140170944214e-03  ,-1.958702442135e+00  ,-9.527023295592e-01  
  4.165170944214e-03  ,3.303248037663e-01  ,-8.885555898787e-01  
  4.190170944214e-03  ,1.815782897265e+00  ,-3.039050365696e-01  
  4.214026535034e-03  ,1.674363444152e+00  ,4.265334278911e-01  
  4.239026535034e-03  ,-2.285908940092e-02  ,9.411628216142e-01  
  4.264026535034e-03  ,-2.317223585496e+00  ,9.044717988370e-01  
  4.289026535034e-03  ,-3.864734783110e+00  ,3.379534630851e-01  
  4.314026535034e-03  ,-3.758897627739e+00  ,-4.265334278911e-01  
  4.339026535034e-03  ,-2.061722432660e+00  ,-9.411628216142e-01  
  4.364026535034e-03  ,2.325924921702e-01  ,-9.044717988370e-01  
  4.389026535034e-03  ,1.780056513794e+00  ,-3.379534630851e-01  
  4.412619674683e-03  ,1.727510005620e+00  ,3.861542211147e-01  
  4.437619674683e-03  ,1.003184293738e-01  ,9.253117709537e-01  
  4.462619674683e-03  ,-1.971898971560e+00  ,9.224342347915e-01  
  4.487619674683e-03  ,-3.592891648676e+00  ,3.792072342857e-01  
  4.512619674683e-03  ,-3.496500186409e+00  ,-3.861542211146e-01  
  4.537619674683e-03  ,-1.869359733071e+00  ,-9.253117709536e-01  
  4.562619674683e-03  ,4.273861782214e-01  ,-9.224342347915e-01  
  4.587619674683e-03  ,2.048322951359e+00  ,-3.792072342857e-01  
  4.612619674683e-03  ,1.951874338530e+00  ,3.861542211146e-01  
  4.637619674683e-03  ,3.246770336234e-01  ,9.253117709536e-01  
  4.662619674683e-03  ,-1.972125705080e+00  ,9.224342347915e-01  
  4.687619674683e-03  ,-3.593119226128e+00  ,3.792072342858e-01  
  4.712619674683e-03  ,-3.496727344703e+00  ,-3.861542211146e-01  
  4.737619674683e-03  ,-1.869586878954e+00  ,-9.253117709536e-01  
  4.762619674683e-03  ,4.271590270248e-01  ,-9.224342347915e-01  
  4.787619674683e-03  ,2.048095812508e+00  ,-3.792072342858e-01  
  4.812619674683e-03  ,1.951647198822e+00  ,3.861542211146e-01  
  4.837619674683e-03  ,3.244498974270e-01  ,9.253117709536e-01  
  4.862619674683e-03  ,-1.972352837721e+00  ,9.224342347915e-01  
  4.887619674683e-03  ,-3.593346355259e+00  ,3.792072342858e-01  
  4.912619674683e-03  ,-3.496954470293e+00  ,-3.861542211145e-01  
  4.937619674683e-03  ,-1.869814001014e+00  ,-9.253117709536e-01  
  4.962619674683e-03  ,4.269319085003e-01  ,-9.224342347915e-01  
  4.987619674683e-03  ,2.047868697512e+00  ,-3.792072342858e-01  
  5.012619674683e-03  ,1.951420087359e+00  ,3.861542211145e-01  
  5.037619674683e-03  ,3.242227894951e-01  ,9.253117709536e-01  
  5.062619674683e-03  ,-1.972579942119e+00  ,9.224342347915e-01  
  5.087619674683e-03  ,-3.593573456127e+00  ,3.792072342858e-01  
  5.112619674683e-03  ,-3.497181567631e+00  ,-3.861542211145e-01  
  5.137619674683e-03  ,-1.870041094820e+00  ,-9.253117709536e-01  
  5.162619674683e-03  ,4.267048182266e-01  ,-9.224342347915e-01  
  5.187619674683e-03  ,2.047641610768e+00  ,-3.792072342859e-01  
  5.212619674683e-03  ,1.951193004147e+00  ,3.861542211145e-01  
  5.237619674683e-03  ,3.239957098136e-01  ,9.253117709536e-01  
  5.262619674683e-03  ,-1.972807018266e+00  ,9.224342347915e-01  
  5.287619674683e-03  ,-3.593800528746e+00  ,3.792072342859e-01  
  5.312619674683e-03  ,-3.497408636719e+00  ,-3.861542211145e-01  
  5.337619674683e-03  ,-1.870268160378e+00  ,-9.253117709536e-01  
  5.362619674683e-03  ,4.264777562019e-01  ,-9.224342347915e-01  
  5.387619674683e-03  ,2.047414552272e+00  ,-3.792072342859e-01  
  5.412619674683e-03  ,1.950965949182e+00  ,3.861542211145e-01  
  5.437619674683e-03  ,3.237686583789e-01  ,9.253117709536e-01  
  5.462619674683e-03  ,-1.973034066168e+00  ,9.224342347916e-01  
  5.487619674683e-03  ,-3.594027573118e+00  ,3.792072342859e-01  
  5.512619674683e-03  ,-3.497635677561e+00  ,-3.861542211145e-01  
  5.537619674683e-03  ,-1.870495197691e+00  ,-9.253117709536e-01  
  5.562619674683e-03  ,4.262507224220e-01  ,-9.224342347916e-01  
  5.587619674683e-03  ,2.047187522020e+00  ,-3.792072342859e-01  
  5.612619674683e-03  ,1.950738922461e+00  ,3.861542211144e-01  
  5.637619674683e-03  ,3.235416351884e-01  ,9.253117709536e-01  
  5.662619674683e-03  ,-1.973261085825e+00  ,9.224342347916e-01  
  5.687619674683e-03  ,-3.594254589247e+00  ,3.792072342859e-01  
  5.712619674683e-03  ,-3.497862690162e+00  ,-3.861542211144e-01  
  5.737619674683e-03  ,-1.870722206762e+00  ,-9.253117709536e-01  
  5.762619674683e-03  ,4.260237168832e-01  ,-9.224342347916e-01  
  5.787619674683e-03  ,2.046960520009e+00  ,-3.792072342859e-01  
  5.812619674683e-03  ,1.950511923980e+00  ,3.861542211144e-01  
  5.837619674683e-03  ,3.233146402367e-01  ,9.253117709536e-01  
  5.862619674683e-03  ,-1.973488077245e+00  ,9.224342347916e-01  
  5.887619674683e-03  ,-3.594481577139e+00  ,3.792072342860e-01  
  5.912619674683e-03  ,-3.498089674525e+00  ,-3.861542211144e-01  
  5.937619674683e-03  ,-1.870949187596e+00  ,-9.253117709535e-01  
  5.962619674683e-03  ,4.257967395808e-01  ,-9.224342347916e-01  
  5.987619674683e-03  ,2.046733546234e+00  ,-3.792072342860e-01  
  6.000000000000e-03  ,2.248167780450e+00  ,6.862973920318e-15  
