  Time                 , V(V1:+)              , V(U1A:OUT)           
  4.510162928653e-03  ,-1.000000000000e+00  ,-3.744883505342e+00  
  4.510319688869e-03  ,-1.000000000000e+00  ,-3.730033035883e+00  
  4.510527446819e-03  ,-1.000000000000e+00  ,-3.709154685360e+00  
  4.510762289119e-03  ,-1.000000000000e+00  ,-3.685500398203e+00  
  4.511164119792e-03  ,-1.000000000000e+00  ,-3.645675845150e+00  
  4.511583974910e-03  ,-1.000000000000e+00  ,-3.603986929748e+00  
  4.512129381252e-03  ,-1.000000000000e+00  ,-3.549706420393e+00  
  4.513220193935e-03  ,-1.000000000000e+00  ,-3.441238521408e+00  
  4.514763620449e-03  ,-1.000000000000e+00  ,-3.287762152296e+00  
  4.517850473476e-03  ,-1.000000000000e+00  ,-2.980801599080e+00  
  4.524024179531e-03  ,-1.000000000000e+00  ,-2.366885984869e+00  
  4.536371591640e-03  ,-1.000000000000e+00  ,-1.139061595624e+00  
  4.561066415859e-03  ,-1.000000000000e+00  ,1.316558840421e+00  
  4.587537363124e-03  ,-1.000000000000e+00  ,3.948752704254e+00  
  4.609577158046e-03  ,-1.000000000000e+00  ,4.065494920115e+00  
  4.623422983241e-03  ,-1.000000000000e+00  ,4.067325778084e+00  
  4.633878305507e-03  ,-1.000000000000e+00  ,4.067539921516e+00  
  4.653818491054e-03  ,-1.000000000000e+00  ,4.067326152306e+00  
  4.689090707851e-03  ,-1.000000000000e+00  ,4.067287501130e+00  
  4.759635141445e-03  ,-1.000000000000e+00  ,4.067356395463e+00  
  4.879630258632e-03  ,-1.000000000000e+00  ,4.067339890985e+00  
  4.999625375820e-03  ,-1.000000000000e+00  ,4.067325729368e+00  
  5.119620493007e-03  ,-1.000000000000e+00  ,4.067335821416e+00  
  5.239615610195e-03  ,-1.000000000000e+00  ,4.067332466099e+00  
  5.359610727382e-03  ,-1.000000000000e+00  ,4.067331591677e+00  
  5.479605844570e-03  ,-1.000000000000e+00  ,4.067331643248e+00  
  5.599600961757e-03  ,-1.000000000000e+00  ,4.067331626091e+00  
  5.719596078945e-03  ,-1.000000000000e+00  ,4.067331618721e+00  
  5.839591196132e-03  ,-1.000000000000e+00  ,4.067331623988e+00  
  5.959586313320e-03  ,-1.000000000000e+00  ,4.067331622220e+00  
  6.000000000000e-03  ,-1.000000000000e+00  ,4.067331621005e+00  
