#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321B0E736,,
#Date Time: 2023-10-25 15:18:48.902,,
#Sample rate: 800000Hz,,
#Samples: 8192,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#Channel 1: Range: 5 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average,,
#Wavegen Channel 1: Enabled,,
#Mode: Simple,,freq
#Type: Sine,,973hz
#Frequency: 10 kHz,,
#Period: 100 us,,
#Amplitude: 100 mV,,
#Offset: 0 V,,
#Symmetry: 50 %,,
#Phase: 0 ¡,,
#Wavegen Channel 2: Enabled,,
#Mode: Simple,,
#Type: DC,,
#Offset: 100 mV,,
#Power Supplies: ON,,
#Positive Supply: ON,,
#Voltage: 3.3 V,,
#Negative Supply: ON,,
#Voltage: -3.3 V,,
,,
Time (s),Channel 1 (V),
-0.002412989,-8.561970614,
-0.002411739,-8.569340695,
-0.002410489,-8.554600533,
-0.002409239,-8.554600533,
-0.002407989,-8.565655654,
-0.002406739,-8.561970614,
-0.002405489,-8.565655654,
-0.002404239,-8.565655654,
-0.002402989,-8.561970614,
-0.002401739,-8.565655654,
-0.002400489,-8.576710775,
-0.002399239,-8.569340695,
-0.002397989,-8.558285574,
-0.002396739,-8.561970614,
-0.002395489,-8.565655654,
-0.002394239,-8.573025735,
-0.002392989,-8.558285574,
-0.002391739,-8.569340695,
-0.002390489,-8.569340695,
-0.002389239,-8.569340695,
-0.002387989,-8.561970614,
-0.002386739,-8.573025735,
-0.002385489,-8.569340695,
-0.002384239,-8.569340695,
-0.002382989,-8.573025735,
-0.002381739,-8.580395815,
-0.002380489,-8.573025735,
-0.002379239,-8.573025735,
-0.002377989,-8.569340695,
-0.002376739,-8.573025735,
-0.002375489,-8.569340695,
-0.002374239,-8.576710775,
-0.002372989,-8.576710775,
-0.002371739,-8.576710775,
-0.002370489,-8.576710775,
-0.002369239,-8.584080856,
-0.002367989,-8.569340695,
-0.002366739,-8.580395815,
-0.002365489,-8.584080856,
-0.002364239,-8.584080856,
-0.002362989,-8.576710775,
-0.002361739,-8.580395815,
-0.002360489,-8.584080856,
-0.002359239,-8.587765896,
-0.002357989,-8.573025735,
-0.002356739,-8.587765896,
-0.002355489,-8.587765896,
-0.002354239,-8.580395815,
-0.002352989,-8.580395815,
-0.002351739,-8.584080856,
-0.002350489,-8.591450936,
-0.002349239,-8.580395815,
-0.002347989,-8.591450936,
-0.002346739,-8.595135977,
-0.002345489,-8.595135977,
-0.002344239,-8.587765896,
-0.002342989,-8.595135977,
-0.002341739,-8.591450936,
-0.002340489,-8.595135977,
-0.002339239,-8.598821017,
-0.002337989,-8.595135977,
-0.002336739,-8.602506057,
-0.002335489,-8.609876138,
-0.002334239,-8.606191098,
-0.002332989,-8.606191098,
-0.002331739,-8.606191098,
-0.002330489,-8.602506057,
-0.002329239,-8.598821017,
-0.002327989,-8.595135977,
-0.002326739,-8.595135977,
-0.002325489,-8.602506057,
-0.002324239,-8.602506057,
-0.002322989,-8.595135977,
-0.002321739,-8.613561178,
-0.002320489,-8.602506057,
-0.002319239,-8.598821017,
-0.002317989,-8.609876138,
-0.002316739,-8.598821017,
-0.002315489,-8.609876138,
-0.002314239,-8.606191098,
-0.002312989,-8.613561178,
-0.002311739,-8.613561178,
-0.002310489,-8.613561178,
-0.002309239,-8.606191098,
-0.002307989,-8.602506057,
-0.002306739,-8.606191098,
-0.002305489,-8.602506057,
-0.002304239,-8.613561178,
-0.002302989,-8.609876138,
-0.002301739,-8.609876138,
-0.002300489,-8.617246218,
-0.002299239,-8.606191098,
-0.002297989,-8.606191098,
-0.002296739,-8.602506057,
-0.002295489,-8.617246218,
-0.002294239,-8.617246218,
-0.002292989,-8.609876138,
-0.002291739,-8.609876138,
-0.002290489,-8.602506057,
-0.002289239,-8.602506057,
-0.002287989,-8.606191098,
-0.002286739,-8.609876138,
-0.002285489,-8.602506057,
-0.002284239,-8.609876138,
-0.002282989,-8.606191098,
-0.002281739,-8.609876138,
-0.002280489,-8.609876138,
-0.002279239,-8.617246218,
-0.002277989,-8.617246218,
-0.002276739,-8.609876138,
-0.002275489,-8.613561178,
-0.002274239,-8.613561178,
-0.002272989,-8.606191098,
-0.002271739,-8.609876138,
-0.002270489,-8.613561178,
-0.002269239,-8.613561178,
-0.002267989,-8.606191098,
-0.002266739,-8.613561178,
-0.002265489,-8.602506057,
-0.002264239,-8.606191098,
-0.002262989,-8.609876138,
-0.002261739,-8.613561178,
-0.002260489,-8.609876138,
-0.002259239,-8.613561178,
-0.002257989,-8.613561178,
-0.002256739,-8.606191098,
-0.002255489,-8.602506057,
-0.002254239,-8.598821017,
-0.002252989,-8.609876138,
-0.002251739,-8.609876138,
-0.002250489,-8.617246218,
-0.002249239,-8.602506057,
-0.002247989,-8.602506057,
-0.002246739,-8.602506057,
-0.002245489,-8.602506057,
-0.002244239,-8.606191098,
-0.002242989,-8.613561178,
-0.002241739,-8.606191098,
-0.002240489,-8.606191098,
-0.002239239,-8.602506057,
-0.002237989,-8.609876138,
-0.002236739,-8.617246218,
-0.002235489,-8.602506057,
-0.002234239,-8.598821017,
-0.002232989,-8.598821017,
-0.002231739,-8.591450936,
-0.002230489,-8.606191098,
-0.002229239,-8.598821017,
-0.002227989,-8.598821017,
-0.002226739,-8.602506057,
-0.002225489,-8.606191098,
-0.002224239,-8.602506057,
-0.002222989,-8.598821017,
-0.002221739,-8.598821017,
-0.002220489,-8.602506057,
-0.002219239,-8.598821017,
-0.002217989,-8.602506057,
-0.002216739,-8.595135977,
-0.002215489,-8.591450936,
-0.002214239,-8.602506057,
-0.002212989,-8.606191098,
-0.002211739,-8.591450936,
-0.002210489,-8.609876138,
-0.002209239,-8.598821017,
-0.002207989,-8.602506057,
-0.002206739,-8.595135977,
-0.002205489,-8.591450936,
-0.002204239,-8.591450936,
-0.002202989,-8.595135977,
-0.002201739,-8.595135977,
-0.002200489,-8.598821017,
-0.002199239,-8.591450936,
-0.002197989,-8.587765896,
-0.002196739,-8.584080856,
-0.002195489,-8.595135977,
-0.002194239,-8.598821017,
-0.002192989,-8.587765896,
-0.002191739,-8.587765896,
-0.002190489,-8.580395815,
-0.002189239,-8.587765896,
-0.002187989,-8.598821017,
-0.002186739,-8.595135977,
-0.002185489,-8.587765896,
-0.002184239,-8.565655654,
-0.002182989,-8.576710775,
-0.002181739,-8.595135977,
-0.002180489,-8.580395815,
-0.002179239,-8.580395815,
-0.002177989,-8.576710775,
-0.002176739,-8.580395815,
-0.002175489,-8.576710775,
-0.002174239,-8.576710775,
-0.002172989,-8.584080856,
-0.002171739,-8.576710775,
-0.002170489,-8.580395815,
-0.002169239,-8.573025735,
-0.002167989,-8.573025735,
-0.002166739,-8.569340695,
-0.002165489,-8.565655654,
-0.002164239,-8.569340695,
-0.002162989,-8.561970614,
-0.002161739,-8.561970614,
-0.002160489,-8.573025735,
-0.002159239,-8.561970614,
-0.002157989,-8.561970614,
-0.002156739,-8.554600533,
-0.002155489,-8.550915493,
-0.002154239,-8.547230453,
-0.002152989,-8.554600533,
-0.002151739,-8.554600533,
-0.002150489,-8.550915493,
-0.002149239,-8.554600533,
-0.002147989,-8.547230453,
-0.002146739,-8.543545413,
-0.002145489,-8.532490292,
-0.002144239,-8.547230453,
-0.002142989,-8.536175332,
-0.002141739,-8.536175332,
-0.002140489,-8.532490292,
-0.002139239,-8.521435171,
-0.002137989,-8.525120211,
-0.002136739,-8.521435171,
-0.002135489,-8.517750131,
-0.002134239,-8.503009969,
-0.002132989,-8.50669501,
-0.002131739,-8.491954849,
-0.002130489,-8.484584768,
-0.002129239,-8.477214687,
-0.002127989,-8.469844607,
-0.002126739,-8.451419405,
-0.002125489,-8.429309164,
-0.002124239,-8.396143801,
-0.002122989,-8.362978438,
-0.002121739,-8.326128036,
-0.002120489,-8.263482351,
-0.002119239,-8.219261867,
-0.002117989,-8.160301223,
-0.002116739,-8.108710659,
-0.002115489,-8.049750014,
-0.002114239,-7.990789369,
-0.002112989,-7.931828725,
-0.002111739,-7.861812959,
-0.002110489,-7.791797194,
-0.002109239,-7.710726307,
-0.002107989,-7.651765663,
-0.002106739,-7.563324696,
-0.002105489,-7.467513648,
-0.002104239,-7.390127802,
-0.002102989,-7.290631715,
-0.002101739,-7.216930909,
-0.002100489,-7.117434821,
-0.002099239,-7.003198572,
-0.002097989,-6.900017444,
-0.002096739,-6.796836316,
-0.002095489,-6.682600067,
-0.002094239,-6.560993737,
-0.002092989,-6.446757489,
-0.002091739,-6.310410998,
-0.002090489,-6.185119628,
-0.002089239,-6.059828258,
-0.002087989,-5.905056566,
-0.002086739,-5.768710075,
-0.002085489,-5.613938383,
-0.002084239,-5.44442653,
-0.002082989,-5.297024919,
-0.002081739,-5.134883146,
-0.002080489,-4.958001212,
-0.002079239,-4.777434238,
-0.002077989,-4.596867264,
-0.002076739,-4.405245169,
-0.002075489,-4.220993154,
-0.002074239,-3.999890737,
-0.002072989,-3.797213521,
-0.002071739,-3.583481185,
-0.002070489,-3.351323646,
-0.002069239,-3.13759131,
-0.002067989,-2.901748731,
-0.002066739,-2.647480951,
-0.002065489,-2.400583252,
-0.002064239,-2.142630432,
-0.002062989,-1.884677612,
-0.002061739,-1.60461455,
-0.002060489,-1.306126286,
-0.002059239,-1.011323063,
-0.002057989,-0.72020488,
-0.002056739,-0.410661496,
-0.002055489,-0.086377951,
-0.002054239,0.234220554,
-0.002052989,0.576929301,
-0.002051739,0.927008128,
-0.002050489,1.288142077,
-0.002049239,1.656646106,
-0.002047989,2.050945416,
-0.002046739,2.437874647,
-0.002045489,2.839544038,
-0.002044239,3.24858351,
-0.002042989,3.679733224,
-0.002041739,4.110882938,
-0.002040489,4.560457853,
-0.002039239,5.024772929,
-0.002037989,5.496458086,
-0.002036739,5.986568444,
-0.002035489,6.487733924,
-0.002034239,7.007324604,
-0.002032989,7.541655446,
-0.002031739,8.072301248,
-0.002030489,8.602947049,
-0.002029239,8.772458902,
-0.002027989,8.772458902,
-0.002026739,8.783514023,
-0.002025489,8.790884104,
-0.002024239,8.787199063,
-0.002022989,8.801939225,
-0.002021739,8.809309305,
-0.002020489,8.812994345,
-0.002019239,8.816679386,
-0.002017989,8.816679386,
-0.002016739,8.816679386,
-0.002015489,8.816679386,
-0.002014239,8.824049466,
-0.002012989,8.838789627,
-0.002011739,8.838789627,
-0.002010489,8.846159708,
-0.002009239,8.842474668,
-0.002007989,8.849844748,
-0.002006739,8.849844748,
-0.002005489,8.849844748,
-0.002004239,8.857214829,
-0.002002989,8.849844748,
-0.002001739,8.857214829,
-0.002000489,8.86458491,
-0.001999239,8.849844748,
-0.001997989,8.849844748,
-0.001996739,8.857214829,
-0.001995489,8.860899869,
-0.001994239,8.86826995,
-0.001992989,8.86826995,
-0.001991739,8.86826995,
-0.001990489,8.86458491,
-0.001989239,8.87195499,
-0.001987989,8.86826995,
-0.001986739,8.879325071,
-0.001985489,8.87564003,
-0.001984239,8.86826995,
-0.001982989,8.86826995,
-0.001981739,8.87195499,
-0.001980489,8.879325071,
-0.001979239,8.890380192,
-0.001977989,8.886695151,
-0.001976739,8.883010111,
-0.001975489,8.886695151,
-0.001974239,8.886695151,
-0.001972989,8.883010111,
-0.001971739,8.886695151,
-0.001970489,8.890380192,
-0.001969239,8.883010111,
-0.001967989,8.894065232,
-0.001966739,8.894065232,
-0.001965489,8.886695151,
-0.001964239,8.890380192,
-0.001962989,8.894065232,
-0.001961739,8.890380192,
-0.001960489,8.890380192,
-0.001959239,8.897750272,
-0.001957989,8.894065232,
-0.001956739,8.908805393,
-0.001955489,8.905120353,
-0.001954239,8.894065232,
-0.001952989,8.908805393,
-0.001951739,8.905120353,
-0.001950489,8.916175474,
-0.001949239,8.905120353,
-0.001947989,8.905120353,
-0.001946739,8.916175474,
-0.001945489,8.905120353,
-0.001944239,8.905120353,
-0.001942989,8.912490433,
-0.001941739,8.905120353,
-0.001940489,8.912490433,
-0.001939239,8.912490433,
-0.001937989,8.908805393,
-0.001936739,8.919860514,
-0.001935489,8.916175474,
-0.001934239,8.919860514,
-0.001932989,8.916175474,
-0.001931739,8.923545554,
-0.001930489,8.927230594,
-0.001929239,8.927230594,
-0.001927989,8.916175474,
-0.001926739,8.923545554,
-0.001925489,8.923545554,
-0.001924239,8.927230594,
-0.001922989,8.927230594,
-0.001921739,8.930915635,
-0.001920489,8.927230594,
-0.001919239,8.934600675,
-0.001917989,8.934600675,
-0.001916739,8.930915635,
-0.001915489,8.934600675,
-0.001914239,8.934600675,
-0.001912989,8.938285715,
-0.001911739,8.934600675,
-0.001910489,8.941970756,
-0.001909239,8.938285715,
-0.001907989,8.934600675,
-0.001906739,8.938285715,
-0.001905489,8.938285715,
-0.001904239,8.941970756,
-0.001902989,8.941970756,
-0.001901739,8.949340836,
-0.001900489,8.956710917,
-0.001899239,8.949340836,
-0.001897989,8.938285715,
-0.001896739,8.945655796,
-0.001895489,8.956710917,
-0.001894239,8.956710917,
-0.001892989,8.953025876,
-0.001891739,8.953025876,
-0.001890489,8.949340836,
-0.001889239,8.953025876,
-0.001887989,8.945655796,
-0.001886739,8.956710917,
-0.001885489,8.949340836,
-0.001884239,8.956710917,
-0.001882989,8.956710917,
-0.001881739,8.956710917,
-0.001880489,8.964080997,
-0.001879239,8.964080997,
-0.001877989,8.953025876,
-0.001876739,8.956710917,
-0.001875489,8.960395957,
-0.001874239,8.956710917,
-0.001872989,8.964080997,
-0.001871739,8.971451078,
-0.001870489,8.967766038,
-0.001869239,8.960395957,
-0.001867989,8.956710917,
-0.001866739,8.964080997,
-0.001865489,8.971451078,
-0.001864239,8.956710917,
-0.001862989,8.971451078,
-0.001861739,8.971451078,
-0.001860489,8.971451078,
-0.001859239,8.978821158,
-0.001857989,8.964080997,
-0.001856739,8.967766038,
-0.001855489,8.967766038,
-0.001854239,8.978821158,
-0.001852989,8.982506199,
-0.001851739,8.975136118,
-0.001850489,8.967766038,
-0.001849239,8.975136118,
-0.001847989,8.964080997,
-0.001846739,8.971451078,
-0.001845489,8.989876279,
-0.001844239,8.982506199,
-0.001842989,8.975136118,
-0.001841739,8.982506199,
-0.001840489,8.978821158,
-0.001839239,8.975136118,
-0.001837989,8.967766038,
-0.001836739,8.986191239,
-0.001835489,8.975136118,
-0.001834239,8.986191239,
-0.001832989,8.982506199,
-0.001831739,8.978821158,
-0.001830489,8.99356132,
-0.001829239,8.986191239,
-0.001827989,8.986191239,
-0.001826739,8.982506199,
-0.001825489,8.986191239,
-0.001824239,8.978821158,
-0.001822989,8.982506199,
-0.001821739,8.989876279,
-0.001820489,8.986191239,
-0.001819239,8.986191239,
-0.001817989,8.978821158,
-0.001816739,8.982506199,
-0.001815489,8.99356132,
-0.001814239,8.989876279,
-0.001812989,8.986191239,
-0.001811739,8.99724636,
-0.001810489,8.99356132,
-0.001809239,8.99724636,
-0.001807989,8.986191239,
-0.001806739,8.99356132,
-0.001805489,8.982506199,
-0.001804239,8.99356132,
-0.001802989,8.99356132,
-0.001801739,8.99356132,
-0.001800489,8.99356132,
-0.001799239,8.99724636,
-0.001797989,9.0009314,
-0.001796739,8.986191239,
-0.001795489,8.989876279,
-0.001794239,8.989876279,
-0.001792989,8.99356132,
-0.001791739,8.99724636,
-0.001790489,8.99724636,
-0.001789239,8.99356132,
-0.001787989,8.99356132,
-0.001786739,9.0009314,
-0.001785489,9.0009314,
-0.001784239,9.00461644,
-0.001782989,8.99356132,
-0.001781739,9.00461644,
-0.001780489,9.00461644,
-0.001779239,9.008301481,
-0.001777989,8.99724636,
-0.001776739,8.99724636,
-0.001775489,8.99356132,
-0.001774239,8.99356132,
-0.001772989,9.00461644,
-0.001771739,9.008301481,
-0.001770489,9.00461644,
-0.001769239,9.0009314,
-0.001767989,9.019356602,
-0.001766739,9.008301481,
-0.001765489,9.0009314,
-0.001764239,9.00461644,
-0.001762989,9.00461644,
-0.001761739,9.008301481,
-0.001760489,9.00461644,
-0.001759239,9.0009314,
-0.001757989,9.00461644,
-0.001756739,9.011986521,
-0.001755489,9.00461644,
-0.001754239,9.011986521,
-0.001752989,9.00461644,
-0.001751739,9.011986521,
-0.001750489,9.011986521,
-0.001749239,9.008301481,
-0.001747989,9.011986521,
-0.001746739,9.008301481,
-0.001745489,9.011986521,
-0.001744239,9.015671561,
-0.001742989,9.008301481,
-0.001741739,9.011986521,
-0.001740489,9.023041642,
-0.001739239,9.015671561,
-0.001737989,9.015671561,
-0.001736739,9.019356602,
-0.001735489,9.019356602,
-0.001734239,9.011986521,
-0.001732989,9.008301481,
-0.001731739,9.015671561,
-0.001730489,9.011986521,
-0.001729239,9.023041642,
-0.001727989,9.015671561,
-0.001726739,9.023041642,
-0.001725489,9.019356602,
-0.001724239,9.023041642,
-0.001722989,9.011986521,
-0.001721739,9.023041642,
-0.001720489,9.023041642,
-0.001719239,9.030411722,
-0.001717989,9.019356602,
-0.001716739,9.011986521,
-0.001715489,9.015671561,
-0.001714239,9.026726682,
-0.001712989,9.023041642,
-0.001711739,9.034096763,
-0.001710489,9.019356602,
-0.001709239,9.011986521,
-0.001707989,9.019356602,
-0.001706739,9.019356602,
-0.001705489,9.019356602,
-0.001704239,9.026726682,
-0.001702989,9.023041642,
-0.001701739,9.019356602,
-0.001700489,9.023041642,
-0.001699239,9.023041642,
-0.001697989,9.019356602,
-0.001696739,9.023041642,
-0.001695489,9.030411722,
-0.001694239,9.026726682,
-0.001692989,9.030411722,
-0.001691739,9.030411722,
-0.001690489,9.026726682,
-0.001689239,9.023041642,
-0.001687989,9.030411722,
-0.001686739,9.023041642,
-0.001685489,9.026726682,
-0.001684239,9.037781803,
-0.001682989,9.026726682,
-0.001681739,9.019356602,
-0.001680489,9.030411722,
-0.001679239,9.026726682,
-0.001677989,9.037781803,
-0.001676739,9.030411722,
-0.001675489,9.030411722,
-0.001674239,9.041466843,
-0.001672989,9.026726682,
-0.001671739,9.034096763,
-0.001670489,9.037781803,
-0.001669239,9.041466843,
-0.001667989,9.037781803,
-0.001666739,9.030411722,
-0.001665489,9.030411722,
-0.001664239,9.034096763,
-0.001662989,9.034096763,
-0.001661739,9.041466843,
-0.001660489,9.041466843,
-0.001659239,9.034096763,
-0.001657989,9.041466843,
-0.001656739,9.030411722,
-0.001655489,9.041466843,
-0.001654239,9.041466843,
-0.001652989,9.037781803,
-0.001651739,9.041466843,
-0.001650489,9.041466843,
-0.001649239,9.041466843,
-0.001647989,9.037781803,
-0.001646739,9.041466843,
-0.001645489,9.041466843,
-0.001644239,9.037781803,
-0.001642989,9.045151884,
-0.001641739,9.037781803,
-0.001640489,9.045151884,
-0.001639239,9.041466843,
-0.001637989,9.041466843,
-0.001636739,9.030411722,
-0.001635489,9.045151884,
-0.001634239,9.037781803,
-0.001632989,9.048836924,
-0.001631739,9.048836924,
-0.001630489,9.045151884,
-0.001629239,9.041466843,
-0.001627989,9.045151884,
-0.001626739,9.045151884,
-0.001625489,9.045151884,
-0.001624239,9.048836924,
-0.001622989,9.034096763,
-0.001621739,9.041466843,
-0.001620489,9.041466843,
-0.001619239,9.052521964,
-0.001617989,9.048836924,
-0.001616739,9.048836924,
-0.001615489,9.045151884,
-0.001614239,9.034096763,
-0.001612989,8.879325071,
-0.001611739,8.783514023,
-0.001610489,8.735608499,
-0.001609239,8.669277774,
-0.001607989,8.61031713,
-0.001606739,8.551356485,
-0.001605489,8.4887108,
-0.001604239,8.426065115,
-0.001602989,8.348679269,
-0.001601739,8.278663504,
-0.001600489,8.197592617,
-0.001599239,8.116521731,
-0.001597989,8.039135885,
-0.001596739,7.943324837,
-0.001595489,7.862253951,
-0.001594239,7.766442904,
-0.001592989,7.674316896,
-0.001591739,7.560080647,
-0.001590489,7.456899519,
-0.001589239,7.33897823,
-0.001587989,7.243167183,
-0.001586739,7.110505732,
-0.001585489,6.988899403,
-0.001584239,6.859922993,
-0.001582989,6.730946583,
-0.001581739,6.594600092,
-0.001580489,6.44351344,
-0.001579239,6.307166949,
-0.001577989,6.137655096,
-0.001576739,5.982883404,
-0.001575489,5.831796752,
-0.001574239,5.658599859,
-0.001572989,5.485402965,
-0.001571739,5.301150951,
-0.001570489,5.113213896,
-0.001569239,4.917906761,
-0.001567989,4.729969706,
-0.001566739,4.508867289,
-0.001565489,4.302505033,
-0.001564239,4.077717575,
-0.001562989,3.856615158,
-0.001561739,3.62814266,
-0.001560489,3.37755992,
-0.001559239,3.130662221,
-0.001557989,2.883764522,
-0.001556739,2.6073865,
-0.001555489,2.331008478,
-0.001554239,2.054630457,
-0.001552989,1.770882354,
-0.001551739,1.479764172,
-0.001550489,1.159165667,
-0.001549239,0.834882121,
-0.001547989,0.517968656,
-0.001546739,0.17894495,
-0.001545489,-0.152708676,
-0.001544239,-0.513842624,
-0.001542989,-0.871291532,
-0.001541739,-1.261905803,
-0.001540489,-1.645149993,
-0.001539239,-2.046819384,
-0.001537989,-2.452173816,
-0.001536739,-2.861213288,
-0.001535489,-3.299733082,
-0.001534239,-3.749307997,
-0.001532989,-4.187827792,
-0.001531739,-4.659512949,
-0.001530489,-5.142253226,
-0.001529239,-5.647103746,
-0.001527989,-6.148269225,
-0.001526739,-6.660489825,
-0.001525489,-7.198505707,
-0.001524239,-7.74020663,
-0.001522989,-8.182411464,
-0.001521739,-8.274537472,
-0.001520489,-8.311387874,
-0.001519239,-8.333498116,
-0.001517989,-8.355608358,
-0.001516739,-8.374033559,
-0.001515489,-8.38508868,
-0.001514239,-8.396143801,
-0.001512989,-8.407198922,
-0.001511739,-8.410883962,
-0.001510489,-8.414569003,
-0.001509239,-8.429309164,
-0.001507989,-8.440364285,
-0.001506739,-8.444049325,
-0.001505489,-8.447734365,
-0.001504239,-8.458789486,
-0.001502989,-8.466159567,
-0.001501739,-8.458789486,
-0.001500489,-8.466159567,
-0.001499239,-8.466159567,
-0.001497989,-8.477214687,
-0.001496739,-8.477214687,
-0.001495489,-8.480899728,
-0.001494239,-8.469844607,
-0.001492989,-8.477214687,
-0.001491739,-8.480899728,
-0.001490489,-8.488269808,
-0.001489239,-8.499324929,
-0.001487989,-8.484584768,
-0.001486739,-8.499324929,
-0.001485489,-8.488269808,
-0.001484239,-8.488269808,
-0.001482989,-8.495639889,
-0.001481739,-8.484584768,
-0.001480489,-8.499324929,
-0.001479239,-8.499324929,
-0.001477989,-8.503009969,
-0.001476739,-8.495639889,
-0.001475489,-8.51038005,
-0.001474239,-8.499324929,
-0.001472989,-8.51038005,
-0.001471739,-8.495639889,
-0.001470489,-8.499324929,
-0.001469239,-8.499324929,
-0.001467989,-8.517750131,
-0.001466739,-8.51038005,
-0.001465489,-8.51038005,
-0.001464239,-8.51038005,
-0.001462989,-8.51038005,
-0.001461739,-8.50669501,
-0.001460489,-8.525120211,
-0.001459239,-8.51038005,
-0.001457989,-8.51406509,
-0.001456739,-8.51406509,
-0.001455489,-8.525120211,
-0.001454239,-8.525120211,
-0.001452989,-8.521435171,
-0.001451739,-8.51406509,
-0.001450489,-8.521435171,
-0.001449239,-8.517750131,
-0.001447989,-8.528805251,
-0.001446739,-8.528805251,
-0.001445489,-8.517750131,
-0.001444239,-8.525120211,
-0.001442989,-8.521435171,
-0.001441739,-8.528805251,
-0.001440489,-8.528805251,
-0.001439239,-8.528805251,
-0.001437989,-8.536175332,
-0.001436739,-8.528805251,
-0.001435489,-8.532490292,
-0.001434239,-8.532490292,
-0.001432989,-8.528805251,
-0.001431739,-8.528805251,
-0.001430489,-8.532490292,
-0.001429239,-8.543545413,
-0.001427989,-8.539860372,
-0.001426739,-8.536175332,
-0.001425489,-8.539860372,
-0.001424239,-8.539860372,
-0.001422989,-8.539860372,
-0.001421739,-8.539860372,
-0.001420489,-8.536175332,
-0.001419239,-8.539860372,
-0.001417989,-8.539860372,
-0.001416739,-8.539860372,
-0.001415489,-8.547230453,
-0.001414239,-8.554600533,
-0.001412989,-8.539860372,
-0.001411739,-8.539860372,
-0.001410489,-8.547230453,
-0.001409239,-8.543545413,
-0.001407989,-8.543545413,
-0.001406739,-8.547230453,
-0.001405489,-8.550915493,
-0.001404239,-8.554600533,
-0.001402989,-8.554600533,
-0.001401739,-8.558285574,
-0.001400489,-8.543545413,
-0.001399239,-8.543545413,
-0.001397989,-8.550915493,
-0.001396739,-8.561970614,
-0.001395489,-8.558285574,
-0.001394239,-8.554600533,
-0.001392989,-8.550915493,
-0.001391739,-8.547230453,
-0.001390489,-8.550915493,
-0.001389239,-8.565655654,
-0.001387989,-8.558285574,
-0.001386739,-8.561970614,
-0.001385489,-8.561970614,
-0.001384239,-8.558285574,
-0.001382989,-8.569340695,
-0.001381739,-8.558285574,
-0.001380489,-8.561970614,
-0.001379239,-8.565655654,
-0.001377989,-8.569340695,
-0.001376739,-8.565655654,
-0.001375489,-8.565655654,
-0.001374239,-8.569340695,
-0.001372989,-8.558285574,
-0.001371739,-8.558285574,
-0.001370489,-8.561970614,
-0.001369239,-8.561970614,
-0.001367989,-8.573025735,
-0.001366739,-8.569340695,
-0.001365489,-8.573025735,
-0.001364239,-8.576710775,
-0.001362989,-8.565655654,
-0.001361739,-8.565655654,
-0.001360489,-8.573025735,
-0.001359239,-8.569340695,
-0.001357989,-8.561970614,
-0.001356739,-8.569340695,
-0.001355489,-8.569340695,
-0.001354239,-8.576710775,
-0.001352989,-8.569340695,
-0.001351739,-8.573025735,
-0.001350489,-8.569340695,
-0.001349239,-8.584080856,
-0.001347989,-8.573025735,
-0.001346739,-8.580395815,
-0.001345489,-8.576710775,
-0.001344239,-8.580395815,
-0.001342989,-8.580395815,
-0.001341739,-8.573025735,
-0.001340489,-8.580395815,
-0.001339239,-8.580395815,
-0.001337989,-8.580395815,
-0.001336739,-8.584080856,
-0.001335489,-8.584080856,
-0.001334239,-8.569340695,
-0.001332989,-8.584080856,
-0.001331739,-8.576710775,
-0.001330489,-8.576710775,
-0.001329239,-8.584080856,
-0.001327989,-8.587765896,
-0.001326739,-8.584080856,
-0.001325489,-8.584080856,
-0.001324239,-8.576710775,
-0.001322989,-8.580395815,
-0.001321739,-8.580395815,
-0.001320489,-8.587765896,
-0.001319239,-8.584080856,
-0.001317989,-8.591450936,
-0.001316739,-8.602506057,
-0.001315489,-8.598821017,
-0.001314239,-8.598821017,
-0.001312989,-8.602506057,
-0.001311739,-8.606191098,
-0.001310489,-8.606191098,
-0.001309239,-8.595135977,
-0.001307989,-8.602506057,
-0.001306739,-8.606191098,
-0.001305489,-8.606191098,
-0.001304239,-8.602506057,
-0.001302989,-8.595135977,
-0.001301739,-8.595135977,
-0.001300489,-8.602506057,
-0.001299239,-8.595135977,
-0.001297989,-8.602506057,
-0.001296739,-8.598821017,
-0.001295489,-8.602506057,
-0.001294239,-8.617246218,
-0.001292989,-8.609876138,
-0.001291739,-8.602506057,
-0.001290489,-8.606191098,
-0.001289239,-8.606191098,
-0.001287989,-8.602506057,
-0.001286739,-8.598821017,
-0.001285489,-8.606191098,
-0.001284239,-8.613561178,
-0.001282989,-8.609876138,
-0.001281739,-8.606191098,
-0.001280489,-8.606191098,
-0.001279239,-8.598821017,
-0.001277989,-8.606191098,
-0.001276739,-8.609876138,
-0.001275489,-8.609876138,
-0.001274239,-8.602506057,
-0.001272989,-8.609876138,
-0.001271739,-8.609876138,
-0.001270489,-8.606191098,
-0.001269239,-8.609876138,
-0.001267989,-8.602506057,
-0.001266739,-8.620931259,
-0.001265489,-8.609876138,
-0.001264239,-8.602506057,
-0.001262989,-8.617246218,
-0.001261739,-8.609876138,
-0.001260489,-8.613561178,
-0.001259239,-8.606191098,
-0.001257989,-8.606191098,
-0.001256739,-8.609876138,
-0.001255489,-8.598821017,
-0.001254239,-8.609876138,
