#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321B0E736,,
#Date Time: 2023-10-25 15:18:48.902,,
#Sample rate: 800000Hz,,
#Samples: 8192,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#Channel 1: Range: 5 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average,,
#Wavegen Channel 1: Enabled,,
#Mode: Simple,,freq
#Type: Sine,,973hz
#Frequency: 10 kHz,,
#Period: 100 us,,
#Amplitude: 100 mV,,
#Offset: 0 V,,
#Symmetry: 50 %,,
#Phase: 0 ¡,,
#Wavegen Channel 2: Enabled,,
#Mode: Simple,,
#Type: DC,,
#Offset: 100 mV,,
#Power Supplies: ON,,
#Positive Supply: ON,,
#Voltage: 3.3 V,,
#Negative Supply: ON,,
#Voltage: -3.3 V,,
,,
Time (s),Channel 1 (V),
-0.004391739,-8.587765896,
-0.004390489,-8.602506057,
-0.004389239,-8.602506057,
-0.004387989,-8.606191098,
-0.004386739,-8.609876138,
-0.004385489,-8.602506057,
-0.004384239,-8.598821017,
-0.004382989,-8.602506057,
-0.004381739,-8.609876138,
-0.004380489,-8.613561178,
-0.004379239,-8.602506057,
-0.004377989,-8.609876138,
-0.004376739,-8.598821017,
-0.004375489,-8.606191098,
-0.004374239,-8.606191098,
-0.004372989,-8.617246218,
-0.004371739,-8.609876138,
-0.004370489,-8.602506057,
-0.004369239,-8.598821017,
-0.004367989,-8.606191098,
-0.004366739,-8.606191098,
-0.004365489,-8.609876138,
-0.004364239,-8.609876138,
-0.004362989,-8.609876138,
-0.004361739,-8.602506057,
-0.004360489,-8.609876138,
-0.004359239,-8.617246218,
-0.004357989,-8.609876138,
-0.004356739,-8.602506057,
-0.004355489,-8.606191098,
-0.004354239,-8.602506057,
-0.004352989,-8.602506057,
-0.004351739,-8.606191098,
-0.004350489,-8.606191098,
-0.004349239,-8.609876138,
-0.004347989,-8.613561178,
-0.004346739,-8.613561178,
-0.004345489,-8.609876138,
-0.004344239,-8.606191098,
-0.004342989,-8.609876138,
-0.004341739,-8.613561178,
-0.004340489,-8.613561178,
-0.004339239,-8.606191098,
-0.004337989,-8.602506057,
-0.004336739,-8.613561178,
-0.004335489,-8.613561178,
-0.004334239,-8.613561178,
-0.004332989,-8.609876138,
-0.004331739,-8.609876138,
-0.004330489,-8.613561178,
-0.004329239,-8.606191098,
-0.004327989,-8.613561178,
-0.004326739,-8.606191098,
-0.004325489,-8.609876138,
-0.004324239,-8.609876138,
-0.004322989,-8.617246218,
-0.004321739,-8.609876138,
-0.004320489,-8.609876138,
-0.004319239,-8.609876138,
-0.004317989,-8.613561178,
-0.004316739,-8.609876138,
-0.004315489,-8.606191098,
-0.004314239,-8.613561178,
-0.004312989,-8.609876138,
-0.004311739,-8.606191098,
-0.004310489,-8.609876138,
-0.004309239,-8.613561178,
-0.004307989,-8.617246218,
-0.004306739,-8.613561178,
-0.004305489,-8.609876138,
-0.004304239,-8.598821017,
-0.004302989,-8.598821017,
-0.004301739,-8.609876138,
-0.004300489,-8.598821017,
-0.004299239,-8.606191098,
-0.004297989,-8.606191098,
-0.004296739,-8.609876138,
-0.004295489,-8.606191098,
-0.004294239,-8.606191098,
-0.004292989,-8.602506057,
-0.004291739,-8.609876138,
-0.004290489,-8.598821017,
-0.004289239,-8.606191098,
-0.004287989,-8.602506057,
-0.004286739,-8.602506057,
-0.004285489,-8.606191098,
-0.004284239,-8.598821017,
-0.004282989,-8.598821017,
-0.004281739,-8.598821017,
-0.004280489,-8.602506057,
-0.004279239,-8.598821017,
-0.004277989,-8.609876138,
-0.004276739,-8.609876138,
-0.004275489,-8.591450936,
-0.004274239,-8.595135977,
-0.004272989,-8.602506057,
-0.004271739,-8.598821017,
-0.004270489,-8.602506057,
-0.004269239,-8.602506057,
-0.004267989,-8.598821017,
-0.004266739,-8.598821017,
-0.004265489,-8.591450936,
-0.004264239,-8.598821017,
-0.004262989,-8.598821017,
-0.004261739,-8.587765896,
-0.004260489,-8.591450936,
-0.004259239,-8.591450936,
-0.004257989,-8.598821017,
-0.004256739,-8.606191098,
-0.004255489,-8.587765896,
-0.004254239,-8.587765896,
-0.004252989,-8.587765896,
-0.004251739,-8.598821017,
-0.004250489,-8.587765896,
-0.004249239,-8.587765896,
-0.004247989,-8.595135977,
-0.004246739,-8.598821017,
-0.004245489,-8.580395815,
-0.004244239,-8.587765896,
-0.004242989,-8.580395815,
-0.004241739,-8.591450936,
-0.004240489,-8.584080856,
-0.004239239,-8.576710775,
-0.004237989,-8.580395815,
-0.004236739,-8.580395815,
-0.004235489,-8.584080856,
-0.004234239,-8.576710775,
-0.004232989,-8.584080856,
-0.004231739,-8.580395815,
-0.004230489,-8.565655654,
-0.004229239,-8.569340695,
-0.004227989,-8.569340695,
-0.004226739,-8.573025735,
-0.004225489,-8.569340695,
-0.004224239,-8.584080856,
-0.004222989,-8.554600533,
-0.004221739,-8.573025735,
-0.004220489,-8.554600533,
-0.004219239,-8.576710775,
-0.004217989,-8.565655654,
-0.004216739,-8.573025735,
-0.004215489,-8.565655654,
-0.004214239,-8.554600533,
-0.004212989,-8.561970614,
-0.004211739,-8.554600533,
-0.004210489,-8.554600533,
-0.004209239,-8.547230453,
-0.004207989,-8.554600533,
-0.004206739,-8.550915493,
-0.004205489,-8.558285574,
-0.004204239,-8.550915493,
-0.004202989,-8.550915493,
-0.004201739,-8.536175332,
-0.004200489,-8.536175332,
-0.004199239,-8.532490292,
-0.004197989,-8.536175332,
-0.004196739,-8.528805251,
-0.004195489,-8.528805251,
-0.004194239,-8.528805251,
-0.004192989,-8.521435171,
-0.004191739,-8.517750131,
-0.004190489,-8.503009969,
-0.004189239,-8.503009969,
-0.004187989,-8.51038005,
-0.004186739,-8.488269808,
-0.004185489,-8.488269808,
-0.004184239,-8.480899728,
-0.004182989,-8.462474526,
-0.004181739,-8.455104446,
-0.004180489,-8.425624123,
-0.004179239,-8.399828841,
-0.004177989,-8.355608358,
-0.004176739,-8.318757955,
-0.004175489,-8.25979731,
-0.004174239,-8.200836666,
-0.004172989,-8.156616182,
-0.004171739,-8.097655538,
-0.004170489,-8.042379933,
-0.004169239,-7.990789369,
-0.004167989,-7.920773604,
-0.004166739,-7.850757838,
-0.004165489,-7.784427113,
-0.004164239,-7.710726307,
-0.004162989,-7.633340461,
-0.004161739,-7.552269575,
-0.004160489,-7.463828608,
-0.004159239,-7.379072681,
-0.004157989,-7.275891553,
-0.004156739,-7.202190748,
-0.004155489,-7.11006474,
-0.004154239,-7.003198572,
-0.004152989,-6.892647363,
-0.004151739,-6.774726074,
-0.004150489,-6.664174866,
-0.004149239,-6.542568536,
-0.004147989,-6.424647247,
-0.004146739,-6.303040917,
-0.004145489,-6.181434588,
-0.004144239,-6.034032976,
-0.004142989,-5.894001445,
-0.004141739,-5.746599834,
-0.004140489,-5.591828142,
-0.004139239,-5.43705645,
-0.004137989,-5.282284757,
-0.004136739,-5.116457944,
-0.004135489,-4.93589097,
-0.004134239,-4.766379117,
-0.004132989,-4.571071982,
-0.004131739,-4.386819967,
-0.004130489,-4.184142752,
-0.004129239,-3.985150576,
-0.004127989,-3.77510328,
-0.004126739,-3.568741023,
-0.004125489,-3.340268525,
-0.004124239,-3.108110987,
-0.004122989,-2.868583369,
-0.004121739,-2.62537071,
-0.004120489,-2.37110293,
-0.004119239,-2.109465069,
-0.004117989,-1.844142168,
-0.004116739,-1.567764147,
-0.004115489,-1.284016045,
-0.004114239,-0.981842741,
-0.004112989,-0.683354478,
-0.004111739,-0.362755972,
-0.004110489,-0.049527548,
-0.004109239,0.267385917,
-0.004107989,0.621149784,
-0.004106739,0.967543572,
-0.004105489,1.3360476,
-0.004104239,1.704551629,
-0.004102989,2.09148086,
-0.004101739,2.48578017,
-0.004100489,2.887449562,
-0.004099239,3.296489034,
-0.004097989,3.735008828,
-0.004096739,4.180898703,
-0.004095489,4.626788578,
-0.004094239,5.080048533,
-0.004092989,5.555418731,
-0.004091739,6.05658421,
-0.004090489,6.546694568,
-0.004089239,7.073655329,
-0.004087989,7.600616091,
-0.004086739,8.146002053,
-0.004085489,8.643482492,
-0.004084239,8.761403781,
-0.004082989,8.772458902,
-0.004081739,8.787199063,
-0.004080489,8.787199063,
-0.004079239,8.801939225,
-0.004077989,8.801939225,
-0.004076739,8.809309305,
-0.004075489,8.812994345,
-0.004074239,8.820364426,
-0.004072989,8.831419547,
-0.004071739,8.824049466,
-0.004070489,8.827734507,
-0.004069239,8.827734507,
-0.004067989,8.835104587,
-0.004066739,8.838789627,
-0.004065489,8.838789627,
-0.004064239,8.849844748,
-0.004062989,8.846159708,
-0.004061739,8.849844748,
-0.004060489,8.846159708,
-0.004059239,8.846159708,
-0.004057989,8.860899869,
-0.004056739,8.86458491,
-0.004055489,8.853529789,
-0.004054239,8.853529789,
-0.004052989,8.86458491,
-0.004051739,8.857214829,
-0.004050489,8.87195499,
-0.004049239,8.86458491,
-0.004047989,8.86458491,
-0.004046739,8.87195499,
-0.004045489,8.87195499,
-0.004044239,8.86826995,
-0.004042989,8.87195499,
-0.004041739,8.860899869,
-0.004040489,8.87195499,
-0.004039239,8.87195499,
-0.004037989,8.87195499,
-0.004036739,8.87195499,
-0.004035489,8.879325071,
-0.004034239,8.879325071,
-0.004032989,8.886695151,
-0.004031739,8.883010111,
-0.004030489,8.890380192,
-0.004029239,8.890380192,
-0.004027989,8.894065232,
-0.004026739,8.890380192,
-0.004025489,8.87564003,
-0.004024239,8.886695151,
-0.004022989,8.87564003,
-0.004021739,8.886695151,
-0.004020489,8.890380192,
-0.004019239,8.901435312,
-0.004017989,8.897750272,
-0.004016739,8.901435312,
-0.004015489,8.890380192,
-0.004014239,8.897750272,
-0.004012989,8.890380192,
-0.004011739,8.897750272,
-0.004010489,8.901435312,
-0.004009239,8.901435312,
-0.004007989,8.894065232,
-0.004006739,8.901435312,
-0.004005489,8.912490433,
-0.004004239,8.908805393,
-0.004002989,8.916175474,
-0.004001739,8.905120353,
-0.004000489,8.912490433,
-0.003999239,8.908805393,
-0.003997989,8.912490433,
-0.003996739,8.908805393,
-0.003995489,8.912490433,
-0.003994239,8.912490433,
-0.003992989,8.919860514,
-0.003991739,8.905120353,
-0.003990489,8.908805393,
-0.003989239,8.919860514,
-0.003987989,8.923545554,
-0.003986739,8.916175474,
-0.003985489,8.927230594,
-0.003984239,8.923545554,
-0.003982989,8.916175474,
-0.003981739,8.923545554,
-0.003980489,8.930915635,
-0.003979239,8.930915635,
-0.003977989,8.934600675,
-0.003976739,8.938285715,
-0.003975489,8.927230594,
-0.003974239,8.941970756,
-0.003972989,8.923545554,
-0.003971739,8.923545554,
-0.003970489,8.930915635,
-0.003969239,8.938285715,
-0.003967989,8.938285715,
-0.003966739,8.934600675,
-0.003965489,8.945655796,
-0.003964239,8.938285715,
-0.003962989,8.941970756,
-0.003961739,8.941970756,
-0.003960489,8.934600675,
-0.003959239,8.938285715,
-0.003957989,8.938285715,
-0.003956739,8.949340836,
-0.003955489,8.949340836,
-0.003954239,8.949340836,
-0.003952989,8.945655796,
-0.003951739,8.949340836,
-0.003950489,8.941970756,
-0.003949239,8.945655796,
-0.003947989,8.945655796,
-0.003946739,8.953025876,
-0.003945489,8.945655796,
-0.003944239,8.953025876,
-0.003942989,8.953025876,
-0.003941739,8.953025876,
-0.003940489,8.953025876,
-0.003939239,8.967766038,
-0.003937989,8.960395957,
-0.003936739,8.960395957,
-0.003935489,8.953025876,
-0.003934239,8.949340836,
-0.003932989,8.964080997,
-0.003931739,8.971451078,
-0.003930489,8.964080997,
-0.003929239,8.956710917,
-0.003927989,8.956710917,
-0.003926739,8.964080997,
-0.003925489,8.953025876,
-0.003924239,8.964080997,
-0.003922989,8.964080997,
-0.003921739,8.964080997,
-0.003920489,8.975136118,
-0.003919239,8.975136118,
-0.003917989,8.967766038,
-0.003916739,8.967766038,
-0.003915489,8.967766038,
-0.003914239,8.960395957,
-0.003912989,8.971451078,
-0.003911739,8.967766038,
-0.003910489,8.975136118,
-0.003909239,8.975136118,
-0.003907989,8.978821158,
-0.003906739,8.971451078,
-0.003905489,8.971451078,
-0.003904239,8.975136118,
-0.003902989,8.975136118,
-0.003901739,8.971451078,
-0.003900489,8.978821158,
-0.003899239,8.967766038,
-0.003897989,8.971451078,
-0.003896739,8.986191239,
-0.003895489,8.989876279,
-0.003894239,8.989876279,
-0.003892989,8.971451078,
-0.003891739,8.982506199,
-0.003890489,8.978821158,
-0.003889239,8.986191239,
-0.003887989,8.986191239,
-0.003886739,8.982506199,
-0.003885489,8.978821158,
-0.003884239,8.982506199,
-0.003882989,8.986191239,
-0.003881739,8.986191239,
-0.003880489,8.986191239,
-0.003879239,8.978821158,
-0.003877989,8.986191239,
-0.003876739,8.989876279,
-0.003875489,9.0009314,
-0.003874239,8.978821158,
-0.003872989,8.978821158,
-0.003871739,8.99724636,
-0.003870489,8.986191239,
-0.003869239,8.982506199,
-0.003867989,8.986191239,
-0.003866739,8.99724636,
-0.003865489,8.989876279,
-0.003864239,8.986191239,
-0.003862989,8.99356132,
-0.003861739,8.986191239,
-0.003860489,8.99356132,
-0.003859239,8.99724636,
-0.003857989,8.989876279,
-0.003856739,8.986191239,
-0.003855489,8.99356132,
-0.003854239,8.989876279,
-0.003852989,8.99724636,
-0.003851739,8.989876279,
-0.003850489,8.99724636,
-0.003849239,8.99724636,
-0.003847989,8.99724636,
-0.003846739,8.99356132,
-0.003845489,8.99724636,
-0.003844239,8.99356132,
-0.003842989,8.99356132,
-0.003841739,8.99356132,
-0.003840489,8.99724636,
-0.003839239,9.00461644,
-0.003837989,9.0009314,
-0.003836739,8.99724636,
-0.003835489,9.0009314,
-0.003834239,9.0009314,
-0.003832989,9.008301481,
-0.003831739,8.99724636,
-0.003830489,9.0009314,
-0.003829239,8.99724636,
-0.003827989,9.00461644,
-0.003826739,9.008301481,
-0.003825489,9.00461644,
-0.003824239,9.0009314,
-0.003822989,9.0009314,
-0.003821739,9.008301481,
