  Time                 , V(R5:1)              , V(V1:+)              
  3.125150767517e-03  ,-4.765843702186e-03  ,7.077763062447e-02  
  3.245145884705e-03  ,-8.517006056865e-04  ,9.995349322222e-02  
  3.365141001892e-03  ,4.980593275570e-03  ,7.495248920229e-02  
  3.485136119080e-03  ,5.925135048815e-03  ,9.325681328298e-03  
  3.584086314392e-03  ,6.276531364794e-03  ,-5.040916585492e-02  
  3.675321665955e-03  ,3.381187479732e-03  ,-8.919222579824e-02  
  3.759318247986e-03  ,-1.780673802365e-04  ,-9.982865390713e-02  
  3.879313365173e-03  ,-5.026825058292e-03  ,-6.876856812285e-02  
  3.999308482361e-03  ,-6.394171336787e-03  ,-4.344919799104e-04  
  4.119303599548e-03  ,-5.068205210684e-03  ,6.813508782862e-02  
  4.239298716736e-03  ,-2.426825355896e-04  ,9.977403673796e-02  
  4.359293833923e-03  ,3.947156897215e-03  ,7.733338816648e-02  
  4.479288951111e-03  ,6.743848999088e-03  ,1.297643911642e-02  
  4.599284068298e-03  ,5.125151205555e-03  ,-5.841400909931e-02  
  4.719279185486e-03  ,1.466727222438e-03  ,-9.814285272717e-02  
  4.839274302673e-03  ,-3.351896420938e-03  ,-8.467623444301e-02  
  4.959269419861e-03  ,-6.874652083892e-03  ,-2.531334068894e-02  
  5.079264537048e-03  ,-5.340910139445e-03  ,4.776990878199e-02  
  5.181351939392e-03  ,-3.375855652959e-03  ,9.084111408004e-02  
  5.301347056580e-03  ,2.670547024035e-03  ,9.484070228517e-02  
  5.421342173767e-03  ,5.196979775407e-03  ,4.743466261287e-02  
  5.541337290955e-03  ,7.146926879909e-03  ,-2.568194811188e-02  
  5.634183970642e-03  ,4.906656128641e-03  ,-7.467105044333e-02  
  5.719852915955e-03  ,1.520691097183e-03  ,-9.821136616600e-02  
  5.839848033142e-03  ,-3.836142582950e-03  ,-8.448391672080e-02  
  5.959843150330e-03  ,-6.114874147192e-03  ,-2.496443200030e-02  
  6.000000000000e-03  ,-6.349729401690e-03  ,-1.469576158977e-16  
