  Time                 , V(U2B:+)             , V(U4:IN7)            , V(R8:2)              , V(U1B:OUT)           
  0.000000000000e+00  ,2.500000000000e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,7.825810385217e-02  
  1.000000000000e-07  ,2.501570796223e+00  ,4.999999940047e+00  ,4.999999940046e+00  ,7.825809486056e-02  
  2.000000000000e-07  ,2.503141591827e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,7.825809486045e-02  
  4.000093460083e-07  ,2.506283325499e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,7.825809484083e-02  
  8.000280380249e-07  ,2.512566758112e+00  ,4.999999940047e+00  ,4.999999940042e+00  ,7.825809484087e-02  
  1.600065422058e-06  ,2.525133345487e+00  ,4.999999940047e+00  ,4.999999940042e+00  ,7.825809499967e-02  
  3.200140190125e-06  ,2.550264297470e+00  ,4.999999940047e+00  ,4.999999940043e+00  ,7.825809517149e-02  
  6.400289726257e-06  ,2.600508420738e+00  ,4.999999940047e+00  ,4.999999940044e+00  ,7.825809532459e-02  
  1.280058879852e-05  ,2.700854469262e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,7.825809545449e-02  
  2.280119915009e-05  ,2.856936471112e+00  ,4.999999940047e+00  ,4.999999940046e+00  ,7.825809564683e-02  
  3.280180950165e-05  ,3.011609635873e+00  ,4.999999940047e+00  ,4.999999940046e+00  ,7.825812478821e-02  
  3.405188579559e-05  ,3.030814239859e+00  ,4.999999940047e+00  ,4.999999940041e+00  ,7.825813295995e-02  
  3.655203838348e-05  ,3.069124023716e+00  ,4.999999940047e+00  ,4.999999940044e+00  ,7.825833137357e-02  
  4.155234355927e-05  ,3.145312852632e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,7.826344415887e-02  
  5.155295391083e-05  ,3.295705169916e+00  ,4.999999940047e+00  ,4.999999940046e+00  ,8.022198805636e-02  
  5.280303020477e-05  ,3.314295429261e+00  ,4.999999940047e+00  ,4.999999940041e+00  ,8.169060059092e-02  
  5.530318279266e-05  ,3.351324097048e+00  ,4.999999940047e+00  ,4.999999940044e+00  ,9.357970423663e-02  
  5.587681789398e-05  ,3.359790656362e+00  ,4.999999940047e+00  ,4.999999940034e+00  ,1.001473599860e-01  
  5.702408809662e-05  ,3.376690157444e+00  ,4.999999940047e+00  ,4.999999940040e+00  ,1.339148160296e-01  
  5.731090564728e-05  ,3.380907949007e+00  ,4.999999940047e+00  ,4.999999940021e+00  ,1.714434248030e-01  
  5.738261003494e-05  ,3.381961950418e+00  ,4.999999940047e+00  ,4.999999939943e+00  ,2.129245902310e-01  
  5.740053613186e-05  ,3.382225422807e+00  ,4.999999940047e+00  ,4.999999939639e+00  ,2.583408551447e-01  
  5.741555650234e-05  ,3.382446179084e+00  ,4.999999940047e+00  ,4.999999939681e+00  ,3.921780321125e-01  
  5.741854977310e-05  ,3.382490170622e+00  ,4.999999940047e+00  ,4.999999938706e+00  ,4.191320726629e-01  
  5.742384713590e-05  ,3.382568024204e+00  ,4.999999940047e+00  ,4.999999938818e+00  ,4.680753488913e-01  
  5.742941048443e-05  ,3.382649785836e+00  ,4.999999940047e+00  ,4.999999939018e+00  ,5.209560962874e-01  
  5.744053718150e-05  ,3.382813305866e+00  ,4.999999940047e+00  ,4.999999939369e+00  ,6.285285708079e-01  
  5.745780000000e-05  ,3.383066994948e+00  ,4.999999940047e+00  ,4.999999939611e+00  ,7.998263991796e-01  
  5.745790000000e-05  ,3.383068464487e+00  ,4.999999940047e+00  ,4.999999929069e+00  ,8.008347569269e-01  
  5.746283750000e-05  ,3.383141022543e+00  ,4.999999940049e+00  ,4.999999943659e+00  ,8.508305635590e-01  
  5.747271249952e-05  ,3.383286136100e+00  ,4.999999940047e+00  ,4.999999940789e+00  ,9.521566805956e-01  
  5.747518124940e-05  ,3.383322413958e+00  ,4.999999940047e+00  ,4.999999940159e+00  ,9.777637286037e-01  
  5.748011874917e-05  ,3.383394969035e+00  ,4.999999940047e+00  ,4.999999940032e+00  ,1.029311427280e+00  
  5.748135312411e-05  ,3.383413107672e+00  ,4.999999940047e+00  ,4.999999940223e+00  ,1.042267343025e+00  
  5.748382187399e-05  ,3.383449384786e+00  ,4.999999940047e+00  ,4.999999940201e+00  ,1.057466897514e+00  
  5.748875937375e-05  ,3.383521938376e+00  ,4.999999940047e+00  ,4.999999940089e+00  ,1.076351916057e+00  
  5.749863437327e-05  ,3.383667043005e+00  ,4.999999940047e+00  ,4.999999940078e+00  ,1.099985655281e+00  
  5.750110312315e-05  ,3.383703318631e+00  ,4.999999940047e+00  ,4.999999940158e+00  ,1.105459601899e+00  
  5.750604062291e-05  ,3.383775869244e+00  ,4.999999940047e+00  ,4.999999940149e+00  ,1.116544226511e+00  
  5.750727499785e-05  ,3.383794006765e+00  ,4.999999940047e+00  ,4.999999940407e+00  ,1.119331031548e+00  
  5.750974374774e-05  ,3.383830281646e+00  ,4.999999940047e+00  ,4.999999940431e+00  ,1.129845051073e+00  
  5.751468124750e-05  ,3.383902830771e+00  ,4.999999940047e+00  ,4.999999940188e+00  ,1.156401871951e+00  
  5.751860000000e-05  ,3.383960410334e+00  ,4.999999940047e+00  ,4.999999940207e+00  ,1.191739998918e+00  
  5.751930000000e-05  ,3.383970695615e+00  ,4.999999940047e+00  ,4.999999940732e+00  ,1.198925627812e+00  
  5.751940000000e-05  ,3.383972164940e+00  ,4.999999940048e+00  ,4.999999941580e+00  ,1.199822900804e+00  
  5.751950000000e-05  ,3.383973634264e+00  ,4.999999940048e+00  ,4.999999941146e+00  ,1.200768065646e+00  
  5.752713386488e-05  ,3.384085799456e+00  ,4.999999940048e+00  ,4.999999938921e+00  ,1.307239696261e+00  
  5.753506724310e-05  ,3.384202363275e+00  ,4.999999940047e+00  ,4.999999939916e+00  ,1.423224722073e+00  
  5.755093399954e-05  ,3.384435484321e+00  ,4.999999940047e+00  ,4.999999940033e+00  ,1.660205734234e+00  
  5.757300000000e-05  ,3.384759672650e+00  ,4.999999940047e+00  ,4.999999939968e+00  ,1.999301384248e+00  
  5.757310000000e-05  ,3.384761141787e+00  ,4.999999940047e+00  ,4.999999937661e+00  ,2.000860844559e+00  
  5.764985886154e-05  ,3.385888731581e+00  ,4.999999940049e+00  ,4.999999941212e+00  ,3.267691637450e+00  
  5.772695150909e-05  ,3.387021017294e+00  ,4.999999940047e+00  ,4.999999940060e+00  ,4.674618055143e+00  
  5.777374711571e-05  ,3.387708218658e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,4.999172799167e+00  
  5.780851450500e-05  ,3.388218733939e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,5.000877073142e+00  
  5.781818535862e-05  ,3.388360730699e+00  ,4.999999940047e+00  ,4.999999940049e+00  ,5.000034847459e+00  
  5.783175435600e-05  ,3.388559958219e+00  ,4.999999940047e+00  ,4.999999940049e+00  ,4.999985839159e+00  
  5.785889235077e-05  ,3.388958393881e+00  ,4.999999940047e+00  ,4.999999940048e+00  ,4.999998680522e+00  
  5.791316834030e-05  ,3.389755187657e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999853691e+00  
  5.802172031937e-05  ,3.391348464682e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999735221e+00  
  5.823882427750e-05  ,3.394533774039e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999910174e+00  
  5.867303219376e-05  ,3.400899393235e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999899343e+00  
  5.947736111221e-05  ,3.412673347286e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999947546e+00  
  6.053460445938e-05  ,3.428114017029e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999916174e+00  
  6.264909115372e-05  ,3.458871811270e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999957432e+00  
  6.640313473282e-05  ,3.513058548419e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940974e+00  
  7.033761349258e-05  ,3.569244327608e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999939157e+00  
  7.407029476700e-05  ,3.621944899489e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999939973e+00  
  8.153565731583e-05  ,3.725466106202e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940109e+00  
  9.153626766739e-05  ,3.859879279537e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999939992e+00  
  1.015368780190e-04  ,3.988924975692e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940042e+00  
  1.115374883705e-04  ,4.112093848108e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940042e+00  
  1.215380987221e-04  ,4.228899746199e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940042e+00  
  1.315387090736e-04  ,4.338881634191e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  1.415393194252e-04  ,4.441605410851e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  1.515399297768e-04  ,4.536665622889e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  1.615405401283e-04  ,4.623687065295e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  1.715411504799e-04  ,4.702326262281e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  1.815417608315e-04  ,4.772272822991e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  1.915423711830e-04  ,4.833250666618e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.015429815346e-04  ,4.885019112103e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.115435918861e-04  ,4.927373828110e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.215442022377e-04  ,4.960147639528e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.315448125893e-04  ,4.983211187310e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.415454229408e-04  ,4.996473439063e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.515460332924e-04  ,4.999882048351e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.615466436440e-04  ,4.993423561308e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.715472539955e-04  ,4.977123469743e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.815478643471e-04  ,4.951046110521e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  2.915484746986e-04  ,4.915294411625e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.015490850502e-04  ,4.870009485894e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.115496954018e-04  ,4.815370074051e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.215503057533e-04  ,4.751591839209e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.315509161049e-04  ,4.678926515638e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.415515264565e-04  ,4.597660915170e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.515521368080e-04  ,4.508115795141e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.615527471596e-04  ,4.410644592357e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.715533575111e-04  ,4.305632028068e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.815539678627e-04  ,4.193492589466e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  3.915545782143e-04  ,4.074668893689e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  4.015551885658e-04  ,3.949629940808e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  4.115557989174e-04  ,3.818869262664e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  4.215564092690e-04  ,3.682902974892e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940046e+00  
  4.315570196205e-04  ,3.542267739794e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999940064e+00  
  4.415576299721e-04  ,3.397518648126e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,4.999999945335e+00  
  4.428077062660e-04  ,3.379164049278e+00  ,4.999999940047e+00  ,4.999999940052e+00  ,4.999999987868e+00  
  4.431202253395e-04  ,3.374566880635e+00  ,4.999999940047e+00  ,4.999999940069e+00  ,5.000000079553e+00  
  4.431983551079e-04  ,3.373417060884e+00  ,4.999999940047e+00  ,4.999999940135e+00  ,5.000000123293e+00  
  4.433546146446e-04  ,3.371116790215e+00  ,4.999999940047e+00  ,4.999999940092e+00  ,5.000000472739e+00  
  4.434561571175e-04  ,3.369621550079e+00  ,4.999999940047e+00  ,4.999999940094e+00  ,4.517606846791e+00  
  4.435594042831e-04  ,3.368100844937e+00  ,4.999999940047e+00  ,4.999999940114e+00  ,3.472233529066e+00  
  4.435878744417e-04  ,3.367681449852e+00  ,4.999999940047e+00  ,4.999999940194e+00  ,3.138780082261e+00  
  4.436293711954e-04  ,3.367070109730e+00  ,4.999999940047e+00  ,4.999999940215e+00  ,2.619602835462e+00  
  4.436750000000e-04  ,3.366397827205e+00  ,4.999999940047e+00  ,4.999999940199e+00  ,2.002503243415e+00  
  4.436751000000e-04  ,3.366396353754e+00  ,4.999999940048e+00  ,4.999999950064e+00  ,2.001095282751e+00  
  4.436752000000e-04  ,3.366394880302e+00  ,4.999999940050e+00  ,4.999999947820e+00  ,1.999687626425e+00  
  4.436831875000e-04  ,3.366277187247e+00  ,4.999999940052e+00  ,4.999999934294e+00  ,1.886616020510e+00  
  4.436991615448e-04  ,3.366041808666e+00  ,4.999999940047e+00  ,4.999999939370e+00  ,1.656093546977e+00  
  4.437031550560e-04  ,3.365982962657e+00  ,4.999999940047e+00  ,4.999999939195e+00  ,1.597531121270e+00  
  4.437111420784e-04  ,3.365865269005e+00  ,4.999999940047e+00  ,4.999999939063e+00  ,1.479320267734e+00  
  4.437271161232e-04  ,3.365629875158e+00  ,4.999999940047e+00  ,4.999999939500e+00  ,1.240798920670e+00  
  4.437282891078e-04  ,3.365612589689e+00  ,4.999999940047e+00  ,4.999999932780e+00  ,1.223147160436e+00  
  4.437306349231e-04  ,3.365578020879e+00  ,4.999999940047e+00  ,4.999999944340e+00  ,1.191321175122e+00  
  4.437353265537e-04  ,3.365508882695e+00  ,4.999999940047e+00  ,4.999999941358e+00  ,1.146590806363e+00  
  4.437402000000e-04  ,3.365437064389e+00  ,4.999999940047e+00  ,4.999999940087e+00  ,1.120996532679e+00  
  4.437441000000e-04  ,3.365379590842e+00  ,4.999999940047e+00  ,4.999999940052e+00  ,1.110652763826e+00  
  4.437481000000e-04  ,3.365320643075e+00  ,4.999999940047e+00  ,4.999999940134e+00  ,1.100691209507e+00  
  4.437483000000e-04  ,3.365317695672e+00  ,4.999999940048e+00  ,4.999999940497e+00  ,1.100124015109e+00  
  4.437484000000e-04  ,3.365316221970e+00  ,4.999999940049e+00  ,4.999999940859e+00  ,1.099878518803e+00  
  4.437553320202e-04  ,3.365214063827e+00  ,4.999999940050e+00  ,4.999999941146e+00  ,1.082311340330e+00  
  4.437564237165e-04  ,3.365197975197e+00  ,4.999999940048e+00  ,4.999999940482e+00  ,1.079181533182e+00  
  4.437586071092e-04  ,3.365165797815e+00  ,4.999999940047e+00  ,4.999999940174e+00  ,1.069440600869e+00  
  4.437629738944e-04  ,3.365101442563e+00  ,4.999999940047e+00  ,4.999999940213e+00  ,1.048103110155e+00  
  4.437717074650e-04  ,3.364972730105e+00  ,4.999999940047e+00  ,4.999999940083e+00  ,9.418122715780e-01  
  4.437825000000e-04  ,3.364813669717e+00  ,4.999999940047e+00  ,4.999999940154e+00  ,8.006758507814e-01  
  4.437826000000e-04  ,3.364812195899e+00  ,4.999999940048e+00  ,4.999999941404e+00  ,7.999496978199e-01  
  4.437939472342e-04  ,3.364644956025e+00  ,4.999999940050e+00  ,4.999999939465e+00  ,6.550757003617e-01  
  4.438053645040e-04  ,3.364476679506e+00  ,4.999999940047e+00  ,4.999999939999e+00  ,5.035809176547e-01  
  4.438171423818e-04  ,3.364303083405e+00  ,4.999999940047e+00  ,4.999999940051e+00  ,3.471594827296e-01  
  4.438200868512e-04  ,3.364259683640e+00  ,4.999999940047e+00  ,4.999999940037e+00  ,3.133372448869e-01  
  4.438259757901e-04  ,3.364172883223e+00  ,4.999999940047e+00  ,4.999999940044e+00  ,2.632629569330e-01  
  4.438317358340e-04  ,3.364087981519e+00  ,4.999999940047e+00  ,4.999999940043e+00  ,2.365573534113e-01  
  4.438432559217e-04  ,3.363918174715e+00  ,4.999999940047e+00  ,4.999999940043e+00  ,2.088881948702e-01  
  4.438589498247e-04  ,3.363686838334e+00  ,4.999999940047e+00  ,4.999999940044e+00  ,1.902189082513e-01  
  4.438831761325e-04  ,3.363329713331e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,1.747396633492e-01  
  4.439211204494e-04  ,3.362770328130e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,1.609307104830e-01  
  4.439860418285e-04  ,3.361813126194e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,1.473793803766e-01  
  4.440946176494e-04  ,3.360211962036e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,1.345310774991e-01  
  4.442732408489e-04  ,3.357576940701e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,1.225406909218e-01  
  4.445648744548e-04  ,3.353272487599e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,1.114780991465e-01  
  4.450444772686e-04  ,3.346187423744e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,1.012570190687e-01  
  4.455180719341e-04  ,3.339183576391e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,9.507121129527e-02  
  4.464652612651e-04  ,3.325153651653e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,8.774198606851e-02  
  4.483596399272e-04  ,3.297006622638e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,8.135659421336e-02  
  4.512839868511e-04  ,3.253335867620e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,7.877087285363e-02  
  4.555915430034e-04  ,3.188549980779e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,7.830836330720e-02  
  4.601829126323e-04  ,3.118941389406e+00  ,4.999999940047e+00  ,4.999999940044e+00  ,7.825543912637e-02  
  4.691093042339e-04  ,2.982189075833e+00  ,4.999999940047e+00  ,4.999999940045e+00  ,7.825390151314e-02  
  4.791099145854e-04  ,2.827199292832e+00  ,4.999999940047e+00  ,4.999999940044e+00  ,7.826152899432e-02  
  4.891105249370e-04  ,2.670918046123e+00  ,4.999999940047e+00  ,4.999999940044e+00  ,7.825803215316e-02  
  4.991111352886e-04  ,2.513962181654e+00  ,4.999999940047e+00  ,4.999999940044e+00  ,7.825820888685e-02  
  5.091117456401e-04  ,2.356951208109e+00  ,4.999999940047e+00  ,4.999999940182e+00  ,7.825820909770e-02  
  5.103618219341e-04  ,2.337351841125e+00  ,4.999999940047e+00  ,4.999999941198e+00  ,7.825967036708e-02  
  5.128619745220e-04  ,2.298184418055e+00  ,4.999999940047e+00  ,4.999999944167e+00  ,7.825896242992e-02  
  5.134870126689e-04  ,2.288399966409e+00  ,4.999999940047e+00  ,4.999999946977e+00  ,7.825975641648e-02  
  5.147370889629e-04  ,2.268841004570e+00  ,4.999999940047e+00  ,4.999999958153e+00  ,7.825959881141e-02  
  5.150496080364e-04  ,2.263953445232e+00  ,4.999999940047e+00  ,4.999999969247e+00  ,7.826072615268e-02  
  5.156746461833e-04  ,2.254181075831e+00  ,4.999999940047e+00  ,4.999999993543e+00  ,7.826019794480e-02  
  5.158309057201e-04  ,2.251738569984e+00  ,4.999999940047e+00  ,5.000000038655e+00  ,7.826111680364e-02  
  5.161434247936e-04  ,2.246854278577e+00  ,4.999999940047e+00  ,5.000000179629e+00  ,7.826072619834e-02  
  5.162215545619e-04  ,2.245633357501e+00  ,4.999999940047e+00  ,5.000001006931e+00  ,7.826138641028e-02  
  5.162979200328e-04  ,2.244440066049e+00  ,4.999999940047e+00  ,4.567825057651e+00  ,7.826129303777e-02  
  5.163263007844e-04  ,2.243996601695e+00  ,4.999999940047e+00  ,4.293575501347e+00  ,7.826155387889e-02  
  5.163355335439e-04  ,2.243852336667e+00  ,4.999999940047e+00  ,4.200513320245e+00  ,7.826186505183e-02  
  5.163539990629e-04  ,2.243563809197e+00  ,4.999999940047e+00  ,4.008882470360e+00  ,7.826180055852e-02  
  5.163909301008e-04  ,2.242986764617e+00  ,4.999999940047e+00  ,3.600136980641e+00  ,7.826155606725e-02  
  5.164647921766e-04  ,2.241832717004e+00  ,4.999999940047e+00  ,2.680887000520e+00  ,7.826140464766e-02  
  5.165132000000e-04  ,2.241076405924e+00  ,4.999999940047e+00  ,2.004738842856e+00  ,7.826153117696e-02  
  5.165135000000e-04  ,2.241071718877e+00  ,4.999999940047e+00  ,2.000364118677e+00  ,7.826263927111e-02  
  5.165136000000e-04  ,2.241070156529e+00  ,4.999999940047e+00  ,1.998905486712e+00  ,7.826266150085e-02  
  5.165213000000e-04  ,2.240949855995e+00  ,4.999999940048e+00  ,1.885988722738e+00  ,7.826206451124e-02  
  5.165366988600e-04  ,2.240709274558e+00  ,4.999999940047e+00  ,1.655882741606e+00  ,7.826180027763e-02  
  5.165405485750e-04  ,2.240649129578e+00  ,4.999999940047e+00  ,1.597444403988e+00  ,7.826227121558e-02  
  5.165482480050e-04  ,2.240528840073e+00  ,4.999999940047e+00  ,1.479497135736e+00  ,7.826206645154e-02  
  5.165636468649e-04  ,2.240288262885e+00  ,4.999999940047e+00  ,1.241556666387e+00  ,7.826185356238e-02  
  5.165647910068e-04  ,2.240270387994e+00  ,4.999999940047e+00  ,1.223748831884e+00  ,7.826241400632e-02  
  5.165670794527e-04  ,2.240234635720e+00  ,4.999999940047e+00  ,1.191597817071e+00  ,7.826235820422e-02  
  5.165716563443e-04  ,2.240163131334e+00  ,4.999999940047e+00  ,1.146397558371e+00  ,7.826222264794e-02  
  5.165763000000e-04  ,2.240090584119e+00  ,4.999999940047e+00  ,1.121190227998e+00  ,7.826213398606e-02  
  5.165802000000e-04  ,2.240029655109e+00  ,4.999999940047e+00  ,1.110407090650e+00  ,7.826217687760e-02  
  5.165839000000e-04  ,2.239971850808e+00  ,4.999999940047e+00  ,1.100830613126e+00  ,7.826219851335e-02  
  5.165842000000e-04  ,2.239967163979e+00  ,4.999999940047e+00  ,1.100055827104e+00  ,7.826263953339e-02  
  5.165843000000e-04  ,2.239965601702e+00  ,4.999999940047e+00  ,1.099792255660e+00  ,7.826267111568e-02  
  5.165860765625e-04  ,2.239937846907e+00  ,4.999999940048e+00  ,1.095149419203e+00  ,7.826244646565e-02  
  5.165896297444e-04  ,2.239882336525e+00  ,4.999999940046e+00  ,1.085831181567e+00  ,7.826229270631e-02  
  5.165967361082e-04  ,2.239771316150e+00  ,4.999999940046e+00  ,1.057064399250e+00  ,7.826203457488e-02  
  5.166109488357e-04  ,2.239549276957e+00  ,4.999999940047e+00  ,8.870448600834e-01  ,7.826187772988e-02  
  5.166173000000e-04  ,2.239450056181e+00  ,4.999999940047e+00  ,8.004446617420e-01  ,7.826212544475e-02  
  5.166174000000e-04  ,2.239448493939e+00  ,4.999999940047e+00  ,7.995228441523e-01  ,7.826267085012e-02  
  5.166278531646e-04  ,2.239285190764e+00  ,4.999999940048e+00  ,6.611081115078e-01  ,7.826197471626e-02  
  5.166379770135e-04  ,2.239127033352e+00  ,4.999999940047e+00  ,5.226856560650e-01  ,7.826189162660e-02  
  5.166494941210e-04  ,2.238947111373e+00  ,4.999999940047e+00  ,3.643683139035e-01  ,7.826186094879e-02  
  5.166523733979e-04  ,2.238902131092e+00  ,4.999999940047e+00  ,3.271439896859e-01  ,7.826220906439e-02  
  5.166581319516e-04  ,2.238812170786e+00  ,4.999999940047e+00  ,2.715491749158e-01  ,7.826215528606e-02  
  5.166634196286e-04  ,2.238729566832e+00  ,4.999999940047e+00  ,2.426285811599e-01  ,7.826218056276e-02  
  5.166739949827e-04  ,2.238564359789e+00  ,4.999999940047e+00  ,2.129785642090e-01  ,7.826191200440e-02  
  5.166896799450e-04  ,2.238319333123e+00  ,4.999999940047e+00  ,1.917008469717e-01  ,7.826184830632e-02  
  5.167103061323e-04  ,2.237997119709e+00  ,4.999999940047e+00  ,1.770574135651e-01  ,7.826176872483e-02  
  5.167464980726e-04  ,2.237431755446e+00  ,4.999999940047e+00  ,1.623662683984e-01  ,7.826161215599e-02  
  5.167804429178e-04  ,2.236901506013e+00  ,4.999999940047e+00  ,1.536778264158e-01  ,7.826154714011e-02  
  5.168483326082e-04  ,2.235841043076e+00  ,4.999999940047e+00  ,1.422807910331e-01  ,7.826143123586e-02  
  5.169841119890e-04  ,2.233720261590e+00  ,4.999999940047e+00  ,1.290540012038e-01  ,7.826117968496e-02  
  5.172117540484e-04  ,2.230165083231e+00  ,4.999999940047e+00  ,1.168336697968e-01  ,7.826092240854e-02  
  5.175576994066e-04  ,2.224763373589e+00  ,4.999999940047e+00  ,1.064068047492e-01  ,7.826065677658e-02  
  5.181366750841e-04  ,2.215725970707e+00  ,4.999999940047e+00  ,9.663493822356e-02  ,7.826026174244e-02  
  5.187066862231e-04  ,2.206832172424e+00  ,4.999999940047e+00  ,9.089276685577e-02  ,7.826002881838e-02  
  5.198467085009e-04  ,2.189055971304e+00  ,4.999999940047e+00  ,8.449176849591e-02  ,7.825967811996e-02  
  5.221267530566e-04  ,2.153552341996e+00  ,4.999999940047e+00  ,7.972947902732e-02  ,7.825911901237e-02  
  5.255893537646e-04  ,2.099772968132e+00  ,4.999999940047e+00  ,7.842517261588e-02  ,7.825884457334e-02  
  5.289619276171e-04  ,2.047573743058e+00  ,4.999999940047e+00  ,7.822778028236e-02  ,7.825870004137e-02  
  5.350936720019e-04  ,1.953206030672e+00  ,4.999999940047e+00  ,7.829687144357e-02  ,7.825856202730e-02  
  5.422561475878e-04  ,1.844012812551e+00  ,4.999999940047e+00  ,7.826382618668e-02  ,7.825841734222e-02  
  5.522567579394e-04  ,1.693822237137e+00  ,4.999999940047e+00  ,7.825333200334e-02  ,7.825839694005e-02  
  5.622573682909e-04  ,1.546813665311e+00  ,4.999999940047e+00  ,7.825333261062e-02  ,7.825839686965e-02  
  5.722579786425e-04  ,1.403567343544e+00  ,4.999999940047e+00  ,7.825333245478e-02  ,7.825839681690e-02  
  5.822585889941e-04  ,1.264648668614e+00  ,4.999999940098e+00  ,7.825333241909e-02  ,7.825839674970e-02  
  5.922591993456e-04  ,1.130605955972e+00  ,4.999999952799e+00  ,7.825333233591e-02  ,7.825839670013e-02  
  5.924004146700e-04  ,1.128750662609e+00  ,5.000000021347e+00  ,7.825454192479e-02  ,7.826116251364e-02  
  5.926828453188e-04  ,1.125043315973e+00  ,5.000000044652e+00  ,7.825456519682e-02  ,7.826067093961e-02  
  5.929672786837e-04  ,1.121314056572e+00  ,5.000000415329e+00  ,7.825467083365e-02  ,7.826059211555e-02  
  5.930383870249e-04  ,1.120382429285e+00  ,4.661946089623e+00  ,7.825364269980e-02  ,7.826141669348e-02  
  5.931806037073e-04  ,1.118520001088e+00  ,3.362451175162e+00  ,7.825393156376e-02  ,7.826115948806e-02  
