  Time                 , V(U2B:+)             , V(U4:IN7)            , V(R8:2)              , V(U1B:OUT)           
  1.443739000000e-03  ,3.365454748452e+00  ,4.999999940047e+00  ,4.999999940046e+00  ,1.121351343681e+00  
  1.443743000000e-03  ,3.365395801382e+00  ,4.999999940047e+00  ,4.999999940046e+00  ,1.110560490951e+00  
  1.443746900000e-03  ,3.365338327462e+00  ,4.999999940047e+00  ,4.999999940046e+00  ,1.100811799834e+00  
  1.443747200000e-03  ,3.365333906370e+00  ,4.999999940048e+00  ,4.999999940046e+00  ,1.100061256948e+00  
  1.443747300000e-03  ,3.365332432672e+00  ,4.999999940049e+00  ,4.999999940045e+00  ,1.099810213516e+00  
  1.443749165625e-03  ,3.365304938929e+00  ,4.999999940050e+00  ,4.999999940044e+00  ,1.095104110481e+00  
  1.443752896876e-03  ,3.365249951075e+00  ,4.999999940044e+00  ,4.999999940048e+00  ,1.085654287994e+00  
  1.443760359377e-03  ,3.365139973940e+00  ,4.999999940046e+00  ,4.999999940047e+00  ,1.056277966387e+00  
  1.443775284380e-03  ,3.364920013965e+00  ,4.999999940047e+00  ,4.999999940046e+00  ,8.821430369369e-01  
  1.443781500000e-03  ,3.364828407885e+00  ,4.999999940046e+00  ,4.999999940047e+00  ,8.001347418756e-01  
  1.443781600000e-03  ,3.364826934070e+00  ,4.999999940048e+00  ,4.999999940046e+00  ,7.992553909293e-01  
  1.443791919054e-03  ,3.364674848441e+00  ,4.999999940051e+00  ,4.999999940044e+00  ,6.673629024837e-01  
  1.443801962437e-03  ,3.364526822259e+00  ,4.999999940047e+00  ,4.999999940046e+00  ,5.347760389545e-01  
  1.443813451232e-03  ,3.364357488384e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,3.821023745992e-01  
  1.443823299409e-03  ,3.364212332065e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,2.716267786606e-01  
  1.443832336964e-03  ,3.364079120941e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,2.319637958636e-01  
  1.443841964604e-03  ,3.363937209043e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,2.097332178094e-01  
  1.443852638306e-03  ,3.363779874451e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,1.954587731398e-01  
  1.443873985709e-03  ,3.363465193612e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,1.790055044025e-01  
  1.443910511436e-03  ,3.362926733970e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,1.638161921557e-01  
  1.443967088164e-03  ,3.362092594173e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,1.504482379059e-01  
  1.444060560168e-03  ,3.360714249748e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,1.377618378346e-01  
  1.444222184123e-03  ,3.358330231885e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,1.252895180796e-01  
  1.444379301967e-03  ,3.356011832445e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,1.177318308842e-01  
  1.444693537654e-03  ,3.351372533108e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,1.080962134266e-01  
  1.445322009029e-03  ,3.342083995922e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,9.732973935164e-02  
  1.446271964015e-03  ,3.328019192192e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,8.889070347925e-02  
  1.447834654750e-03  ,3.304818429950e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,8.250528425667e-02  
  1.450409956874e-03  ,3.266415518159e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,7.914386756740e-02  
  1.452974196376e-03  ,3.227978184311e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,7.835152602028e-02  
  1.457856245936e-03  ,3.154283411823e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,7.819547456262e-02  
  1.464095564784e-03  ,3.059213911696e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,7.831239862600e-02  
  1.474096175136e-03  ,2.905102237093e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,7.821307995301e-02  
  1.484096785487e-03  ,2.749391613932e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,7.825278193781e-02  
  1.494097395839e-03  ,2.592696635897e+00  ,4.999999940047e+00  ,4.999999940047e+00  ,7.826242373279e-02  
  1.504098006190e-03  ,2.435635781945e+00  ,4.999999940047e+00  ,4.999999940055e+00  ,7.826242337598e-02  
  1.514098616542e-03  ,2.278828975156e+00  ,4.999999940047e+00  ,4.999999944066e+00  ,7.826242341493e-02  
  1.515348692836e-03  ,2.259276839712e+00  ,4.999999940047e+00  ,4.999999973132e+00  ,7.825750283336e-02  
  1.515661211909e-03  ,2.254391079182e+00  ,4.999999940047e+00  ,4.999999994879e+00  ,7.826088151098e-02  
  1.516105194987e-03  ,2.247451711734e+00  ,4.999999940047e+00  ,5.000000098246e+00  ,7.826081026864e-02  
  1.516216190757e-03  ,2.245717174847e+00  ,4.999999940047e+00  ,5.000000701357e+00  ,7.826195439881e-02  
  1.516324158610e-03  ,2.244030074020e+00  ,4.999999940047e+00  ,4.342081068138e+00  ,7.826183626351e-02  
  1.516364707650e-03  ,2.243396486933e+00  ,4.999999940047e+00  ,3.914954099881e+00  ,7.826213382006e-02  
  1.516377869846e-03  ,2.243190828497e+00  ,4.999999940047e+00  ,3.768939734094e+00  ,7.826231004339e-02  
  1.516404194237e-03  ,2.242779516896e+00  ,4.999999940047e+00  ,3.465360901945e+00  ,7.826228782747e-02  
  1.516456843020e-03  ,2.241956914816e+00  ,4.999999940047e+00  ,2.806638653762e+00  ,7.826213592838e-02  
  1.516514600000e-03  ,2.241054533049e+00  ,4.999999940047e+00  ,2.005130399423e+00  ,7.826215757355e-02  
  1.516514900000e-03  ,2.241049846007e+00  ,4.999999940046e+00  ,2.000747646410e+00  ,7.826240133464e-02  
  1.516515000000e-03  ,2.241048283659e+00  ,4.999999940045e+00  ,1.999285567496e+00  ,7.826240204890e-02  
  1.516522687500e-03  ,2.240928178528e+00  ,4.999999940044e+00  ,1.886285752813e+00  ,7.826236862460e-02  
  1.516538062518e-03  ,2.240687969797e+00  ,4.999999940049e+00  ,1.656045056505e+00  ,7.826233507744e-02  
  1.516541906273e-03  ,2.240627917992e+00  ,4.999999940045e+00  ,1.597561869103e+00  ,7.826238580831e-02  
  1.516549593782e-03  ,2.240507814836e+00  ,4.999999940048e+00  ,1.479545024601e+00  ,7.826236884658e-02  
  1.516564968800e-03  ,2.240267610341e+00  ,4.999999940045e+00  ,1.241467967038e+00  ,7.826233507375e-02  
  1.516566110200e-03  ,2.240249778301e+00  ,4.999999940047e+00  ,1.223680236603e+00  ,7.826239771924e-02  
  1.516568393058e-03  ,2.240214113359e+00  ,4.999999940047e+00  ,1.191552594573e+00  ,7.826239071181e-02  
  1.516572958774e-03  ,2.240142783633e+00  ,4.999999940046e+00  ,1.146382747224e+00  ,7.826238260289e-02  
  1.516577600000e-03  ,2.240070274432e+00  ,4.999999940047e+00  ,1.121231677089e+00  ,7.826238231250e-02  
  1.516581500000e-03  ,2.240009345474e+00  ,4.999999940046e+00  ,1.110363771534e+00  ,7.826237913637e-02  
  1.516585200000e-03  ,2.239951541222e+00  ,4.999999940046e+00  ,1.100766541629e+00  ,7.826238080563e-02  
  1.516585400000e-03  ,2.239948416671e+00  ,4.999999940046e+00  ,1.100248252866e+00  ,7.826240106985e-02  
  1.516585500000e-03  ,2.239946854397e+00  ,4.999999940045e+00  ,1.099987968289e+00  ,7.826240230666e-02  
  1.516587300000e-03  ,2.239918733465e+00  ,4.999999940044e+00  ,1.095275938216e+00  ,7.826239463076e-02  
  1.516590900121e-03  ,2.239862489820e+00  ,4.999999940048e+00  ,1.085813624766e+00  ,7.826238688512e-02  
  1.516598100362e-03  ,2.239750002928e+00  ,4.999999940047e+00  ,1.056528215417e+00  ,7.826236463260e-02  
  1.516612500844e-03  ,2.239525030743e+00  ,4.999999940046e+00  ,8.827714707772e-01  ,7.826233934303e-02  
  1.516618500000e-03  ,2.239431309282e+00  ,4.999999940047e+00  ,8.006189043562e-01  ,7.826237628019e-02  
  1.516618600000e-03  ,2.239429747041e+00  ,4.999999940046e+00  ,7.997017641002e-01  ,7.826240229474e-02  
  1.516629169394e-03  ,2.239264628230e+00  ,4.999999940043e+00  ,6.595057689658e-01  ,7.826235614751e-02  
  1.516638902832e-03  ,2.239112570024e+00  ,4.999999940046e+00  ,5.261667956976e-01  ,7.826234477548e-02  
  1.516650068272e-03  ,2.238938141932e+00  ,4.999999940047e+00  ,3.723816385247e-01  ,7.826233866914e-02  
  1.516659664620e-03  ,2.238788227450e+00  ,4.999999940047e+00  ,2.660550433906e-01  ,7.826234491797e-02  
  1.516668465246e-03  ,2.238650744600e+00  ,4.999999940047e+00  ,2.293820516087e-01  ,7.826236392046e-02  
  1.516677385081e-03  ,2.238511400284e+00  ,4.999999940047e+00  ,2.090004181405e-01  ,7.826235044226e-02  
  1.516687803973e-03  ,2.238348638970e+00  ,4.999999940047e+00  ,1.948912995069e-01  ,7.826234309763e-02  
  1.516708641757e-03  ,2.238023119706e+00  ,4.999999940047e+00  ,1.785531674172e-01  ,7.826231138063e-02  
  1.516745107878e-03  ,2.237453471804e+00  ,4.999999940047e+00  ,1.631488033511e-01  ,7.826224490396e-02  
  1.516800367344e-03  ,2.236590273875e+00  ,4.999999940047e+00  ,1.498956476899e-01  ,7.826216763670e-02  
  1.516892861832e-03  ,2.235145505651e+00  ,4.999999940047e+00  ,1.371255817429e-01  ,7.826202269355e-02  
  1.517051100243e-03  ,2.232674021966e+00  ,4.999999940047e+00  ,1.246858694011e-01  ,7.826179044238e-02  
  1.517206286896e-03  ,2.230250459521e+00  ,4.999999940047e+00  ,1.170710473283e-01  ,7.826163337362e-02  
  1.517516660203e-03  ,2.225404106330e+00  ,4.999999940047e+00  ,1.073804507066e-01  ,7.826134561785e-02  
  1.518137406815e-03  ,2.215714551256e+00  ,4.999999940047e+00  ,9.657673240607e-02  ,7.826051396836e-02  
  1.519066857804e-03  ,2.201214400824e+00  ,4.999999940047e+00  ,8.834042423126e-02  ,7.826027687374e-02  
  1.520617341508e-03  ,2.177048584778e+00  ,4.999999940047e+00  ,8.213163015077e-02  ,7.825973573845e-02  
  1.523096513260e-03  ,2.138472886041e+00  ,4.999999940047e+00  ,7.905608305237e-02  ,7.825929184946e-02  
  1.525645875443e-03  ,2.098896604047e+00  ,4.999999940047e+00  ,7.831736700686e-02  ,7.825904228283e-02  
  1.530392121781e-03  ,2.025497807442e+00  ,4.999999940047e+00  ,7.819734574658e-02  ,7.825870771398e-02  
  1.536605500687e-03  ,1.930058274614e+00  ,4.999999940047e+00  ,7.830984825741e-02  ,7.825866812859e-02  
  1.546606111039e-03  ,1.778331167566e+00  ,4.999999940047e+00  ,7.821527535534e-02  ,7.825846985699e-02  
  1.556606721390e-03  ,1.629452505265e+00  ,4.999999940047e+00  ,7.825303037968e-02  ,7.825846981292e-02  
  1.566607331742e-03  ,1.484009915476e+00  ,4.999999940047e+00  ,7.826222253770e-02  ,7.825846975385e-02  
  1.576607942093e-03  ,1.342577463703e+00  ,4.999999940049e+00  ,7.826222238762e-02  ,7.825846969719e-02  
  1.586608552445e-03  ,1.205713387332e+00  ,4.999999940551e+00  ,7.826222236258e-02  ,7.825846964217e-02  
  1.587858628739e-03  ,1.188953707597e+00  ,4.999999942509e+00  ,7.825752991779e-02  ,7.825995912174e-02  
  1.590358781327e-03  ,1.155678021229e+00  ,4.999999947598e+00  ,7.825908550807e-02  ,7.825913374907e-02  
  1.590983819474e-03  ,1.147410613764e+00  ,4.999999955846e+00  ,7.826057694513e-02  ,7.826069743104e-02  
  1.592233895768e-03  ,1.130938509466e+00  ,4.999999976211e+00  ,7.825987274012e-02  ,7.825995912135e-02  
  1.592546414841e-03  ,1.126833640759e+00  ,5.000000030648e+00  ,7.826118979381e-02  ,7.826133997093e-02  
  1.592990207184e-03  ,1.121013628311e+00  ,5.000000481080e+00  ,7.826068473105e-02  ,7.826081044563e-02  
  1.593101155270e-03  ,1.119560298758e+00  ,4.183056898538e+00  ,7.826177596422e-02  ,7.826195454441e-02  
  1.593190776814e-03  ,1.118386819307e+00  ,3.292611652224e+00  ,7.826173179195e-02  ,7.826190823258e-02  
  1.593235367049e-03  ,1.117803130420e+00  ,2.788461899510e+00  ,7.826193474455e-02  ,7.826212101406e-02  
  1.593298500000e-03  ,1.116976901810e+00  ,2.004280477399e+00  ,7.826188767083e-02  ,7.826207166102e-02  
  1.593298800000e-03  ,1.116972976193e+00  ,2.000354689502e+00  ,7.826220092560e-02  ,7.826240000649e-02  
  1.593298900000e-03  ,1.116971667655e+00  ,1.999045847515e+00  ,7.826220288149e-02  ,7.826240205130e-02  
  1.593307475000e-03  ,1.116859462558e+00  ,1.886066675267e+00  ,7.826216723750e-02  ,7.826236473493e-02  
  1.593324626237e-03  ,1.116635048230e+00  ,1.655603586890e+00  ,7.826213155687e-02  ,7.826232734198e-02  
  1.593328914046e-03  ,1.116578947159e+00  ,1.597028707155e+00  ,7.826218549810e-02  ,7.826238386255e-02  
  1.593337489664e-03  ,1.116466748028e+00  ,1.478759789439e+00  ,7.826216742691e-02  ,7.826236493347e-02  
  1.593354640900e-03  ,1.116242361816e+00  ,1.240022791200e+00  ,7.826211739900e-02  ,7.826231250180e-02  
  1.593355898288e-03  ,1.116225912299e+00  ,1.222377064314e+00  ,7.826219824394e-02  ,7.826239720250e-02  
  1.593358413231e-03  ,1.116193011318e+00  ,1.190815736456e+00  ,7.826219303018e-02  ,7.826239174763e-02  
  1.593363443118e-03  ,1.116127210393e+00  ,1.146384829515e+00  ,7.826217812495e-02  ,7.826237614077e-02  
  1.593368600000e-03  ,1.116059749559e+00  ,1.121147504247e+00  ,7.826217470026e-02  ,7.826237255340e-02  
  1.593372900000e-03  ,1.116003499314e+00  ,1.110448303517e+00  ,7.826217864447e-02  ,7.826237668493e-02  
  1.593377000000e-03  ,1.115949866301e+00  ,1.100918505011e+00  ,7.826218629060e-02  ,7.826238469240e-02  
  1.593377300000e-03  ,1.115945941970e+00  ,1.100146498948e+00  ,7.826220228221e-02  ,7.826240142493e-02  
  1.593377400000e-03  ,1.115944633861e+00  ,1.099923354360e+00  ,7.826220287410e-02  ,7.826240204355e-02  
  1.593386120160e-03  ,1.115830566756e+00  ,1.078726182659e+00  ,7.826216661630e-02  ,7.826236408409e-02  
  1.593396671672e-03  ,1.115692549556e+00  ,1.006657393081e+00  ,7.826214620806e-02  ,7.826234269788e-02  
  1.593414100000e-03  ,1.115464594698e+00  ,8.007314202874e-01  ,7.826213043252e-02  ,7.826232616343e-02  
  1.593414200000e-03  ,1.115463286790e+00  ,7.993326261140e-01  ,7.826220309531e-02  ,7.826240227466e-02  
  1.593431112818e-03  ,1.115242090546e+00  ,5.929406106756e-01  ,7.826213310210e-02  ,7.826232896104e-02  
  1.593445906691e-03  ,1.115048619991e+00  ,4.099228325879e-01  ,7.826211907264e-02  ,7.826231425615e-02  
  1.593449605159e-03  ,1.115000254223e+00  ,3.643732305921e-01  ,7.826218796813e-02  ,7.826238644877e-02  
  1.593455461315e-03  ,1.114923673370e+00  ,2.988818162762e-01  ,7.826217296633e-02  ,7.826237073697e-02  
  1.593461514167e-03  ,1.114844522308e+00  ,2.575126741999e-01  ,7.826217803951e-02  ,7.826237605128e-02  
  1.593468890242e-03  ,1.114748070619e+00  ,2.291454171410e-01  ,7.826217248639e-02  ,7.826237023417e-02  
  1.593483642391e-03  ,1.114555176168e+00  ,2.020941224736e-01  ,7.826214154121e-02  ,7.826233780672e-02  
  1.593501303248e-03  ,1.114324264042e+00  ,1.858775466352e-01  ,7.826212948372e-02  ,7.826232516892e-02  
  1.593519011788e-03  ,1.114092745592e+00  ,1.758624577393e-01  ,7.826210498766e-02  ,7.826229949170e-02  
  1.593554428868e-03  ,1.113629760170e+00  ,1.630666807284e-01  ,7.826202895700e-02  ,7.826221978632e-02  
  1.593625263027e-03  ,1.112703995309e+00  ,1.484849502320e-01  ,7.826186797791e-02  ,7.826205101446e-02  
  1.593739012531e-03  ,1.111217924726e+00  ,1.355404057870e-01  ,7.826176633163e-02  ,7.826194444525e-02  
  1.593920878224e-03  ,1.108843430206e+00  ,1.238480844325e-01  ,7.826154603725e-02  ,7.826171347968e-02  
  1.594222143940e-03  ,1.104914010541e+00  ,1.128754826203e-01  ,7.826121756846e-02  ,7.826136909793e-02  
  1.594717100910e-03  ,1.098469127944e+00  ,1.027452367329e-01  ,7.826079990867e-02  ,7.826093120329e-02  
  1.595524004749e-03  ,1.087991444533e+00  ,9.360082497481e-02  ,7.826032044985e-02  ,7.826042851509e-02  
  1.596327952198e-03  ,1.077588244843e+00  ,8.827260714347e-02  ,7.826002852503e-02  ,7.826012244663e-02  
  1.597935847096e-03  ,1.056890993147e+00  ,8.266653199796e-02  ,7.825962427485e-02  ,7.825969861064e-02  
  1.601151636891e-03  ,1.015940454345e+00  ,7.906002295026e-02  ,7.825903421208e-02  ,7.825907995984e-02  
  1.605760554127e-03  ,9.583101078287e-01  ,7.836777269809e-02  ,7.825879877825e-02  ,7.825883311955e-02  
  1.610619715504e-03  ,8.989515882181e-01  ,7.824564411972e-02  ,7.825862554149e-02  ,7.825865149016e-02  
  1.619214991383e-03  ,7.976418452955e-01  ,7.827298625165e-02  ,7.825850459018e-02  ,7.825852467960e-02  
  1.629215601734e-03  ,6.860350405148e-01  ,7.825995892073e-02  ,7.825837485471e-02  ,7.825838866079e-02  
  1.639216212086e-03  ,5.815880003347e-01  ,7.825995478059e-02  ,7.825837479663e-02  ,7.825838861533e-02  
  1.649216822437e-03  ,4.847129798082e-01  ,7.825995474445e-02  ,7.825837475112e-02  ,7.825838857159e-02  
  1.659217432789e-03  ,3.957923470396e-01  ,7.825995468032e-02  ,7.825837471680e-02  ,7.825838853005e-02  
  1.669218043141e-03  ,3.151770739678e-01  ,7.825995466287e-02  ,7.825837467570e-02  ,7.825838849088e-02  
  1.679218653492e-03  ,2.431853510711e-01  ,7.825995460382e-02  ,7.825837464567e-02  ,7.825838845397e-02  
  1.689219263844e-03  ,1.801013314621e-01  ,7.825995459039e-02  ,7.825837460907e-02  ,7.825838841957e-02  
  1.699219874195e-03  ,1.261740093278e-01  ,7.825995455775e-02  ,7.825837458347e-02  ,7.825838840663e-02  
  1.709220484547e-03  ,8.161623714362e-02  ,7.825995454814e-02  ,7.825837457393e-02  ,7.825838840273e-02  
  1.719221094898e-03  ,4.660388553950e-02  ,7.825995451935e-02  ,7.825837456841e-02  ,7.825838836714e-02  
  1.729221705250e-03  ,2.127514913392e-02  ,7.825995451353e-02  ,7.825837454428e-02  ,7.825838836783e-02  
  1.739222315602e-03  ,5.730001076512e-03  ,7.825995448857e-02  ,7.825837454295e-02  ,7.825838833711e-02  
  1.749222925953e-03  ,2.979845147255e-05  ,7.825995449694e-02  ,7.825837452313e-02  ,7.825838834246e-02  
  1.759223536305e-03  ,4.197040099677e-03  ,7.825995448829e-02  ,7.825837452593e-02  ,7.825838834339e-02  
  1.769224146656e-03  ,1.821527781518e-02  ,7.825995450016e-02  ,7.825837452889e-02  ,7.825838834669e-02  
  1.779224757008e-03  ,4.202918126669e-02  ,7.825995449505e-02  ,7.825837453386e-02  ,7.825838835224e-02  
  1.789225367359e-03  ,7.554475638776e-02  ,7.825995451411e-02  ,7.825837454096e-02  ,7.825838836017e-02  
  1.799225977711e-03  ,1.186297163737e-01  ,7.825995452346e-02  ,7.825837455814e-02  ,7.825838837789e-02  
  1.809226588062e-03  ,1.711140038208e-01  ,7.825995454613e-02  ,7.825837458578e-02  ,7.825838840785e-02  
  1.819227198414e-03  ,2.327904619474e-01  ,7.825995455922e-02  ,7.825837460717e-02  ,7.825838843018e-02  
  1.829227808766e-03  ,3.034156522463e-01  ,7.825995460766e-02  ,7.825837463910e-02  ,7.825838846481e-02  
  1.839228419117e-03  ,3.827108153431e-01  ,7.825995462464e-02  ,7.825837466464e-02  ,7.825838849164e-02  
  1.849229029469e-03  ,4.703629712660e-01  ,7.825995467752e-02  ,7.825837470084e-02  ,7.825838853080e-02  
  1.859229639820e-03  ,5.660261547858e-01  ,7.825995470621e-02  ,7.825837475411e-02  ,7.825838856195e-02  
  1.869230250172e-03  ,6.693227809489e-01  ,7.825995522908e-02  ,7.825837479459e-02  ,7.825838860549e-02  
  1.870480326466e-03  ,6.827515971102e-01  ,7.825782035228e-02  ,7.825987260024e-02  ,7.825995896980e-02  
  1.872980479054e-03  ,7.099447244392e-01  ,7.825853249964e-02  ,7.825908533278e-02  ,7.825913356275e-02  
  1.877980784229e-03  ,7.656493295870e-01  ,7.825841432771e-02  ,7.825875234996e-02  ,7.825878444995e-02  
  1.887981394581e-03  ,8.821372808377e-01  ,7.826177205566e-02  ,7.825845192947e-02  ,7.825846947750e-02  
  1.897982004933e-03  ,1.005010976292e+00  ,7.866580775837e-02  ,7.825845197926e-02  ,7.825846952990e-02  
  1.899232081227e-03  ,1.020795293078e+00  ,7.891057396806e-02  ,7.825987269368e-02  ,7.825995907332e-02  
  1.901732233814e-03  ,1.052636713608e+00  ,8.058244199892e-02  ,7.825922897102e-02  ,7.825928416496e-02  
  1.906116083912e-03  ,1.109325872265e+00  ,1.014204914634e-01  ,7.825871532782e-02  ,7.825874563756e-02  
  1.906695917896e-03  ,1.116903858611e+00  ,1.104908312096e-01  ,7.826065011817e-02  ,7.826077416185e-02  
  1.907533100000e-03  ,1.127877549002e+00  ,1.449371532713e-01  ,7.826004786981e-02  ,7.826014273758e-02  
  1.907797601572e-03  ,1.131352513120e+00  ,2.316406827988e-01  ,7.826131182566e-02  ,7.826146792492e-02  
  1.907863726965e-03  ,1.132221845171e+00  ,7.701590838912e-01  ,7.826193781314e-02  ,7.826212423148e-02  
  1.907867300000e-03  ,1.132268825594e+00  ,7.723769132618e-01  ,7.826218845098e-02  ,7.826238695388e-02  
  1.907869100000e-03  ,1.132292493339e+00  ,7.994691342454e-01  ,7.826219222112e-02  ,7.826239090056e-02  
  1.907869200000e-03  ,1.132293808219e+00  ,8.011324442668e-01  ,7.826220274431e-02  ,7.826240190787e-02  
  1.907876753399e-03  ,1.132393127899e+00  ,8.741407693764e-01  ,7.826217160023e-02  ,7.826236930520e-02  
  1.907884053477e-03  ,1.132489119604e+00  ,9.409720392111e-01  ,7.826216232123e-02  ,7.826235958323e-02  
  1.907898653635e-03  ,1.132681111644e+00  ,1.061182425532e+00  ,7.826214219182e-02  ,7.826233848810e-02  
  1.907915500000e-03  ,1.132902655599e+00  ,1.103778276782e+00  ,7.826211180758e-02  ,7.826230664025e-02  
  1.907920250000e-03  ,1.132965124887e+00  ,1.113265751754e+00  ,7.826218352993e-02  ,7.826238180119e-02  
  1.907929749490e-03  ,1.133090060414e+00  ,1.146998562737e+00  ,7.826215557847e-02  ,7.826235251753e-02  
  1.907931605804e-03  ,1.133114474874e+00  ,1.159144021460e+00  ,7.826219573599e-02  ,7.826239457873e-02  
  1.907935318428e-03  ,1.133163304313e+00  ,1.190792569288e+00  ,7.826218795780e-02  ,7.826238643765e-02  
  1.907936300000e-03  ,1.133176214334e+00  ,1.199191341783e+00  ,7.826219672973e-02  ,7.826239561843e-02  
  1.907936400000e-03  ,1.133177529577e+00  ,1.200051514919e+00  ,7.826220277508e-02  ,7.826240194004e-02  
  1.907954552595e-03  ,1.133416289176e+00  ,1.437238789144e+00  ,7.826212729472e-02  ,7.826232287385e-02  
  1.907972982351e-03  ,1.133658712445e+00  ,1.692958079051e+00  ,7.826212621247e-02  ,7.826232173977e-02  
  1.907994700000e-03  ,1.133944407865e+00  ,1.999486536498e+00  ,7.826208627641e-02  ,7.826227987659e-02  
  1.907994800000e-03  ,1.133945723423e+00  ,2.000872465946e+00  ,7.826220266412e-02  ,7.826240182395e-02  
  1.908063452630e-03  ,1.134849015599e+00  ,3.037461752392e+00  ,7.826192964024e-02  ,7.826211566196e-02  
  1.908128624348e-03  ,1.135706742951e+00  ,4.111421418058e+00  ,7.826185835351e-02  ,7.826204092463e-02  
  1.908144917278e-03  ,1.135921210539e+00  ,4.393470340625e+00  ,7.826213511092e-02  ,7.826233106656e-02  
  1.908177503137e-03  ,1.136350188598e+00  ,4.973473423875e+00  ,7.826204243227e-02  ,7.826223391320e-02  
  1.908193682818e-03  ,1.136563207998e+00  ,5.001038602886e+00  ,7.826210212523e-02  ,7.826229649069e-02  
  1.908197885691e-03  ,1.136618544731e+00  ,5.000186601389e+00  ,7.826217417499e-02  ,7.826237200268e-02  
  1.908204531609e-03  ,1.136706049537e+00  ,4.999841183885e+00  ,7.826217556382e-02  ,7.826237345758e-02  
  1.908211768358e-03  ,1.136801336341e+00  ,4.999981715377e+00  ,7.826216347904e-02  ,7.826236079642e-02  
  1.908226241855e-03  ,1.136991918403e+00  ,5.000002420780e+00  ,7.826213068377e-02  ,7.826232642628e-02  
  1.908255188851e-03  ,1.137373116344e+00  ,4.999999891282e+00  ,7.826205984794e-02  ,7.826225217096e-02  
  1.908313082843e-03  ,1.138135647439e+00  ,4.999999305296e+00  ,7.826196909444e-02  ,7.826215702697e-02  
  1.908428870826e-03  ,1.139661250137e+00  ,5.000000223703e+00  ,7.826175933597e-02  ,7.826193711188e-02  
  1.908660446791e-03  ,1.142714614731e+00  ,4.999999922030e+00  ,7.826127685979e-02  ,7.826143126530e-02  
  1.909123598723e-03  ,1.148829958078e+00  ,4.999999887274e+00  ,7.826086064948e-02  ,7.826099489252e-02  
  1.909876619963e-03  ,1.158797066272e+00  ,4.999999958775e+00  ,7.826039074865e-02  ,7.826050222770e-02  
  1.910927569060e-03  ,1.172757737361e+00  ,4.999999903403e+00  ,7.826004941133e-02  ,7.826014435440e-02  
  1.913029467253e-03  ,1.200852085572e+00  ,4.999999969089e+00  ,7.825937692549e-02  ,7.825943928950e-02  
  1.917233263640e-03  ,1.257715604089e+00  ,4.999999909375e+00  ,7.825885420171e-02  ,7.825889124114e-02  
  1.920888506560e-03  ,1.307864805792e+00  ,4.999999940282e+00  ,7.825875373571e-02  ,7.825878590784e-02  
  1.927222429900e-03  ,1.396238295053e+00  ,4.999999939836e+00  ,7.825863214851e-02  ,7.825865842983e-02  
  1.937041460662e-03  ,1.536640954211e+00  ,4.999999940239e+00  ,7.825845823564e-02  ,7.825847605953e-02  
  1.947042071013e-03  ,1.683404499275e+00  ,4.999999940059e+00  ,7.825836957981e-02  ,7.825838310839e-02  
  1.957042681365e-03  ,1.833391166996e+00  ,4.999999940036e+00  ,7.825845515005e-02  ,7.825846986886e-02  
  1.967043291716e-03  ,1.986008956284e+00  ,4.999999940034e+00  ,7.825999828114e-02  ,7.825846992537e-02  
  1.977043902068e-03  ,2.140655480944e+00  ,4.999999940035e+00  ,7.888765472244e-02  ,7.825846999545e-02  
  1.978293978362e-03  ,2.160098612407e+00  ,4.999999940052e+00  ,7.935257535540e-02  ,7.825995934207e-02  
  1.980794130950e-03  ,2.199046582383e+00  ,4.999999940033e+00  ,8.340798822170e-02  ,7.825928452396e-02  
  1.981419169097e-03  ,2.208795554606e+00  ,4.999999940040e+00  ,8.572230387571e-02  ,7.826015404286e-02  
  1.982669245391e-03  ,2.228306822465e+00  ,4.999999940041e+00  ,9.445794102331e-02  ,7.825995936595e-02  
  1.982981764464e-03  ,2.233187305435e+00  ,4.999999940024e+00  ,9.825457394721e-02  ,7.826134007340e-02  
  1.983606802611e-03  ,2.242951338869e+00  ,4.999999940035e+00  ,1.099140122251e-01  ,7.826069762453e-02  
  1.983763062148e-03  ,2.245392972563e+00  ,4.999999940019e+00  ,1.143210006086e-01  ,7.826147932267e-02  
  1.984075581221e-03  ,2.250276973880e+00  ,4.999999940024e+00  ,1.270652845140e-01  ,7.826134009949e-02  
