  Time                 , V(U8:IN7)            , V(V6:+)              
  9.846580000000e-04  ,1.200591901856e+00  ,2.259381482244e+00  
  9.846603000000e-04  ,1.232960203417e+00  ,2.259417442856e+00  
  9.846604000000e-04  ,1.234659442273e+00  ,2.259419006362e+00  
  9.846713270215e-04  ,1.400429205210e+00  ,2.259589851576e+00  
  9.846815566687e-04  ,1.558965884125e+00  ,2.259749794291e+00  
  9.847020159630e-04  ,1.884918869349e+00  ,2.260069682696e+00  
  9.847090000000e-04  ,1.998419326088e+00  ,2.260178881528e+00  
  9.847091000000e-04  ,2.000049480819e+00  ,2.260180445081e+00  
  9.847115000000e-04  ,2.039350856032e+00  ,2.260217970362e+00  
  9.847116000000e-04  ,2.040994762651e+00  ,2.260219533917e+00  
  9.847646481339e-04  ,2.946145871392e+00  ,2.261048983780e+00  
  9.848177558723e-04  ,3.920418532944e+00  ,2.261879392199e+00  
  9.848310328070e-04  ,4.174620646482e+00  ,2.262086998451e+00  
  9.848575866762e-04  ,4.695625043496e+00  ,2.262502215919e+00  
  9.848769045416e-04  ,4.995775781584e+00  ,2.262804289617e+00  
  9.848783629927e-04  ,4.999495389529e+00  ,2.262827095578e+00  
  9.848799924347e-04  ,5.000203363109e+00  ,2.262852575364e+00  
  9.848832513187e-04  ,5.000099709419e+00  ,2.262903535011e+00  
  9.848897690866e-04  ,4.999999434104e+00  ,2.263005454604e+00  
  9.849028046224e-04  ,4.999997188250e+00  ,2.263209294981e+00  
  9.849288756940e-04  ,4.999999472799e+00  ,2.263616980501e+00  
  9.849810178373e-04  ,4.999999492861e+00  ,2.264432370557e+00  
  9.850853021238e-04  ,4.999999949827e+00  ,2.266063226435e+00  
  9.852938706968e-04  ,4.999999922572e+00  ,2.269325238803e+00  
  9.857110078428e-04  ,4.999999875165e+00  ,2.275850446382e+00  
  9.864265496824e-04  ,4.999999967685e+00  ,2.287047110461e+00  
  9.873825128171e-04  ,4.999999893951e+00  ,2.302012518950e+00  
  9.892944390867e-04  ,4.999999978628e+00  ,2.331964224642e+00  
  9.930851037595e-04  ,4.999999899992e+00  ,2.391415233805e+00  
  9.966342980954e-04  ,4.999999940285e+00  ,2.447135618560e+00  
  1.002152639160e-03  ,4.999999939845e+00  ,2.533812545902e+00  
  1.012153249511e-03  ,4.999999940229e+00  ,2.690717324643e+00  
  1.022153859863e-03  ,4.999999940059e+00  ,2.846869337382e+00  
  1.032154470215e-03  ,4.999999940035e+00  ,3.001652248260e+00  
  1.042155080566e-03  ,4.999999940034e+00  ,3.154455125295e+00  
  1.052155690918e-03  ,4.999999940035e+00  ,3.304674851750e+00  
  1.053405767212e-03  ,4.999999940052e+00  ,3.323241032424e+00  
  1.055905919800e-03  ,4.999999940033e+00  ,3.360219888765e+00  
  1.056414323578e-03  ,4.999999940038e+00  ,3.367713829955e+00  
  1.057253556976e-03  ,4.999999940040e+00  ,3.380064837297e+00  
  1.057432900000e-03  ,4.999999940007e+00  ,3.382701068877e+00  
  1.057446250000e-03  ,4.999999939536e+00  ,3.382897260843e+00  
  1.057452400000e-03  ,4.999999939300e+00  ,3.382987639322e+00  
  1.057455400000e-03  ,4.999999938571e+00  ,3.383031725906e+00  
  1.057455500000e-03  ,4.999999930042e+00  ,3.383033195453e+00  
  1.057455600000e-03  ,4.999999932716e+00  ,3.383034665000e+00  
  1.057460462500e-03  ,4.999999945760e+00  ,3.383106121306e+00  
  1.057470186998e-03  ,4.999999940969e+00  ,3.383249024063e+00  
  1.057472618122e-03  ,4.999999940745e+00  ,3.383284749238e+00  
  1.057477480371e-03  ,4.999999940649e+00  ,3.383356198968e+00  
  1.057487204869e-03  ,4.999999940468e+00  ,3.383499095954e+00  
  1.057489635993e-03  ,4.999999942165e+00  ,3.383534819686e+00  
  1.057494498242e-03  ,4.999999941915e+00  ,3.383606266530e+00  
  1.057504222740e-03  ,4.999999940786e+00  ,3.383749157744e+00  
  1.057506653865e-03  ,4.999999942124e+00  ,3.383784880032e+00  
  1.057511516113e-03  ,4.999999941894e+00  ,3.383856323989e+00  
  1.057512731676e-03  ,4.999999946434e+00  ,3.383874184850e+00  
  1.057515162800e-03  ,4.999999936199e+00  ,3.383909906416e+00  
  1.057517300000e-03  ,4.999999938894e+00  ,3.383941309051e+00  
  1.057517400000e-03  ,4.999999939124e+00  ,3.383942778383e+00  
  1.057536848996e-03  ,4.999999940694e+00  ,3.384228541969e+00  
  1.057570889208e-03  ,4.999999940059e+00  ,3.384728662144e+00  
  1.057571100000e-03  ,4.999999939049e+00  ,3.384731758980e+00  
  1.057571200000e-03  ,4.999999939279e+00  ,3.384733228123e+00  
  1.057603255378e-03  ,4.999999942599e+00  ,3.385204149680e+00  
  1.057634309398e-03  ,4.999999940095e+00  ,3.385660326166e+00  
  1.057696417438e-03  ,4.999999939985e+00  ,3.386572577967e+00  
  1.057702136503e-03  ,4.999999939947e+00  ,3.386656573638e+00  
  1.057713574635e-03  ,4.999999939939e+00  ,3.386824561545e+00  
  1.057736450897e-03  ,4.999999939986e+00  ,3.387160523616e+00  
  1.057742169963e-03  ,4.999999939792e+00  ,3.387244511270e+00  
  1.057742878979e-03  ,4.999999939111e+00  ,3.387254923482e+00  
  1.057744096963e-03  ,4.999999938877e+00  ,3.387272810070e+00  
  1.057745395599e-03  ,4.999999939017e+00  ,3.387291881016e+00  
  1.057747992871e-03  ,4.999999939454e+00  ,3.387330022732e+00  
  1.057753187416e-03  ,4.999999939748e+00  ,3.387406305453e+00  
  1.057763576506e-03  ,4.999999939840e+00  ,3.387558868060e+00  
  1.057784354685e-03  ,4.999999939967e+00  ,3.387863981928e+00  
  1.057825911043e-03  ,4.999999939991e+00  ,3.388474164260e+00  
  1.057909023760e-03  ,4.999999940009e+00  ,3.389694347163e+00  
  1.058075249193e-03  ,4.999999940025e+00  ,3.392133984762e+00  
  1.058407700060e-03  ,4.999999940024e+00  ,3.397010337816e+00  
  1.059058010576e-03  ,4.999999940026e+00  ,3.406537685876e+00  
  1.059849464891e-03  ,4.999999940019e+00  ,3.418112420939e+00  
  1.061432373522e-03  ,4.999999940029e+00  ,3.441193492762e+00  
  1.064565384386e-03  ,4.999999940027e+00  ,3.486600589400e+00  
  1.068747055529e-03  ,4.999999940021e+00  ,3.546607340545e+00  
  1.073204910753e-03  ,4.999999940012e+00  ,3.609780705313e+00  
  1.081105911730e-03  ,4.999999940018e+00  ,3.719577854173e+00  
  1.091106522081e-03  ,4.999999940022e+00  ,3.854209933479e+00  
  1.101107132433e-03  ,4.999999940022e+00  ,3.983496912653e+00  
  1.111107742784e-03  ,4.999999940022e+00  ,4.106928492788e+00  
  1.121108353136e-03  ,4.999999940022e+00  ,4.224017486382e+00  
  1.131108963488e-03  ,4.999999940022e+00  ,4.334301740279e+00  
  1.141109573839e-03  ,4.999999940022e+00  ,4.437345959798e+00  
  1.151110184191e-03  ,4.999999940022e+00  ,4.532743426854e+00  
  1.161110794542e-03  ,4.999999940022e+00  ,4.620117605283e+00  
  1.171111404894e-03  ,4.999999940022e+00  ,4.699123627039e+00  
  1.181112015245e-03  ,4.999999940022e+00  ,4.769449653399e+00  
  1.191112625597e-03  ,4.999999940022e+00  ,4.830818105796e+00  
  1.201113235948e-03  ,4.999999940022e+00  ,4.882986761430e+00  
  1.211113846300e-03  ,4.999999940022e+00  ,4.925749709324e+00  
  1.221114456652e-03  ,4.999999940022e+00  ,4.958938163065e+00  
  1.231115067003e-03  ,4.999999940022e+00  ,4.982421127005e+00  
  1.241115677355e-03  ,4.999999940022e+00  ,4.996105913302e+00  
  1.251116287706e-03  ,4.999999940022e+00  ,4.999938507769e+00  
  1.261116898058e-03  ,4.999999940022e+00  ,4.993903783058e+00  
  1.271117508409e-03  ,4.999999940022e+00  ,4.978025558377e+00  
  1.281118118761e-03  ,4.999999940022e+00  ,4.952366505473e+00  
  1.291118729113e-03  ,4.999999940022e+00  ,4.917027901263e+00  
  1.301119339464e-03  ,4.999999940022e+00  ,4.872149228092e+00  
  1.311119949816e-03  ,4.999999940022e+00  ,4.817907623195e+00  
  1.321120560167e-03  ,4.999999940022e+00  ,4.754517179528e+00  
  1.331121170519e-03  ,4.999999940022e+00  ,4.682228100742e+00  
  1.341121780870e-03  ,4.999999940022e+00  ,4.601325713620e+00  
  1.351122391222e-03  ,4.999999940022e+00  ,4.512129341888e+00  
  1.361123001573e-03  ,4.999999940022e+00  ,4.414991045832e+00  
  1.371123611925e-03  ,4.999999940022e+00  ,4.310294232712e+00  
  1.381124222277e-03  ,4.999999940022e+00  ,4.198452143440e+00  
  1.391124832628e-03  ,4.999999940022e+00  ,4.079906221513e+00  
  1.401125442980e-03  ,4.999999940022e+00  ,3.955124370618e+00  
  1.411126053331e-03  ,4.999999940022e+00  ,3.824599107811e+00  
  1.421126663683e-03  ,4.999999940022e+00  ,3.688845619533e+00  
  1.431127274034e-03  ,4.999999940022e+00  ,3.548399728166e+00  
  1.441127884386e-03  ,4.999999940022e+00  ,3.403815777117e+00  
  1.442377960680e-03  ,4.999999939730e+00  ,3.385480085543e+00  
  1.442690479753e-03  ,4.999999938809e+00  ,3.380887582881e+00  
  1.443315517900e-03  ,4.999999939416e+00  ,3.371692405741e+00  
  1.443440878389e-03  ,4.999999936964e+00  ,3.369846556087e+00  
  1.443517851828e-03  ,4.999999940615e+00  ,3.368712906020e+00  
  1.443538427351e-03  ,4.999999947286e+00  ,3.368409839222e+00  
  1.443569588659e-03  ,4.999999933083e+00  ,3.367950821662e+00  
  1.443631911276e-03  ,4.999999939900e+00  ,3.367032686742e+00  
  1.443671900000e-03  ,4.999999940055e+00  ,3.366443504026e+00  
  1.443672000000e-03  ,4.999999939835e+00  ,3.366442030585e+00  
  1.443672100000e-03  ,4.999999939654e+00  ,3.366440557144e+00  
  1.443680137500e-03  ,4.999999939502e+00  ,3.366322128201e+00  
  1.443696212873e-03  ,4.999999940521e+00  ,3.366085258196e+00  
  1.443700231716e-03  ,4.999999940065e+00  ,3.366026039314e+00  
  1.443708269402e-03  ,4.999999939986e+00  ,3.365907599894e+00  
  1.443724344775e-03  ,4.999999940034e+00  ,3.365670714427e+00  
  1.443725514178e-03  ,4.999999939945e+00  ,3.365653481847e+00  
  1.443727852915e-03  ,4.999999939927e+00  ,3.365619017564e+00  
  1.443732530390e-03  ,4.999999940005e+00  ,3.365550088437e+00  
  1.443737400000e-03  ,4.999999940021e+00  ,3.365478327127e+00  
  1.443741400000e-03  ,4.999999940016e+00  ,3.365419380276e+00  
  1.443745300000e-03  ,4.999999940003e+00  ,3.365361906569e+00  
  1.443745500000e-03  ,4.999999939841e+00  ,3.365358959186e+00  
  1.443745600000e-03  ,4.999999939634e+00  ,3.365357485493e+00  
  1.443745700000e-03  ,4.999999939416e+00  ,3.365356011801e+00  
  1.443754144488e-03  ,4.999999939382e+00  ,3.365231564769e+00  
  1.443771033464e-03  ,4.999999940018e+00  ,3.364982663399e+00  
  1.443780000000e-03  ,4.999999940045e+00  ,3.364850515073e+00  
  1.443780100000e-03  ,4.999999939793e+00  ,3.364849041263e+00  
  1.443793722642e-03  ,4.999999939306e+00  ,3.364648266200e+00  
  1.443816667450e-03  ,4.999999940018e+00  ,3.364310083601e+00  
  1.443819382814e-03  ,4.999999940006e+00  ,3.364270060771e+00  
  1.443824813542e-03  ,4.999999939991e+00  ,3.364190014355e+00  
  1.443832114366e-03  ,4.999999940041e+00  ,3.364082402009e+00  
  1.443841835883e-03  ,4.999999940034e+00  ,3.363939106413e+00  
  1.443853284446e-03  ,4.999999940035e+00  ,3.363770349970e+00  
  1.443876181570e-03  ,4.999999940039e+00  ,3.363432823678e+00  
  1.443915627924e-03  ,4.999999940042e+00  ,3.362851303439e+00  
  1.443976710764e-03  ,4.999999940044e+00  ,3.361950712403e+00  
  1.444077430692e-03  ,4.999999940045e+00  ,3.360465444231e+00  
  1.444250284162e-03  ,4.999999940046e+00  ,3.357915654694e+00  
  1.444419680563e-03  ,4.999999940046e+00  ,3.355415879131e+00  
  1.444758473364e-03  ,4.999999940046e+00  ,3.350413423693e+00  
  1.445436058965e-03  ,4.999999940046e+00  ,3.340396974933e+00  
  1.446451722112e-03  ,4.999999940046e+00  ,3.325354402895e+00  
  1.448155938116e-03  ,4.999999940046e+00  ,3.300038750693e+00  
  1.450903664556e-03  ,4.999999940047e+00  ,3.259030115582e+00  
  1.455083809820e-03  ,4.999999940047e+00  ,3.196213459510e+00  
  1.459587441412e-03  ,4.999999940047e+00  ,3.127999481808e+00  
  1.467668496099e-03  ,4.999999940047e+00  ,3.004376215847e+00  
  1.477669106451e-03  ,4.999999940047e+00  ,2.849623063918e+00  
  1.487669716802e-03  ,4.999999940047e+00  ,2.693489941100e+00  
  1.497670327154e-03  ,4.999999940047e+00  ,2.536593108695e+00  
  1.507670937505e-03  ,4.999999940122e+00  ,2.379551842384e+00  
  1.508921013799e-03  ,4.999999940510e+00  ,2.359942410266e+00  
  1.511421166387e-03  ,4.999999941668e+00  ,2.320750676647e+00  
  1.512046204534e-03  ,4.999999943068e+00  ,2.310959277010e+00  
  1.513296280828e-03  ,4.999999946348e+00  ,2.291385375499e+00  
  1.515796433416e-03  ,4.999999980056e+00  ,2.252277388951e+00  
  1.515874563184e-03  ,5.000000082954e+00  ,2.251056199188e+00  
  1.516030822721e-03  ,5.000000097372e+00  ,2.248613999934e+00  
  1.516197238889e-03  ,5.000000352241e+00  ,2.246013327971e+00  
  1.516314516988e-03  ,4.412078757418e+00  ,2.244180728793e+00  
  1.516433499780e-03  ,3.099316864673e+00  ,2.242321633872e+00  
  1.516464249817e-03  ,2.701634900974e+00  ,2.241841190828e+00  
  1.516510675874e-03  ,2.057893588231e+00  ,2.241115841605e+00  
  1.516512200000e-03  ,2.035868900216e+00  ,2.241092029418e+00  
  1.516512300000e-03  ,2.034421599515e+00  ,2.241090467068e+00  
  1.516514600000e-03  ,2.001062865094e+00  ,2.241054533049e+00  
  1.516514700000e-03  ,1.999609437755e+00  ,2.241052970701e+00  
  1.516522100000e-03  ,1.891379092876e+00  ,2.240937357273e+00  
  1.516536899833e-03  ,1.670892782244e+00  ,2.240706134702e+00  
  1.516540599792e-03  ,1.614922841302e+00  ,2.240648329409e+00  
  1.516547999708e-03  ,1.501992607583e+00  ,2.240532719245e+00  
  1.516562799542e-03  ,1.273953078165e+00  ,2.240301500599e+00  
  1.516563899599e-03  ,1.256894272327e+00  ,2.240284314430e+00  
  1.516566099755e-03  ,1.222717692383e+00  ,2.240249941476e+00  
  1.516570500068e-03  ,1.168601031699e+00  ,2.240181195716e+00  
  1.516575200000e-03  ,1.133990006015e+00  ,2.240107769253e+00  
  1.516579000000e-03  ,1.116863434082e+00  ,2.240048402480e+00  
  1.516582700000e-03  ,1.107230060625e+00  ,2.239990598133e+00  
  1.516583000000e-03  ,1.106496745367e+00  ,2.239985911300e+00  
  1.516583100000e-03  ,1.106228789934e+00  ,2.239984349023e+00  
  1.516585400000e-03  ,1.100236254467e+00  ,2.239948416671e+00  
  1.516585500000e-03  ,1.099979113081e+00  ,2.239946854397e+00  
  1.516588115526e-03  ,1.093151763394e+00  ,2.239905992721e+00  
  1.516593346579e-03  ,1.078971570742e+00  ,2.239824269581e+00  
  1.516603808684e-03  ,9.958437771172e-01  ,2.239660824145e+00  
  1.516616300000e-03  ,8.326834612593e-01  ,2.239465678608e+00  
  1.516616400000e-03  ,8.312393605665e-01  ,2.239464116365e+00  
  1.516618500000e-03  ,8.029907450955e-01  ,2.239431309282e+00  
  1.516618700000e-03  ,8.004126142900e-01  ,2.239428184801e+00  
  1.516618800000e-03  ,7.991167486001e-01  ,2.239426622560e+00  
  1.516626418964e-03  ,6.974763518299e-01  ,2.239307596310e+00  
  1.516641656891e-03  ,4.905808870936e-01  ,2.239069545603e+00  
  1.516645466373e-03  ,4.382990143826e-01  ,2.239010033300e+00  
  1.516653085337e-03  ,3.348963973825e-01  ,2.238891009142e+00  
  1.516659590439e-03  ,2.693740964397e-01  ,2.238789386310e+00  
  1.516665901080e-03  ,2.384849123270e-01  ,2.238690801756e+00  
  1.516677781776e-03  ,2.084224881308e-01  ,2.238505203189e+00  
  1.516691595153e-03  ,1.912544298524e-01  ,2.238289414388e+00  
  1.516712790564e-03  ,1.764879255418e-01  ,2.237958309279e+00  
  1.516735151247e-03  ,1.666602762690e-01  ,2.237609005876e+00  
  1.516779872612e-03  ,1.541221712491e-01  ,2.236910414615e+00  
  1.516869315342e-03  ,1.398475855719e-01  ,2.235513294465e+00  
  1.517009982303e-03  ,1.273562746208e-01  ,2.233316206826e+00  
  1.517236575321e-03  ,1.159071317530e-01  ,2.229777472596e+00  
  1.517608937458e-03  ,1.053016266013e-01  ,2.223963435009e+00  
  1.518221196369e-03  ,9.563476787217e-02  ,2.214406964765e+00  
  1.519199284748e-03  ,8.755473481618e-02  ,2.199149256477e+00  
  1.520845708088e-03  ,8.162239383688e-02  ,2.173491801215e+00  
  1.523541554645e-03  ,7.884824591079e-02  ,2.131557096678e+00  
  1.526166066364e-03  ,7.827836453512e-02  ,2.090833475040e+00  
  1.531299123005e-03  ,7.820640744695e-02  ,2.011517422356e+00  
  1.537955769733e-03  ,7.830104317305e-02  ,1.909427588322e+00  
  1.547956380085e-03  ,7.822260734703e-02  ,1.758050328053e+00  
  1.557956990436e-03  ,7.825390867350e-02  ,1.609601561507e+00  
  1.567957600788e-03  ,7.826151408258e-02  ,1.464667219639e+00  
  1.577958211139e-03  ,7.826151393624e-02  ,1.323819361885e+00  
  1.587958821491e-03  ,7.826151390819e-02  ,1.187613918227e+00  
  1.589208897785e-03  ,7.825762822292e-02  ,1.170941647069e+00  
  1.591709050373e-03  ,7.825891613426e-02  ,1.137844106007e+00  
  1.592253216938e-03  ,7.826026369213e-02  ,1.130684576931e+00  
  1.592389258579e-03  ,7.826107628123e-02  ,1.128897192586e+00  
  1.592661341862e-03  ,7.826074531366e-02  ,1.125325430549e+00  
  1.592951115803e-03  ,7.826052647176e-02  ,1.121525853261e+00  
  1.593023559288e-03  ,7.826126110185e-02  ,1.120576672445e+00  
  1.593057510093e-03  ,7.826132718531e-02  ,1.120131935020e+00  
  1.593067145184e-03  ,7.826144610822e-02  ,1.120005731912e+00  
  1.593086415366e-03  ,7.826143414368e-02  ,1.119753340871e+00  
  1.593124955729e-03  ,7.826134408510e-02  ,1.119248619495e+00  
  1.593202036456e-03  ,7.826124688041e-02  ,1.118239419673e+00  
  1.593296600000e-03  ,7.826119430302e-02  ,1.117001764165e+00  
  1.593297900000e-03  ,7.826149210043e-02  ,1.116984753058e+00  
  1.593298000000e-03  ,7.826150050765e-02  ,1.116983444516e+00  
  1.593306412500e-03  ,7.826147160558e-02  ,1.116873365304e+00  
  1.593323238891e-03  ,7.826143097442e-02  ,1.116653200270e+00  
  1.593327445489e-03  ,7.826148641867e-02  ,1.116598161427e+00  
  1.593335858685e-03  ,7.826147173100e-02  ,1.116488086642e+00  
  1.593352685076e-03  ,7.826143097487e-02  ,1.116267948668e+00  
  1.593354086941e-03  ,7.826149624211e-02  ,1.116249608902e+00  
  1.593356890595e-03  ,7.826149139447e-02  ,1.116212930705e+00  
  1.593362497902e-03  ,7.826148146241e-02  ,1.116139575599e+00  
  1.593367600000e-03  ,7.826148335151e-02  ,1.116072831156e+00  
  1.593372200000e-03  ,7.826147930471e-02  ,1.116012656262e+00  
  1.593376000000e-03  ,7.826148283491e-02  ,1.115962947439e+00  
  1.593376600000e-03  ,7.826149746983e-02  ,1.115955098750e+00  
  1.593376700000e-03  ,7.826150054995e-02  ,1.115953790637e+00  
  1.593378693750e-03  ,7.826149403311e-02  ,1.115927710248e+00  
  1.593382681301e-03  ,7.826148718518e-02  ,1.115875549458e+00  
  1.593390656402e-03  ,7.826146767132e-02  ,1.115771230486e+00  
  1.593406606605e-03  ,7.826144554079e-02  ,1.115562602968e+00  
  1.593413200000e-03  ,7.826147806313e-02  ,1.115476365895e+00  
  1.593413300000e-03  ,7.826150080342e-02  ,1.115475057982e+00  
  1.593413400000e-03  ,7.826150081470e-02  ,1.115473750070e+00  
  1.593416698745e-03  ,7.826148944809e-02  ,1.115430605686e+00  
  1.593420294022e-03  ,7.826148461287e-02  ,1.115383583614e+00  
  1.593427484578e-03  ,7.826147598169e-02  ,1.115289541590e+00  
  1.593441865688e-03  ,7.826145096130e-02  ,1.115101466020e+00  
  1.593453363424e-03  ,7.826144563937e-02  ,1.114951107240e+00  
  1.593464989310e-03  ,7.826144718834e-02  ,1.114799079959e+00  
  1.593475712186e-03  ,7.826146365079e-02  ,1.114658867554e+00  
  1.593493793255e-03  ,7.826142406389e-02  ,1.114422453596e+00  
  1.593513054496e-03  ,7.826143415188e-02  ,1.114170628302e+00  
  1.593551576978e-03  ,7.826136938825e-02  ,1.113667038609e+00  
  1.593615437394e-03  ,7.826128783216e-02  ,1.112832394708e+00  
  1.593677402383e-03  ,7.826122876989e-02  ,1.112022737187e+00  
  1.593801332360e-03  ,7.826110981507e-02  ,1.110404053450e+00  
  1.594049192315e-03  ,7.826069158046e-02  ,1.107169214638e+00  
  1.594446874505e-03  ,7.826049887474e-02  ,1.101986096043e+00  
  1.595069909936e-03  ,7.826015517022e-02  ,1.093883438465e+00  
  1.596083284264e-03  ,7.825974618464e-02  ,1.080750454510e+00  
  1.597796083337e-03  ,7.825931288583e-02  ,1.058684254774e+00  
  1.600656724816e-03  ,7.825894617971e-02  ,1.022203737849e+00  
  1.603431154138e-03  ,7.825878981815e-02  ,9.872785779463e-01  
  1.607568574792e-03  ,7.825862436101e-02  ,9.360528478155e-01  
  1.615100313073e-03  ,7.825847718413e-02  ,8.455387045958e-01  
  1.625100923425e-03  ,7.825839082389e-02  ,7.311124251228e-01  
  1.635101533776e-03  ,7.825839078751e-02  ,6.236679886974e-01  
  1.645102144128e-03  ,7.825839074147e-02  ,5.236294811699e-01  
  1.655102754479e-03  ,7.825839069904e-02  ,4.313917570060e-01  
  1.665103364831e-03  ,7.825839067629e-02  ,3.473188807864e-01  
  1.675103975182e-03  ,7.825839063807e-02  ,2.717426902349e-01  
  1.685104585534e-03  ,7.825839061935e-02  ,2.049614864463e-01  
  1.695105195886e-03  ,7.825839058545e-02  ,1.472388564853e-01  
  1.705105806237e-03  ,7.825839057084e-02  ,9.880263300128e-02  
  1.715106416589e-03  ,7.825839054130e-02  ,5.984399496736e-02  
  1.725107026940e-03  ,7.825839053087e-02  ,3.051671309232e-02  
  1.735107637292e-03  ,7.825839052683e-02  ,1.093654288372e-02  
  1.745108247643e-03  ,7.825839052484e-02  ,1.180767758084e-03  
  1.755108857995e-03  ,7.825839052485e-02  ,1.287894001348e-03  
  1.765109468347e-03  ,7.825839052690e-02  ,1.125749878358e-02  
  1.775110078698e-03  ,7.825839053097e-02  ,3.105023182789e-02  
  1.785110689050e-03  ,7.825839053711e-02  ,6.058797072699e-02  
  1.795111299401e-03  ,7.825839054525e-02  ,9.975412929422e-02  
  1.805111909753e-03  ,7.825839055312e-02  ,1.483941177321e-01  
  1.815112520104e-03  ,7.825839059231e-02  ,2.063159528023e-01  
  1.825113130456e-03  ,7.825839060417e-02  ,2.732910155878e-01  
  1.835113740807e-03  ,7.825839064769e-02  ,3.490549538578e-01  
  1.845114351159e-03  ,7.825839066346e-02  ,4.333087254724e-01  
  1.855114961511e-03  ,7.825839071130e-02  ,5.257197787093e-01  
  1.865115571862e-03  ,7.825839075715e-02  ,6.259233648537e-01  
  1.875116182214e-03  ,7.825839080944e-02  ,7.335239778705e-01  
  1.876366258508e-03  ,7.825956864640e-02  ,7.474733126944e-01  
  1.878866411096e-03  ,7.825891599464e-02  ,7.756954669999e-01  
  1.883866716271e-03  ,7.825863995244e-02  ,8.334092011998e-01  
  1.893867326623e-03  ,7.825839090945e-02  ,9.537128566294e-01  
  1.903867936974e-03  ,7.825839093958e-02  ,1.080119745693e+00  
  1.905118013268e-03  ,7.825956872108e-02  ,1.096325140566e+00  
  1.907618165856e-03  ,7.825903506587e-02  ,1.128994712765e+00  
  1.907677901631e-03  ,7.826130073858e-02  ,1.129779452501e+00  
  1.907797373181e-03  ,7.826105641705e-02  ,1.131349510944e+00  
  1.907827241069e-03  ,7.826139812137e-02  ,1.131742146094e+00  
  1.907839272266e-03  ,7.826143610213e-02  ,1.131900318569e+00  
  1.907842860466e-03  ,7.826148071481e-02  ,1.131947493643e+00  
  1.907850036865e-03  ,7.826147604246e-02  ,1.132041845876e+00  
  1.907864389664e-03  ,7.826144116055e-02  ,1.132230558685e+00  
  1.907875400000e-03  ,7.826144759443e-02  ,1.132375331827e+00  
  1.907875500000e-03  ,7.826150044916e-02  ,1.132376646741e+00  
  1.907880887500e-03  ,7.826148245031e-02  ,1.132447488526e+00  
  1.907891662530e-03  ,7.826145598841e-02  ,1.132589177186e+00  
  1.907894356287e-03  ,7.826148543489e-02  ,1.132624600331e+00  
  1.907899743802e-03  ,7.826147852704e-02  ,1.132695447795e+00  
  1.907901090681e-03  ,7.826149644964e-02  ,1.132713159905e+00  
  1.907903784438e-03  ,7.826149175556e-02  ,1.132748584421e+00  
  1.907909171953e-03  ,7.826148227246e-02  ,1.132819434627e+00  
  1.907919946983e-03  ,7.826145598934e-02  ,1.132961139738e+00  
  1.907922640740e-03  ,7.826148543489e-02  ,1.132996566995e+00  
  1.907928028255e-03  ,7.826147852704e-02  ,1.133067422684e+00  
  1.907929375133e-03  ,7.826149644964e-02  ,1.133085136851e+00  
  1.907932068891e-03  ,7.826149175556e-02  ,1.133120565478e+00  
  1.907937456406e-03  ,7.826147852258e-02  ,1.133191423908e+00  
  1.907941500000e-03  ,7.826148700270e-02  ,1.133244607666e+00  
  1.907942200000e-03  ,7.826149689857e-02  ,1.133253814572e+00  
  1.907942300000e-03  ,7.826150081119e-02  ,1.133255129846e+00  
  1.907968123712e-03  ,7.826141169331e-02  ,1.133594800597e+00  
  1.907993565955e-03  ,7.826141305044e-02  ,1.133929488887e+00  
  1.908000100000e-03  ,7.826147829687e-02  ,1.134015448751e+00  
  1.908000200000e-03  ,7.826150046553e-02  ,1.134016764337e+00  
  1.908025031295e-03  ,7.826141525634e-02  ,1.134343458262e+00  
  1.908049260583e-03  ,7.826138957427e-02  ,1.134662263903e+00  
  1.908097719159e-03  ,7.826133691829e-02  ,1.135299970108e+00  
  1.908149348703e-03  ,7.826127452880e-02  ,1.135979544874e+00  
  1.908155311402e-03  ,7.826146333279e-02  ,1.136058038260e+00  
  1.908167236802e-03  ,7.826145950545e-02  ,1.136215030774e+00  
  1.908170218151e-03  ,7.826149070724e-02  ,1.136254280099e+00  
  1.908176180851e-03  ,7.826148031922e-02  ,1.136332780185e+00  
  1.908182534706e-03  ,7.826147181381e-02  ,1.136416432015e+00  
  1.908184123170e-03  ,7.826149560419e-02  ,1.136437345312e+00  
  1.908185647186e-03  ,7.826149401241e-02  ,1.136457410237e+00  
  1.908186924775e-03  ,7.826149502919e-02  ,1.136474230833e+00  
  1.908188484181e-03  ,7.826149412758e-02  ,1.136494761936e+00  
  1.908191602994e-03  ,7.826148806348e-02  ,1.136535824537e+00  
  1.908197840620e-03  ,7.826147931670e-02  ,1.136617951309e+00  
  1.908210315872e-03  ,7.826144892779e-02  ,1.136782211135e+00  
  1.908235266377e-03  ,7.826141476738e-02  ,1.137110755913e+00  
  1.908285167385e-03  ,7.826133226039e-02  ,1.137767945946e+00  
  1.908384969402e-03  ,7.826112152219e-02  ,1.139082727693e+00  
  1.908584573437e-03  ,7.826081763583e-02  ,1.141713896100e+00  
  1.908983781506e-03  ,7.826049615197e-02  ,1.146982638075e+00  
  1.909657170941e-03  ,7.826009136640e-02  ,1.155889294460e+00  
  1.910557439495e-03  ,7.825984695240e-02  ,1.167834351188e+00  
  1.912357976605e-03  ,7.825927405018e-02  ,1.191851955073e+00  
