  Time                 , V(U8:IN7)            , V(V6:+)              
  1.915959050823e-03  ,7.825880771208e-02  ,1.240386337718e+00  
  1.920539739300e-03  ,7.825857032927e-02  ,1.303052233947e+00  
  1.925560643841e-03  ,7.825863823616e-02  ,1.372877490202e+00  
  1.931331517864e-03  ,7.825847789419e-02  ,1.454513652220e+00  
  1.941332128216e-03  ,7.825839115654e-02  ,1.599176220651e+00  
  1.951332738567e-03  ,7.825839131539e-02  ,1.747394362839e+00  
  1.952582814861e-03  ,7.825910879428e-02  ,1.766142632400e+00  
  1.955082967449e-03  ,7.825903570356e-02  ,1.803773832023e+00  
  1.960083272625e-03  ,7.825865766194e-02  ,1.879542315880e+00  
  1.961333348919e-03  ,7.825919842177e-02  ,1.898583058108e+00  
  1.963833501507e-03  ,7.825921206720e-02  ,1.936774673883e+00  
  1.968833806683e-03  ,7.826276622447e-02  ,2.013565399934e+00  
  1.978834417034e-03  ,8.009441410697e-02  ,2.168510918200e+00  
  1.980084493328e-03  ,8.148604056413e-02  ,2.187983712768e+00  
  1.982584645916e-03  ,9.384644780662e-02  ,2.226985846347e+00  
  1.983133866955e-03  ,1.006093842126e-01  ,2.235563001388e+00  
  1.984232309033e-03  ,1.371331608767e-01  ,2.252726656363e+00  
  1.984505822827e-03  ,1.900977118345e-01  ,2.257002296687e+00  
  1.984574201275e-03  ,5.248629992032e-01  ,2.258071319396e+00  
  1.984581226116e-03  ,6.050673743438e-01  ,2.258181147676e+00  
  1.984586589789e-03  ,6.568812001473e-01  ,2.258265005123e+00  
  1.984597317135e-03  ,7.687010614174e-01  ,2.258432720841e+00  
  1.984600200000e-03  ,7.998577659470e-01  ,2.258477792927e+00  
  1.984600300000e-03  ,8.008555354291e-01  ,2.258479356376e+00  
  1.984602600000e-03  ,8.251321951853e-01  ,2.258515315726e+00  
  1.984602700000e-03  ,8.262295382685e-01  ,2.258516879177e+00  
  1.984606320237e-03  ,8.651865978857e-01  ,2.258573479880e+00  
  1.984613560711e-03  ,9.435760204073e-01  ,2.258686681660e+00  
  1.984628041660e-03  ,1.070037471049e+00  ,2.258913086717e+00  
  1.984642200000e-03  ,1.107780889424e+00  ,2.259134449827e+00  
  1.984646287500e-03  ,1.117101702132e+00  ,2.259198357511e+00  
  1.984647309347e-03  ,1.119686122909e+00  ,2.259214334021e+00  
  1.984649353041e-03  ,1.129137543275e+00  ,2.259246287071e+00  
  1.984653440430e-03  ,1.149595574386e+00  ,2.259310193290e+00  
  1.984654462277e-03  ,1.158008616872e+00  ,2.259326169869e+00  
  1.984656505971e-03  ,1.178460351288e+00  ,2.259358123058e+00  
  1.984658600000e-03  ,1.198845996151e+00  ,2.259390863268e+00  
  1.984658700000e-03  ,1.199813629039e+00  ,2.259392426773e+00  
  1.984658800000e-03  ,1.200842390155e+00  ,2.259393990277e+00  
  1.984661000000e-03  ,1.231811047784e+00  ,2.259428387401e+00  
  1.984661100000e-03  ,1.233470548607e+00  ,2.259429950907e+00  
  1.984661200000e-03  ,1.235106235217e+00  ,2.259431514414e+00  
  1.984669811381e-03  ,1.365542792410e+00  ,2.259566154299e+00  
  1.984678358687e-03  ,1.496734740963e+00  ,2.259699793061e+00  
  1.984695453299e-03  ,1.767735153416e+00  ,2.259967072662e+00  
  1.984709800000e-03  ,1.999417982734e+00  ,2.260191389949e+00  
  1.984709900000e-03  ,2.001127422212e+00  ,2.260192953502e+00  
  1.984712200000e-03  ,2.039132044519e+00  ,2.260228915247e+00  
  1.984712300000e-03  ,2.040742583758e+00  ,2.260230478802e+00  
  1.984729057846e-03  ,2.319386042086e+00  ,2.260492498318e+00  
  1.984745720324e-03  ,2.603500353132e+00  ,2.260753029338e+00  
  1.984779045281e-03  ,3.191613748539e+00  ,2.261274099240e+00  
  1.984845695195e-03  ,4.448229510602e+00  ,2.262316270421e+00  
  1.984851595310e-03  ,4.564572388284e+00  ,2.262408529559e+00  
  1.984863395539e-03  ,4.799787134261e+00  ,2.262593048815e+00  
  1.984866345597e-03  ,4.859107875041e+00  ,2.262639178833e+00  
  1.984872245711e-03  ,4.978253585066e+00  ,2.262731439114e+00  
  1.984872430090e-03  ,4.981967483472e+00  ,2.262734322253e+00  
  1.984872798847e-03  ,4.989365626717e+00  ,2.262740088532e+00  
  1.984872891037e-03  ,4.991185767474e+00  ,2.262741530102e+00  
  1.984873075415e-03  ,4.993718203617e+00  ,2.262744413242e+00  
  1.984873444172e-03  ,4.998246848772e+00  ,2.262750179523e+00  
  1.984873608085e-03  ,4.999102688720e+00  ,2.262752742639e+00  
  1.984873935911e-03  ,4.999694529739e+00  ,2.262757868871e+00  
  1.984874591562e-03  ,5.000062251733e+00  ,2.262768121338e+00  
  1.984874717546e-03  ,5.000046725071e+00  ,2.262770091371e+00  
  1.984874969516e-03  ,5.000005922844e+00  ,2.262774031436e+00  
  1.984875473454e-03  ,4.999983569566e+00  ,2.262781911569e+00  
  1.984875860838e-03  ,4.999981969879e+00  ,2.262787969122e+00  
  1.984875908865e-03  ,4.999982536310e+00  ,2.262788720127e+00  
  1.984876004919e-03  ,4.999983535504e+00  ,2.262790222136e+00  
  1.984876197028e-03  ,4.999985140332e+00  ,2.262793226156e+00  
  1.984876581245e-03  ,4.999987409809e+00  ,2.262799234197e+00  
  1.984877349679e-03  ,4.999989979261e+00  ,2.262811250283e+00  
  1.984878886548e-03  ,4.999992900521e+00  ,2.262835282471e+00  
  1.984881960285e-03  ,4.999995991620e+00  ,2.262883346914e+00  
  1.984888107759e-03  ,4.999997053031e+00  ,2.262979476066e+00  
  1.984900402707e-03  ,4.999998950322e+00  ,2.263171735429e+00  
  1.984924992603e-03  ,4.999999562770e+00  ,2.263556258395e+00  
  1.984974172396e-03  ,4.999999779355e+00  ,2.264325321250e+00  
  1.985072531980e-03  ,4.999999632755e+00  ,2.265863514395e+00  
  1.985269251150e-03  ,5.000000036360e+00  ,2.268940168377e+00  
  1.985662689489e-03  ,4.999999754596e+00  ,2.275094530645e+00  
  1.986300888342e-03  ,4.999999933902e+00  ,2.285080467440e+00  
  1.987257423681e-03  ,4.999999926509e+00  ,2.300053856205e+00  
  1.989170494360e-03  ,4.999999945449e+00  ,2.330021759417e+00  
  1.991917839331e-03  ,4.999999932695e+00  ,2.373100274623e+00  
  1.996423759741e-03  ,4.999999947170e+00  ,2.443829276500e+00  
  2.000686302465e-03  ,4.999999932918e+00  ,2.510780380507e+00  
  2.006816520971e-03  ,4.999999940047e+00  ,2.607040928706e+00  
  2.016817131323e-03  ,4.999999940058e+00  ,2.763671586866e+00  
  2.026817741674e-03  ,4.999999940056e+00  ,2.919261526745e+00  
  2.036818352026e-03  ,4.999999940057e+00  ,3.073196630998e+00  
  2.046818962377e-03  ,4.999999940057e+00  ,3.224869313960e+00  
  2.055571403784e-03  ,4.999999940047e+00  ,3.355284284337e+00  
  2.056821480078e-03  ,4.999999940047e+00  ,3.373708991181e+00  
  2.057133999151e-03  ,4.999999940047e+00  ,3.378306790179e+00  
  2.057212128920e-03  ,4.999999940048e+00  ,3.379455711471e+00  
  2.057368388456e-03  ,4.999999940047e+00  ,3.381752917966e+00  
  2.057407453340e-03  ,4.999999940050e+00  ,3.382327086870e+00  
  2.057437762302e-03  ,4.999999940049e+00  ,3.382772526124e+00  
  2.057444843334e-03  ,4.999999940056e+00  ,3.382876588735e+00  
  2.057456029636e-03  ,4.999999940057e+00  ,3.383040978697e+00  
  2.057463700000e-03  ,4.999999940057e+00  ,3.383153697155e+00  
  2.057463800000e-03  ,4.999999940202e+00  ,3.383155166673e+00  
  2.057463900000e-03  ,4.999999940322e+00  ,3.383156636191e+00  
  2.057468750000e-03  ,4.999999940410e+00  ,3.383227907402e+00  
  2.057478450656e-03  ,4.999999939759e+00  ,3.383370457001e+00  
  2.057480875820e-03  ,4.999999940031e+00  ,3.383406093888e+00  
  2.057485726148e-03  ,4.999999940106e+00  ,3.383477367047e+00  
  2.057486938730e-03  ,4.999999940106e+00  ,3.383495185208e+00  
  2.057489363894e-03  ,4.999999940090e+00  ,3.383530821377e+00  
  2.057494214222e-03  ,4.999999940068e+00  ,3.383602093100e+00  
  2.057503914878e-03  ,4.999999940058e+00  ,3.383744634083e+00  
  2.057506340042e-03  ,4.999999940088e+00  ,3.383780268816e+00  
  2.057511190370e-03  ,4.999999940079e+00  ,3.383851537667e+00  
  2.057512402952e-03  ,4.999999940099e+00  ,3.383869354751e+00  
  2.057514828116e-03  ,4.999999940092e+00  ,3.383904988765e+00  
  2.057519678444e-03  ,4.999999940069e+00  ,3.383976256179e+00  
  2.057523800000e-03  ,4.999999940073e+00  ,3.384036814874e+00  
  2.057524800000e-03  ,4.999999940132e+00  ,3.384051507946e+00  
  2.057524900000e-03  ,4.999999940292e+00  ,3.384052977251e+00  
  2.057533275943e-03  ,4.999999940519e+00  ,3.384176044186e+00  
  2.057541327040e-03  ,4.999999940086e+00  ,3.384294335890e+00  
  2.057557429235e-03  ,4.999999940028e+00  ,3.384530912510e+00  
  2.057578000000e-03  ,4.999999940050e+00  ,3.384833129074e+00  
  2.057578100000e-03  ,4.999999940197e+00  ,3.384834598194e+00  
  2.057647932802e-03  ,4.999999940485e+00  ,3.385860440230e+00  
  2.057716311250e-03  ,4.999999940051e+00  ,3.386864752599e+00  
  2.057775307928e-03  ,4.999999940047e+00  ,3.387731138123e+00  
  2.057828618322e-03  ,4.999999940050e+00  ,3.388513913808e+00  
  2.057844154273e-03  ,4.999999940051e+00  ,3.388742015001e+00  
  2.057867510353e-03  ,4.999999940052e+00  ,3.389084916589e+00  
  2.057914222513e-03  ,4.999999940049e+00  ,3.389770662317e+00  
  2.058007646833e-03  ,4.999999940048e+00  ,3.391141923771e+00  
  2.058194495473e-03  ,4.999999940047e+00  ,3.393883525020e+00  
  2.058568192754e-03  ,4.999999940047e+00  ,3.399363027656e+00  
  2.059256268774e-03  ,4.999999940047e+00  ,3.409439256485e+00  
  2.060392476354e-03  ,4.999999940047e+00  ,3.426040653520e+00  
  2.062105275426e-03  ,4.999999940047e+00  ,3.450977296501e+00  
  2.065530873571e-03  ,4.999999940047e+00  ,3.500517292131e+00  
  2.069454671178e-03  ,4.999999940047e+00  ,3.556691242506e+00  
  2.074714375768e-03  ,4.999999940047e+00  ,3.630976856245e+00  
  2.083512593542e-03  ,4.999999940047e+00  ,3.752437771994e+00  
  2.093513203893e-03  ,4.999999940047e+00  ,3.885831324872e+00  
  2.103513814245e-03  ,4.999999940047e+00  ,4.013754967205e+00  
  2.113514424596e-03  ,4.999999940047e+00  ,4.135703781207e+00  
  2.123515034948e-03  ,4.999999940047e+00  ,4.251196431893e+00  
  2.133515645300e-03  ,4.999999940047e+00  ,4.359777066911e+00  
  2.143516255651e-03  ,4.999999940047e+00  ,4.461017115806e+00  
  2.153516866003e-03  ,4.999999940047e+00  ,4.554516981600e+00  
  2.163517476354e-03  ,4.999999940047e+00  ,4.639907618006e+00  
  2.173518086706e-03  ,4.999999940047e+00  ,4.716851986070e+00  
  2.183518697057e-03  ,4.999999940047e+00  ,4.785046384466e+00  
  2.193519307409e-03  ,4.999999940047e+00  ,4.844221648216e+00  
  2.203519917760e-03  ,4.999999940047e+00  ,4.894144211088e+00  
  2.213520528112e-03  ,4.999999940047e+00  ,4.934617027490e+00  
  2.223521138464e-03  ,4.999999940047e+00  ,4.965480350215e+00  
  2.233521748815e-03  ,4.999999940047e+00  ,4.986612360964e+00  
  2.243522359167e-03  ,4.999999940047e+00  ,4.997929651167e+00  
  2.253522969518e-03  ,4.999999940047e+00  ,4.999387551200e+00  
  2.263523579870e-03  ,4.999999940047e+00  ,4.990980306695e+00  
  2.273524190221e-03  ,4.999999940047e+00  ,4.972741101254e+00  
  2.283524800573e-03  ,4.999999940047e+00  ,4.944741925473e+00  
  2.293525410925e-03  ,4.999999940047e+00  ,4.907093292792e+00  
  2.303526021276e-03  ,4.999999940047e+00  ,4.859943803295e+00  
  2.313526631628e-03  ,4.999999940047e+00  ,4.803479557186e+00  
  2.323527241979e-03  ,4.999999940047e+00  ,4.737923420240e+00  
  2.333527852331e-03  ,4.999999940047e+00  ,4.663534144155e+00  
  2.343528462682e-03  ,4.999999940047e+00  ,4.580605345243e+00  
  2.353529073034e-03  ,4.999999940047e+00  ,4.489464345527e+00  
  2.363529683385e-03  ,4.999999940047e+00  ,4.390470880790e+00  
  2.373530293737e-03  ,4.999999940047e+00  ,4.284015680687e+00  
  2.383530904089e-03  ,4.999999940047e+00  ,4.170518926528e+00  
  2.393531514440e-03  ,4.999999940047e+00  ,4.050428592811e+00  
  2.403532124792e-03  ,4.999999940047e+00  ,3.924218679058e+00  
  2.413532735143e-03  ,4.999999940047e+00  ,3.792387338921e+00  
  2.423533345495e-03  ,4.999999940047e+00  ,3.655454913964e+00  
  2.433533955846e-03  ,4.999999940047e+00  ,3.513961879858e+00  
  2.434784032140e-03  ,4.999999940047e+00  ,3.495982216266e+00  
  2.437284184728e-03  ,4.999999940047e+00  ,3.459839668955e+00  
  2.441317845617e-03  ,4.999999940047e+00  ,3.401033055534e+00  
  2.441893197332e-03  ,4.999999940047e+00  ,3.392596975220e+00  
  2.443043900762e-03  ,4.999999940047e+00  ,3.375689930251e+00  
  2.443331576620e-03  ,4.999999940047e+00  ,3.371455981979e+00  
  2.443403495584e-03  ,4.999999940048e+00  ,3.370397049502e+00  
  2.443457890783e-03  ,4.999999940048e+00  ,3.369596018315e+00  
  2.443480862413e-03  ,4.999999940050e+00  ,3.369257704416e+00  
  2.443502442275e-03  ,4.999999940052e+00  ,3.368939871242e+00  
  2.443545601998e-03  ,4.999999940049e+00  ,3.368304156975e+00  
  2.443631921445e-03  ,4.999999940048e+00  ,3.367032536926e+00  
  2.443675500000e-03  ,4.999999940049e+00  ,3.366390459945e+00  
  2.443675700000e-03  ,4.999999940195e+00  ,3.366387513039e+00  
  2.443675800000e-03  ,4.999999940336e+00  ,3.366386039585e+00  
  2.443683775000e-03  ,4.999999940468e+00  ,3.366268530551e+00  
  2.443699725203e-03  ,4.999999940069e+00  ,3.366033502967e+00  
  2.443703712754e-03  ,4.999999940061e+00  ,3.365974744712e+00  
  2.443711687855e-03  ,4.999999940075e+00  ,3.365857226571e+00  
  2.443727638058e-03  ,4.999999940042e+00  ,3.365622183768e+00  
  2.443728808301e-03  ,4.999999940120e+00  ,3.365604938683e+00  
  2.443731148901e-03  ,4.999999940105e+00  ,3.365570446688e+00  
  2.443735830101e-03  ,4.999999940061e+00  ,3.365501462136e+00  
  2.443740600000e-03  ,4.999999940080e+00  ,3.365431169690e+00  
  2.443744700000e-03  ,4.999999940069e+00  ,3.365370748712e+00  
  2.443748500000e-03  ,4.999999940069e+00  ,3.365314748268e+00  
  2.443748800000e-03  ,4.999999940160e+00  ,3.365310327159e+00  
  2.443748900000e-03  ,4.999999940324e+00  ,3.365308853456e+00  
  2.443750764063e-03  ,4.999999940516e+00  ,3.365281382637e+00  
  2.443754492333e-03  ,4.999999939787e+00  ,3.365226438500e+00  
  2.443761948874e-03  ,4.999999940006e+00  ,3.365116548801e+00  
  2.443776861956e-03  ,4.999999940104e+00  ,3.364896763707e+00  
  2.443783100000e-03  ,4.999999940023e+00  ,3.364804826800e+00  
  2.443783200000e-03  ,4.999999940200e+00  ,3.364803352979e+00  
  2.443793553327e-03  ,4.999999940562e+00  ,3.364650761657e+00  
  2.443803623532e-03  ,4.999999940082e+00  ,3.364502339587e+00  
  2.443815133188e-03  ,4.999999940048e+00  ,3.364332697575e+00  
  2.443825005208e-03  ,4.999999940055e+00  ,3.364187189270e+00  
  2.443834062134e-03  ,4.999999940060e+00  ,3.364053692085e+00  
  2.443843572055e-03  ,4.999999940056e+00  ,3.363913514833e+00  
  2.443854248737e-03  ,4.999999940055e+00  ,3.363756135726e+00  
  2.443875602101e-03  ,4.999999940052e+00  ,3.363441365849e+00  
  2.443912366245e-03  ,4.999999940050e+00  ,3.362899389283e+00  
  2.443969008539e-03  ,4.999999940049e+00  ,3.362064279185e+00  
  2.444062921618e-03  ,4.999999940048e+00  ,3.360679423811e+00  
  2.444224807833e-03  ,4.999999940047e+00  ,3.358291523811e+00  
  2.444382593249e-03  ,4.999999940047e+00  ,3.355963258021e+00  
  2.444698164080e-03  ,4.999999940047e+00  ,3.351304204845e+00  
  2.445329305742e-03  ,4.999999940047e+00  ,3.341976076231e+00  
  2.446281835650e-03  ,4.999999940047e+00  ,3.327872879426e+00  
  2.447851583574e-03  ,4.999999940047e+00  ,3.304566664322e+00  
  2.450436040972e-03  ,4.999999940047e+00  ,3.266025508492e+00  
  2.453010580157e-03  ,4.999999940047e+00  ,3.227431416895e+00  
  2.457910940264e-03  ,4.999999940047e+00  ,3.153454181366e+00  
  2.464183828448e-03  ,4.999999940047e+00  ,3.057862513952e+00  
  2.474184438799e-03  ,4.999999940047e+00  ,2.903734055648e+00  
  2.484185049151e-03  ,4.999999940047e+00  ,2.748012049031e+00  
  2.494185659502e-03  ,4.999999940047e+00  ,2.591311132718e+00  
  2.504186269854e-03  ,4.999999940056e+00  ,2.434249809103e+00  
  2.514186880205e-03  ,4.999999944304e+00  ,2.277448003119e+00  
  2.515436956499e-03  ,4.999999976240e+00  ,2.257896876670e+00  
  2.515749475573e-03  ,5.000000002975e+00  ,2.253011381694e+00  
  2.515827605341e-03  ,5.000000043788e+00  ,2.251790156017e+00  
  2.515983864878e-03  ,5.000000063448e+00  ,2.249347884402e+00  
  2.516022929762e-03  ,5.000000123250e+00  ,2.248737354159e+00  
  2.516101059530e-03  ,5.000000164180e+00  ,2.247516339122e+00  
  2.516120591973e-03  ,5.000000247489e+00  ,2.247211094858e+00  
  2.516159656857e-03  ,5.000000307322e+00  ,2.246600617758e+00  
  2.516237786625e-03  ,5.000001144643e+00  ,2.245379709394e+00  
  2.516284612034e-03  ,4.770556035485e+00  ,2.244648013415e+00  
  2.516330811594e-03  ,4.337898225320e+00  ,2.243926118640e+00  
  2.516342148398e-03  ,4.222683922702e+00  ,2.243748977842e+00  
  2.516363939856e-03  ,3.993244496080e+00  ,2.243408483726e+00  
  2.516407522772e-03  ,3.498915054202e+00  ,2.242727509929e+00  
  2.516494688605e-03  ,2.368727612783e+00  ,2.241365620265e+00  
  2.516517900000e-03  ,2.036124350327e+00  ,2.241002975637e+00  
  2.516518000000e-03  ,2.034662903773e+00  ,2.241001413292e+00  
  2.516518100000e-03  ,2.033201143235e+00  ,2.240999850949e+00  
  2.516520300000e-03  ,2.000974341176e+00  ,2.240965479407e+00  
  2.516520400000e-03  ,1.999506530175e+00  ,2.240963917065e+00  
  2.516527737500e-03  ,1.891158422151e+00  ,2.240849280527e+00  
  2.516542412164e-03  ,1.670513457340e+00  ,2.240620014361e+00  
  2.516546080829e-03  ,1.614517722013e+00  ,2.240562698164e+00  
  2.516553418161e-03  ,1.501554604391e+00  ,2.240448066183e+00  
  2.516568092825e-03  ,1.273526261794e+00  ,2.240218803876e+00  
  2.516569181222e-03  ,1.256508435698e+00  ,2.240201799937e+00  
  2.516571357909e-03  ,1.222417619398e+00  ,2.240167793761e+00  
  2.516575711283e-03  ,1.168508089114e+00  ,2.240099781554e+00  
  2.516580400000e-03  ,1.133796449053e+00  ,2.240026530549e+00  
  2.516584200000e-03  ,1.116691121377e+00  ,2.239967163979e+00  
  2.516587900000e-03  ,1.106986506192e+00  ,2.239909359829e+00  
  2.516588200000e-03  ,1.106243735958e+00  ,2.239904673012e+00  
  2.516588300000e-03  ,1.105974350539e+00  ,2.239903110740e+00  
  2.516590500000e-03  ,1.100198072967e+00  ,2.239868740781e+00  
  2.516590600000e-03  ,1.099938647928e+00  ,2.239867178512e+00  
  2.516593246446e-03  ,1.092977333594e+00  ,2.239825833922e+00  
  2.516598539339e-03  ,1.078187605545e+00  ,2.239743144958e+00  
  2.516609125124e-03  ,9.915028566277e-01  ,2.239577767893e+00  
  2.516621200000e-03  ,8.317493137267e-01  ,2.239389128814e+00  
  2.516621300000e-03  ,8.304438877556e-01  ,2.239387566576e+00  
  2.516623500000e-03  ,8.011609379518e-01  ,2.239353197363e+00  
  2.516623600000e-03  ,7.998112375394e-01  ,2.239351635127e+00  
  2.516634775871e-03  ,6.491043070435e-01  ,2.239177042323e+00  
  2.516646705741e-03  ,4.857610814720e-01  ,2.238990671745e+00  
  2.516657032245e-03  ,3.435159398003e-01  ,2.238829350407e+00  
  2.516665980393e-03  ,2.570856069876e-01  ,2.238689562748e+00  
  2.516674640947e-03  ,2.251665356613e-01  ,2.238554268635e+00  
  2.516683048183e-03  ,2.074070180699e-01  ,2.238422932593e+00  
  2.516693930501e-03  ,1.934084200754e-01  ,2.238252932414e+00  
  2.516715695137e-03  ,1.771920189407e-01  ,2.237912935730e+00  
  2.516754128212e-03  ,1.617565872891e-01  ,2.237312564677e+00  
  2.516811634773e-03  ,1.486530224293e-01  ,2.236414271348e+00  
  2.516908969158e-03  ,1.358840380042e-01  ,2.234893917604e+00  
  2.517073621029e-03  ,1.235919526971e-01  ,2.232322297230e+00  
  2.517236484760e-03  ,1.160025111031e-01  ,2.229778886793e+00  
  2.517562212223e-03  ,1.063705103403e-01  ,2.224692917466e+00  
  2.518213667148e-03  ,9.567736523837e-02  ,2.214524459562e+00  
  2.519183172458e-03  ,8.764856363440e-02  ,2.199400509982e+00  
  2.520815672153e-03  ,8.168594037383e-02  ,2.173959569252e+00  
  2.523406233066e-03  ,7.891063509149e-02  ,2.133659644938e+00  
  2.526071943515e-03  ,7.828369808596e-02  ,2.092292088524e+00  
  2.531049360508e-03  ,7.820390223155e-02  ,2.015365661641e+00  
  2.537692274326e-03  ,7.830356507480e-02  ,1.913450228333e+00  
  2.547692884678e-03  ,7.822051213335e-02  ,1.762003841496e+00  
  2.557693495029e-03  ,7.825365953716e-02  ,1.613470343765e+00  
  2.567694105381e-03  ,7.826171532315e-02  ,1.468436000534e+00  
  2.577694715732e-03  ,7.826171517560e-02  ,1.327473265945e+00  
  2.587695326084e-03  ,7.826171514851e-02  ,1.191138523403e+00  
  2.588945402378e-03  ,7.825760037248e-02  ,1.174449100644e+00  
  2.591445554966e-03  ,7.825896428255e-02  ,1.141316608305e+00  
  2.592006696933e-03  ,7.826036511064e-02  ,1.133926030458e+00  
  2.592825998539e-03  ,7.825982983774e-02  ,1.123165857499e+00  
  2.593030823940e-03  ,7.826106362094e-02  ,1.120481504103e+00  
  2.593082030290e-03  ,7.826151760313e-02  ,1.119810772586e+00  
  2.593118681186e-03  ,7.826151584865e-02  ,1.119330784869e+00  
  2.593173523420e-03  ,7.826150526336e-02  ,1.118612696388e+00  
  2.593283207887e-03  ,7.826126395643e-02  ,1.117177011582e+00  
  2.593295600000e-03  ,7.826165494747e-02  ,1.117014849695e+00  
  2.593295700000e-03  ,7.826170044523e-02  ,1.117013541139e+00  
  2.593304325000e-03  ,7.826166906727e-02  ,1.116900680290e+00  
  2.593321574584e-03  ,7.826162472084e-02  ,1.116674976218e+00  
  2.593325886980e-03  ,7.826168484691e-02  ,1.116618552739e+00  
  2.593334511772e-03  ,7.826166891623e-02  ,1.116505708827e+00  
  2.593351761357e-03  ,7.826162472235e-02  ,1.116280033193e+00  
  2.593353016187e-03  ,7.826169617325e-02  ,1.116263616930e+00  
  2.593355525915e-03  ,7.826169159590e-02  ,1.116230783783e+00  
  2.593360545371e-03  ,7.826167852021e-02  ,1.116165118520e+00  
  2.593365800000e-03  ,7.826167507340e-02  ,1.116096378169e+00  
  2.593370000000e-03  ,7.826167928460e-02  ,1.116041435415e+00  
  2.593374300000e-03  ,7.826168490867e-02  ,1.115985185499e+00  
  2.593374500000e-03  ,7.826170008791e-02  ,1.115982569249e+00  
  2.593374600000e-03  ,7.826170027880e-02  ,1.115981261124e+00  
  2.593381948508e-03  ,7.826167343281e-02  ,1.115885134993e+00  
  2.593383065163e-03  ,7.826169353297e-02  ,1.115870528231e+00  
  2.593385298475e-03  ,7.826169258255e-02  ,1.115841314912e+00  
  2.593389765098e-03  ,7.826168098006e-02  ,1.115782889091e+00  
  2.593398698344e-03  ,7.826166774941e-02  ,1.115666040721e+00  
  2.593411300000e-03  ,7.826165424173e-02  ,1.115501216346e+00  
  2.593411400000e-03  ,7.826170044353e-02  ,1.115499908422e+00  
  2.593424997310e-03  ,7.826165084336e-02  ,1.115322071124e+00  
  2.593438672105e-03  ,7.826163372582e-02  ,1.115143230590e+00  
  2.593452646414e-03  ,7.826163245505e-02  ,1.114960483549e+00  
  2.593465537409e-03  ,7.826165317401e-02  ,1.114791912866e+00  
  2.593477997760e-03  ,7.826165475999e-02  ,1.114628982184e+00  
  2.593493462185e-03  ,7.826162759694e-02  ,1.114426782248e+00  
  2.593519569019e-03  ,7.826160525818e-02  ,1.114085460719e+00  
  2.593559402803e-03  ,7.826155678596e-02  ,1.113564744503e+00  
  2.593634349684e-03  ,7.826143860357e-02  ,1.112585257418e+00  
  2.593702895025e-03  ,7.826138163195e-02  ,1.111689701944e+00  
  2.593839985708e-03  ,7.826124805835e-02  ,1.109899363705e+00  
  2.594114167074e-03  ,7.826089589396e-02  ,1.106321782718e+00  
  2.594559723715e-03  ,7.826055271569e-02  ,1.100516884829e+00  
  2.595248753408e-03  ,7.826018830378e-02  ,1.091561530635e+00  
  2.596386296133e-03  ,7.825973915861e-02  ,1.076834675002e+00  
  2.597557026724e-03  ,7.825946623430e-02  ,1.061754085201e+00  
  2.599898487905e-03  ,7.825913816394e-02  ,1.031827184715e+00  
  2.604581410269e-03  ,7.825870452680e-02  ,9.729330804694e-01  
  2.608990437368e-03  ,7.825873567470e-02  ,9.186909357639e-01  
  2.613808400015e-03  ,7.825856646905e-02  ,8.608068288320e-01  
  2.623444325308e-03  ,7.825836902123e-02  ,7.495964211562e-01  
  2.633444935659e-03  ,7.825833630445e-02  ,6.409653769419e-01  
  2.643445546011e-03  ,7.825833625059e-02  ,5.396719884059e-01  
  2.653446156362e-03  ,7.825833619948e-02  ,4.461160630604e-01  
  2.663446766714e-03  ,7.825833616997e-02  ,3.606668684586e-01  
  2.673447377066e-03  ,7.825833612449e-02  ,2.836616746871e-01  
  2.683447987417e-03  ,7.825833609928e-02  ,2.154044231519e-01  
  2.693448597769e-03  ,7.825833607851e-02  ,1.561645269146e-01  
  2.703449208120e-03  ,7.825833605752e-02  ,1.061758073121e-01  
  2.713449818472e-03  ,7.825833604099e-02  ,6.563557105821e-02  
  2.723450428823e-03  ,7.825833602430e-02  ,3.470383146896e-02  
  2.733451039175e-03  ,7.825833601206e-02  ,1.350267688627e-02  
  2.743451649526e-03  ,7.825833599965e-02  ,2.115788792114e-03  
  2.753452259878e-03  ,7.825833599164e-02  ,5.881115156865e-04  
  2.763452870230e-03  ,7.825833599337e-02  ,8.925674837017e-03  
  2.773453480581e-03  ,7.825833599718e-02  ,2.709557018728e-02  
  2.783454090933e-03  ,7.825833600306e-02  ,5.502608053972e-02  
  2.793454701284e-03  ,7.825833602004e-02  ,9.260696347854e-02  
  2.803455311636e-03  ,7.825833604075e-02  ,1.396898863285e-01  
  2.813455921987e-03  ,7.825833606196e-02  ,1.960890116274e-01  
  2.823456532339e-03  ,7.825833608687e-02  ,2.615817306317e-01  
  2.833457142691e-03  ,7.825833611229e-02  ,3.359095419581e-01  
  2.843457753042e-03  ,7.825833616201e-02  ,4.187790718953e-01  
  2.853458363394e-03  ,7.825833619160e-02  ,5.098632323572e-01  
  2.863458973745e-03  ,7.825833624591e-02  ,6.088025119075e-01  
  2.873459584097e-03  ,7.825833627956e-02  ,7.152063947607e-01  
  2.883460194448e-03  ,7.825833633828e-02  ,8.286549021570e-01  
  2.893460804800e-03  ,7.825833637578e-02  ,9.487002500293e-01  
  2.903461415151e-03  ,7.825833643869e-02  ,1.074868616418e+00  
  2.904711491445e-03  ,7.825965512485e-02  ,1.091045634847e+00  
