Time (s),Channel 1 (V),Channel 2 (V),Math 1 (A)
-0.002580165,9.957758028875999,0.1688491244590895,0.0006977236547896261
-0.002579535,10.0785531025074,0.1797934005982466,0.0007429479363563907
-0.002578905,10.18470634903207,0.1579048483199279,0.0006524993732228426
-0.002578275,10.18470634903207,0.172497216505472,0.0007127984153118679
-0.002577645,10.19202726258549,0.161552940366315,0.0006675741337451031
-0.002577015,10.18836680580878,0.1579048483199279,0.0006524993732228426
-0.002576385,10.26157594134296,0.1724972165054704,0.000712798415311861
-0.002575755,10.38969192852788,0.1688491244590895,0.0006977236547896261
-0.002575125,10.38237101497445,0.172497216505477,0.0007127984153118885
-0.002574495,10.38603147175116,0.1579048483199345,0.00065249937322287
-0.002573865,10.39335238530459,0.1579048483199279,0.0006524993732228426
-0.002573235,10.46656152083888,0.1688491244590895,0.0006977236547896261
-0.002572605,10.63128207579079,0.1688491244590895,0.0006977236547896261
-0.002571975,10.63860298934421,0.161552940366315,0.0006675741337451031
-0.002571345,10.63860298934429,0.1688491244590945,0.0006977236547896467
-0.002570715,10.82162582817975,0.1797934005982516,0.0007429479363564113
-0.002570085,10.85090948239344,0.1652010324127025,0.0006826488942673656
-0.002569455,10.86555130950027,0.1652010324127025,0.0006826488942673656
-0.002568825,10.86555130950028,0.1761453085518645,0.0007278731758341508
-0.002568195,10.86921176627699,0.1652010324126991,0.0006826488942673519
-0.002567565,10.86555130950028,0.1579048483199279,0.0006524993732228426
-0.002566935,10.88019313660712,0.1688491244590895,0.0006977236547896261
-0.002566305,11.05955551866596,0.1652010324127041,0.0006826488942673724
-0.002565675,11.0741973457728,0.1688491244590895,0.0006977236547896261
-0.002565045,11.06321597544266,0.1761453085518645,0.0007278731758341508
-0.002564415,11.20597378973432,0.1652010324127074,0.0006826488942673862
-0.002563785,11.27186201171518,0.1579048483199279,0.0006524993732228426
-0.002563155,11.25355972783163,0.172497216505477,0.0007127984153118885
-0.002562525,11.25355972783163,0.172497216505477,0.0007127984153118885
-0.002561895,11.26088064138505,0.161552940366315,0.0006675741337451031
-0.002561265,11.26088064138505,0.1542567562735487,0.0006374246127006145
-0.002560635,11.25722018460834,0.172497216505477,0.0007127984153118885
-0.002560005,11.43658256666717,0.1761453085518645,0.0007278731758341508
-0.002559375,11.47318713443426,0.1724972165054787,0.0007127984153118953
-0.002558745,11.4805080479877,0.1688491244590895,0.0006977236547896261
-0.002558115,11.48782896154112,0.1688491244590895,0.0006977236547896261
-0.002557485,11.47318713443428,0.1688491244590895,0.0006977236547896261
-0.002556855,11.6488890597164,0.1761453085518645,0.0007278731758341508
-0.002556225,11.6818331707068,0.1761453085518612,0.0007278731758341372
-0.002555595,11.6854936274835,0.1688491244590895,0.0006977236547896261
-0.002554965,11.78798641723141,0.172497216505477,0.0007127984153118885
-0.002554335,11.92708377474635,0.1688491244590912,0.0006977236547896329
-0.002553705,11.92708377474642,0.1761453085518645,0.0007278731758341508
-0.002553075,11.93440468829984,0.1652010324127025,0.0006826488942673656
-0.002552445,11.93806514507655,0.161552940366315,0.0006675741337451031
-0.002551815,11.93806514507655,0.183441492644639,0.0007580226968786737
-0.002551185,11.9344046882999,0.172497216505477,0.0007127984153118885
-0.002550555,12.07350204581485,0.172497216505477,0.0007127984153118885
-0.002549925,12.15403209490249,0.161552940366315,0.0006675741337451031
-0.002549295,12.15037163812578,0.1797934005982433,0.0007429479363563771
-0.002548665,12.18697620589289,0.1761453085518645,0.0007278731758341508
-0.002548035,12.3590176743983,0.1761453085518645,0.0007278731758341508
-0.002547405,12.34437584729146,0.1761453085518645,0.0007278731758341508
-0.002546775,12.34803630406816,0.1870895846910261,0.0007730974574009343
-0.002546145,12.32607356340792,0.1761453085518662,0.0007278731758341576
-0.002545515,12.36999904472843,0.1797934005982516,0.0007429479363564113
-0.002544885,12.54204051323384,0.1652010324127025,0.0006826488942673656
-0.002544255,12.53105914290371,0.1761453085518595,0.0007278731758341302
-0.002543625,12.54204051323384,0.1688491244590895,0.0006977236547896261
-0.002542995,12.54204051323384,0.1652010324127025,0.0006826488942673656
-0.002542365,12.56400325389409,0.1797934005982449,0.0007429479363563839
-0.002541735,12.7323842656228,0.1761453085518645,0.0007278731758341508
-0.002541105,12.75800746305977,0.1724972165054803,0.0007127984153119021
-0.002540475,12.75800746305977,0.1797934005982516,0.0007429479363564113
-0.002539845,12.76166791983648,0.172497216505477,0.0007127984153118885
-0.002539215,12.77630974694332,0.1761453085518628,0.000727873175834144
-0.002538585,12.970313956109,0.172497216505477,0.0007127984153118885
