Time (s),Channel 1 (V),Channel 2 (V),Math 1 (A)
-0.1023898148148148,4.717301931004073,0.9649114802371428,0.009649114802371428
-0.1023648148148148,4.717301931004044,0.9649114802371411,0.009649114802371411
-0.1023398148148148,4.655075115320332,0.9612634438562226,0.009612634438562227
-0.1023148148148148,4.497677875649694,0.9612634438562226,0.009612634438562227
-0.1022898148148148,4.501338276572267,0.9612634438562226,0.009612634438562227
-0.1022648148148148,4.384205447049931,0.9612634438562226,0.009612634438562227
-0.1022398148148148,4.281714221217888,0.9612634438562226,0.009612634438562227
-0.1022148148148148,4.281714221217888,0.9612634438562226,0.009612634438562227
-0.1021898148148148,4.11333577877953,0.9612634438562226,0.009612634438562227
-0.1021648148148148,4.065750566786082,0.957615407475302,0.00957615407475302
-0.1021398148148148,4.058429764940935,0.957615407475302,0.00957615407475302
-0.1021148148148148,3.849786912354255,0.9576154074753004,0.009576154074753002
-0.1020898148148148,3.805862101283399,0.9539673710943819,0.00953967371094382
-0.1020648148148148,3.630162856999896,0.9539673710943819,0.00953967371094382
-0.1020398148148148,3.633823257922469,0.957615407475302,0.00957615407475302
-0.1020148148148148,3.538652833935571,0.957615407475302,0.00957615407475302
-0.1019898148148148,3.414199202568029,0.9539673710943819,0.00953967371094382
-0.1019648148148148,3.282424769355462,0.9539673710943819,0.00953967371094382
-0.1019398148148148,3.19457514721371,0.957615407475302,0.00957615407475302
-0.1019148148148148,3.19457514721371,0.9539673710943819,0.00953967371094382
-0.1018898148148148,3.19457514721371,0.957615407475302,0.00957615407475302
-0.1018648148148148,2.993253096472179,0.9539673710943802,0.009539673710943802
-0.1018398148148148,2.956649087246466,0.9503193347134617,0.009503193347134618
-0.1018148148148148,2.758987437427525,0.9539673710943819,0.00953967371094382
-0.1017898148148148,2.762647838350098,0.9503193347134617,0.009503193347134618
-0.1017648148148148,2.685779418976065,0.9503193347134617,0.009503193347134618
-0.1017398148148148,2.54668418391824,0.9503193347134617,0.009503193347134618
-0.1017148148148148,2.433211755318529,0.9503193347134617,0.009503193347134618
-0.1016898148148148,2.327060128563912,0.9466712983325412,0.009466712983325411
-0.1016648148148148,2.330720529486485,0.9466712983325412,0.009466712983325411
-0.1016398148148148,2.162342087048128,0.9466712983325412,0.009466712983325411
-0.1016148148148148,2.111096474132106,0.9466712983325428,0.009466712983325428
-0.1015898148148148,2.111096474132106,0.9503193347134617,0.009503193347134618
-0.1015648148148148,1.891472418777727,0.943023261951621,0.009430232619516209
-0.1015398148148148,1.891472418777727,0.9466712983325412,0.009466712983325411
-0.1015148148148148,1.836566404939132,0.9466712983325412,0.009466712983325411
-0.1014898148148148,1.675508764345993,0.9466712983325412,0.009466712983325411
-0.1014648148148148,1.67550876434592,0.943023261951621,0.009430232619516209
-0.1014398148148148,1.569357137591304,0.943023261951621,0.009430232619516209
-0.1014148148148148,1.463205510836687,0.943023261951621,0.009430232619516209
-0.1013898148148148,1.313129073011194,0.943023261951621,0.009430232619516209
-0.1013648148148148,1.243581455482339,0.943023261951621,0.009430232619516209
-0.1013398148148148,1.247241856404881,0.943023261951621,0.009430232619516209
-0.1013148148148148,1.045919805663366,0.9393752255707009,0.009393752255707009
-0.1012898148148148,1.009315796437636,0.9393752255707009,0.009393752255707009
-0.1012648148148148,0.8116541466186951,0.9357271891897803,0.009357271891897802
-0.1012398148148148,0.8153145475412663,0.9357271891897803,0.009357271891897802
-0.1012148148148148,0.7384461281672353,0.9357271891897803,0.009357271891897802
-0.1011898148148148,0.5956904921868887,0.9357271891897803,0.009357271891897802
-0.1011648148148148,0.5956904921868887,0.9320791528088601,0.009320791528088601
-0.1011398148148148,0.5956904921868887,0.9320791528088601,0.009320791528088601
-0.1011148148148148,0.4602556580517498,0.9247830800470227,0.009247830800470227
-0.1010898148148148,0.3907080405228014,0.9174870072851791,0.00917487007285179
-0.1010648148148148,0.2955376165359037,0.8299341341430915,0.008299341341430915
-0.1010398148148148,0.2735752110004658,0.8153419886194104,0.008153419886194105
-0.1010148148148148,0.2735752110004658,0.8007498430957294,0.008007498430957294
-0.1009898148148148,0.2223295980844673,0.6438842787162276,0.006438842787162277
-0.1009648148148148,0.215008796239298,0.5964598057641921,0.005964598057641921
-0.1009398148148148,0.1893859897812871,0.4541863869083005,0.004541863869083004
-0.1009148148148148,0.1857255888587141,0.4578344232892206,0.004578344232892206
-0.1008898148148148,0.1710839851684222,0.3629854773852932,0.003629854773852932
-0.1008648148148148,0.1527819805555655,0.2681365314814084,0.002681365314814084
-0.1008398148148148,0.1234987731749733,0.147751330910995,0.00147751330910995
-0.1008148148148148,0.1088571694846814,0.0893827488162704,0.000893827488162704
-0.1007898148148148,0.1051967685621084,0.09303078519719055,0.0009303078519719055
-0.1007648148148148,0.1051967685621084,0.09303078519719055,0.0009303078519719055
-0.1007398148148148,-0.01193606096017397,-0.01276226984944968,-0.0001276226984944967
-0.1007148148148148,-0.01193606096022723,-0.0127622698494978,-0.000127622698494978
