#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B2E102
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 100 Hz
#Stop: 100000 Hz
#Steps: 68
#Order: W1-C1-DUT-C2-R-GND
#Resistor: 100 Ω
#Average: 1
#ProbeResistance: 1.04e+06 Ω
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.46263 V
#Offset: 0.000174139 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.51599 V
#Offset: -9.29258e-05 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm)
100.0000000000001,2.506478482584531,1.602390360608983,0.07014340397774907
110.8603178422692,2.476069048732337,1.602885696886973,0.06931275336312363
122.9001007208894,2.514462246479689,1.601420514017267,0.07032452533052877
136.247442287647,2.324241361658655,1.602407577680544,0.06503840704925572
151.0443475720475,2.361664201751084,1.605114167201259,0.06619840015764228
167.4482438011536,2.374674324919769,1.602292999070076,0.06644650316034051
185.6336552992566,2.479479095422821,1.602785972322357,0.06940401192612043
205.7940602869781,2.52939996268105,1.605370949845924,0.07091735607550655
228.143949334655,2.420490689891701,1.606933355351904,0.06792616831576014
252.9211073703037,2.530080012885103,1.607235613712841,0.07101884141250966
280.3891435209056,2.589670526509503,1.608015405056718,0.07272905849636008
310.840295702492,2.699429694832946,1.607579706244011,0.07579549752704093
344.5985397976318,2.850459525838368,1.607981343038237,0.08006298159673061
382.0230364994732,3.105496366015128,1.60669307299195,0.08716996885419695
423.5119524940032,3.373267899416066,1.609841690514002,0.09488849635047265
469.5066966348521,3.482698987422171,1.609914818296489,0.09797866966990765
520.4966161801352,3.810459229194785,1.609756845641022,0.1072150895548797
577.0242030555539,4.034946418807737,1.610870334874866,0.1136303917397649
639.6908655342066,4.423229197764142,1.61423493646914,0.1248669571918605
709.1633267391837,4.843556273790488,1.611155637400928,0.1365260355443852
786.1807180438691,5.234565093676439,1.609565137757833,0.1474610085302341
871.5624428380668,5.73791297235142,1.612718795289715,0.1620485847061713
966.2168943241268,6.093547245614007,1.618503325803262,0.1727837495963972
1071.151120093428,6.770769286732712,1.616297637844339,0.1918955607252885
1187.481536306599,7.532846922639854,1.619832172591295,0.2141997465947964
1316.445805467756,8.195582901000634,1.615938700665057,0.2327331610647349
1459.416004162775,8.835140908325382,1.621756472257074,0.2520797640154555
1617.913220855796,9.921805035209941,1.617039466131898,0.2828527484122405
1793.623739052829,10.67842795998465,1.626821345330302,0.3067567580152866
1988.416978008356,11.74108788498008,1.626878463953937,0.3381272134994752
2204.365381849707,12.81317396613003,1.627637996146437,0.3701838591529066
2443.766468723535,14.13464344557704,1.638095756656625,0.4125143270407495
2709.167274549708,15.46391366708127,1.630808640362918,0.4511573360536025
3003.391451444546,16.95244310411757,1.633756063977533,0.4980069208216554
3329.569309118962,18.60541355530524,1.640271521832065,0.5521848927547589
3691.171118867925,20.21760929047358,1.6436450931969,0.6053172508375416
4092.044034479024,21.97762244411301,1.647277460995422,0.6647950285419482
4536.45302286906,24.06260840278659,1.646077917333103,0.7350374188990831
5029.126239917861,26.16344199961848,1.641675625889203,0.8065038579740577
5575.3053342619,28.42632953317012,1.646930091912998,0.8914701084924456
6180.801214239727,30.90533651032541,1.647317134681906,0.986107365775492
6852.055871304993,33.54714111762754,1.650895016396472,1.094658004710068
7596.21091765858,36.41073801615807,1.651681494100636,1.218202490555444
8421.183567285443,38.96220956714767,1.66062702251206,1.342936679912961
9335.750868773583,41.54006931558781,1.664242142570231,1.474473237355734
10349.6430860848,44.3987253356995,1.674061134557377,1.63928882603055
11473.64722077403,47.4830226381931,1.670988158783558,1.82247912208451
12719.72177705077,50.04426230917522,1.684853509990017,2.011083330429545
14101.1239906908,52.78702351316021,1.6829040847754,2.216101864943163
15632.55087541229,55.26756262150051,1.697445168333411,2.448459272701418
17330.2955873365,57.65914184219851,1.72093546234802,2.717957565517847
19212.42077112597,60.112238368424,1.726403191330638,3.003791719740485
21298.95073206439,62.45643057740748,1.735856450718403,3.328367232182656
23612.08447863488,64.45125696512224,1.758564018647629,3.678848538637408
26176.43190219973,66.45945636188513,1.775685786622094,4.075908018622745
29019.27560654375,68.3029778609302,1.793709694594188,4.508075417001506
32170.86117293846,69.99274558377977,1.819469580465878,4.99698292997543
35664.71894891473,71.62989327806923,1.835904042572193,5.528559993506168
39538.02078431883,72.8923575519088,1.879898321721591,6.107806036324519
43831.9755100383,74.26612949972829,1.911433484626216,6.784742324674924
48592.26736697403,75.30366571091737,1.961215007718295,7.477656032826464
53869.5420497926,76.46176000351851,1.994884385451858,8.284928130994111
59719.94553657491,77.36887146165247,2.055643654678716,9.173008648130031
66205.72143707698,78.01140432036956,2.154086004273567,10.14410580796202
73395.8732149108,78.65124702868565,2.257201975547316,11.24638084126972
81366.89832915901,79.36541296225916,2.328550438157714,12.40109240923645
90203.60210610159,79.86258593153376,2.471155714353474,13.82070978485555
100000,80.16645321020256,2.644722117896516,15.25803939752715
